"","cSObM2TOMPOOM080315.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report"
"39960",1360,1497,1727,149,905,1191,657,904,2000,1139,1306
"2739433",582,579,703,82,434,527,328,432,863,510,595
"1112",556,622,721,71,362,472,219,397,749,454,547
"2182384",546,523,638,74,375,456,289,412,835,453,539
"2683265",2856,3143,3768,363,1993,2492,1399,2234,4580,2448,2946
"2060312",1215,1215,1389,130,772,939,737,977,2057,871,1175
"2067415",928,1186,1250,252,739,764,453,668,1482,773,895
"2604537",616,647,664,59,422,483,247,393,867,502,580
"2185142",216,237,303,29,172,195,126,169,367,170,231
"1267766",576,520,677,56,376,500,314,469,1029,460,540
"361183",462,494,559,55,308,410,236,342,669,431,445
"476157",184,187,215,19,146,191,78,117,258,164,155
"692370",1025,1375,1326,158,942,904,549,864,1803,996,1105
"2338327",1018,1258,1489,150,932,965,570,805,1743,1018,1140
"1982042",891,1174,1033,105,683,810,434,603,1608,787,797
"2055955",370,339,410,34,284,264,203,289,583,298,363
"450378",1276,1259,1570,150,785,1093,606,916,1731,1077,1315
"2798724",598,810,831,93,464,683,320,653,1014,603,700
"1348774",527,596,663,62,367,477,298,417,804,458,584
"192812",909,1011,1227,119,651,822,442,602,1448,829,982
"1532023",983,1046,1272,130,669,841,396,618,1407,888,1009
"266951",505,500,534,55,338,380,222,290,713,399,436
"502682",468,530,597,63,322,466,263,362,769,421,456
"1648404",255,237,223,30,148,208,96,159,320,185,222
"543877",794,807,784,91,525,562,625,466,1752,590,651
"645517",574,786,761,90,470,613,304,495,1051,585,628
"1892855",4211,3699,4673,558,2368,2947,1973,3604,4448,4080,3551
"2771430",2211,2175,2393,302,1403,1579,1582,1743,2596,2292,1857
"335406",1429,1379,1459,166,816,1200,644,856,1576,1162,1346
"2759707",965,1144,1459,161,654,956,360,695,1270,1029,1236
"192",2166,2643,4306,426,1099,2325,1402,2127,2885,2444,3391
"652764",673,934,1236,106,414,773,286,618,979,717,1029
"709810",626,889,1156,131,358,684,339,615,872,671,1005
"664962",539,583,1116,76,274,611,293,501,627,707,894
"2202148",1870,2574,3723,326,1050,2143,747,1883,2784,2283,3019
"137722",752,993,1550,136,416,900,269,682,1085,817,1198
"862719",439,636,948,96,279,583,155,624,735,581,776
"528244",1021,1232,1986,175,554,1161,351,927,1385,1173,1577
"682998",604,878,1130,93,334,703,227,695,935,753,1032
"286727",466,627,893,84,280,562,235,439,608,523,746
"1226968",494,618,1045,98,281,579,184,510,631,583,744
"1064539",385,480,671,59,155,360,198,313,448,407,497
"2775420",1901,2156,9559,916,881,1951,771,10011,2389,2519,3467
"2233999",1387,1696,6983,744,664,1445,507,3722,1838,1740,2398
"2602016",2918,4068,3988,342,2426,3692,924,1954,4702,3194,4604
"2602015",2450,3426,3367,266,2009,2890,702,1531,7682,2470,3572
"1663591",599,787,1028,102,358,735,205,487,811,686,948
"1639348",536,680,817,69,318,611,189,354,757,595,857
"431944",193,257,273,14,96,209,58,137,259,192,258
"342108",667,878,1030,77,389,789,218,489,938,686,1034
"414684",1580,1767,2665,246,890,1694,547,1258,2132,1712,2290
"269796",1,5,5,1,2,3,4,9,11,4,6
"2594003",8709,2580,2505,257,1348,2301,629,1848,4917,1734,3353
"1110502",1557,1884,2504,216,841,1645,536,1130,2190,1647,2319
"1441467",1258,1915,2213,225,900,1512,465,1023,1950,1451,2124
"2220096",1185,1432,2003,198,722,1327,1121,1133,1694,1385,1759
"111831",849,1012,1330,131,441,887,223,676,1230,929,1124
"2048283",145,162,197,10,77,173,43,132,197,119,177
"2785908",75,92,127,12,66,101,38,73,124,94,107
"2785911",54,58,79,5,46,61,30,37,72,71,60
"1891279",89,93,113,18,69,101,44,68,107,104,124
"1123366",56,51,70,5,26,41,19,50,64,52,71
"1612173",579,691,1082,92,366,774,216,439,842,631,921
"1150469",522,620,931,77,278,584,169,397,736,591,781
"1288970",370,446,474,54,227,409,122,290,560,396,534
"1549855",86,84,118,10,43,94,19,74,116,120,118
"1401328",10,4,11,1,9,4,2,4,10,11,15
"1193729",6,9,10,2,1,7,3,5,16,6,7
"2768162",1298,1705,2934,300,864,1397,476,1303,1800,1632,1949
"2768161",1215,1685,2660,274,728,1177,493,1332,1689,1581,1820
"2018065",103,177,339,23,81,124,40,122,141,189,206
"257708",822,1107,1911,182,471,915,246,757,1128,1001,1214
"207340",143,155,440,27,86,132,39,141,160,175,204
"94",3382,4032,4820,405,1715,3514,1378,2316,4409,3385,4821
"1296990",123,191,214,17,78,137,39,94,175,130,190
"265959",174,230,285,21,113,227,77,124,262,207,240
"714995",18,20,23,2,11,27,7,9,27,20,28
"265960",131,163,269,22,86,121,44,98,159,155,183
"634177",94,156,195,22,59,99,46,59,148,113,171
"65958",113,147,171,16,66,94,28,73,125,91,154
"33995",99,116,184,8,78,105,30,71,173,77,122
"215221",8,6,10,2,0,14,2,3,8,5,10
"2771361",1539,1977,3670,367,948,1389,489,1690,2009,2024,2212
"926570",171,180,313,26,70,181,49,121,227,181,255
"349163",105,167,204,13,87,131,35,80,200,125,173
"1484109",891,1299,1583,133,543,1042,272,633,1278,1059,1231
"1969806",804,1386,1473,147,531,948,270,634,1254,878,1229
"435",320,445,563,46,212,424,150,235,476,372,460
"1076596",86,80,171,10,57,86,18,64,101,91,140
"2592655",116,110,157,11,63,88,30,75,125,94,123
"2259883",3,1,1,0,1,0,0,0,0,5,2
"431306",60,62,75,8,44,81,14,42,83,54,94
"481145",4,2,15,2,2,7,1,4,5,13,7
"1006554",2,2,2,1,2,3,1,10,0,4,8
"1266844",0,0,10,3,3,3,3,3,4,5,6
"481146",31,34,43,5,20,28,19,18,50,29,36
"146474",28,25,39,1,12,27,8,17,35,16,52
"104102",28,30,42,2,11,30,8,15,42,28,34
"446692",17,25,22,0,13,18,6,6,27,17,24
"2500548",4,5,12,1,5,8,0,6,8,6,11
"1633874",3,2,1,0,1,5,2,3,3,4,3
"65959",3,1,3,0,0,2,0,0,2,0,3
"272568",660,764,1081,96,370,666,180,476,812,655,836
"1288313",68,80,102,13,45,63,34,59,123,84,106
"290633",73,92,106,8,39,81,22,38,110,70,93
"1224746",0,1,2,0,0,0,0,1,1,0,0
"318683",114,119,159,16,54,120,34,77,135,149,174
"574987",66,77,161,12,41,82,21,58,115,64,115
"257438",27,29,36,0,14,29,7,24,40,30,51
"1052095",3,10,5,2,2,8,4,4,14,8,5
"320497",241,341,360,22,159,292,88,166,346,250,333
"153496",160,226,250,23,113,184,48,125,238,182,215
"1231624",142,141,205,19,92,131,37,98,185,154,201
"2558360",127,151,204,18,73,148,48,88,179,133,170
"2558361",67,80,114,12,35,77,13,46,88,80,89
"1293412",9,9,12,1,8,11,2,8,14,8,11
"1510841",81,129,169,10,48,83,30,71,119,119,138
"661191",25,26,46,6,13,26,8,28,53,32,59
"2070537",1,0,3,1,1,0,0,2,2,1,1
"2478912",1,1,0,0,0,1,0,0,1,1,1
"2697033",9,6,16,1,6,10,2,7,13,10,12
"2762277",15,21,13,2,12,13,3,13,21,18,9
"2560057",34,51,79,8,32,35,27,22,73,46,58
"2500532",672,569,931,192,260,473,302,431,754,545,689
"2760307",613,565,1111,129,285,461,289,588,779,554,641
"2589076",448,561,1015,259,207,411,914,433,1612,459,670
"2812658",362,385,545,56,159,338,167,251,472,314,412
"1529068",259,297,419,44,141,216,126,202,380,229,360
"1545044",904,1059,1511,134,471,810,333,900,1169,809,1031
"1077935",595,572,960,97,264,489,254,448,763,577,711
"147645",609,693,1279,120,301,567,316,562,874,562,755
"82367",693,647,1056,92,307,570,390,515,1063,577,763
"2560053",578,655,1091,119,290,576,255,484,938,615,841
"34004",570,619,1063,88,281,490,254,399,763,607,753
"266",599,540,984,97,256,481,213,440,809,0,668
"2259340",555,540,827,64,243,462,217,383,734,473,607
"2065379",492,494,696,61,241,420,226,346,646,398,568
"1945662",471,561,774,59,223,423,199,393,670,458,571
"1367847",369,414,624,63,186,364,148,286,501,382,471
"135740",357,261,458,38,146,233,203,225,468,228,275
"1499308",83,77,92,10,34,49,43,51,72,56,69
"59779",1,0,2,0,1,2,0,2,1,1,3
"135742",0,2,3,0,2,6,0,2,3,2,3
"2033869",874,923,1550,127,390,756,344,814,1107,846,1038
"1850250",669,711,983,95,290,585,223,511,823,598,742
"272942",311,320,572,52,202,331,118,237,414,310,420
"1075",420,433,709,79,225,342,161,363,601,424,515
"557760",94,90,181,20,43,94,28,73,118,97,131
"349101",83,51,128,20,30,61,14,55,86,66,93
"992186",66,64,99,14,36,68,20,53,80,62,95
"1917485",479,490,764,70,231,458,166,403,598,484,557
"2587855",371,438,591,57,194,315,112,254,475,298,325
"1968541",188,190,319,27,130,190,90,133,243,186,248
"2070369",146,140,256,19,75,133,33,88,159,116,167
"1389004",129,143,206,19,61,126,47,78,159,120,172
"1389005",93,86,126,18,37,80,36,54,126,80,122
"664426",109,74,170,20,50,103,30,56,95,90,128
"1389011",40,48,105,7,16,37,11,37,65,36,52
"2785912",30,43,53,1,13,41,15,16,32,30,38
"1402135",418,448,771,83,216,406,170,361,574,492,536
"83219",245,227,341,32,111,234,89,150,324,199,317
"60137",36,38,65,3,15,42,17,27,45,55,63
"74349",1,2,2,0,0,0,1,0,2,4,4
"2587847",278,347,458,37,138,269,119,232,327,290,379
"2587846",104,159,193,24,58,115,55,109,186,152,153
"2587850",121,110,183,19,55,120,51,91,154,110,140
"391613",67,43,73,10,18,41,19,44,65,45,70
"540747",736,754,1260,116,343,671,282,606,985,749,920
"2494550",290,286,412,39,159,290,91,200,392,312,424
"215743",54,59,85,6,41,55,16,47,77,39,88
"1229727",822,946,1486,159,388,747,309,751,1123,826,1110
"311180",747,727,1224,115,323,661,248,547,952,649,897
"1792508",562,555,942,75,263,520,225,429,658,559,747
"1564506",431,380,704,58,171,340,161,312,503,349,425
"308754",431,409,638,58,165,311,140,273,473,327,442
"1188256",2,5,4,0,2,2,3,1,6,0,6
"991905",1510,1499,2320,188,805,1367,650,1061,1795,1460,1894
"1208324",789,784,1185,123,435,681,325,635,960,691,900
"1411902",388,397,582,61,200,338,136,263,497,322,456
"1758178",338,260,408,45,159,259,107,234,380,244,384
"875171",121,109,198,20,47,96,40,104,156,125,134
"1397108",71,76,141,8,39,68,25,67,97,81,125
"2579971",1493,1382,2286,208,662,1202,516,1078,1952,1370,1682
"60890",334,335,523,31,139,312,106,273,394,313,385
"221822",241,236,453,35,111,240,80,196,304,273,330
"1580596",109,128,172,29,63,111,37,110,150,110,163
"1844006",80,70,108,10,47,53,27,49,85,57,72
"681157",25,19,84,8,10,26,7,21,31,27,50
"1826607",916,885,1468,143,435,716,320,772,1063,811,988
"1396826",366,376,581,52,168,332,136,288,452,347,492
"2508306",86,90,118,8,40,56,32,62,86,65,104
"2508307",58,70,98,9,22,68,28,32,83,78,95
"999552",225,205,358,40,99,203,108,174,304,233,288
"2789856",965,883,1550,134,405,764,344,723,1187,939,1080
"1549850",383,434,610,58,194,310,126,301,499,333,433
"1915078",380,340,531,40,161,335,130,263,456,326,426
"2587852",537,531,724,66,198,442,194,362,607,445,541
"2588299",14,16,35,3,5,6,2,8,19,9,22
"2587858",6,11,9,2,6,11,4,1,17,3,13
"246200",381,414,745,67,172,378,160,280,471,401,509
"292414",161,134,264,25,77,147,51,108,207,167,217
"2587853",162,114,210,18,65,131,72,93,172,105,154
"2293862",113,104,157,17,52,79,28,88,129,103,130
"185588",2,7,4,1,3,2,2,1,6,4,3
"2009329",797,736,1312,119,330,746,260,667,999,666,925
"1335048",697,613,1064,105,319,567,352,507,792,591,798
"2588711",797,729,1208,111,373,636,284,672,895,691,869
"2494374",355,361,668,78,178,342,152,364,519,334,436
"1250539",586,655,993,96,299,567,205,432,797,572,825
"988812",587,585,1002,90,280,556,239,476,778,613,689
"1267768",507,497,939,72,222,471,199,454,625,616,647
"1891787",200,224,326,23,113,188,87,124,246,204,265
"2434",154,163,217,22,66,136,61,135,197,142,204
"391595",113,95,214,16,61,107,53,90,138,122,131
"2169400",409,392,593,42,200,346,158,336,501,379,450
"561184",507,487,887,70,224,462,188,404,652,471,653
"398580",546,510,811,74,223,430,214,454,660,488,671
"195105",456,451,662,76,209,377,246,369,561,408,574
"880591",0,1,0,0,2,0,0,1,0,1,2
"92947",214,243,319,30,106,223,76,157,270,206,277
"1294273",417,432,693,73,203,392,143,321,519,460,516
"2602067",184,175,251,23,85,132,57,105,217,135,182
"391616",85,82,178,20,40,101,31,79,98,85,125
"391626",108,99,158,16,43,103,30,76,118,103,142
"1458307",50,52,77,7,47,53,24,38,84,69,78
"1609966",411,387,602,58,192,387,170,322,567,382,486
"2587163",410,366,685,43,156,324,163,301,450,367,490
"2613965",408,424,696,56,155,331,159,306,501,381,441
"1537215",341,360,572,39,134,320,115,228,420,339,405
"2715211",320,346,525,44,177,326,139,228,429,304,430
"564137",292,293,447,48,142,261,88,197,325,255,301
"2017482",293,307,475,38,157,233,125,246,372,297,375
"290400",222,269,419,49,130,240,94,193,335,243,330
"2587842",292,289,455,49,153,254,113,253,379,259,379
"299262",296,307,476,45,127,279,107,200,325,281,358
"1265309",74,73,121,9,28,79,41,66,94,82,95
"74033",267,257,450,60,137,213,112,178,307,221,322
"2599296",210,213,295,33,102,195,92,170,289,199,218
"245188",217,203,326,30,80,198,91,172,275,226,229
"53501",161,152,237,18,83,164,74,109,207,132,205
"441209",143,169,229,19,64,144,49,109,189,137,169
"2552942",203,198,303,28,106,169,87,122,262,193,200
"1591409",203,173,280,25,93,164,57,130,209,196,222
"2500533",107,135,203,17,78,104,56,89,145,134,189
"2171755",138,153,177,16,84,142,63,96,176,132,161
"1715691",114,127,182,14,51,137,47,84,187,101,162
"2483033",127,104,162,17,64,120,35,90,155,119,143
"1920883",111,96,119,19,51,84,30,85,133,86,118
"666509",62,50,97,9,43,66,16,42,80,61,101
"1579316",66,48,109,16,25,88,29,50,85,66,78
"366602",908,1124,1408,131,867,1028,562,910,1267,912,1135
"69665",662,889,922,98,732,723,387,596,922,580,778
"69666",2265,2103,2258,251,2259,1907,3656,2001,2611,1445,1887
"155892",1388,0,0,200,1513,1432,863,1354,1996,1213,1583
"1679497",1301,1543,1861,335,1397,1363,808,1251,1813,1134,1564
"2708539",881,1028,1308,140,909,981,563,868,1316,768,1026
"2010972",1008,1221,1692,171,1046,1139,609,950,1502,990,1228
"509190",1,0,1,0,0,0,0,1,0,1,0
"69395",545,672,812,99,658,618,399,568,859,560,668
"2774190",906,686,1039,103,660,680,1408,738,1103,712,823
"2591463",1042,599,856,194,719,577,2131,896,1410,636,755
"2561924",832,591,834,75,668,578,1510,663,1072,617,795
"1938605",699,609,863,101,542,568,1057,618,973,531,662
"2800818",565,465,590,90,441,441,867,433,752,461,496
"2774189",1539,465,624,67,413,409,1228,492,765,400,537
"2752515",517,517,602,68,402,375,763,436,752,391,515
"2579977",243,170,278,29,158,146,569,161,361,139,173
"2813778",199,162,273,27,147,150,565,154,275,165,240
"2562582",146,143,146,30,93,155,324,113,237,102,170
"1532555",173,175,192,19,116,149,404,136,234,128,188
"1827469",185,140,172,27,105,125,391,104,247,133,183
"2560058",157,115,175,31,83,113,383,116,238,109,125
"588932",1647,1128,1350,152,929,952,3509,1087,1849,981,1260
"633149",692,567,826,94,467,513,901,611,824,492,657
"74329",540,457,625,68,340,450,1478,440,826,408,560
"293",444,275,438,41,235,241,1028,246,602,282,343
"41276",174,160,236,24,111,141,301,103,230,158,195
"1325724",147,110,143,12,87,94,257,93,183,102,142
"2686094",2936,864,3697,271,1817,1973,1094,724,1445,1906,4486
"450851",5591,7893,4633,665,10625,5658,15422,9184,7077,4143,4425
"2201350",1191,1788,1617,194,1584,1430,876,1450,1850,1176,1358
"573065",197,244,253,33,131,213,85,175,315,214,266
"1940610",1579,1907,3073,273,984,1862,576,1223,2241,1659,2293
"1868589",1626,1647,2618,253,933,1556,620,1200,2163,1467,2010
"2570229",1150,1162,1934,173,673,1038,386,811,1355,1042,1457
"349215",118,116,121,11,81,107,205,62,168,129,189
"856793",101,110,133,15,714,125,3363,77,108,315,169
"488538",32,65,77,4,30,62,19,29,90,40,66
"2029849",1061,1243,1618,148,661,1165,500,786,1472,1114,1604
"394221",383,449,579,51,248,386,168,271,517,374,495
"1434191",376,377,542,50,270,388,189,264,521,351,477
"2749086",304,296,377,45,195,294,122,219,377,310,400
"1873716",433,449,593,58,273,408,185,298,565,378,575
"1906738",236,254,430,30,152,262,75,203,353,322,407
"2016196",199,214,264,33,126,186,86,173,237,178,242
"582402",34,17,41,2,11,23,12,16,37,35,33
"949",3,8,6,0,2,12,4,3,8,4,18
"770",0,0,7,1,1,0,1,0,0,0,0
"948",3,4,4,0,2,5,0,5,6,1,9
"574556",0,2,9,1,1,3,0,2,7,3,11
"1248439",8,7,4,0,1,3,0,4,5,2,7
"2640676",62,46,72,7,22,51,13,27,76,47,79
"955",6,4,7,0,3,4,0,2,7,7,8
"1845000",3,0,4,1,0,0,1,1,1,4,5
"779",5,8,15,1,8,6,4,4,9,3,8
"945",0,12,8,0,1,2,1,0,3,2,1
"944",2,0,1,0,5,6,1,2,3,1,6
"35795",1,2,2,0,1,3,1,0,4,0,0
"391036",1,1,3,0,3,1,0,0,4,0,0
"1286528",2,4,4,1,1,12,2,2,7,2,10
"434131",3,0,11,0,1,1,1,3,4,4,4
"2686014",4,3,7,1,1,2,3,3,1,0,5
"222891",2,2,1,1,1,3,0,3,2,2,2
"114277",26,107,71,3,25,62,13,34,74,28,74
"114292",7,8,3,0,1,4,2,5,13,2,11
"114295",7,6,7,0,2,8,1,4,7,1,1
"1129742",6,5,9,1,0,11,4,2,5,6,15
"784",18,8,17,1,10,34,1,8,31,14,33
"2601646",3,2,9,0,0,3,1,1,4,4,2
"2115978",3,6,4,1,5,7,3,4,7,5,22
"696127",12,4,5,0,3,12,6,6,14,6,9
"1802984",16,5,7,0,4,5,2,7,11,9,11
"2486578",5,9,7,2,4,12,4,4,17,6,10
"2163644",2,6,6,1,0,7,1,3,10,12,11
"2043170",165,161,218,20,73,182,51,115,194,154,213
"2582913",176,214,234,25,99,192,60,117,255,156,220
"314260",171,241,265,25,91,235,61,137,248,160,252
"2066024",4,9,3,1,2,8,1,3,8,7,3
"2601575",1,2,2,1,2,7,1,3,2,4,4
"2601668",2,2,7,1,1,4,0,2,4,10,3
"86106",4,23,8,1,7,23,1,12,19,3,8
"91604",20,29,41,4,15,31,5,21,42,16,34
"1414854",21,29,26,4,16,24,7,12,27,21,29
"156889",70,77,95,7,29,64,14,48,88,70,88
"451514",1,0,0,0,0,0,0,0,3,2,3
"1002672",3,7,14,0,2,4,0,4,4,2,9
"2268451",2,4,4,2,2,3,1,1,3,2,1
"1388755",5,4,7,0,3,6,3,7,4,0,5
"1977865",9,6,10,1,0,4,2,2,8,4,4
"1977864",6,5,6,1,0,2,1,2,1,4,4
"335992",0,3,3,0,0,1,1,4,5,4,6
"2563896",1,2,3,0,0,4,2,0,9,2,6
"1925548",5,32,10,0,2,7,1,1,58,7,5
"2161677",45,38,47,4,9,30,7,32,56,36,46
"1034889",2027,2032,3245,435,1074,2134,462,2089,2238,1826,2525
"662548",961,1022,3101,545,535,986,276,1061,1148,874,1338
"434008",1145,1176,2503,407,679,1138,295,1190,1315,1014,1426
"207745",1078,971,2946,483,605,924,257,1001,1097,923,1376
"434009",1029,1042,2401,382,601,1078,236,1107,1173,991,1315
"1795631",965,985,1382,199,548,932,200,947,1078,824,1036
"2681552",714,757,1135,175,391,753,168,749,841,598,992
"2762323",685,613,1028,152,385,633,162,722,718,566,874
"2762322",724,601,1109,171,379,679,174,707,774,567,860
"282217",466,551,881,112,275,566,103,428,546,461,696
"434014",429,409,732,98,252,465,103,409,458,398,578
"2774875",422,496,660,101,246,431,131,429,543,405,632
"2811425",15,14,31,5,6,16,3,15,24,20,28
"2126319",14,12,20,10,4,6,4,10,11,6,12
"1246301",940,897,1418,290,525,903,193,934,982,735,1152
"543728",909,855,1652,355,539,998,223,1014,996,861,1265
"595537",818,761,1195,178,419,821,184,834,835,636,1048
"436515",608,649,1037,158,383,611,153,634,708,488,768
"795665",13466,931,1603,334,575,1065,1185,1517,1411,971,2285
"2716225",2433,1320,1785,287,757,1345,1063,1586,1887,1072,2050
"2806262",11644,1028,1677,277,688,1129,585,1447,1381,963,1864
"2651974",1468,982,1466,205,590,1017,284,1335,1228,840,1453
"1842537",1156,735,1056,143,407,685,216,1098,841,575,984
"434010",1016,592,1015,156,417,598,165,913,838,562,880
"2184519",2812,388,536,301,208,489,100,3283,1331,664,682
"2565558",514,351,511,58,219,388,110,435,395,340,514
"47421",1933,367,567,343,179,381,100,2517,1118,336,511
"1763535",464,303,507,79,202,342,88,422,419,264,457
"2518343",26282,530,1273,215,1162,417,353,3305,1118,383,1942
"1842533",1590,537,851,136,582,450,147,928,768,433,948
"2714923",545,390,676,97,280,437,115,601,489,364,598
"358220",12001,930,1032,152,899,448,1098,1484,1835,463,1572
"2478662",1207,325,738,104,461,312,117,764,509,308,731
"1858609",597,236,461,63,261,241,89,453,346,214,485
"232721",118,83,104,19,54,62,30,97,113,44,104
"80870",1654,1481,2345,311,873,1504,441,1745,1648,1270,1952
"1926868",1268,899,1322,204,651,855,260,1342,1460,582,1139
"2743470",822,755,1211,175,450,753,199,958,877,580,1046
"553814",1121,525,969,106,479,528,182,946,728,437,849
"397945",0,0,0,0,0,0,0,3,0,0,0
"80868",423,330,547,76,179,351,91,432,410,327,549
"535289",92,70,100,8,23,72,50,59,187,44,66
"365046",5372,3211,4952,883,3373,3666,1305,8057,3606,3201,4776
"2741720",1821,720,1290,213,658,896,254,1475,1102,704,1087
"2752316",373,232,496,52,183,276,83,452,359,272,364
"2822760",241,194,330,29,122,194,46,217,227,147,265
"1842727",1418,1096,1764,293,814,1324,310,1457,1400,1100,1588
"2509614",1403,1253,1652,217,807,1221,293,1478,1268,992,1387
"338969",496,355,589,72,228,403,114,452,451,344,547
"1484693",484,284,509,62,212,320,93,480,379,222,399
"81479",295,198,314,52,110,214,52,265,235,191,278
"2597701",901,768,961,138,476,754,206,867,925,608,996
"1232667",11,7,9,2,5,6,3,6,6,3,6
"1082851",765,729,1115,140,394,732,162,732,855,631,903
"1392005",128,32,54,8,24,44,223,39,45,20,38
"225991",658,551,850,129,314,488,249,678,617,486,723
"160825",408,384,611,70,239,396,118,394,422,288,506
"1562974",318,284,501,61,174,300,67,305,350,248,355
"363952",240,206,317,47,136,201,42990,194,254,194,281
"225992",255,160,319,43,94,196,97,218,276,231,247
"296591",1092,819,1431,193,495,849,199,1069,880,880,1204
"1840265",21,18,12,0,21,20,1,14,19,17,30
"1840293",5,1,9,1,3,9,0,2,8,2,24
"1840303",0,0,8,1,0,0,0,3,0,5,7
"1869339",3,0,5,1,1,3,3,2,0,1,1
"2268087",4,0,3,1,2,3,0,2,0,1,3
"1840283",0,0,0,0,1,0,0,2,0,1,0
"1840239",0,0,1,0,0,0,0,1,3,1,1
"1840267",1,0,0,0,0,0,0,0,0,0,0
"365044",831,620,1089,164,377,662,158,830,750,597,854
"37448",94,61,128,19,28,63,22,82,72,73,105
"215580",2448,2027,3254,449,1280,2890,516,4711,2828,2184,5198
"2714924",566,474,699,89,299,432,124,508,521,371,620
"2714925",522,401,596,76,243,461,138,481,498,358,552
"2792224",55,53,82,11,37,41,18,54,87,33,79
"2735554",52,39,56,12,35,47,20,64,88,27,53
"1715720",747,585,887,116,333,633,175,685,659,522,791
"1288495",465,509,608,75,266,483,129,472,528,393,544
"1546149",91,76,114,15,66,94,78,95,205,76,104
"2714952",2132,1794,2839,405,885,1729,401,2199,2300,1481,2398
