"","X0n7bM2TOMPOOA100365.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report"
"2648079",62,9,83,48,21,23,70,5
"33035",48,6,64,26,21,25,83,13
"40520",19,0,20,10,7,7,26,8
"1912897",18,0,16,2,6,4,33,4
"1322",8,1,11,6,0,0,26,5
"1871021",77,11,139,60,53,27,76,13
"89153",54,3,60,56,23,27,57,2
"29347",30,3,33,30,18,14,75,7
"2608895",22,5,29,12,6,5,22,5
"66219",19,4,25,21,13,10,78,10
"301301",72,10,99,67,49,33,90,9
"166486",48,0,46,22,22,12,75,5
"2696063",43,5,35,22,21,14,277,40
"2642604",36,3,19,14,19,9,57,10
"433286",34,10,78,13,35,15,515,108
"1679721",112,3,51,310,11,8,51,9
"84030",58,8,100,40,51,43,164,28
"29370",36,2,43,20,21,19,789,134
"208479",80,0,98,52,39,27,105,6
"1531",4,5,15,6,2,2,23,2
"1229621",42,4,38,25,19,9,49,4
"105841",24,0,25,21,18,13,66,3
"649756",15,4,5,15,12,2,28,6
"831",29,3,45,31,13,9,70,3
"185008",27,3,24,18,3,6,35,3
"43305",17,1,24,10,7,5,28,2
"410072",24,0,20,7,9,8,34,6
"116085",23,3,29,18,23,20,47,5
"2684943",12,1,16,7,6,4,19,0
"33038",30,6,41,20,10,10,73,4
"33039",12,1,8,10,7,5,32,2
"29360",8,0,8,1,3,0,22,5
"2643091",7,1,4,2,3,2,13,1
"185007",15,1,16,6,8,8,24,3
"39488",13,0,11,5,7,8,29,4
"28446",7,1,11,6,8,6,34,8
"39485",5,0,11,1,9,8,16,2
"617123",4,1,6,6,3,2,13,3
"2649046",400,26,477,256,209,196,323,53
"626937",89,5,137,60,61,41,144,21
"35701",377,29,442,246,238,159,396,52
"356322",40,2,23,20,18,11,52,7
"1736",74,10,83,31,31,19,116,7
"29322",50,6,46,38,14,16,43,11
"53442",39,1,27,30,10,11,36,4
"2624479",18,2,18,6,5,6,43,1
"2041044",16,1,17,12,4,9,11,3
"2638182",32,1,22,18,3,12,53,3
"33952",21,1,11,10,7,8,57,4
"2619948",43,6,44,31,22,15,70,4
"2626894",27,3,13,16,131,14,140,44
"1115758",14,1,18,12,148,10,94,49
"1507512",8,4,15,7,17,6,30,9
"1496",37,3,54,28,36,16,147,26
"1731",25,4,26,22,22,14,53,11
"1505",18,1,18,12,17,9,54,9
"89152",18,0,17,12,17,5,31,5
"1490",11,0,20,3,11,9,36,9
"143361",9,2,11,8,11,6,19,4
"1511",9,1,10,4,9,5,31,0
"86170",43,3,53,16,27,19,70,12
"863",25,2,27,14,15,11,42,5
"2293317",13,1,3,15,7,5,33,5
"2173034",11,2,5,2,7,2,23,2
"44260",471,41,490,261,249,175,366,52
"42837",239,10,258,164,140,95,176,36
"85874",232,14,227,166,105,73,134,24
"2325",12,1,2,13,5,5,7,1
"106578",8,0,1,3,1,0,6,0
"108150",3,0,2,4,0,3,4,0
"2636821",2,0,0,1,0,0,7,3
"46354",1,0,4,1,0,3,1,1
"583357",1,0,5,1,0,0,7,0
"161154",62,5,61,39,32,18,39,6
"129958",48,4,51,31,16,15,45,1
"911092",26,0,22,13,16,14,31,0
"55205",9,1,4,4,5,3,9,1
"44001",8,0,8,4,1,4,5,0
"1222016",7,1,6,2,2,2,15,0
"2622462",6,2,17,1,3,0,11,2
"52766",5,0,2,3,2,2,7,4
"31899",4,0,2,3,3,0,1,0
"717609",4,0,3,4,3,2,5,1
"52765",2,0,1,3,1,2,6,1
"413889",2,0,6,1,1,2,7,0
"1517",22,3,18,17,14,10,34,3
"2622527",18,1,24,7,3,5,29,4
"47490",7,0,13,4,2,3,11,3
"29329",5,0,15,3,7,2,19,4
"252966",97,9,127,53,39,45,53,3
"184064",14,0,10,15,4,8,17,2
"1794699",12,0,6,4,2,1,16,1
"2640322",65,1,86,29,32,15,48,11
"31909",26,2,23,23,8,6,28,2
"2331",13,1,18,8,5,5,21,5
"656519",6,0,8,10,5,0,24,1
"1323375",57,8,57,55,24,28,59,13
"42422",31,1,17,10,15,9,52,4
"28187",14,0,12,10,4,0,27,0
"2316383",66,3,64,37,34,18,80,19
"499229",28,2,34,19,22,23,61,7
"291990",93,8,115,48,36,23,85,12
"2751313",27,2,37,24,18,15,71,3
"375929",25,2,44,13,12,17,54,7
"2637378",1200,83,1148,741,540,465,916,138
"69823",373,31,437,235,225,163,420,46
"971",84,6,89,79,59,37,113,10
"158847",12,3,7,7,4,6,40,5
"437897",12,0,3,8,8,5,36,2
"865",19,2,17,17,8,6,26,2
"2629460",78,1,68,28,8,13,57,6
"365349",37,5,107,26,27,12,65,16
"2377",106,13,117,62,56,31,137,19
"1930071",81,9,70,53,40,27,80,13
"907",179,22,208,160,109,86,182,31
"2144175",171,10,153,147,89,60,127,16
"2161821",55,3,55,41,29,10,68,8
"39950",10,1,8,11,4,2,8,3
"248315",18,0,8,4,9,3,50,0
"29466",14,1,18,6,11,3,35,3
"39777",8,0,5,3,7,4,12,3
"2682456",5,0,1,3,1,1,10,0
"39778",3,0,2,1,4,2,14,0
"905",136,4,121,92,70,52,108,22
"187327",28,2,29,29,19,6,45,6
"2639160",41,1,34,28,25,16,40,4
"33025",38,6,35,26,14,13,61,3
"1555112",1458,138,1776,946,803,598,1151,165
"54006",102,6,113,68,60,40,107,15
"54005",25,1,16,16,4,6,26,4
"1852373",68,4,50,35,16,21,117,17
"1260",24,0,17,10,21,12,45,5
"33034",5,0,10,5,2,4,27,1
"1870984",5,4,10,0,6,4,13,0
"33037",2,0,0,1,1,0,2,1
"33033",8,1,9,3,12,7,38,8
"2638726",23,2,25,23,17,6,124,19
"1582259",20,3,17,14,13,3,55,3
"45497",19,1,50,36,12,2,192,25
"1278232",11,0,11,11,5,4,48,5
"1556",12,4,23,14,16,12,161,18
"2816908",15,1,7,13,6,4,19,5
"1852374",13,1,13,5,3,3,23,1
"1702221",83,9,86,61,40,46,96,11
"1522",46,5,46,26,15,19,70,2
"1547",36,7,49,11,38,27,87,10
"2624170",21,5,38,22,18,10,65,5
"1514105",18,2,12,14,3,4,50,5
"1648",9,0,10,6,2,6,24,2
"225084",8,2,10,3,1,1,18,4
"2485784",7,0,13,0,3,1,15,1
"2487118",34,2,19,20,37,15,22,2
"2704656",10,0,8,1,2,7,53,2
"39483",7,2,10,7,7,2,24,3
"2583452",6,1,14,13,9,2,37,4
"1982626",3,1,2,1,6,0,3,0
"2638206",15,4,30,19,78,4,173,91
"154288",8,0,12,8,17,4,52,12
"1871025",52,6,65,41,36,22,58,8
"243899",8,2,5,5,4,4,21,3
"2626047",6933,608,7570,4592,3512,2676,6610,946
"32046",166,14,146,113,73,51,176,15
"33070",65,3,60,34,26,11,43,1
"2627006",833,65,863,542,423,341,819,95
"59930",631,62,725,354,231,246,506,69
"2622553",119,6,103,51,53,37,111,10
"146786",45,3,34,35,12,13,47,4
"32053",16,0,6,9,4,3,6,1
"292566",25,0,33,23,17,6,40,2
"2650499",611,44,568,416,287,213,568,62
"1184",72,8,68,53,35,18,83,8
"1209493",221,18,192,126,77,61,180,23
"2619029",213,24,228,138,97,90,172,25
"1219",64,7,82,44,31,16,132,10
"2627481",9,1,7,8,11,9,19,3
"2593292",85,14,77,57,43,23,111,10
"155978",70,4,63,40,26,19,98,14
"1173032",68,9,56,59,48,27,55,11
"2640012",57,11,93,56,43,29,103,11
"1158",3317,14,189,139,102,78,238,23
"1155738",194,18,188,145,89,72,143,25
"1492710",206,25,185,106,100,65,197,28
"44471",139,10,85,43,57,31,73,26
"54304",48,4,47,30,26,36,61,7
"1205",20,1,16,13,11,10,29,3
"35823",16,0,21,13,18,6,30,2
"2596745",2,0,1,1,2,1,0,0
"63132",414,25,402,218,196,120,373,39
"2023214",134,11,118,62,59,53,146,20
"43988",91,9,92,74,55,45,80,18
"241421",49,2,53,33,20,16,63,5
"1125",183,16,151,126,62,48,162,22
"28070",55,7,54,56,26,26,119,16
"92682",46,5,32,30,22,15,62,4
"2546365",39,5,34,32,15,11,34,3
"263510",22,0,17,16,12,5,24,2
"1453359",12,2,5,4,4,7,21,0
"669357",64,6,61,28,41,32,128,10
"102231",40,2,41,21,17,15,46,4
"268175",26,2,19,5,19,32,51,2
"102234",26,3,24,22,18,9,43,8
"2593658",716,46,553,444,258,235,571,95
"92942",120,8,89,72,21,16,65,8
"272131",56,1,24,20,18,10,37,3
"224012",46,2,39,22,9,19,60,2
"1306274",45,3,39,17,16,12,25,6
"446679",36,3,25,18,13,8,43,6
"264686",35,4,32,25,11,7,31,3
"374162",13,3,21,11,7,7,36,2
"142864",81,5,65,75,30,17,51,10
"2619674",44,1,32,25,19,17,61,4
"1165",31,1,41,25,15,10,50,4
"1164",22,0,10,15,4,5,24,4
"264691",5,0,1,4,1,0,0,0
"2619626",406,20,359,244,144,84,325,33
"1973486",74,6,62,32,24,19,65,10
"938406",60,4,44,26,26,24,65,8
"32054",29,1,27,16,21,15,31,3
"2618749",251,26,318,184,81,74,143,16
"1397703",61,3,52,42,27,14,40,10
"109266",40,2,30,20,9,13,25,4
"156213",19,0,23,14,7,13,32,10
"70799",37,0,29,22,15,10,47,24
"289435",36,3,28,28,14,22,60,3
"136073",16,1,9,12,6,9,22,2
"2622029",11,1,5,3,9,3,4,1
"1166",3,0,7,3,4,4,13,0
"747548",6,1,3,3,2,2,6,1
"312883",6,2,7,4,5,0,5,3
"494603",112,9,84,67,32,31,117,4
"2676603",48,5,33,16,13,17,53,1
"1197",27,2,29,18,18,8,27,2
"2649714",28,4,22,26,10,10,41,5
"33071",1677,142,1927,1184,821,631,1359,197
"54299",108,8,115,70,64,38,72,15
"54308",50,6,56,43,22,19,58,4
"2642663",25,0,17,13,24,21,47,6
"102116",20,4,18,6,7,4,34,3
"1188228",63,3,68,40,24,23,72,6
"1228987",12,2,13,3,0,4,22,0
"1763363",8,0,9,5,3,2,10,2
"2623546",1482,168,1674,996,857,670,1477,249
"309887",1033,87,1048,624,553,405,839,137
"1768108",895,79,966,515,427,376,795,111
"502394",877,91,1125,667,460,387,795,140
"1211322",858,80,959,608,436,380,775,125
"317577",831,180,1221,564,448,397,804,114
"2202254",649,63,756,471,346,300,578,106
"432329",573,59,675,415,350,265,575,94
"980427",563,60,624,364,313,239,608,96
"68909",504,33,525,302,265,241,450,77
"1182571",491,47,568,357,260,215,418,59
"1299",451,44,517,286,230,187,518,80
"310783",394,22,396,253,207,174,331,40
"1309411",360,46,445,231,173,174,390,36
"55148",310,24,334,211,176,137,379,41
"1182568",210,16,169,112,129,84,159,22
"274",357,38,522,229,206,163,287,53
"271",273,12,338,191,146,139,276,52
"2619321",250,27,300,155,92,97,167,42
"56957",236,18,260,127,150,107,177,25
"37636",173,14,189,101,80,57,114,17
"56956",157,18,165,105,98,81,161,19
"2483360",122,8,172,85,77,44,82,9
"456163",40,2,44,33,24,11,39,16
"52022",405,31,431,248,215,175,321,62
"277",376,34,433,242,166,117,261,52
"172827",339,24,383,252,189,108,386,33
"187137",1265,110,1507,773,692,546,1119,169
"186192",704,66,809,449,425,343,628,97
"332249",1093,103,1260,720,645,428,1387,311
"85002",2919,294,3929,2385,1859,1710,2296,490
"500",847,52,995,518,455,399,604,110
"120961",1743,188,1840,1117,873,881,1232,173
"1107",763,78,856,498,438,429,717,119
"2601677",2044,163,2268,1255,1438,949,1831,328
"1806508",1991,180,2376,1213,1183,860,1770,271
"167964",463,29,475,318,236,178,273,34
"2635759",369,23,303,277,204,145,300,52
"913107",400,35,386,266,222,126,219,36
"1986204",156,11,161,92,96,75,97,19
"133453",1040,92,1045,675,586,406,823,149
"1839801",230,21,228,136,117,86,179,22
"552811",201,24,265,148,123,94,233,35
"1536648",126,8,133,83,69,50,132,21
"61435",42,4,49,26,37,27,63,11
"237581",5,0,1,0,1,0,1,0
"2509675",467,23,410,278,175,175,364,44
"525904",371,37,377,202,185,156,271,42
"1005039",1033,102,1086,667,504,446,896,114
"454171",271,14,255,146,129,101,217,28
"2683645",70,4,48,32,33,40,110,19
"656088",24,1,10,16,9,8,41,10
"2116",17,4,26,9,18,10,19,2
"28227",14,1,6,9,2,3,14,1
"86660",11,2,48,14,15,10,26,7
"2118",8,1,2,1,2,2,9,0
"2096",8,0,8,0,4,5,6,1
"2099",7,0,3,0,3,0,10,0
"2123",7,1,5,3,2,2,7,2
"519450",6,1,2,4,0,2,12,0
"92400",5,0,0,1,1,0,4,0
"2104",5,0,3,6,2,4,17,0
"50052",5,1,4,1,1,0,10,1
"2121",5,0,2,2,2,0,3,0
"45362",4,0,1,0,2,0,10,0
"45361",4,0,3,3,1,1,4,0
"141391",4,0,2,3,0,0,2,0
"2124",4,0,1,4,1,1,8,1
"2100",4,1,2,0,0,0,10,0
"29501",3,1,2,1,2,3,3,1
"2120",3,0,1,2,3,0,6,0
"2111",3,0,1,0,2,1,6,2
"353852",3,0,6,1,3,0,9,0
"142651",3,0,3,2,1,0,9,1
"57372",3,0,2,0,2,0,9,0
"65123",3,1,2,0,1,2,8,2
"2098",3,0,10,1,0,1,17,2
"1612150",2,0,5,0,0,1,0,1
"142649",2,2,1,0,0,1,7,1
"45363",2,1,1,2,0,1,0,0
"51365",2,0,4,2,0,1,2,1
"29559",2,0,2,2,1,0,1,1
"2128",2,0,2,6,0,0,6,0
"136241",1,0,2,2,1,0,2,0
"984991",1,0,0,0,0,0,2,0
"2097",1,0,3,1,1,1,4,0
"29555",7,0,10,0,2,0,1,2
"2112",5,2,4,1,6,2,15,0
"48003",5,0,3,2,1,1,2,1
"171285",4,0,3,1,1,0,2,0
"114885",4,0,3,2,2,1,1,1
"114881",4,0,3,1,2,0,12,0
"171281",4,0,2,2,3,0,5,0
"29556",4,0,7,5,1,0,13,0
"2110",4,0,1,1,5,0,12,2
"29561",3,0,2,0,1,2,2,1
"171282",3,0,1,2,1,0,2,1
"114880",3,0,1,3,2,1,0,1
"29553",2,1,3,1,0,0,6,0
"28903",2,2,4,7,0,1,11,0
"2113",2,0,2,0,3,0,11,0
"76629",2,0,1,0,0,0,3,2
"2109",2,0,4,2,2,0,5,0
"142650",2,0,1,2,1,0,2,0
"171284",1,0,5,0,2,1,12,0
"2107",1,0,3,1,1,1,10,0
"171279",1,0,0,1,0,0,4,1
"2094",1,0,6,1,2,2,7,1
"295596",21,0,12,11,13,2,16,0
"42094",6,0,1,4,3,2,4,0
"134821",6,0,0,0,0,0,1,0
"2130",3,0,1,1,0,1,9,0
"1609546",3,0,0,0,0,0,0,0
"315358",15,1,5,7,4,2,4,2
"2637901",10,2,7,6,6,5,18,0
"216942",10,0,11,3,3,1,10,2
"216946",6,0,2,1,4,1,10,0
"216931",5,0,3,3,2,0,10,1
"2136",4,0,1,1,1,1,9,2
"362837",4,0,3,0,4,1,14,0
"2138",4,0,5,0,1,1,11,2
"216935",4,0,1,0,1,1,6,0
"216934",3,0,5,0,1,1,19,0
"216933",3,2,3,2,2,2,5,0
"2139",3,1,2,0,2,0,10,0
"47835",2,0,3,3,0,3,3,0
"47834",2,0,0,1,0,0,0,0
"2145",2,0,1,0,0,2,9,0
"324079",2,0,1,1,0,1,7,2
"216938",2,1,4,2,2,4,4,0
"216944",2,0,2,3,5,5,5,1
"2143",2,0,0,2,2,1,7,0
"216932",1,1,5,4,0,2,24,0
"2134",1,0,2,1,1,1,8,0
"2137",1,0,6,6,1,0,4,1
"216937",1,0,3,0,2,4,6,2
"2151",7,0,6,5,2,4,11,0
"219745",4,0,3,1,1,0,7,2
"225999",2,1,1,0,0,0,7,0
"2149",1,0,2,2,0,0,2,0
"138853",1,0,2,1,0,1,7,2
"216427",1,0,0,0,2,1,10,0
"214888",5,0,6,4,0,1,9,1
"74700",3,0,0,1,3,1,2,0
"81459",1,1,2,1,1,2,3,1
"2148",8,0,3,9,2,5,21,1
"29552",7,0,4,3,3,3,14,2
"38986",7,1,9,1,8,3,15,0
"61635",5,0,8,2,2,7,16,3
"264636",5,0,5,1,2,0,17,2
"85620",2,0,7,1,1,2,10,0
"85630",2,0,3,2,1,0,9,1
"85632",2,0,3,2,2,1,8,0
"85625",1,0,4,0,2,0,1,1
"1541959",34,7,43,22,28,16,25,4
"114",8419,996,9206,5769,3336,3639,5570,492
"1210884",3609,399,3873,2395,1244,1317,1365,170
"2622970",3436,377,3503,2433,1259,1238,1510,185
"2528023",15381,2080,16779,11028,5494,6957,4463,850
"2774151",10638,1200,11780,7506,3807,4141,3440,590
"2598579",7789,758,8172,5211,2728,3081,2878,468
"692036",1232,89,993,806,358,303,576,83
"2528024",4925,441,5024,3619,4059,1477,17640,1092
"2650471",4790,476,4801,3549,3570,1595,24477,1103
"2528009",3932,304,3500,2632,1683,1312,3497,494
"2528022",3652,245,2946,2495,1567,1183,6526,453
"2527972",1611,90,1167,1020,609,413,2234,218
"1400387",747,52,726,530,291,214,830,92
"2528010",2646,168,2231,1721,991,905,2233,341
"2795974",1207,96,1042,820,509,394,1109,176
"2527979",1206,105,1034,819,492,395,1198,166
"2528021",2514,179,1825,1787,875,814,1970,257
"2527990",1025,69,836,651,423,340,989,148
"2528017",503,55,421,330,221,174,554,77
"125",1306,90,989,970,536,458,1469,205
"2639138",363,39,281,234,136,121,370,44
"2527984",1220,85,929,811,549,427,1285,225
"980254",1187,69,1039,769,476,391,1286,221
"980251",469,35,353,344,203,155,430,51
"2527968",451,43,337,251,194,155,448,65
"265606",442,42,358,290,178,125,459,84
"1331910",438,22,336,289,165,147,376,54
"2527974",8916,956,12269,7008,5155,6777,5633,5551
"406548",7393,686,8271,5572,2996,3072,4096,1260
"1387353",4766,475,5397,3677,2129,2064,3248,1058
"466153",3675,383,4203,2919,1485,1450,2050,644
"128",929,87,913,660,446,393,675,167
"2648843",8532,1128,10037,5814,4056,3727,13506,2245
"2527983",3739,326,2940,2073,1591,1238,6801,483
"2527978",818,73,818,585,391,303,1153,106
"2605989",486,39,447,352,222,183,607,61
"122",391,32,296,235,164,117,529,58
"2527976",222,19,165,109,87,74,229,24
"2527971",216,19,227,165,123,70,378,29
"2527973",210,23,165,182,89,67,261,16
"2527964",201,14,149,153,73,54,321,31
"2608982",129,9,111,95,39,32,221,16
"2528026",2774,227,2498,1774,1255,977,2890,387
"2527989",2375,225,2550,1567,1286,1084,2134,423
"2527995",1253,85,1079,885,524,400,1482,145
"1891926",723,62,591,473,310,233,855,94
"119",691,53,571,509,326,227,985,119
"2528027",642,55,496,390,284,236,699,125
"2528019",219,29,192,176,91,84,428,33
"120",217,9,147,147,78,92,417,42
"2527996",620,38,559,412,253,201,690,89
"2528007",283,23,240,199,144,87,385,37
"2527994",276,26,232,174,125,83,355,39
"2807512",3457,428,4360,2529,2357,2205,3125,579
"547188",2009,163,2235,1304,1212,913,2152,376
"2528020",171,7,134,115,83,51,184,29
"1851148",105,15,116,75,59,70,118,30
"1941349",44,4,32,47,23,18,45,2
"1940790",43,1,44,40,21,25,51,7
"1936003",212,16,181,146,104,92,201,13
"174633",76,8,89,53,29,26,91,4
"2649488",5796,376,2916,3282,4603,2149,54012,242
"107709",3038,289,2559,2015,2717,2827,11979,309
"1838286",4415,334,3149,2516,4848,1694,72366,225
"2576891",2044,276,1272,1289,4804,1716,17632,122
"1796921",1111,100,902,722,843,827,5635,105
"395922",158,21,164,94,98,94,297,23
"2625155",1523,134,1419,1072,906,694,2001,216
"2736",1080,224,955,677,492,725,1681,91
"2711230",2162,376,1822,1694,1493,2397,2766,155
"2728835",1345,161,1088,784,951,546,10827,180
"239935",457,44,375,320,263,199,721,54
"1679444",293,30,250,172,128,120,431,25
"2730359",491,31,441,258,254,223,371,56
"2796139",394,35,365,240,179,129,360,38
"1704307",123,11,95,70,87,81,161,21
"2628272",20,7,8,21,11,10,33,4
"431057",18,0,6,13,5,4,14,0
"511746",12,2,12,6,13,5,25,2
"1307763",688,61,689,446,327,241,544,79
"389348",36,2,28,29,18,18,271,2
"362787",7,4,24,13,5,4,47,3
"83552",30,3,30,17,18,25,337,3
"2643326",25,2,26,21,15,10,163,7
"71667",44,2,18,26,20,19,151,8
"83561",40,5,20,25,252,10,1065,4
"340071",5,0,3,1,2,0,541,0
"810",106,11,84,59,37,26,253,8
"1930593",193,13,162,139,68,70,185,23
"89966",7654,794,8237,5058,4285,3551,10082,1481
"323449",1269,231,2534,961,1262,2151,3141,3377
"1379908",366,88,641,292,215,214,690,174
"299566",224,73,445,150,152,149,587,138
"1649474",111,17,157,63,51,73,169,52
"107",2140,216,1965,1452,1134,905,4115,404
"120831",659,198,585,402,1019,790,2248,275
"861914",535,51,531,378,293,223,899,91
"105",333,33,335,248,247,233,2096,75
"455076",193,22,165,84,88,82,392,38
"978",49,4,37,39,95,183,627,15
"2173039",41,3,17,16,11,15,227,7
"319458",37,3,37,21,26,27,201,67
"2676247",21,2,19,10,10,14,147,4
"861913",1,0,0,3,0,0,2,0
"1433993",1166,88,804,882,618,492,1855,133
"396811",42,5,31,36,25,21,175,15
"390846",257,30,218,183,238,144,745,67
"246875",169,12,97,126,344,64,491,69
"68288",66,7,60,39,62,40,233,21
"280472",56,4,46,39,38,22,237,18
"232244",33,2,20,10,49,23,299,12
"290180",60,9,53,40,45,41,137,16
"59739",57,8,53,29,37,27,183,12
"281119",30,11,47,23,19,13,74,18
"273135",26,2,24,17,7,9,39,4
"869806",37,4,28,33,32,19,170,7
"1937972",27,0,19,14,19,12,89,4
"237",1928,672,8232,901,20127,3729,167023,596
"1016",301,30,260,146,197,145,749,91
"52959",201,32,238,125,183,108,1060,65
"292691",183,18,155,110,112,76,645,117
"252306",145,17,170,103,109,65,287,37
"286104",131,13,132,80,101,77,623,46
"363408",128,20,133,87,117,76,517,53
"111500",118,8,101,70,82,51,472,130
"153265",113,6,95,62,86,48,346,128
"104267",109,14,113,64,91,66,540,36
"252356",106,9,98,68,69,65,418,53
"104264",98,6,95,33,66,42,380,24
"225842",94,9,94,48,109,46,464,36
"290174",87,8,92,50,57,48,341,42
"76831",84,10,110,66,98,67,632,83
"2058174",67,0,52,49,51,40,218,86
"326319",56,5,51,37,38,25,196,21
"291183",51,5,74,25,48,30,287,21
"143222",50,9,49,36,44,30,250,38
"221065",48,1,58,34,41,20,246,21
"261827",45,5,68,30,33,21,260,29
"1209327",36,2,20,10,11,9,71,11
"762641",34,2,29,22,15,11,93,3
"178469",34,7,34,17,26,21,196,12
"83612",33,6,39,29,25,12,113,15
"1287916",32,3,27,20,14,9,83,9
"1518147",31,0,31,21,20,19,102,5
"527198",31,4,52,23,27,16,206,24
"283735",30,3,36,22,15,16,120,9
"358023",27,6,24,10,11,11,74,6
"112040",27,3,29,23,39,20,105,22
"379070",27,4,21,11,21,19,81,16
"393005",27,3,33,14,20,21,154,16
"343334",24,0,17,16,12,6,75,5
"389486",23,2,11,11,19,15,64,10
"1176327",21,1,23,13,10,9,122,13
"2045416",20,3,39,16,14,13,73,12
"2049301",20,2,19,13,10,11,89,11
"336276",20,5,22,16,16,14,91,9
"1535231",19,3,30,12,16,10,86,14
"379068",19,0,19,9,39,15,105,16
"1649495",18,1,13,7,13,8,59,15
"417127",18,4,30,17,24,11,125,12
"244698",17,3,13,13,6,18,104,17
"444459",16,2,19,19,22,9,77,11
"216431",16,0,19,6,11,6,72,3
"2700084",16,2,19,10,14,15,79,17
"2715289",16,3,12,9,15,14,96,8
"444051",14,0,11,2,17,8,77,5
"1204360",12,2,17,11,7,6,87,15
"49277",11,1,11,7,6,13,63,5
"2782232",1159,216,996,700,933,2566,7601,375
"308865",132,27,143,64,102,83,542,45
"1778601",66,11,67,31,29,24,132,17
"59734",51,4,58,20,94,30,308,29
"1433995",49,3,37,34,35,36,61,13
"28250",25,1,16,21,19,10,97,19
"34084",23,0,15,14,29,10,129,9
"1013",18,2,17,7,17,14,67,10
"59735",13,4,16,7,10,8,34,4
"501783",12,1,20,10,16,10,64,11
"34098",139,12,127,85,88,63,477,29
"267986",47,3,33,28,54,29,172,9
"2828338",15,2,26,22,19,27,158,15
"332102",38,2,39,20,214,122,1394,36
"1940138",13,0,6,5,9,6,20,5
"336809",11,2,16,8,8,4,45,3
"1755829",21,0,10,5,5,5,53,3
"79328",1412,298,1277,1041,1987,940,8355,1738
"354354",861,292,630,685,960,663,2580,73
"649461",838,237,283,208,1857,389,1984,20
"2698688",626,66,380,387,292,336,1279,56
"398041",473,108,550,308,560,876,1389,78
"379899",418,50,205,246,261,192,1385,68
"1860196",306,44,289,283,365,310,1109,794
"2812019",303,131,483,195,321,486,1019,59
"1874621",253,24,98,140,178,87,15828,25
"1769012",225,25,163,172,155,132,1250,51
"1004301",166,24,133,83,148,162,843,25
"649460",133,20,88,116,110,96,725,16
"239759",2690,187,2456,1696,1420,1085,2858,372
"816",770,67,719,492,414,310,1491,143
"838",537,63,557,362,308,242,1261,95
"577309",59,3,45,38,24,30,134,16
"1283313",31,5,35,29,17,12,43,5
"2815786",211,12,221,135,102,82,218,25
"2518495",154,18,121,102,72,66,262,22
"1918540",142,12,116,97,78,55,141,23
"195950",309,19,212,202,172,133,323,46
"375288",131,7,137,99,114,72,257,25
"836",182,15,160,113,92,72,225,34
"909656",155,10,171,126,109,73,291,33
"307628",78,7,67,55,53,41,115,18
"294702",41,3,47,36,31,36,91,12
"156973",29,5,21,12,16,21,113,10
"397864",106,14,80,72,47,46,170,15
"1348911",30,2,16,10,10,4,54,6
"574697",53,5,69,41,33,27,133,13
"283168",33,2,30,25,24,19,120,6
"346096",45,1,60,32,31,34,107,13
"1970191",28,2,19,12,13,8,80,3
"2760873",26,1,28,13,23,11,59,1
"1471399",84,5,88,61,54,42,255,16
"1193324",52,8,35,31,17,25,86,8
"2060722",21,3,18,16,25,12,100,4
"29549",2162,178,2324,1440,1283,955,2208,492
"146919",1316,113,1467,806,834,657,1495,348
"423349",1227,163,1067,835,1010,832,8355,375
"84567",643,83,604,467,552,437,2749,241
"28453",607,613,597,348,2769,858,2803,1014
"1773450",112,11,128,62,86,185,355,47
"929509",63,4,41,38,43,34,225,19
"1649482",52,5,35,44,79,32,168,81
"376469",46,9,43,29,46,88,180,50
"2349",176,17,156,150,110,137,789,24
"1007",33,5,28,26,23,18,73,6
"256319",1259,97,1126,811,648,531,1250,153
"274493",755,52,732,484,393,307,764,87
"1101",533,56,412,356,278,204,645,80
"100715",87,7,68,56,36,29,109,9
"1457365",195,17,186,113,100,70,231,41
"1134403",94,11,107,68,49,34,93,10
"795750",43,1,36,36,33,17,84,7
"861299",15676,1762,17589,11440,15425,15146,19155,3306
"2646123",2955,262,2777,2094,2076,1597,3401,445
"173480",2255,203,2104,1478,1764,1257,3015,439
"1379270",1687,138,1722,1197,1303,972,2325,296
"833",89,10,78,66,55,34,112,10
"459349",73,2,66,36,43,20,38,3
"2602070",1442,102,1438,1032,697,551,966,147
"1617967",1004,48,945,709,424,372,765,102
"682795",1048,79,1049,762,474,391,719,93
"1198114",866,76,766,577,386,296,669,67
"926566",918,88,798,630,431,331,647,70
"1592106",1223,110,1066,859,506,387,709,78
"401053",618,51,480,411,243,211,428,49
"240015",1254,75,989,851,569,447,806,114
"2763107",1226,91,936,881,472,356,699,83
"204669",1804,108,1487,1354,745,668,993,143
"2703788",727,56,595,536,324,259,466,57
"2763071",497,33,379,345,171,164,356,49
"2211140",924,76,760,625,400,247,485,73
"234267",4742,324,3700,3314,1818,1453,2372,280
"1473598",3771,256,3132,2592,1550,1172,3768,247
"1855912",23857,1739,21206,17045,8285,7521,8261,987
"981222",866,66,776,592,376,258,561,64
"981385",132,11,127,74,96,41,71,11
