"","AYtCM2TOMPOOA100360.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report"
"1634516",984,640,2125,374,609,580,781,605,898,765,566
"2762729",794,487,1677,364,587,537,731,787,859,688,541
"2806553",193,148,390,56,125,100,165,140,160,140,101
"120045",38,34,127,24,9,13,15,24,24,19,15
"120044",53,16,70,9,21,16,23,15,38,14,13
"2633097",4710,3172,9116,1903,3386,2627,3768,3484,4247,3195,2667
"39960",1727,1002,3298,657,1191,996,1306,1139,1497,1085,905
"2739433",703,511,1636,328,527,419,595,510,579,479,434
"1112",721,445,1340,219,472,343,547,454,622,493,362
"2182384",638,420,1253,289,456,365,539,453,523,461,375
"2683265",3768,2404,7255,1399,2492,2039,2946,2448,3143,2539,1993
"2060312",1389,968,2850,737,939,751,1175,871,1215,922,772
"2067415",1250,677,2781,453,764,565,895,773,1186,746,739
"2604537",664,445,1417,247,483,405,580,502,647,527,422
"2185142",303,194,617,126,195,149,231,170,237,195,172
"1267766",677,482,1674,314,500,370,540,460,520,484,376
"361183",559,354,1095,236,410,319,445,431,494,402,308
"476157",215,180,521,78,191,103,155,164,187,157,146
"692370",1326,852,3249,549,904,762,1105,996,1375,869,942
"2338327",1489,867,3542,570,965,730,1140,1018,1258,939,932
"1982042",1033,683,2202,434,810,554,797,787,1174,723,683
"2055955",410,267,1201,203,264,211,363,298,339,337,284
"450378",1570,1052,3443,606,1093,930,1315,1077,1259,1009,785
"2798724",831,547,1657,320,683,501,700,603,810,614,464
"1348774",663,479,1456,298,477,383,584,458,596,443,367
"192812",1227,686,2363,442,822,635,982,829,1011,830,651
"1532023",1272,700,1999,396,841,659,1009,888,1046,868,669
"266951",534,352,1225,222,380,343,436,399,500,409,338
"502682",597,359,1151,263,466,298,456,421,530,388,322
"1648404",223,192,637,96,208,152,222,185,237,191,148
"543877",784,507,2081,625,562,504,651,590,807,531,525
"645517",761,549,1434,304,613,434,628,585,786,556,470
"1892855",4673,2238,5877,1973,2947,2898,3551,4080,3699,3587,2368
"2771430",2393,1085,3865,1582,1579,1652,1857,2292,2175,2024,1403
"335406",1459,1235,40661,644,1200,983,1346,1162,1379,1121,816
"2759707",1459,849,2145,360,956,776,1236,1029,1144,914,654
"192",4306,2668,4537,1402,2325,2591,3391,2444,2643,2288,1099
"652764",1236,752,1977,286,773,754,1029,717,934,657,414
"709810",1156,764,3740,339,684,700,1005,671,889,666,358
"664962",1116,656,986,293,611,714,894,707,583,565,274
"2202148",3723,2208,3806,747,2143,2158,3019,2283,2574,2023,1050
"137722",1550,818,1817,269,900,794,1198,817,993,739,416
"862719",948,556,1506,155,583,586,776,581,636,508,279
"528244",1986,1174,2359,351,1161,1173,1577,1173,1232,982,554
"682998",1130,705,1714,227,703,758,1032,753,878,708,334
"286727",893,584,2703,235,562,514,746,523,627,561,280
"1226968",1045,518,1329,184,579,543,744,583,618,515,281
"1064539",671,433,721,198,360,396,497,407,480,312,155
"2775420",9559,4603,3490,771,1951,2680,3467,2519,2156,2345,881
"2233999",6983,3284,2516,507,1445,1721,2398,1740,1696,1536,664
"2602016",3988,3002,5627,924,3692,3088,4604,3194,4068,2941,2426
"2602015",3367,2486,4699,702,2890,2434,3572,2470,3426,2241,2009
"1663591",1028,751,1347,205,735,656,948,686,787,590,358
"1639348",817,575,1211,189,611,542,857,595,680,513,318
"431944",273,210,415,58,209,175,258,192,257,181,96
"342108",1030,705,1506,218,789,695,1034,686,878,642,389
"414684",2665,1575,3168,547,1694,1733,2290,1712,1767,1636,890
"269796",5,1,30,4,3,1,6,4,5,3,2
"2594003",2505,1630,31783,629,2301,2363,3353,1734,2580,1722,1348
"1110502",2504,1509,3622,536,1645,1552,2319,1647,1884,1426,841
"1441467",2213,1555,2961,465,1512,1443,2124,1451,1915,1360,900
"2220096",2003,1304,3200,1121,1327,1298,1759,1385,1432,1200,722
"111831",1330,886,1974,223,887,918,1124,929,1012,788,441
"2048283",197,160,520,43,173,120,177,119,162,126,77
"2785908",127,89,300,38,101,88,107,94,92,83,66
"2785911",79,53,194,30,61,38,60,71,58,49,46
"1891279",113,96,530,44,101,100,124,104,93,98,69
"1123366",70,53,182,19,41,43,71,52,51,54,26
"1612173",1082,677,3043,216,774,664,921,631,691,595,366
"1150469",931,531,1223,169,584,535,781,591,620,520,278
"1288970",474,360,850,122,409,365,534,396,446,372,227
"1549855",118,99,184,19,94,73,118,120,84,86,43
"1401328",11,9,32,2,4,9,15,11,4,11,9
"1193729",10,9,35,3,7,12,7,6,9,6,1
"2768162",2934,1729,2744,476,1397,1610,1949,1632,1705,1398,864
"2768161",2660,1549,2807,493,1177,1646,1820,1581,1685,1395,728
"2018065",339,195,316,40,124,209,206,189,177,148,81
"257708",1911,1002,1946,246,915,1024,1214,1001,1107,911,471
"207340",440,201,371,39,132,186,204,175,155,183,86
"94",4820,3714,9255,1378,3514,3314,4821,3385,4032,2979,1715
"1296990",214,148,270,39,137,137,190,130,191,120,78
"265959",285,207,449,77,227,207,240,207,230,169,113
"714995",23,26,57,7,27,21,28,20,20,22,11
"265960",269,146,337,44,121,142,183,155,163,136,86
"634177",195,129,238,46,99,107,171,113,156,87,59
"65958",171,97,269,28,94,113,154,91,147,155,66
"33995",184,94,253,30,105,82,122,77,116,103,78
"215221",10,7,22,2,14,5,10,5,6,4,0
"2771361",3670,1814,3666,489,1389,1926,2212,2024,1977,1677,948
"926570",313,164,325,49,181,165,255,181,180,167,70
"349163",204,148,264,35,131,123,173,125,167,96,87
"1484109",1583,956,1686,272,1042,900,1231,1059,1299,878,543
"1969806",1473,1040,1921,270,948,886,1229,878,1386,884,531
"435",563,410,958,150,424,331,460,372,445,330,212
"1076596",171,105,216,18,86,68,140,91,80,81,57
"2592655",157,103,233,30,88,91,123,94,110,87,63
"2259883",1,2,3,0,0,8,2,5,1,2,1
"431306",75,47,167,14,81,55,94,54,62,39,44
"481145",15,12,14,1,7,6,7,13,2,4,2
"1006554",2,1,3,1,3,5,8,4,2,2,2
"1266844",10,3,6,3,3,6,6,5,0,3,3
"481146",43,45,97,19,28,36,36,29,34,20,20
"146474",39,29,104,8,27,34,52,16,25,16,12
"104102",42,27,99,8,30,22,34,28,30,19,11
"446692",22,36,53,6,18,14,24,17,25,16,13
"2500548",12,6,22,0,8,2,11,6,5,9,5
"1633874",1,8,3,2,5,7,3,4,2,9,1
"65959",3,1,4,0,2,0,3,0,1,1,0
"272568",1081,700,1240,180,666,631,836,655,764,629,370
"1288313",102,107,211,34,63,78,106,84,80,66,45
"290633",106,76,174,22,81,68,93,70,92,71,39
"1224746",2,0,0,0,0,1,0,0,1,3,0
"318683",159,147,227,34,120,82,174,149,119,115,54
"574987",161,97,200,21,82,68,115,64,77,72,41
"257438",36,32,68,7,29,22,51,30,29,35,14
"1052095",5,5,11,4,8,5,5,8,10,4,2
"320497",360,253,566,88,292,223,333,250,341,243,159
"153496",250,231,408,48,184,138,215,182,226,179,113
"1231624",205,171,308,37,131,136,201,154,141,138,92
"2558360",204,143,308,48,148,131,170,133,151,131,73
"2558361",114,99,141,13,77,75,89,80,80,74,35
"1293412",12,9,49,2,11,5,11,8,9,6,8
"1510841",169,104,253,30,83,70,138,119,129,104,48
"661191",46,37,107,8,26,34,59,32,26,43,13
"2070537",3,2,0,0,0,1,1,1,0,0,1
"2478912",0,1,6,0,1,3,1,1,1,1,0
"2697033",16,9,43,2,10,15,12,10,6,11,6
"2762277",13,7,28,3,13,12,9,18,21,10,12
"2560057",79,61,147,27,35,31,58,46,51,31,32
"2500532",931,511,1931,302,473,465,689,545,569,422,260
"2760307",1111,536,1734,289,461,500,641,554,565,459,285
"2589076",1015,455,1940,914,411,532,670,459,561,397,207
"2812658",545,353,1185,167,338,288,412,314,385,291,159
"1529068",419,286,845,126,216,250,360,229,297,237,141
"1545044",1511,820,2304,333,810,747,1031,809,1059,781,471
"1077935",960,579,2298,254,489,557,711,577,572,501,264
"147645",1279,612,2386,316,567,563,755,562,693,479,301
"82367",1056,608,2961,390,570,499,763,577,647,469,307
"2560053",1091,617,1694,255,576,581,841,615,655,572,290
"34004",1063,525,1931,254,490,537,753,607,619,491,281
"266",984,499,1714,213,481,457,668,0,540,461,256
"2259340",827,486,1509,217,462,403,607,473,540,366,243
"2065379",696,379,1513,226,420,388,568,398,494,362,241
"1945662",774,442,1620,199,423,369,571,458,561,417,223
"1367847",624,423,1326,148,364,318,471,382,414,314,186
"135740",458,232,1272,203,233,218,275,228,261,214,146
"1499308",92,55,207,43,49,52,69,56,77,50,34
"59779",2,1,5,0,2,2,3,1,0,3,1
"135742",3,2,2,0,6,1,3,2,2,2,2
"2033869",1550,822,2745,344,756,744,1038,846,923,663,390
"1850250",983,658,2503,223,585,520,742,598,711,487,290
"272942",572,356,1268,118,331,313,420,310,320,283,202
"1075",709,400,4000,161,342,345,515,424,433,340,225
"557760",181,90,888,28,94,118,131,97,90,81,43
"349101",128,71,203,14,61,69,93,66,51,68,30
"992186",99,58,208,20,68,52,95,62,64,62,36
"1917485",764,450,1888,166,458,429,557,484,490,367,231
"2587855",591,309,930,112,315,318,325,298,438,307,194
"1968541",319,188,597,90,190,163,248,186,190,141,130
"2070369",256,142,411,33,133,109,167,116,140,124,75
"1389004",206,165,364,47,126,120,172,120,143,108,61
"1389005",126,101,272,36,80,60,122,80,86,75,37
"664426",170,107,284,30,103,53,128,90,74,67,50
"1389011",105,47,191,11,37,40,52,36,48,42,16
"2785912",53,30,110,15,41,25,38,30,43,28,13
"1402135",771,485,1613,170,406,432,536,492,448,406,216
"83219",341,264,788,89,234,202,317,199,227,190,111
"60137",65,48,101,17,42,35,63,55,38,44,15
"74349",2,1,10,1,0,1,4,4,2,1,0
"2587847",458,309,1041,119,269,268,379,290,347,243,138
"2587846",193,161,321,55,115,107,153,152,159,95,58
"2587850",183,130,362,51,120,102,140,110,110,111,55
"391613",73,43,231,19,41,44,70,45,43,45,18
"540747",1260,726,1914,282,671,611,920,749,754,699,343
"2494550",412,346,863,91,290,258,424,312,286,285,159
"215743",85,51,148,16,55,49,88,39,59,35,41
"1229727",1486,813,2151,309,747,770,1110,826,946,665,388
"311180",1224,691,1769,248,661,595,897,649,727,592,323
"1792508",942,559,1512,225,520,483,747,559,555,472,263
"1564506",704,341,1515,161,340,324,425,349,380,287,171
"308754",638,324,1048,140,311,295,442,327,409,260,165
"1188256",4,4,3,3,2,7,6,0,5,3,2
"991905",2320,1576,3939,650,1367,1306,1894,1460,1499,1199,805
"1208324",1185,694,2129,325,681,626,900,691,784,611,435
"1411902",582,404,1116,136,338,314,456,322,397,335,200
"1758178",408,306,887,107,259,256,384,244,260,234,159
"875171",198,139,413,40,96,89,134,125,109,95,47
"1397108",141,85,251,25,68,62,125,81,76,66,39
"2579971",2286,1285,3293,516,1202,1160,1682,1370,1382,1145,662
"60890",523,321,1024,106,312,284,385,313,335,279,139
"221822",453,274,817,80,240,215,330,273,236,234,111
"1580596",172,121,397,37,111,104,163,110,128,87,63
"1844006",108,81,358,27,53,59,72,57,70,49,47
"681157",84,31,87,7,26,28,50,27,19,26,10
"1826607",1468,824,2306,320,716,626,988,811,885,702,435
"1396826",581,339,1159,136,332,304,492,347,376,300,168
"2508306",118,70,203,32,56,65,104,65,90,75,40
"2508307",98,61,207,28,68,73,95,78,70,65,22
"999552",358,228,785,108,203,191,288,233,205,178,99
"2789856",1550,827,2047,344,764,770,1080,939,883,739,405
"1549850",610,360,1158,126,310,293,433,333,434,300,194
"1915078",531,343,997,130,335,291,426,326,340,291,161
"2587852",724,455,1273,194,442,374,541,445,531,331,198
"2588299",35,14,152,2,6,13,22,9,16,6,5
"2587858",9,11,22,4,11,11,13,3,11,7,6
"246200",745,413,1341,160,378,387,509,401,414,330,172
"292414",264,180,458,51,147,119,217,167,134,125,77
"2587853",210,140,458,72,131,91,154,105,114,122,65
"2293862",157,100,353,28,79,82,130,103,104,72,52
"185588",4,2,16,2,2,3,3,4,7,10,3
"2009329",1312,750,2065,260,746,673,925,666,736,637,330
"1335048",1064,586,3878,352,567,501,798,591,613,450,319
"2588711",1208,676,1875,284,636,675,869,691,729,624,373
"2494374",668,400,6649,152,342,326,436,334,361,272,178
"1250539",993,608,1671,205,567,588,825,572,655,491,299
"988812",1002,585,1587,239,556,560,689,613,585,488,280
"1267768",939,534,1688,199,471,416,647,616,497,457,222
"1891787",326,190,524,87,188,158,265,204,224,146,113
"2434",217,0,420,61,136,138,204,142,163,116,66
"391595",214,121,373,53,107,117,131,122,95,83,61
"2169400",593,416,3014,158,346,309,450,379,392,309,200
"561184",887,497,1584,188,462,473,653,471,487,400,224
"398580",811,478,1484,214,430,452,671,488,510,408,223
"195105",662,405,2742,246,377,413,574,408,451,351,209
"880591",0,0,1,0,0,0,2,1,1,2,2
"92947",319,191,552,76,223,189,277,206,243,200,106
"1294273",693,409,1153,143,392,404,516,460,432,381,203
"2602067",251,184,550,57,132,126,182,135,175,135,85
"391616",178,115,246,31,101,76,125,85,82,89,40
"391626",158,86,369,30,103,86,142,103,99,89,43
"1458307",77,60,238,24,53,49,78,69,52,56,47
"1609966",602,465,2333,170,387,346,486,382,387,299,192
"2587163",685,357,1234,163,324,316,490,367,366,296,156
"2613965",696,406,1185,159,331,331,441,381,424,316,155
"1537215",572,306,968,115,320,301,405,339,360,320,134
"2715211",525,327,983,139,326,292,430,304,346,278,177
"564137",447,281,1090,88,261,243,301,255,293,250,142
"2017482",475,286,822,125,233,266,375,297,307,266,157
"290400",419,309,758,94,240,253,330,243,269,216,130
"2587842",455,270,849,113,254,244,379,259,289,259,153
"299262",476,255,730,107,279,220,358,281,307,255,127
"1265309",121,89,256,41,79,58,95,82,73,63,28
"74033",450,286,766,112,213,220,322,221,257,194,137
"2599296",295,224,614,92,195,174,218,199,213,187,102
"245188",326,232,946,91,198,176,229,226,203,199,80
"53501",237,171,570,74,164,115,205,132,152,140,83
"441209",229,164,497,49,144,127,169,137,169,101,64
"2552942",303,193,680,87,169,136,200,193,198,173,106
"1591409",280,154,541,57,164,149,222,196,173,152,93
"2500533",203,141,532,56,104,100,189,134,135,93,78
"2171755",177,151,501,63,142,133,161,132,153,126,84
"1715691",182,133,384,47,137,80,162,101,127,124,51
"2483033",162,108,335,35,120,103,143,119,104,86,64
"1920883",119,91,297,30,84,66,118,86,96,75,51
"666509",97,75,169,16,66,52,101,61,50,65,43
"1579316",109,83,250,29,88,52,78,66,48,55,25
"366602",1408,899,3308,562,1028,898,1135,912,1124,1128,867
"69665",922,646,2007,387,723,714,778,580,889,770,732
"69666",2258,1657,6017,3656,1907,1497,1887,1445,2103,2522,2259
"155892",0,1338,4701,863,1432,1298,1583,1213,0,1544,1513
"1679497",1861,1124,3918,808,1363,1112,1564,1134,1543,1627,1397
"2708539",1308,994,2620,563,981,791,1026,768,1028,1021,909
"2010972",1692,883,2931,609,1139,935,1228,990,1221,1333,1046
"509190",1,0,0,0,0,0,0,1,0,0,0
"69395",812,508,1838,399,618,509,668,560,672,723,658
"2774190",1039,662,2719,1408,680,708,823,712,686,699,660
"2591463",856,579,3772,2131,577,601,755,636,599,668,719
"2561924",834,527,2709,1510,578,611,795,617,591,650,668
"1938605",863,506,2235,1057,568,534,662,531,609,616,542
"2800818",590,390,1818,867,441,396,496,461,465,456,441
"2774189",624,395,1943,1228,409,365,537,400,465,495,413
"2752515",602,368,1574,763,375,406,515,391,517,473,402
"2579977",278,180,630,569,146,164,173,139,170,175,158
"2813778",273,163,605,565,150,178,240,165,162,181,147
"2562582",146,124,419,324,155,111,170,102,143,143,93
"1532555",192,134,673,404,149,102,188,128,175,124,116
"1827469",172,138,427,391,125,134,183,133,140,136,105
"2560058",175,100,497,383,113,114,125,109,115,132,83
"588932",1350,978,3944,3509,952,1021,1260,981,1128,1044,929
"633149",826,484,1893,901,513,504,657,492,567,607,467
"74329",625,392,1562,1478,450,405,560,408,457,464,340
"293",438,259,1021,1028,241,270,343,282,275,297,235
"41276",236,151,480,301,141,153,195,158,160,116,111
"1325724",143,97,366,257,94,97,142,102,110,88,87
"2686094",3697,7230,5746,1094,1973,1939,4486,1906,864,1973,1817
"450851",4633,3001,63564,15422,5658,4535,4425,4143,7893,10140,10625
"2201350",1617,1057,3846,876,1430,1065,1358,1176,1788,1765,1584
"573065",253,209,909,85,213,196,266,214,244,198,131
"1940610",3073,2302,4581,576,1862,1661,2293,1659,1907,1436,984
"1868589",2618,2061,3769,620,1556,1384,2010,1467,1647,1266,933
"2570229",1934,1484,3003,386,1038,982,1457,1042,1162,896,673
"349215",121,92,610,205,107,1313,189,129,116,123,81
"856793",133,117,2172,3363,125,1393,169,315,110,146,714
"488538",77,43,119,19,62,32,66,40,65,46,30
"2029849",1618,1080,2370,500,1165,1057,1604,1114,1243,1028,661
"394221",579,400,907,168,386,321,495,374,449,357,248
"1434191",542,417,1038,189,388,321,477,351,377,340,270
"2749086",377,337,838,122,294,263,400,310,296,317,195
"1873716",593,518,1211,185,408,390,575,378,449,369,273
"1906738",430,327,568,75,262,242,407,322,254,253,152
"2016196",264,287,651,86,186,146,242,178,214,196,126
"582402",41,46,84,12,23,16,33,35,17,16,11
"949",6,8,9,4,12,4,18,4,8,10,2
"770",7,0,0,1,0,4,0,0,0,5,1
"948",4,9,16,0,5,8,9,1,4,2,2
"574556",9,4,4,0,3,3,11,3,2,4,1
"1248439",4,7,8,0,3,2,7,2,7,9,1
"2640676",72,42,153,13,51,37,79,47,46,42,22
"955",7,0,11,0,4,5,8,7,4,2,3
"1845000",4,2,7,1,0,1,5,4,0,1,0
"779",15,7,30,4,6,12,8,3,8,23,8
"945",8,1,9,1,2,0,1,2,12,2,1
"944",1,2,11,1,6,4,6,1,0,7,5
"35795",2,2,19,1,3,1,0,0,2,2,1
"391036",3,0,2,0,1,0,0,0,1,0,3
"1286528",4,8,10,2,12,7,10,2,4,4,1
"434131",11,2,54,1,1,1,4,4,0,0,1
"2686014",7,3,5,3,2,6,5,0,3,4,1
"222891",1,1,7,0,3,4,2,2,2,3,1
"114277",71,39,106,13,62,37,74,28,107,31,25
"114292",3,3,21,2,4,5,11,2,8,3,1
"114295",7,5,22,1,8,3,1,1,6,4,2
"1129742",9,7,26,4,11,5,15,6,5,3,0
"784",17,20,37,1,34,19,33,14,8,18,10
"2601646",9,7,6,1,3,0,2,4,2,0,0
"2115978",4,5,89,3,7,3,22,5,6,16,5
"696127",5,5,39,6,12,8,9,6,4,6,3
"1802984",7,12,16,2,5,9,11,9,5,9,4
"2486578",7,9,42,4,12,7,10,6,9,6,4
"2163644",6,2,21,1,7,4,11,12,6,11,0
"2043170",218,157,498,51,182,150,213,154,161,130,73
"2582913",234,161,433,60,192,165,220,156,214,172,99
"314260",265,210,427,61,235,178,252,160,241,180,91
"2066024",3,5,13,1,8,2,3,7,9,6,2
"2601575",2,2,1,1,7,0,4,4,2,3,2
"2601668",7,6,9,0,4,5,3,10,2,4,1
"86106",8,4,38,1,23,6,8,3,23,7,7
"91604",41,29,94,5,31,13,34,16,29,33,15
"1414854",26,27,222,7,24,24,29,21,29,16,16
"156889",95,78,148,14,64,56,88,70,77,50,29
"451514",0,0,0,0,0,0,3,2,0,1,0
"1002672",14,0,51,0,4,6,9,2,7,8,2
"2268451",4,3,28,1,3,2,1,2,4,1,2
"1388755",7,1,13,3,6,2,5,0,4,0,3
"1977865",10,3,15,2,4,4,4,4,6,5,0
"1977864",6,1,11,1,2,2,4,4,5,3,0
"335992",3,5,18,1,1,2,6,4,3,3,0
"2563896",3,2,15,2,4,3,6,2,2,4,0
"1925548",10,7,18,1,7,12,5,7,32,12,2
"2161677",47,38,76,7,30,30,46,36,38,21,9
"1034889",3245,2661,4433,462,2134,1590,2525,1826,2032,1590,1074
"662548",3101,1497,2193,276,986,868,1338,874,1022,776,535
"434008",2503,1410,2415,295,1138,971,1426,1014,1176,918,679
"207745",2946,1398,2170,257,924,878,1376,923,971,826,605
"434009",2401,1399,2214,236,1078,890,1315,991,1042,819,601
"1795631",1382,974,2108,200,932,746,1036,824,985,744,548
"2681552",1135,894,1766,168,753,640,992,598,757,556,391
"2762323",1028,795,1771,162,633,524,874,566,613,492,385
"2762322",1109,826,1858,174,679,566,860,567,601,488,379
"282217",881,632,997,103,566,478,696,461,551,382,275
"434014",732,495,918,103,465,385,578,398,409,327,252
"2774875",660,522,1135,131,431,408,632,405,496,337,246
"2811425",31,25,60,3,16,16,28,20,14,16,6
"2126319",20,15,34,4,6,10,12,6,12,5,4
"1246301",1418,1169,2103,193,903,701,1152,735,897,664,525
"543728",1652,1069,1884,223,998,803,1265,861,855,786,539
"595537",1195,870,1663,184,821,667,1048,636,761,615,419
"436515",1037,690,1524,153,611,515,768,488,649,489,383
"795665",1603,1172,36909,1185,1065,1233,2285,971,931,851,575
"2716225",1785,1405,17607,1063,1345,1125,2050,1072,1320,1006,757
"2806262",1677,1188,136426,585,1129,1208,1864,963,1028,975,688
"2651974",1466,1158,5325,284,1017,906,1453,840,982,854,590
"1842537",1056,732,4717,216,685,597,984,575,735,578,407
"434010",1015,761,3882,165,598,522,880,562,592,587,417
"2184519",536,468,4777,100,489,294,682,664,388,420,208
"2565558",511,365,1727,110,388,310,514,340,351,301,219
"47421",567,580,3218,100,381,323,511,336,367,255,179
"1763535",507,334,1480,88,342,271,457,264,303,245,202
"2518343",1273,612,128236,353,417,532,1942,383,530,338,1162
"1842533",851,481,4643,147,450,445,948,433,537,449,582
"2714923",676,471,1856,115,437,374,598,364,390,371,280
"358220",1032,444,12939,1098,448,471,1572,463,930,366,899
"2478662",738,375,3553,117,312,338,731,308,325,316,461
"1858609",461,280,1986,89,241,238,485,214,236,199,261
"232721",104,78,448,30,62,59,104,44,83,55,54
"80870",2345,1581,4493,441,1504,1235,1952,1270,1481,1277,873
"1926868",1322,832,3605,260,855,686,1139,582,899,668,651
"2743470",1211,791,2182,199,753,674,1046,580,755,586,450
"553814",969,636,3553,182,528,513,849,437,525,466,479
"397945",0,0,0,0,0,0,0,0,0,0,0
"80868",547,363,1123,91,351,314,549,327,330,280,179
"535289",100,52,243,50,72,45,66,44,70,37,23
"365046",4952,2869,8197,1305,3666,3462,4776,3201,3211,3967,3373
"2741720",1290,913,39449,254,896,743,1087,704,720,758,658
"2752316",496,336,1707,83,276,238,364,272,232,240,183
"2822760",330,198,696,46,194,164,265,147,194,178,122
"1842727",1764,1361,3783,310,1324,1089,1588,1100,1096,1062,814
"2509614",1652,1175,3878,293,1221,952,1387,992,1253,960,807
"338969",589,443,1660,114,403,341,547,344,355,289,228
"1484693",509,327,2050,93,320,230,399,222,284,231,212
"81479",314,219,902,52,214,191,278,191,198,162,110
"2597701",961,786,2249,206,754,628,996,608,768,660,476
"1232667",9,5,112,3,6,6,6,3,7,10,5
"1082851",1115,786,1998,162,732,668,903,631,729,572,394
"1392005",54,38,228,223,44,35,38,20,32,36,24
"225991",850,489,1993,249,488,494,723,486,551,430,314
"160825",611,442,1568,118,396,327,506,288,384,331,239
"1562974",501,308,962,67,300,244,355,248,284,235,174
"363952",317,253,4517,42990,201,187,281,194,206,179,136
"225992",319,199,926,97,196,224,247,231,160,150,94
"296591",1431,1012,2839,199,849,905,1204,880,819,759,495
