"","s9OmM2TOMPOOB051285.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report"
"558541",26,27,8,14,24,19,8,6,8,21,23
"211586",24,26,9,11,23,46,15,18,3,18,20
"225849",27,26,7,6,16,32,13,7,6,13,13
"238836",8,11,5,8,15,23,10,11,4,12,7
"1028752",14,20,0,4,14,20,12,10,2,13,13
"2018305",5,9,0,4,8,7,2,5,2,12,3
"93973",6,2,2,8,5,3,3,5,0,2,3
"318167",9,5,3,7,4,16,5,10,1,9,4
"2588449",2,4,0,5,3,3,2,2,0,3,0
"342950",16,9,5,9,19,20,10,13,6,16,13
"2547970",9,12,2,15,18,15,13,5,2,11,10
"1709477",25,39,5,33,27,28,18,13,6,27,14
"116092",10,15,10,11,23,25,11,10,3,30,8
"2744479",9,11,3,7,23,18,5,9,5,6,15
"2003316",1,17,4,2,17,16,6,3,3,3,10
"2587843",8,14,3,8,14,10,7,7,3,4,4
"1390185",8,4,0,2,8,7,1,3,0,2,1
"1514074",5,7,1,6,7,6,4,5,3,5,3
"649161",3,2,1,1,4,0,1,2,0,0,0
"2799564",0,2,0,1,3,1,0,1,0,0,0
"2583375",2,0,1,1,2,0,3,1,1,1,0
"283699",0,7,1,1,2,5,4,2,0,2,1
"87791",5,2,1,1,2,2,2,0,0,3,1
"1720343",1,3,2,2,1,5,0,0,0,4,1
"1761891",0,0,0,1,1,1,1,0,0,2,2
"234831",1,1,0,0,1,2,2,0,1,0,0
"2752475",0,1,0,0,1,0,1,1,0,0,2
"2759705",3,3,0,0,1,1,2,1,0,0,0
"2785910",0,2,0,0,1,3,1,1,1,0,1
"43658",80,83,31,58,93,104,51,59,14,53,52
"1365250",5,6,0,2,5,3,3,6,0,4,1
"339617",37,40,9,39,55,61,23,27,8,40,17
"1315306",16,15,3,5,48,15,5,7,3,22,9
"43662",19,27,18,17,39,34,21,18,4,22,13
"342610",16,37,3,20,33,31,8,15,3,17,15
"1117319",13,15,2,5,8,8,3,4,1,6,5
"161398",11,15,5,9,23,14,8,9,6,11,11
"227",13,10,5,4,19,11,3,2,5,8,4
"1315282",10,16,8,6,19,12,12,12,1,13,6
"314281",8,18,0,9,18,21,13,9,4,12,6
"874454",9,10,1,8,17,10,7,9,2,13,7
"882626",19,20,5,13,16,16,14,12,1,10,9
"1348114",11,9,3,18,15,12,5,12,9,9,7
"1314866",1,4,1,5,7,12,1,1,0,3,4
"1190813",10,11,6,11,12,15,7,8,4,8,5
"1312369",1,1,0,0,3,1,3,0,1,3,0
"151081",4,6,2,4,11,9,6,4,2,5,10
"1117313",4,4,4,7,10,4,4,3,0,3,1
"1315283",3,5,3,4,5,2,4,9,1,5,6
"1314869",4,12,3,6,7,8,4,7,8,9,9
"1315279",3,1,0,2,4,3,1,0,0,1,1
"267375",1,5,0,3,4,6,4,1,1,4,5
"43660",3,1,1,2,3,9,2,2,2,5,1
"621376",2,5,1,0,3,2,0,3,0,6,1
"28109",1,2,1,1,2,1,5,1,0,2,1
"152297",2,3,0,2,1,5,0,0,0,0,2
"1315275",2,0,1,1,1,3,0,0,1,1,2
"43659",0,1,0,1,1,2,1,0,1,0,3
"2820710",14,23,8,14,24,37,21,9,3,19,7
"1266052",6,13,5,6,7,15,6,4,3,7,7
"550540",210,237,87,165,236,291,131,152,54,168,153
"2724191",46,43,9,27,42,46,19,32,4,42,21
"1816218",12,23,8,10,23,17,14,17,3,16,4
"2161872",10,10,2,6,19,14,5,2,5,8,8
"2497879",14,10,3,5,16,18,4,13,3,8,8
"1816219",3,16,0,7,13,18,7,8,1,9,6
"2689569",5,13,4,11,11,13,13,11,5,16,10
"58049",15,12,2,4,9,21,5,6,2,9,6
"167879",8,18,2,8,21,13,9,7,4,11,7
"1967665",8,9,1,9,21,10,4,3,1,13,4
"2594005",28,40,4,26,27,16,20,12,1,18,13
"2769490",3,16,0,4,19,11,5,9,1,15,3
"2552945",15,11,9,13,11,17,9,9,5,16,14
"1763536",11,9,0,14,15,8,8,8,2,10,6
"718192",8,21,5,10,14,12,6,5,1,10,4
"2100422",37,50,15,31,69,41,26,30,14,37,19
"2055892",10,15,5,9,15,19,13,8,3,11,6
"135577",14,25,4,26,33,18,18,11,10,25,12
"1940690",17,26,7,14,25,20,11,10,4,10,13
"1096243",9,14,4,10,19,13,6,9,3,17,10
"357804",21,29,1,13,29,31,11,23,5,15,13
"314282",5,11,4,4,11,15,3,8,3,8,6
"69539",11,18,8,16,18,15,12,6,2,11,7
"1202962",14,11,0,10,16,13,5,8,4,12,8
"1347420",6,12,2,9,18,10,9,6,2,7,10
"998088",15,15,10,11,5,11,7,7,1,9,10
"1354302",49,82,19,52,63,79,43,37,7,48,35
"1448139",15,15,10,23,36,23,20,9,5,21,17
"196023",40,39,14,31,32,26,32,18,8,26,34
"1208104",0,4,0,2,2,4,0,2,2,4,2
"652",263,338,97,266,356,362,195,186,70,268,191
"2033032",89,113,39,65,118,171,70,68,23,99,78
"2033033",78,51,26,59,77,108,43,39,13,51,60
"2560029",15,16,7,7,34,14,18,5,2,21,13
"1636606",8,7,0,8,27,34,7,12,3,13,7
"1636609",19,17,14,20,25,28,8,22,9,13,7
"2560028",28,28,7,18,24,26,19,20,5,24,28
"1758179",18,17,16,15,14,18,6,6,3,5,9
"1636607",7,9,1,5,9,13,3,3,1,5,7
"1636608",3,4,12,3,5,15,0,8,15,0,30
"1920107",2,1,1,3,4,1,5,1,0,3,2
"647",0,0,0,0,1,0,0,0,0,0,0
"2675707",2,1,0,0,1,14,0,0,0,2,5
"73010",183,200,100,163,292,251,123,160,37,157,122
"96473",12,10,6,13,37,23,12,8,6,20,6
"29491",2,10,0,4,5,4,1,3,1,3,1
"197700",3,1,3,0,2,1,0,1,1,0,1
"218936",225,262,61,189,260,271,180,148,44,196,161
"648",195,189,68,128,234,229,130,127,44,157,132
"650",111,132,41,112,176,145,62,79,27,111,73
"196024",113,151,39,109,147,170,92,92,21,96,94
"948519",25,38,9,18,33,29,20,14,6,25,20
"656",29,22,8,14,19,27,10,15,5,23,9
"347534",529,599,208,413,658,687,345,359,129,404,394
"511062",229,296,82,167,343,248,177,163,56,199,153
"2047966",84,80,37,62,114,84,49,43,22,64,54
"1416627",26,45,6,45,61,50,27,28,9,28,29
"1903694",12,34,16,25,28,20,16,14,6,13,15
"595494",55,52,20,30,56,35,15,26,14,30,29
"83771",29,18,2,22,31,30,14,15,3,27,10
"2812648",564,767,276,496,916,737,497,459,118,539,471
"2681310",596,732,269,636,849,681,487,446,154,546,430
"243233",696,709,223,442,818,771,463,450,110,524,509
"2785785",177,219,78,138,272,236,147,122,34,185,118
"1727196",81,124,25,84,113,117,61,55,15,88,67
"107637",70,114,18,85,101,95,63,54,17,69,39
"2812647",95,102,22,51,95,95,56,49,8,76,47
"2608981",186,227,74,129,254,218,151,149,42,176,123
"1538553",147,229,61,131,223,182,146,127,36,146,122
"857087",115,163,40,70,178,152,92,73,29,102,87
"702114",102,122,29,74,141,131,84,60,18,79,86
"686340",479,654,222,475,815,632,445,357,122,519,381
"2049332",111,127,34,87,150,133,94,95,20,106,66
"1432792",615,824,314,573,878,806,586,442,132,535,479
"1808979",292,297,100,154,345,291,199,153,63,223,177
"1091494",42,68,27,52,102,68,40,41,14,56,30
"95641",54,74,25,37,79,53,38,51,17,41,30
"1704499",71,109,43,87,127,116,86,83,21,92,73
"1675686",3197,3902,1232,2761,4328,3767,2679,2063,586,2798,2652
"1620215",1064,1361,516,1046,1769,1242,877,721,261,1098,709
"1281578",523,605,192,470,768,618,388,433,112,464,372
"2303331",2758,3090,2228,1964,3461,2897,2185,2007,403,1813,1767
"2698684",451,521,237,360,600,456,374,267,78,366,292
"465721",2276,2550,865,1376,2328,2434,1977,1155,552,1830,1581
"2681547",248,271,106,183,322,258,151,140,78,193,150
"2745199",163,229,68,156,239,244,128,126,50,151,141
"1516059",154,168,70,106,198,189,116,98,30,122,119
"2587856",63,93,36,64,96,81,55,57,17,46,45
"359370",47,76,24,27,95,74,55,36,14,55,44
"2591606",72,114,31,46,83,86,51,41,35,61,49
"1769779",218,251,91,205,326,238,171,167,63,207,141
"252514",140,166,64,127,225,206,105,103,45,154,102
"48074",153,174,55,135,211,188,91,108,49,155,98
"260552",120,116,64,101,124,93,75,77,24,77,75
"454662",73,372,72,81,732,5150,50,27,214,87,82
"1987723",236,389,110,131,232,402,190,75,1284,171,1625
"1945512",64,328,45,353,99,386,48,39,35,57,102
"2303332",70,222,36,207,83,1092,59,31,34,87,81
"155077",82,187,39,70,138,231,65,42,51,80,150
"377629",68,113,35,57,107,108,52,55,17,55,61
"2731755",58,56,17,32,58,70,29,18,10,41,38
"2731756",33,47,12,23,50,47,18,20,9,24,23
"1117647",126,196,59,95,191,185,109,102,45,142,113
"1737490",41,56,7,18,42,45,29,24,14,20,27
"203122",29,49,10,32,40,55,20,16,16,17,29
"930806",164,227,66,123,304,234,138,112,37,205,121
"930805",182,204,64,137,262,268,126,116,42,179,134
"2601894",156,171,74,122,241,182,131,105,46,166,102
"2708301",338,475,147,323,568,486,278,255,113,414,306
"314285",128,211,45,129,257,178,118,95,52,152,97
"2794344",123,136,48,86,206,195,85,74,37,121,100
"1620392",41,55,16,38,48,54,33,29,11,39,30
"1470434",51,64,26,60,98,75,35,37,24,68,35
"716816",33,47,6,29,57,47,26,19,8,33,23
"670",88,110,19,59,105,97,60,50,12,67,43
"680",45,39,11,35,46,58,16,21,15,33,18
"696485",30,38,7,33,45,32,19,14,11,26,16
"663",15,36,8,12,30,24,14,11,7,14,16
"2315253",20,34,11,24,26,27,12,21,6,31,13
"669",35,26,6,18,24,37,12,11,2,12,15
"691",12,14,5,10,15,12,9,5,8,4,10
"190895",10,23,4,21,13,26,8,11,1,12,7
"512649",10,19,3,9,13,26,3,8,5,13,13
"766224",6,8,3,7,6,6,2,5,1,11,2
"676",84,135,39,95,163,151,95,49,23,117,66
"903510",1,2,1,2,6,3,3,2,1,2,1
"196600",2,2,0,0,3,3,2,3,0,1,2
"914127",3,0,1,1,2,3,0,1,0,0,0
"1246305",0,3,2,1,2,0,2,0,0,3,2
"748003",0,1,0,1,1,1,0,0,0,3,0
"2662262",19,15,7,14,22,10,8,3,2,14,10
"2777577",6,7,2,13,20,12,4,11,2,7,3
"2587865",23,17,5,8,20,18,10,12,4,15,9
"2714948",11,17,7,10,18,11,8,11,3,17,7
"2711221",15,19,5,12,17,19,17,5,3,11,11
"2589990",14,10,4,8,11,13,8,13,1,12,10
"2014742",0,3,0,1,3,1,1,2,0,0,1
"1116375",2,6,0,1,2,3,2,0,2,1,1
"2163016",7,4,0,2,2,5,4,2,1,4,3
"2766781",1,0,0,0,1,2,0,1,1,2,0
"864336",0,0,1,0,1,1,0,0,0,0,0
"55601",167,1863,112,452,111,90,3215,1091,17,57,100
"666",78,81,32,51,93,95,60,42,0,0,63
"29498",16,32,8,10,23,26,19,8,0,9,17
"300876",10,18,5,4,23,22,5,12,6,20,7
"29495",35,51,19,50,61,64,51,25,2,50,38
"28173",31,57,14,27,52,70,29,25,6,37,34
"674",33,48,17,29,50,42,23,32,7,28,18
"1381081",16,29,15,18,44,21,10,15,5,19,17
"1384040",3,3,0,4,6,2,0,2,0,2,1
"689",38,26,10,12,41,38,21,18,3,31,14
"1481663",19,30,5,24,38,17,24,18,1,21,13
"1671868",10,16,4,9,30,17,8,9,5,16,13
"2572923",29,34,9,14,30,31,15,13,1,14,16
"1481923",13,22,1,14,30,35,16,16,5,20,7
"28172",22,25,9,10,29,26,15,16,1,20,17
"1918945",23,27,5,12,27,28,12,10,3,16,19
"1763883",17,17,7,20,27,12,11,8,1,10,9
"675",16,12,5,17,26,20,12,11,9,16,9
"45658",23,18,10,17,25,21,12,19,4,22,21
"1435069",16,23,2,14,24,28,22,10,2,13,9
"2479546",12,16,8,19,22,14,13,14,5,15,13
"553239",13,27,5,20,22,18,8,13,5,16,6
"673372",15,21,3,18,22,31,11,11,1,20,17
"687",11,20,8,19,19,17,10,12,5,9,14
"1074311",13,23,5,10,18,21,12,5,0,12,10
"76258",6,10,1,11,17,13,4,7,3,11,8
"1191300",10,10,3,3,16,15,3,10,0,12,3
"47951",8,22,1,4,16,10,7,5,2,6,5
"2587862",13,11,2,10,15,23,8,14,3,7,5
"265668",8,16,4,13,14,17,9,7,4,16,18
"170673",11,16,6,12,12,11,10,10,1,10,11
"693153",6,12,1,8,11,11,7,3,1,10,2
"29497",7,10,2,11,9,12,9,9,0,6,7
"1891186",10,13,2,17,8,19,6,9,1,11,3
"170679",19,23,5,11,8,22,17,10,3,18,14
"1534743",6,11,2,3,6,14,4,9,2,17,6
"2025808",3,8,2,4,6,9,9,4,0,4,2
"1208308",0,1,0,1,1,1,1,1,0,0,1
"658445",73,85,15,45,96,110,50,36,14,45,50
"320778",64,95,23,39,89,82,45,44,18,56,45
"85581",2,3,0,1,3,6,4,3,1,1,4
"38294",4,5,1,2,2,6,0,1,1,0,1
"298386",10,23,7,15,22,22,16,5,1,17,7
"1908198",33,37,8,19,65,52,29,23,6,43,25
"51367",10,11,4,1,10,7,3,6,2,8,7
"2003370",8,10,3,3,5,8,4,1,0,6,5
"673",45,47,20,36,71,49,29,29,13,48,31
"388396",3,3,1,2,4,5,3,1,1,6,3
"312309",14,5,11,4,3,8,3,2,2,2,4
"1088719",3,0,1,2,3,9,2,4,0,9,2
"40269",0,0,4,0,11,0,10,10,3,10,6
"1755811",4,6,0,6,9,10,8,6,0,5,4
"1927128",8,12,0,3,6,4,9,3,1,4,3
"1810504",1198,1587,496,1100,1847,1483,1046,904,303,1185,907
"2662448",42,58,28,44,65,45,27,30,15,41,36
"2746060",6,48,6,70,47,20,37,8,6,14,101
"2708020",18,16,5,28,34,21,7,11,2,27,6
"2755562",11,20,8,21,24,27,17,14,3,10,17
"91890",3,7,1,5,10,6,3,7,1,8,3
"91891",0,2,4,7,8,4,1,3,0,11,12
"66976",1,0,0,0,1,1,1,0,0,0,0
"91892",1,3,2,27,1,2,2,1,1,3,3
"45065",52,67,25,70,79,76,45,55,8,62,33
"452",39,58,17,47,54,45,26,27,15,30,15
"449",9,16,2,23,43,24,14,11,3,14,7
"1268635",13,24,7,17,41,23,8,11,1,12,20
"28087",24,39,34,45,39,36,30,17,4,27,52
"450",15,28,15,0,39,28,24,0,1,26,36
"45067",29,41,10,16,33,20,35,29,1,22,32
"1212491",11,15,3,28,28,13,14,13,3,25,10
"454",21,25,6,22,27,34,17,7,6,17,10
"1867846",6,19,15,25,26,25,7,8,2,19,13
"28082",17,59,10,98,25,19,58,13,1,17,86
"28084",17,8,11,20,23,21,10,11,2,18,17
"45056",11,14,11,19,23,14,3,11,6,8,5
"66969",11,18,2,20,21,25,10,6,1,32,13
"456",31,43,7,44,19,26,17,23,0,24,21
"2005262",1,3,4,4,6,5,2,4,0,4,3
"1094715",1,2,1,3,2,2,2,2,0,1,4
"1094714",0,3,0,14,1,3,4,1,0,3,2
"451",8,15,11,13,30,18,10,10,4,14,11
"254247",96,77,47,166,142,100,86,65,9,95,60
"254246",43,64,31,71,75,59,28,42,8,50,43
"1321945",0,0,0,0,2,0,3,6,1,1,0
"434922",0,1,0,1,1,1,1,4,0,1,2
"1401251",0,1,0,1,1,3,0,1,0,0,1
"2054173",28,36,17,43,37,44,14,31,2,32,15
"2487929",5,15,4,8,11,5,6,5,0,11,8
"676208",18,17,4,19,19,26,20,16,5,9,10
"2739063",40,40,16,24,56,33,27,23,4,24,35
"2580412",17,30,5,25,46,20,30,10,4,28,19
"2211106",15,21,5,17,37,41,17,20,5,21,10
"2267253",14,15,11,15,15,12,11,12,4,6,5
"717772",15,21,7,18,45,25,16,15,4,43,11
"1803865",25,34,10,37,38,36,29,19,11,21,14
"717773",12,12,7,16,21,22,8,8,0,12,5
"265883",28,38,11,21,53,34,32,22,6,22,19
"317025",12,13,6,6,10,20,11,4,6,19,7
"28885",15,12,3,8,24,21,13,6,1,11,17
"754477",11,40,10,20,49,44,13,13,2,22,19
"754476",41,36,11,22,47,37,21,17,16,25,32
"1238",18,16,10,32,51,47,20,24,5,22,16
"728003",0,0,1,5,3,4,0,0,0,2,0
"385025",0,2,3,0,2,4,0,0,2,2,1
"1198232",1,0,0,1,1,3,2,1,1,1,1
"2675054",22,28,16,22,31,33,13,13,11,16,11
"2675053",15,14,2,21,15,17,13,13,4,12,14
"1032",147,176,76,135,195,196,126,108,21,142,99
"2735563",66,60,30,48,115,84,62,51,13,62,50
"111769",57,59,22,34,54,49,37,28,17,39,15
"288004",36,34,12,31,46,40,28,23,8,27,23
"1547445",1,4,4,6,12,6,1,1,1,6,5
"1395624",8,5,1,4,11,3,3,3,0,2,1
"2589986",0,1,0,3,4,2,0,2,0,5,0
"539329",1,0,1,1,1,0,0,0,0,3,0
"264",4,3,1,4,5,5,0,3,1,0,3
"299583",1,2,2,0,7,5,2,2,0,0,0
"573570",0,10,10,13,6,6,1,1,1,4,11
"1088883",0,2,1,0,1,6,1,0,1,2,2
"549298",3,1,0,2,4,4,1,2,0,6,4
"2007306",3,2,1,5,4,3,0,1,0,0,4
"1542390",7,4,1,3,3,8,2,2,1,4,2
"2249302",0,1,1,1,3,2,0,2,0,3,0
"1086726",8,1,2,1,2,10,1,3,4,0,3
"573569",1,1,0,0,2,0,1,0,0,0,3
"360196",0,1,0,0,1,1,1,0,1,0,0
"1085644",0,3,1,3,8,5,1,2,1,1,4
"1085647",0,3,0,4,2,2,1,2,0,1,3
"594679",0,3,3,5,1,1,6,3,0,4,0
"28907",0,0,0,0,1,0,0,0,0,0,0
"1543721",204,284,93,200,364,257,198,177,69,202,166
"2738883",145,178,60,145,246,172,123,82,50,185,101
"1076588",139,198,55,113,206,179,116,106,47,153,110
"1249552",84,96,24,74,142,118,84,61,22,94,58
"2291597",53,87,19,72,119,96,45,51,19,67,47
"2360",14,11,8,10,18,12,2,5,3,10,5
"413404",1,3,1,3,6,5,0,1,0,0,0
"2738852",2,3,1,3,6,8,2,6,2,9,1
"2732590",0,1,0,1,4,0,0,0,0,0,0
"412965",1,0,1,3,3,2,3,0,1,1,1
"1303921",14,15,0,5,6,18,1,3,1,13,5
"1705394",5,12,4,8,19,11,6,5,1,5,6
"1125411",2,0,2,0,4,3,1,3,0,0,1
"2508687",3,4,4,3,5,7,4,5,3,2,6
"1971485",0,1,0,0,3,1,2,1,1,2,0
"1971488",2,3,0,2,1,1,3,0,0,1,0
"2652803",1,3,0,1,2,0,0,1,0,1,1
"2183911",777,894,369,748,1084,877,592,584,171,683,522
"1248727",585,671,260,561,871,783,502,403,181,605,485
"262728",4,3,0,0,2,1,1,0,0,0,0
"862964",0,0,0,0,1,0,0,0,0,0,0
"1334187",0,0,0,0,1,0,0,0,1,0,0
"862965",0,3,0,0,2,1,1,2,0,2,1
"730",3,5,1,15,17,6,4,3,2,6,0
"735",3,7,0,8,10,10,8,5,1,4,7
"249188",9,2,6,5,8,6,4,3,3,6,3
"726",7,7,0,5,7,10,1,8,1,4,4
"712310",3,6,1,0,2,8,0,0,0,2,1
"714",39,57,13,26,66,41,29,33,8,48,30
"634176",2,2,2,1,5,12,2,1,0,6,0
"985008",1,2,1,3,3,5,1,3,2,1,0
"2820817",7,8,0,5,13,10,0,5,2,7,4
"739",5,8,3,5,11,9,4,1,1,5,3
"2774188",25,30,12,25,40,25,25,25,3,26,15
"339671",11,27,6,7,29,36,14,8,1,16,10
"696748",0,0,1,0,2,0,0,0,0,0,0
"718",3,12,3,3,8,4,3,1,0,4,3
"189834",5,9,2,2,8,12,3,3,1,7,1
"44294",0,0,0,0,1,0,0,0,0,0,0
"754345",0,2,0,0,1,3,0,0,0,1,1
"720",0,1,3,1,4,1,1,4,1,3,3
"51049",1,4,1,3,3,7,4,8,2,3,3
"51161",3,5,3,0,3,17,4,2,0,2,1
"44283",45,741,53,148,49,27,1108,354,4,15,18
"115545",0,0,1,2,1,0,0,1,1,0,0
"97481",8,11,1,7,5,6,3,2,0,3,2
"754",0,1,0,2,1,4,0,0,0,3,0
"75985",0,0,4,14,17,0,0,0,5,7,0
"1434214",0,0,0,1,1,0,0,0,0,0,0
"1434215",2,1,0,3,1,2,0,1,0,3,3
"85402",16,17,0,14,15,29,11,9,3,10,7
"2770636",3,4,1,3,9,6,3,3,0,1,1
"1432056",4,6,0,1,7,10,3,0,3,0,1
"2679995",1,1,0,0,1,0,0,0,0,0,0
"111844",3,2,0,0,3,4,2,0,0,1,2
"2679994",2,1,0,1,2,2,2,3,0,2,3
"738",5,0,4,13,36,0,10,10,2,12,13
"2030797",7,15,1,2,16,20,14,7,0,11,4
"1005058",3,7,1,9,23,14,4,9,1,8,8
"728",12,13,2,4,17,16,8,9,3,6,7
"762",5,9,2,4,6,9,2,5,3,7,3
"653940",4,8,2,0,3,3,1,0,0,1,0
"221988",1,5,0,4,2,3,0,1,0,1,2
"1906744",9,6,4,5,9,8,5,6,0,6,5
"2778911",14,12,2,7,8,11,6,4,4,7,4
"1263832",2,2,3,2,3,2,2,0,0,7,0
"205914",0,2,0,2,2,2,0,1,0,4,1
"228400",0,2,0,0,1,1,1,1,0,1,1
"109472",2,10,2,1,11,9,2,6,1,11,5
"123824",15,8,1,3,8,8,4,7,2,8,5
"1032623",9,10,0,1,6,4,0,1,3,3,3
"1443036",6,7,0,1,2,4,3,4,1,2,1
"2718",297,332,97,180,348,332,213,186,64,206,173
"870",8,21,0,0,23,25,6,15,1,0,5
"1196095",13,17,5,7,22,21,8,13,1,8,8
"1635327",8,10,5,9,20,13,4,8,3,7,4
"1267021",8,9,2,7,9,14,3,7,1,3,7
"161492",14903,14855,4706,13499,31233,21866,10383,11975,1834,11260,12808
"47",25909,20732,4126,25551,16173,31638,16100,15481,14635,11761,26821
"42",6179,4954,812,2984,3044,3958,10913,2544,1056,2209,18389
"40",3088,3376,769,2930,3017,4330,1987,2048,1051,2660,2040
"44",2595,2476,622,2220,2458,3126,1992,1687,835,1756,2565
"32",9897,10056,2926,7832,9464,13543,7039,6389,3316,6900,6696
"83461",6831,7177,2024,5569,6546,9887,4853,4646,5682,4873,4568
"224458",4930,4721,1280,4936,3923,7314,4083,3383,1239,3401,4086
"1524214",2363,2669,896,2308,3066,2768,1777,1751,858,1893,1691
"39643",29237,37064,9815,34287,37053,42966,33065,25339,10441,33400,21533
"50",3338,4328,1376,3650,4190,3734,2929,2749,765,2996,2436
"1882917",59,62,31,52,84,68,68,46,10,60,31
"1055688",7835,8563,3782,7014,9131,9326,5825,5808,1483,5796,4975
"1649470",6147,7686,3238,10042,8939,7142,5021,6824,941,6429,4134
"1524217",3951,4477,2742,6153,5523,4515,3165,4030,1189,3540,2629
"162027",4534,6211,2105,5142,6497,5394,3955,4330,1032,4555,3094
"2627627",3426,3774,1073,2711,4262,3883,2592,2421,440,2570,2299
"345632",815,901,232,528,924,925,587,511,104,574,545
"35554",722,869,270,658,877,967,601,569,127,612,513
"60035",613,640,210,458,705,625,495,448,74,463,417
"28232",418,587,157,372,628,563,368,400,54,376,309
"225194",533,565,161,442,602,540,404,410,57,364,352
"351604",352,450,123,264,516,443,266,291,39,295,284
"1203471",246,285,66,189,311,287,214,214,42,200,163
"313985",236,283,48,177,289,288,206,147,38,174,169
"1340425",0,0,0,0,1,0,0,0,0,0,0
"483547",340,371,121,262,382,359,271,265,76,286,231
"2614637",912,1150,350,804,1178,1033,743,712,166,746,641
"1603606",768,949,234,645,992,828,605,533,123,591,499
"29543",526,548,173,425,631,600,378,378,77,418,369
"29542",286,378,83,263,363,321,253,231,53,264,209
"19",201,246,59,169,261,236,160,156,27,195,166
"1842532",137,207,53,124,224,174,133,117,27,160,88
"881",961,1142,336,768,1245,1115,772,780,154,777,715
"370038",860,1005,324,679,1010,996,688,579,118,640,602
"345370",838,869,232,547,880,890,579,565,100,584,550
"2593640",542,575,189,437,642,639,438,408,84,403,374
"879",405,526,127,282,499,407,326,307,67,335,266
"63561",423,444,139,291,496,555,308,291,62,297,283
"184917",347,382,99,265,476,516,257,261,44,292,267
"901",308,347,118,245,467,393,271,207,46,241,212
"296842",247,353,102,238,410,423,237,203,46,270,237
"876",316,366,105,212,408,393,251,267,54,252,193
"44742",255,270,94,226,331,390,204,238,46,219,218
"241368",182,182,46,132,199,191,138,101,21,165,104
"58180",123,158,42,120,161,145,113,106,31,112,100
"1725232",54,78,30,80,76,64,80,53,12,62,46
"1716143",612,703,151,390,648,690,439,439,87,443,403
"641491",543,602,158,447,642,658,394,406,74,386,366
"182210",401,455,157,321,490,534,258,260,73,314,267
"2678688",335,341,125,212,407,438,245,252,40,265,212
"2661612",141,156,65,108,164,116,86,104,29,99,77
"57320",121,142,28,79,136,137,89,92,19,82,76
"879567",47,55,26,28,68,59,28,36,4,45,25
"873",641,850,210,508,845,705,495,451,116,557,454
"2773299",526,583,149,381,572,641,381,381,72,427,369
"880",38,61,11,45,49,45,26,42,7,47,26
"191026",30,49,18,24,46,37,28,19,9,41,15
"29546",7,17,6,10,14,12,20,5,1,10,4
"899",374,451,130,339,480,453,323,263,70,326,287
"132132",220,248,61,176,314,236,188,139,35,171,156
"45663",130,159,40,87,126,124,78,61,8,91,71
"571177",435,541,140,364,598,535,378,409,64,374,342
"83564",444,487,123,328,586,566,301,359,62,368,325
"947919",424,437,121,246,485,418,313,267,61,302,290
"897",382,436,114,262,412,439,323,242,45,257,298
"181663",273,326,87,249,345,371,232,228,47,245,193
"218208",254,322,78,187,371,380,219,167,36,216,217
"45655",75,108,31,82,118,100,57,66,8,74,56
"45656",29,33,6,18,46,26,23,26,7,23,22
"2291",59,73,19,56,65,71,30,39,11,48,39
"2293",44,60,13,29,58,52,41,35,11,45,26
"2296",69,72,34,67,108,124,46,70,13,61,51
"28223",25,38,19,29,44,29,26,17,8,34,19
"894",345,478,115,339,470,488,307,271,64,321,272
"1986146",241,298,87,166,343,267,193,173,58,205,176
"1909699",105,109,12,50,101,96,66,41,13,65,55
"427923",289,355,74,180,313,348,249,199,49,189,222
"2622240",95,127,27,78,153,169,93,70,18,93,51
"84980",37,44,15,36,70,60,29,33,7,43,22
"65555",37,35,8,18,25,43,26,26,7,19,9
"2292766",1834,2226,682,1686,2240,2224,1462,1337,354,1469,1240
"1548548",697,823,231,587,850,821,576,480,172,560,444
"119484",550,621,210,497,695,622,434,412,52,436,345
"361111",431,558,180,425,592,486,398,353,76,366,294
"2358",108,183,29,103,267,166,104,110,14,175,131
"60893",125,213,52,102,221,246,137,125,15,146,101
"316277",143,190,45,116,210,175,116,105,28,136,91
"453230",881,1015,249,692,1039,994,745,636,130,748,673
"1621989",40,44,13,15,39,33,26,24,7,14,28
"84405",22,20,12,15,20,7,15,16,2,12,10
"824",83,67,23,54,88,86,49,70,13,46,50
"204",57,60,27,59,74,57,48,49,11,42,44
"199",45,46,29,47,69,49,34,27,6,52,35
"200",33,52,10,46,69,54,33,47,2,39,38
"2593542",26,30,14,31,46,34,32,19,14,19,23
"203",34,32,12,15,32,25,17,22,5,36,18
"195",5,10,2,5,22,10,8,5,0,5,6
"1780362",9,12,4,10,19,12,22,6,0,7,8
"198",8,15,3,5,17,21,8,6,1,11,4
"522485",2,8,1,2,14,9,4,9,1,8,2
"201",6,10,3,7,13,10,2,10,0,8,5
"197",2,4,6,9,13,21,6,3,3,5,5
