"","FvY2M2TOMPOOB051329.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report"
"364197",374,28,191,585,131,215,166,183,158,256,138
"157783",464,31,211,475,198,293,214,189,176,248,126
"198618",283,27,149,382,148,213,156,158,150,221,124
"86264",3,2,5,12,3,4,3,0,2,10,3
"198620",323,38,194,428,141,215,167,164,162,252,75
"553151",295,20,217,498,109,207,134,139,190,236,144
"515393",362,28,198,320,160,238,149,184,151,243,90
"1395516",105,35,40,113,31,62,36,28,80,45,23
"797277",269,25,185,406,141,250,152,165,186,219,132
"95300",261,19,161,391,104,183,146,140,126,178,72
"702115",306,38,162,425,155,225,158,147,139,197,106
"437900",280,11,151,460,110,155,139,137,135,173,73
"1691904",463,14,178,300,109,137,91,108,601,138,89
"219572",240,16,129,249,112,184,104,108,82,177,82
"86265",249,44,125,259,92,147,124,100,116,155,90
"1148509",238,24,135,219,88,167,116,84,91,187,61
"359110",221,17,130,306,122,126,128,98,96,160,66
"1853130",218,26,111,199,116,145,105,91,88,203,67
"191390",197,27,112,235,110,167,102,132,110,172,78
"395598",196,21,97,220,108,161,130,95,92,168,81
"741155",263,17,123,208,69,103,64,84,626,85,65
"1434072",241,25,158,334,124,201,112,110,108,212,78
"244566",169,22,117,207,83,143,102,86,69,166,61
"321846",172,13,83,163,88,132,78,77,67,109,44
"46677",266,21,166,252,111,163,104,133,81,184,75
"1274359",201,8,96,203,81,77,61,71,547,101,44
"1421430",186,14,112,234,77,159,110,116,110,157,82
"2505979",125,35,74,156,79,123,97,75,98,131,66
"47884",165,9,92,268,83,112,87,102,92,153,75
"554344",627,9,146,238,59,68,74,128,341,74,55
"163011",148,18,81,209,64,117,75,81,91,133,57
"158627",171,20,91,194,53,109,55,82,82,115,56
"2774460",170,7,75,160,69,87,65,73,57,82,40
"2774461",121,9,56,214,29,63,48,50,56,71,21
"2502979",233,11,83,200,49,83,52,78,88,95,37
"1788301",108,4,95,190,88,94,67,82,67,93,47
"122355",149,9,84,165,78,109,73,70,61,121,54
"1628086",82,16,67,140,66,64,49,45,55,96,38
"53407",102,6,40,113,36,52,43,56,44,66,31
"1306993",50,5,28,65,27,24,25,31,27,25,19
"2565368",67,52,34,77,26,68,29,32,59,40,24
"1615674",41,1,30,62,28,46,39,10,23,34,13
"1785145",16,5,10,50,20,25,16,14,16,20,23
"2681983",31,4,12,32,4,9,8,20,16,22,7
"1583341",9,5,10,16,8,20,8,8,8,10,7
"2219225",7,0,4,246,0,6,4,7,45,8,4
"1302376",17,3,7,17,4,6,11,5,4,9,6
"470150",5,1,1,4,1,9,0,3,3,2,4
"353",1355,100,702,1215,643,793,611,779,556,918,447
"69964",971,72,441,647,334,488,373,518,358,507,289
"354",880,73,562,780,440,548,416,450,361,637,252
"1510150",467,73,282,5082,218,326,185,162,367,275,165
"1697053",21,3,22,93,22,44,18,15,33,24,20
"2213226",10,1,19,31,10,13,11,4,6,10,14
"2785331",13,0,14,42,9,14,3,8,8,7,8
"1879049",99,6,92,185,82,82,76,60,63,116,41
"2563897",12,3,13,43,12,19,11,18,15,10,10
"2798861",23,0,10,31,8,11,6,7,9,16,10
"2004646",6,1,12,26,9,5,7,0,4,11,3
"2714110",8,3,10,25,17,15,14,5,14,11,4
"2004647",5,1,4,11,2,8,3,2,5,8,2
"1407071",12,0,7,26,5,12,8,3,9,5,5
"2601122",6,1,12,18,10,16,13,10,10,19,1
"1646498",17,1,8,44,6,10,5,4,7,10,5
"1808001",11,1,14,30,13,17,9,9,13,12,7
"1608473",1,1,8,14,5,5,9,4,10,4,5
"1758189",8,1,10,36,13,6,8,4,12,12,10
"2079596",5,0,5,4,2,2,3,1,3,5,0
"1636603",2,0,2,24,5,4,6,1,7,14,0
"2545797",3,0,4,14,4,3,3,1,2,11,3
"1827285",12,0,5,17,1,2,1,3,1,4,3
"2609668",3,2,4,10,4,2,0,2,0,8,4
"2725684",0,0,2,3,1,1,1,0,1,3,3
"2004644",2,1,0,8,3,2,1,2,2,2,3
"2743575",4,1,3,3,0,2,3,0,1,2,0
"470",103,14,116,151,40,66,61,76,34,55,20
"48296",40,81,50,47,22,31,46,17,43,19,7
"471",14,9,17,41,4,15,22,19,10,21,8
"1530123",20,8,11,40,10,20,11,28,15,21,12
"106654",20,4,10,28,6,14,9,12,14,16,7
"1785128",7,19,4,22,3,9,8,3,7,10,3
"756892",66,8,44,189,49,67,59,55,91,61,41
"1789224",8,2,11,53,10,18,10,8,13,28,6
"108981",27,3,20,156,22,22,21,21,34,27,17
"29430",20,1,12,60,9,8,10,12,13,14,11
"40214",0,1,0,0,0,0,0,15,15,0,17
"981334",5,0,3,5,0,4,2,0,1,3,0
"487316",15,2,20,59,12,16,19,13,14,22,4
"106648",15,15,106,82,10,16,9,12,7,20,14
"1046625",0,0,0,1,0,3,0,0,0,0,0
"134534",13,0,4,35,7,24,8,8,13,12,3
"202954",12,0,12,57,9,16,6,10,11,12,7
"70348",17,1,11,39,5,8,5,6,2,6,4
"1197884",12,2,4,39,6,9,7,1,9,2,2
"1879050",17,0,18,63,18,16,18,10,6,18,3
"62977",16,3,23,30,9,18,5,9,10,11,5
"70346",6,0,10,18,2,4,4,4,16,8,2
"108980",19,2,19,68,11,24,11,11,20,20,10
"2006115",7,2,8,36,6,8,4,6,9,11,3
"1871111",8,2,6,15,6,3,1,6,7,8,3
"2715163",10,1,11,35,10,6,9,10,8,4,3
"40215",30,1,34,113,29,20,37,13,14,30,74
"202956",13,2,8,19,5,5,4,6,14,3,6
"2136182",5,2,14,22,9,1,6,6,3,7,4
"436717",5,3,7,18,3,3,3,0,2,2,2
"106649",6,1,3,8,4,8,1,2,3,5,4
"2662362",2,3,9,30,3,6,3,5,4,10,5
"2715164",7,2,5,25,3,12,10,2,6,6,8
"2004650",7,1,8,5,3,6,9,7,12,12,2
"1324350",7,2,8,18,8,15,8,5,9,6,0
"1699621",17,3,15,37,4,13,12,6,12,11,8
"1028416",21,4,9,37,14,22,16,6,8,14,12
"1699623",15,2,2,26,2,3,5,8,4,8,3
"1720344",5,2,6,27,7,10,3,5,4,9,4
"1699622",9,0,4,9,3,1,2,2,2,11,3
"2772254",9,3,8,25,3,5,8,7,10,10,4
"571800",11,0,11,16,5,3,3,5,5,3,1
"349106",4,0,5,11,3,7,2,2,6,4,0
"1699624",7,0,4,15,4,4,6,6,4,7,2
"56811",2,1,1,1,0,1,0,1,1,5,0
"2733866",3,2,4,21,1,1,8,5,5,1,4
"2203895",6,1,1,11,5,6,1,1,1,0,0
"1028419",0,0,0,0,0,0,0,0,0,0,0
"256326",29,3,23,33,20,29,33,21,19,24,17
"45610",23,2,14,58,13,26,16,17,17,27,24
"259536",14,2,24,19,15,19,11,7,12,18,3
"330922",11,0,7,18,7,2,3,6,8,16,5
"34062",64,5,68,105,54,53,49,47,40,68,30
"476",29,3,24,53,16,21,10,9,6,16,2
"480",21,0,9,103,9,19,6,8,0,19,5
"34061",16,5,29,70,12,22,13,13,21,24,14
"386891",21,2,15,40,14,22,12,8,9,18,7
"478",4,0,7,31,9,7,12,5,11,15,4
"29433",3,1,1,4,1,1,4,2,3,2,1
"2283318",44,3,44,100,38,53,37,23,33,54,27
"453783",3747,924,5458,6768,8198,30973,10121,5381,5911,7685,18486
"2290922",1406,236,2498,3552,2243,2891,1844,1309,1477,2876,1508
"2762611",911,117,1914,2730,1033,1452,877,826,1017,1438,1126
"2781021",261,34,406,552,275,337,201,172,212,392,199
"2781022",231,29,377,549,242,341,217,185,218,295,206
"2714936",178,23,178,370,152,227,171,94,125,160,93
"2781024",147,15,230,426,131,183,108,123,150,204,126
"2781023",110,19,199,320,132,163,120,98,125,190,87
"69",4435,485,5383,9089,3691,5630,3522,2918,3411,5517,3634
"2763317",5759,651,6557,8889,5645,6974,4203,3507,4010,8634,4077
"2795387",1494,212,2318,3588,1810,4678,2083,1754,2362,2694,3364
"84531",1895,199,1901,3729,1358,2183,1259,1115,1401,1929,1321
"435897",1655,198,1954,3514,1477,2279,1299,977,1238,2073,1379
"1605891",1424,212,2640,3963,1564,2077,1260,1236,1532,2032,1453
"1324796",1186,223,4297,9430,1991,2231,1617,963,1260,2511,1022
"262324",1237,138,1298,2511,958,1683,949,774,996,1561,1024
"2591633",1076,147,2095,2983,1107,1563,973,934,1160,1547,1205
"2698682",765,109,1515,2992,988,1252,817,667,912,1450,788
"40324",3670,483,5109,8522,3424,3902,2752,2573,3359,4339,2627
"2072414",258,29,279,547,206,301,205,202,222,347,225
"2072413",248,22,314,569,252,275,188,176,226,320,207
"2072405",122,19,138,294,80,169,106,83,115,186,95
"2072407",75,5,114,189,62,130,59,54,77,111,65
"2072412",91,18,99,192,69,102,60,65,83,117,75
"2072406",50,12,71,163,43,78,63,31,61,83,60
"2072409",30,3,30,56,13,45,22,16,32,29,28
"2072408",27,3,24,72,16,28,20,21,26,27,12
"1904944",486,62,593,1187,382,620,370,373,458,536,370
"2770322",378,45,494,945,392,540,339,285,433,555,335
"2691571",294,24,353,603,230,325,239,202,261,364,219
"2742129",166,40,222,349,165,199,154,113,175,196,135
"2303750",92,379,96,212,79,132,86,71,89,114,68
"2040586",106,10,234,174,90,136,76,55,110,113,158
"2005046",75,8,130,300,71,116,61,57,112,121,69
"2282124",33,3,30,76,24,36,20,21,33,33,18
"2682487",18,0,24,54,25,25,22,19,17,26,11
"2775920",28,4,54,49,26,33,14,10,19,32,29
"1827305",26,18,43,62,34,32,26,20,32,48,33
"216778",1414,179,1666,3320,1150,1705,1090,928,1415,1763,1157
"128780",1157,113,1237,2851,784,1095,693,655,1146,1137,705
"2045451",24,19,39,85,20,35,24,28,31,34,18
"83617",0,0,0,2,0,2,0,1,1,2,3
"149696",234,23,237,523,177,243,147,133,181,271,174
"359385",87,17,114,239,87,111,68,84,104,141,78
"340",103,10,113,342,84,123,97,78,91,126,83
"92826",71,8,85,127,74,80,63,52,72,89,43
"2724122",142,16,170,276,130,133,103,104,131,200,93
"2724123",114,12,141,253,111,132,93,102,108,163,97
"2724121",125,19,165,257,146,202,96,97,138,221,106
"2775162",18,2,20,57,8,23,21,16,12,27,9
"2776703",4,0,0,1,3,0,2,0,2,3,1
"152263",197,11,300,463,258,314,230,156,227,348,159
"134875",187,21,219,308,162,214,130,137,166,252,124
"487909",59,4,62,104,60,75,43,32,45,76,42
"56458",832,97,1081,1908,772,992,688,560,831,1169,608
"64187",129,22,148,241,119,145,101,84,120,183,86
"129394",53,8,77,114,55,72,62,45,47,91,76
"56464",541,66,685,1201,544,688,441,378,555,767,374
"346",494,77,524,943,463,572,377,344,395,645,366
"380358",1,1,1,1,0,0,1,2,1,3,1
"56455",469,52,527,906,370,517,349,264,418,599,270
"195709",81,6,100,188,74,116,62,40,68,85,70
"69929",57,9,54,272,61,66,26,28,54,72,43
"925775",48,9,40,115,38,50,38,36,54,53,51
"56453",286,36,378,731,280,395,281,156,288,417,229
"48664",282,46,344,783,251,376,251,232,229,388,229
"487904",83,4,103,199,88,101,62,66,90,136,65
"2754056",51,1,28,93,26,57,32,29,52,56,25
"707209",4,2,6,14,4,7,2,2,1,7,0
"454958",14,4,19,44,11,18,10,7,13,16,7
"325776",6,0,4,6,1,4,4,8,2,5,3
"487849",4,0,4,4,1,3,1,1,2,4,1
"1219375",212,25,296,429,198,272,175,161,192,278,144
"1982678",111,25,141,343,138,212,119,96,114,130,109
"1101443",13,1,15,20,5,9,6,3,8,11,9
"1304892",1,0,1,0,3,1,3,0,2,4,1
"2259622",158,21,183,303,140,147,106,100,128,172,109
"359387",17,0,15,22,11,18,6,12,16,5,5
"207721",10,0,22,19,9,17,9,9,5,21,10
"189396",16,2,9,37,9,19,13,16,4,16,4
"316273",0,0,7,0,1,3,2,0,1,1,0
"92828",66,7,96,229,61,73,65,48,59,100,74
"317013",2,0,2,4,0,4,1,0,1,2,1
"442694",11,4,30,47,11,58,21,27,6,25,13
"2799326",1102,153,2247,3374,1226,1612,1121,854,1246,1641,875
"1896164",954,108,2084,3174,1002,1243,859,747,7483,1523,779
"2508168",873,114,2950,2594,1089,1245,863,666,961,1334,675
"2799325",840,134,1575,2358,927,1282,763,713,908,1270,633
"2761107",842,100,1566,2455,931,1143,745,670,883,1325,670
"1176533",1099,145,2175,3248,1182,1596,1047,908,1249,1693,916
"2006110",934,114,1867,2825,1014,1245,862,675,1014,1408,733
"2565782",838,104,2834,2340,983,1225,830,667,956,1263,812
"743721",1106,107,1835,3195,1056,1425,885,733,3548,1477,957
"128785",2664,592,6212,35363,2584,2274,1281,1176,20652,2069,27917
"1045855",701,91,1151,2448,675,941,610,523,894,1027,651
"2202149",1058,187,2122,5169,1348,1593,1124,872,1180,1649,1006
"2771436",865,137,1551,8817,996,1214,859,677,5380,1354,3954
"2714945",588,112,1123,2782,701,895,608,457,715,994,634
"215691",1188,152,2244,9951,1524,1906,1200,914,2097,1963,1205
"1463158",905,134,1421,3638,962,1222,822,631,1072,1217,754
"370777",1730,376,2696,18924,1247,2052,1261,949,5899,1733,1520
"2511995",663,64,730,1855,794,1033,647,458,561,1315,408
"698414",2,0,2,13,1,1,1,0,0,4,1
"1401256",0,0,0,0,2,1,5,1,2,3,0
"644357",0,0,3,6,1,3,1,0,2,1,1
"671135",1,1,1,1,1,3,2,5,1,0,2
"1444770",49,5,61,124,51,61,51,49,51,81,53
"445710",1215,129,1884,35893,2313,1807,1148,776,847,4681,642
"2763498",540,78,785,1635,953,899,572,334,443,1923,432
"2501295",281,19,363,724,392,365,246,172,213,962,197
"1217721",670,52,903,1866,1127,1097,688,489,502,2153,422
"1849581",351,38,539,1118,601,654,342,224,283,1556,276
"666685",1075,130,1857,6620,2116,1741,1070,736,881,4622,646
"2778082",944,123,1522,4433,1797,1387,974,741,851,3418,513
"582702",645,72,1021,2305,1357,1026,656,410,527,4779,384
"1300342",2275,213,2422,4685,2081,2763,2077,1393,1760,4547,1240
"2589080",860,80,980,1891,974,1134,732,602,641,1780,482
"1440763",790,85,866,1695,940,1113,748,534,536,1610,450
"2010829",1048,104,1481,2968,1667,1509,1024,726,805,2993,578
"2021234",667,77,710,1425,521,1512,510,394,406,789,406
"767434",382,39,406,1010,439,509,341,258,290,706,249
"550",539,64,1581,1620,630,497,402,674,572,502,345
"158836",189,21,171,324,131,141,127,161,138,223,76
"69218",96,13,87,153,73,92,81,92,62,143,60
"61645",124,9,81,138,58,95,62,61,59,130,84
"1812935",89,9,117,153,71,127,66,58,52,126,56
"2494701",71,6,61,78,52,55,47,30,36,71,20
"208224",49,3,39,73,27,36,22,23,29,41,15
"299767",31,1,31,60,15,35,21,30,24,23,12
"2071710",18,4,15,15,13,24,9,17,9,15,13
"2757714",22,0,14,39,8,23,21,17,6,26,16
"2724468",105,11,113,138,96,112,95,77,73,132,35
"2596949",91,11,95,158,118,88,67,45,50,113,43
"1914861",105,12,74,159,71,84,59,61,57,100,41
"2742676",25,2,28,62,12,40,27,24,20,44,27
"2742639",23,5,26,82,21,26,29,25,11,36,21
"399742",41,8,34,64,64,43,30,20,32,57,25
"2742619",25,0,14,42,10,22,17,10,9,19,7
"1166130",12,1,9,10,6,16,10,7,7,6,6
"2705458",4,1,7,28,13,7,13,4,6,13,8
"2500132",13,1,10,5,7,10,8,3,11,13,6
"1560339",9,1,6,8,3,6,6,3,7,20,11
"648691",1,1,0,2,0,0,1,1,0,2,1
"2565914",3,0,1,1,1,2,0,1,3,3,2
"1868135",2,0,4,10,1,3,0,3,1,6,4
"1827481",1,0,3,4,2,1,0,1,0,0,0
"2742673",3,0,2,1,2,1,0,1,1,2,0
"2742656",0,0,0,0,0,3,1,0,0,1,1
"2747372",1,0,2,1,0,2,2,1,0,1,0
"2051905",0,0,0,0,0,0,0,0,0,0,0
"881260",65,13,71,138,32,76,41,62,37,61,25
"2478464",41,5,32,59,32,48,35,27,12,55,27
"885040",24,2,24,62,26,27,25,35,16,44,11
"539813",3,0,2,5,4,12,3,1,2,2,3
"72407",8,1,5,13,6,7,9,8,6,10,4
"39831",3,0,2,4,1,2,2,2,3,4,3
"1328373",0,0,1,2,0,0,0,0,0,0,0
"1365186",0,0,0,0,0,0,0,0,0,0,0
"1420012",0,0,0,0,0,0,0,1,0,0,0
"548",315,24,209,477,217,269,184,199,140,290,116
"2681387",22,1,12,15,13,17,16,12,5,19,9
"2787706",7,0,4,5,1,3,2,2,3,5,0
"2675726",6,3,3,6,1,6,5,3,3,5,3
"2697371",5,0,1,0,1,1,0,1,3,2,4
"2015795",1,0,2,1,1,0,1,1,1,0,1
"2267618",1,0,0,1,0,0,0,2,0,1,0
"2675710",3,0,0,1,3,1,3,2,4,5,4
"571",195,17,172,368,143,164,145,120,119,199,92
"1134687",169,12,0,0,129,155,131,104,111,185,74
"1667327",6,1,5,11,4,6,5,3,4,3,2
"244366",0,9,80,121,0,0,0,81,0,0,0
"2026240",40,1,27,93,25,71,34,26,27,35,10
"2153354",42,5,46,49,43,41,33,23,21,49,21
"2489010",38,2,36,64,20,30,20,22,16,35,13
"2058152",24,1,22,63,15,25,15,26,15,31,12
"546",155,16,125,428,100,173,132,91,96,179,86
"67827",40,1,16,51,20,19,17,14,16,27,12
"1639133",14,6,13,30,9,13,15,9,7,8,9
"2816438",13,0,4,18,12,12,3,9,4,16,1
"57706",17,0,7,17,10,5,11,7,12,10,2
"133448",6,2,10,15,12,27,6,3,11,5,7
"1573676",59,7,35,95,45,60,44,29,34,57,25
"2742624",58,7,35,58,51,82,47,36,30,66,18
"2546350",15,2,17,31,3,18,11,16,14,19,12
"2781952",11,0,12,15,17,12,10,9,5,8,8
"1702170",2,0,2,20,2,4,3,2,2,3,2
"2742627",8,0,4,5,3,5,1,2,1,0,2
"1703250",4,0,1,3,1,2,1,0,2,1,2
"1920110",3,0,3,21,0,4,0,2,2,0,0
"2742675",2,0,1,1,6,0,1,3,0,3,0
"2742667",1,0,2,2,1,2,1,0,1,2,0
"2742626",2,0,1,0,1,1,0,6,1,0,1
"2742657",0,0,0,3,1,2,0,2,0,0,1
"2742625",0,0,2,0,3,6,0,6,2,0,1
"2742668",2,0,0,6,0,1,0,1,1,1,0
"2697370",2,0,0,2,0,2,1,0,0,0,0
"2742678",0,0,0,1,0,1,1,0,0,0,0
"637910",111,9,63,159,53,105,73,49,51,104,45
"67824",43,2,45,74,31,46,45,35,22,47,24
"1261127",38,3,39,66,23,38,26,26,28,37,29
"545",24,4,34,45,26,31,15,30,21,27,11
"2562449",22,2,36,115,32,33,19,21,29,34,14
"2653932",33,4,32,66,29,42,28,22,31,24,13
"1748967",14,0,3,11,3,11,7,8,2,6,3
"1563222",3,0,2,16,1,3,0,6,5,3,5
"1138308",18,1,13,12,8,13,13,7,8,10,4
"413498",147,14,94,159,90,137,84,79,61,140,64
"1074000",86,16,89,125,67,97,55,49,50,107,46
"1073999",88,9,78,144,79,98,85,58,37,104,43
"1159491",2,0,1,0,0,1,0,1,0,5,0
"1159613",11,3,10,24,7,10,14,13,12,9,8
"1906275",31,1,7,30,14,13,9,8,11,25,9
"2725560",61,9,140,97,67,71,54,51,44,68,33
"2492396",44,6,62,60,51,61,26,28,28,57,28
"2067958",39,7,30,104,27,37,30,38,19,32,17
"1300165",11,3,21,17,8,21,17,21,13,17,5
"1235834",11,3,10,16,6,6,8,1,6,3,7
"551989",45,4,35,58,42,51,32,17,28,44,27
"1177180",4,0,4,2,1,1,3,5,1,7,3
"497725",30,4,24,44,27,30,18,24,20,34,19
"1646340",35,8,26,59,20,41,27,19,16,32,45
"2714951",107,7,53,83,43,59,60,50,38,80,28
"2815358",76,5,72,83,45,54,58,58,51,63,27
"2282310",34,0,13,16,4,16,8,8,10,23,11
"2282309",24,3,16,17,10,27,9,18,13,21,5
"2681308",15,0,20,25,17,13,11,8,11,24,9
"2681309",8,1,7,15,5,5,1,4,2,9,4
"1920114",5,0,1,3,4,12,5,6,3,6,5
"2681307",24,3,11,19,17,20,16,13,7,30,5
"83655",156,15,121,265,109,149,114,96,79,191,69
"2822132",7,0,2,2,1,1,3,2,5,3,0
"83334",3,0,6,5,2,2,7,4,6,3,1
"696406",0,0,1,0,0,0,0,0,0,0,0
"2233553",0,0,1,0,0,0,0,0,0,0,0
"930406",0,0,1,0,1,0,1,0,0,0,1
"585034",0,0,0,1,0,1,0,0,1,0,0
"409438",0,1,0,0,1,0,0,2,1,0,0
"2048778",0,0,0,0,0,0,0,0,0,0,0
"2048781",1,0,0,0,0,0,0,0,0,0,0
"1392858",0,1,0,0,0,0,1,0,0,0,0
"2763104",6,0,0,0,0,0,0,18,0,6,0
"1045010",0,0,0,0,0,0,0,0,0,0,0
"244319",0,0,0,0,0,0,0,0,0,0,0
"1078034",2,0,1,1,0,0,0,0,1,1,0
"2810408",0,0,0,0,0,2,0,0,0,0,0
"2810404",4,0,0,0,0,0,2,1,0,1,0
"208962",40,6,33,69,25,46,36,24,27,49,35
"564",32,5,27,77,11,32,23,23,17,38,10
"1499973",29,4,21,42,16,20,16,21,12,30,16
"2044467",10,0,16,39,10,23,13,14,7,10,5
"575",66,6,60,100,64,100,47,55,49,109,25
"577",65,6,59,116,51,54,46,30,36,77,23
"54291",56,5,49,0,45,0,0,0,34,53,0
"1259973",21,1,11,16,16,39,12,22,13,23,12
"2259647",2,0,0,1,1,3,0,1,2,1,1
"61647",413,31,332,522,323,411,302,245,227,402,198
"701347",32,0,22,50,16,19,15,27,25,37,20
"59201",115,8,68,266,62,96,74,80,76,107,50
"59202",33,2,19,46,27,26,29,16,19,37,13
"59208",11,0,8,25,7,12,7,7,2,18,9
"59204",6,1,3,2,0,4,3,1,3,5,4
"59205",6,1,2,3,5,4,2,6,3,3,1
"59203",4,0,3,24,4,4,6,2,2,5,1
"41527",4,0,2,10,8,24,3,3,2,1,6
"1197719",1,1,0,0,2,0,2,1,0,3,0
"158822",286,26,207,415,188,298,202,146,147,259,128
"2545798",70,7,73,128,61,62,72,52,63,89,34
"158823",57,9,66,128,69,58,53,53,42,116,31
"61646",117,11,70,186,66,102,83,72,60,131,55
"2153385",27,1,24,28,15,32,14,16,21,41,13
"69220",21,2,8,49,12,16,18,15,14,25,11
"61648",56,9,49,89,38,67,42,30,26,54,28
"2774055",62,6,72,129,41,77,49,44,61,71,40
"51288",17,2,11,23,9,23,15,14,14,30,9
"566",112,17,76,244,76,114,99,72,62,91,53
"2579935",132,10,76,192,70,127,87,83,89,145,44
"158877",88,7,59,153,52,61,56,55,51,76,47
"1851514",66,9,63,114,59,76,68,64,53,98,41
"2479367",40,7,36,83,32,43,45,31,39,42,21
"82977",43,3,30,79,36,44,25,33,36,46,20
"146507",39,5,33,77,28,25,30,24,24,26,10
"84564",22,2,26,74,25,15,16,9,17,17,2
"1906659",4,0,7,11,3,6,10,6,7,0,5
"1906661",2,1,3,10,3,6,4,3,1,7,1
"1906657",10,1,10,26,8,8,14,6,9,10,7
"1682492",2,0,2,7,0,0,4,0,3,1,0
"472825",0,0,5,8,4,6,0,2,1,4,1
"199891",2,0,0,11,2,0,2,3,3,4,2
"1906660",1,0,2,4,2,2,2,1,0,1,0
"565",82,16,69,149,54,93,61,67,58,85,42
"1972431",50,2,49,96,40,53,28,29,19,58,19
"395631",8,0,3,8,2,6,6,6,1,7,6
"1756993",6,0,2,8,2,8,2,1,1,2,8
"563",85,4,74,152,52,63,48,64,59,97,42
"2675784",0,1,1,1,1,1,0,0,0,0,0
"2675785",1,0,1,2,3,0,1,2,0,1,0
"2675772",0,0,1,3,1,1,0,0,0,0,0
"2675775",1,0,0,8,1,0,0,2,1,0,2
"2675794",2,0,3,3,0,2,1,2,1,2,2
"2675793",3,0,3,1,0,5,1,3,2,1,0
"2675791",1,1,3,3,2,3,1,1,2,0,0
"2675789",1,1,0,7,0,0,0,2,0,3,2
"2675782",1,0,0,1,1,0,1,1,1,1,0
"2675783",0,0,1,1,0,0,0,0,0,0,1
"2675797",1,0,4,13,1,12,3,0,3,0,2
"2675795",1,0,1,2,0,0,1,0,0,0,0
"2675792",1,0,2,8,1,3,1,3,1,0,2
"2675788",0,0,0,2,0,0,0,0,0,1,1
"2675787",1,0,2,13,1,3,0,0,1,1,2
"2675786",0,0,0,0,0,0,3,0,0,2,1
"2675781",0,0,1,3,2,0,0,1,1,1,0
"2675780",2,0,0,1,0,1,0,2,2,0,0
"2675779",0,0,0,0,0,0,0,0,0,1,0
"2675778",0,0,1,3,1,0,1,0,2,0,0
"2675776",0,0,0,0,0,0,0,0,0,1,0
"1048758",39,3,14,37,19,33,26,0,13,33,0
"42897",0,0,0,1,1,0,0,0,0,0,0
"622",6,1,2,2,3,3,6,0,1,3,3
"621",4,0,0,0,0,1,0,0,0,2,0
"2487150",11,3,2,4,1,7,5,14,5,10,3
"401619",1,1,1,13,2,2,0,1,1,0,2
"428411",3,0,1,5,0,2,0,1,0,0,2
"476281",1,0,5,8,4,2,6,2,3,2,2
"911022",6,1,7,45,10,8,3,3,11,6,9
"1334564",4,3,9,57,2,6,6,6,8,4,0
"273526",13,2,4,11,4,6,5,9,0,10,3
"435998",2,0,2,1,3,1,2,3,4,0,3
"2420306",54,9,38,52,54,52,34,29,37,72,26
"104623",68,7,41,142,33,52,40,46,45,52,28
"671990",38,4,21,59,28,43,35,24,26,58,18
"2597702",33,4,43,66,38,62,27,37,23,56,13
"2033438",40,2,31,12,31,27,28,29,21,44,20
"2448483",13,0,7,24,10,8,8,14,6,10,12
"2447890",26,3,14,15,16,20,9,11,14,14,8
"2724469",1,1,3,5,2,1,0,5,2,8,7
"2773264",6,0,2,18,1,6,9,4,0,4,8
"2482769",3,2,2,14,1,4,10,9,3,9,1
"2785630",1,0,0,5,2,1,2,1,0,1,0
"1327989",2,0,7,12,1,3,4,13,6,8,4
"488142",9,0,3,15,9,5,10,2,2,7,4
"1758196",3,0,2,0,6,3,2,1,1,3,0
"2485839",5,0,1,6,2,2,0,1,2,0,1
"1154756",29,3,57,57,35,52,24,25,11,50,32
"682634",4,1,2,9,6,5,10,10,4,15,2
"1006598",2,0,3,6,0,2,1,2,0,2,0
"61652",166,17,115,254,101,143,108,137,71,168,53
"618",137,14,110,290,61,138,99,92,85,153,65
"47917",161,21,103,246,92,145,102,105,86,138,62
"2741499",79,5,60,138,46,87,65,44,42,76,23
"399741",13,0,15,11,3,13,7,3,5,10,3
"82995",57,6,40,108,52,65,41,40,47,68,27
"568817",9,1,7,21,3,1,1,2,1,6,4
"1346614",6,0,3,8,1,7,3,4,6,3,2
"137545",15,2,20,48,13,34,27,9,9,25,15
"61651",21,4,15,16,17,10,10,13,20,19,10
"300181",3,0,10,20,13,20,13,1,6,9,8
"458197",3,1,3,5,6,6,6,3,2,4,0
"1443113",6,2,4,3,1,1,2,6,5,10,3
"34053",3,0,0,10,0,0,1,2,1,6,1
"367190",16,0,13,26,8,25,14,6,4,9,8
"633",15,1,8,14,8,18,10,4,11,11,8
"632",2,1,11,13,4,4,4,3,11,4,2
"29486",29,5,36,79,28,32,29,22,19,33,20
"935293",40,2,28,73,13,45,29,22,28,23,33
"28152",27,2,11,33,11,16,16,10,9,19,4
"1453495",18,0,12,38,20,17,15,16,18,18,6
"29484",32,2,21,68,0,0,14,18,16,25,14
"349967",44,3,33,81,19,24,24,18,16,29,13
"29485",18,1,18,45,24,26,21,9,14,23,11
"263819",17,1,11,39,15,24,6,10,18,19,10
