"","X0n7bM2TOMPOOA100365.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report"
"1223567",8,4,6,0,2,5,4,5,9,7,0
"1223573",4,4,1,0,2,3,5,4,3,0,4
"1224146",3,5,2,1,5,4,1,6,3,2,2
"1223569",58,54,27,5,23,24,33,39,40,40,6
"1223571",35,55,21,3,18,18,21,20,47,23,8
"561229",1,0,0,0,0,0,0,0,0,1,0
"204040",33,36,26,5,28,24,22,25,28,18,12
"1224149",15,29,20,3,22,3,17,23,22,14,7
"198628",11,16,3,2,6,3,3,6,9,1,3
"1223572",1,0,0,0,0,0,0,0,0,0,0
"579405",4,1,1,0,0,0,0,0,0,0,1
"1226343",3,2,2,0,1,0,1,0,0,0,1
"1223570",1,0,1,0,0,0,0,0,3,0,1
"1225780",1,0,1,0,0,1,0,1,0,1,1
"1089444",67,0,40,15,55,40,34,49,46,40,28
"568766",46,55,33,7,22,19,16,38,23,11,13
"2037915",9,1,3,0,3,1,0,3,2,4,5
"1224145",5,6,7,1,3,4,6,3,3,1,2
"1778540",63,72,34,9,35,41,25,38,40,29,14
"568768",60,36,32,20,26,44,19,39,39,25,11
"180957",96,105,53,15,50,53,57,72,61,43,43
"555",61,74,75,7,39,41,31,41,58,27,15
"2042057",72,48,42,12,32,53,37,41,36,28,12
"218491",7,16,3,1,4,5,4,9,5,1,2
"1905730",35,0,0,9,15,26,21,34,39,0,15
"2108399",33,35,35,4,13,18,17,22,22,17,8
"1175631",32,26,16,3,12,13,14,18,23,9,4
"2488639",30,22,16,6,16,17,12,34,16,16,4
"78398",21,18,20,2,15,11,16,21,30,18,5
"1201031",6,5,4,3,3,3,5,9,6,5,3
"2722756",154,113,96,23,68,90,71,94,125,62,41
"1109412",105,98,82,15,50,63,56,51,82,54,35
"55213",91,69,68,13,37,55,51,63,51,35,26
"1172565",132,128,84,17,58,88,71,72,83,73,39
"1082704",112,100,85,15,49,67,62,57,89,69,41
"718251",1,0,0,1,0,0,5,1,0,1,0
"93378",103,107,84,15,50,78,68,92,85,59,30
"67780",92,83,0,13,48,0,61,0,75,0,43
"1288122",7,8,5,0,2,5,1,4,4,0,1
"1578828",6,9,6,3,6,2,5,3,7,1,1
"1650654",5,0,2,0,0,0,1,0,1,0,1
"667120",2,0,0,0,0,1,0,1,0,1,0
"1453496",3,3,6,0,1,3,10,3,6,8,5
"546367",27,34,23,3,19,30,22,29,48,21,11
"1848580",4,4,0,0,4,2,1,0,2,0,0
"82983",20,25,21,3,11,13,16,16,22,16,7
"1141663",4,2,1,0,0,0,0,0,24,0,0
"158850",19,12,12,2,10,10,13,24,26,16,11
"126385",18,30,12,1,4,7,12,9,12,9,2
"333962",16,18,12,2,4,6,8,11,14,7,4
"1141660",16,9,9,0,3,8,8,14,9,4,10
"333965",13,25,17,5,6,12,4,11,8,10,6
"588",4,4,1,0,2,7,2,7,0,1,0
"2791982",2,0,0,0,0,0,0,0,0,0,0
"406818",21,25,12,2,10,21,6,21,20,7,6
"351671",27,22,23,10,18,22,28,32,25,28,8
"351679",25,17,15,2,13,14,14,12,18,9,4
"628",23,15,14,1,14,15,12,10,22,15,4
"1354304",21,13,16,2,6,13,11,13,12,12,8
"290110",16,13,11,3,8,11,8,14,18,6,6
"180434",1,0,1,0,1,1,1,0,0,0,0
"584",54,56,0,6,0,110,43,47,0,0,0
"585",29,34,21,2,19,12,13,21,34,18,8
"183417",13,9,7,0,8,2,6,5,9,4,1
"102862",9,4,11,0,2,2,3,6,7,11,1
"2697019",5,4,1,0,3,1,1,2,3,1,3
"626774",1,2,0,0,2,2,2,2,3,0,1
"1987580",1,2,3,0,0,1,0,4,2,0,1
"230089",29,18,11,2,15,13,15,19,22,14,5
"141679",28,31,18,3,7,15,8,13,13,6,9
"291112",22,11,20,3,8,12,12,11,7,6,5
"235559",19,13,9,3,8,3,3,4,11,4,0
"1231049",6,13,6,3,4,5,3,3,6,5,2
"638",14,7,9,1,2,8,5,8,9,4,4
"634113",2,2,2,3,2,1,3,2,2,1,2
"1239307",124,128,96,25,71,61,90,93,91,63,41
"2342",65,66,39,5,35,54,60,51,49,43,40
"1929246",8,9,6,2,8,3,5,7,4,8,3
"158841",89,86,55,8,34,55,54,67,57,33,23
"82985",26,25,28,3,18,16,14,14,24,19,17
"2172103",15,14,14,1,9,13,9,10,14,8,9
"2498113",12,13,15,1,11,7,9,15,18,12,12
"703",122,81,77,20,53,62,47,70,75,51,20
"1255043",1202,969,837,191,544,648,554,690,768,531,340
"396588",1198,994,682,229,586,609,509,579,801,506,356
"713585",1057,893,720,179,485,580,487,572,705,443,313
"396595",695,699,474,151,401,484,372,455,592,400,260
"106634",686,735,505,154,459,411,365,448,545,346,207
"1765967",866,710,619,137,434,478,377,443,549,419,203
"2792603",846,701,591,161,455,541,451,557,601,482,266
"2819280",465,387,272,82,287,276,237,310,316,229,155
"1335757",577,478,393,99,258,330,287,336,402,251,156
"2666185",495,417,338,80,274,286,208,276,346,229,118
"1260251",335,307,222,63,173,207,165,193,259,155,95
"349124",955,919,594,185,539,633,514,702,757,528,295
"1052",163,129,111,21,78,90,89,75,99,78,41
"2740807",1030,835,638,181,509,571,495,555,690,502,289
"187272",984,929,649,201,553,587,506,679,733,526,318
"421628",358,347,241,83,179,180,170,214,297,204,103
"1442136",349,292,209,68,205,191,172,205,222,196,90
"1166950",1658,1531,1025,223,935,942,858,1088,1229,682,391
"765912",1530,1429,1047,242,894,894,794,1010,1200,778,423
"765910",1444,1303,916,228,831,844,777,938,1106,726,413
"572477",1047,933,681,168,503,600,477,609,705,470,289
"765911",953,804,621,132,451,533,468,532,692,421,263
"316276",667,579,426,108,320,376,334,410,440,299,190
"472759",122,94,76,24,57,72,46,67,91,45,25
"1814290",104,108,57,25,56,79,53,85,90,66,33
"323261",72,63,42,92,31,46,44,58,46,42,15
"105559",69,67,42,26,33,50,38,66,52,48,13
"2699430",460,449,283,58,220,294,202,282,365,223,131
"1763998",59,75,46,16,46,38,34,69,57,50,24
"2498451",44,45,24,6,17,20,8,15,30,13,5
"2545632",16,19,13,8,14,17,9,23,20,11,8
"553981",35,12,21,3,7,13,5,10,7,11,4
"1630141",23,23,11,4,8,19,7,9,21,10,6
"1579979",981,905,639,177,555,656,516,616,814,568,301
"2771012",676,555,421,153,349,396,361,407,435,311,175
"2795687",312,247,204,48,147,134,109,129,146,125,86
"585455",159,155,121,52,85,87,69,101,119,83,48
"1972068",1075,783,680,199,485,552,418,560,623,478,340
"47960",1033,922,701,185,581,611,607,664,896,544,272
"1860122",405,381,266,70,191,278,223,235,306,198,154
"555778",191,142,115,36,79,109,80,98,122,84,65
"1548547",576,444,368,133,200,276,189,249,304,219,122
"1811807",269,213,167,33,128,163,110,138,133,101,77
"1192854",229,206,178,32,127,151,108,143,190,110,53
"2587844",784,787,475,158,449,414,477,553,565,380,218
"2773308",546,543,374,129,322,308,302,399,398,281,159
"2587849",546,438,346,112,243,286,286,328,420,303,126
"1883416",546,513,362,131,313,290,310,376,405,242,162
"2733488",541,540,314,101,279,256,245,292,362,272,132
"2733487",537,484,339,118,307,313,266,393,422,319,139
"2497861",528,500,355,110,290,288,272,341,406,253,156
"1609967",485,548,337,116,252,273,298,304,341,268,150
"2306583",411,514,295,83,267,248,192,300,388,255,116
"2730360",311,375,202,54,216,175,192,206,245,181,102
"2562282",231,173,134,49,97,138,116,139,141,107,62
"2749040",166,159,113,34,99,97,70,100,131,96,61
"2785909",145,159,122,39,89,92,97,106,148,111,53
"1504981",104,93,74,19,54,47,38,87,74,42,35
"2136172",95,79,67,26,55,49,47,53,68,47,38
"2733484",75,54,41,10,26,51,33,32,54,32,19
"1118153",71,75,43,17,35,29,24,57,41,35,14
"2014541",32,23,14,6,7,8,12,9,14,9,4
"1971364",31,18,27,4,12,13,15,20,15,23,7
"1666906",31,20,25,7,17,15,8,23,24,13,11
"1761789",24,21,21,12,12,17,9,10,15,7,7
"1346287",18,8,7,3,5,1,3,10,5,10,1
"1250400",3,0,0,3,0,0,0,0,0,0,0
"475662",786,927,521,160,473,475,513,587,589,439,224
"1897729",637,696,406,126,352,384,348,467,492,385,172
"1081866",477,553,360,129,327,316,264,361,378,238,125
"768066",468,463,347,118,272,258,212,336,412,238,147
"507626",412,447,266,90,216,231,217,272,298,217,116
"115561",296,277,201,52,155,162,95,149,242,154,90
"29571",284,237,163,52,123,131,118,167,188,131,91
"1178482",272,234,179,60,137,160,142,156,229,145,88
"29570",270,278,179,73,181,169,153,224,266,159,102
"2609667",141,144,100,25,68,86,47,83,101,72,45
"664683",91,90,64,13,30,53,36,47,53,57,22
"74661",60,49,41,18,33,31,24,38,53,34,31
"44935",33,16,28,9,27,30,24,21,31,22,5
"213554",23,5,11,0,6,4,6,4,9,3,1
"272774",5,0,5,1,4,2,6,6,2,3,1
"2686360",204,193,130,52,98,101,92,114,118,96,64
"2609415",109,98,77,23,71,57,50,69,84,68,40
"2661553",87,62,51,16,54,50,38,52,70,29,22
"2053669",7,2,0,1,1,0,1,1,0,0,0
"1055101",94,53,73,10,35,43,51,60,53,60,28
"28258",7,12,7,0,2,4,4,5,6,4,3
"376489",860,853,520,147,482,429,480,524,602,446,250
"1771309",824,827,581,174,499,499,495,577,638,481,283
"657387",208,191,142,34,117,136,120,141,157,117,72
"698828",196,175,92,33,86,96,101,112,111,79,59
"157779",191,177,141,45,88,108,104,141,133,99,56
"290398",576,544,376,217,322,291,288,327,439,236,177
"1883414",436,398,234,98,216,231,232,265,295,221,126
"33074",90,109,79,19,47,76,69,76,94,80,27
"91844",12,8,9,0,2,7,7,8,14,14,2
"114186",4,3,5,0,1,3,10,1,0,0,1
"2014542",656,619,415,134,379,389,378,484,463,335,222
"1113728",3,7,3,3,3,6,2,2,3,10,2
"391936",501,472,364,1384,302,287,281,315,547,327,200
"930169",318,317,213,52,142,179,176,222,233,198,82
"1094342",290,274,196,67,141,184,147,193,220,161,79
"393595",6,3,3,1,1,5,2,7,8,7,0
"1917421",106,83,64,28,67,53,47,63,75,51,30
"1821621",395,385,249,73,224,203,181,259,251,166,106
"48076",153,156,102,36,70,84,73,77,106,59,48
"2668067",31,34,29,14,19,14,17,19,22,14,18
"400668",29,16,22,4,16,16,9,16,17,5,11
"2071621",20,21,10,3,4,12,7,10,8,9,5
"178399",40,28,30,3,16,26,29,19,20,18,16
"383750",37,35,20,1,14,18,13,18,20,14,7
"717774",27,18,15,4,10,8,11,10,25,7,9
"491952",24,28,15,3,15,12,22,17,20,20,6
"2773454",19,21,15,2,14,9,18,14,21,11,3
"491950",8,27,13,2,11,17,8,20,12,4,3
"1031538",33,25,22,5,20,16,16,21,27,20,12
"1572645",29,26,22,8,7,13,14,20,23,12,11
"1441457",18,20,17,6,28,17,10,35,21,11,10
"1249553",82,92,74,25,44,51,48,67,73,47,20
"2614693",69,55,28,13,34,37,25,36,56,37,23
"1298593",4,6,1,0,1,1,0,3,4,3,1
"1208320",3,3,1,1,0,0,2,2,6,1,1
"1278309",43,44,29,8,20,27,23,42,28,18,9
"207949",18,22,15,4,7,10,8,14,12,7,9
"1628392",224,220,175,36,117,156,147,174,195,123,82
"349521",219,174,131,31,98,116,119,152,176,133,81
"2683272",39,37,22,3,20,13,16,15,20,13,7
"2161747",300,249,223,55,126,166,114,177,191,133,101
"1336806",140,124,78,23,65,73,69,71,102,67,44
"1445510",82,72,60,29,43,56,45,48,59,46,39
"418701",131,146,97,32,82,68,72,106,119,62,56
"523791",26,23,18,6,19,11,7,12,23,14,18
"1561924",23,24,14,7,12,13,13,15,16,15,10
"914150",19,14,9,7,10,8,9,12,17,7,3
"1144748",13,14,11,4,7,7,12,11,7,19,9
"141451",62,77,46,8,44,39,37,44,47,26,17
"570277",49,55,38,9,28,32,33,36,26,23,16
"2304594",270,211,161,53,113,157,158,134,167,103,67
"2769486",221,216,167,46,108,129,120,148,154,109,49
"2488665",193,202,129,51,102,117,113,131,143,118,53
"1749259",137,111,69,30,53,55,58,57,65,44,34
"1761794",110,102,52,16,46,35,32,66,48,33,42
"1415568",100,89,72,22,51,74,51,57,74,46,35
"2547598",90,54,56,16,41,46,29,49,51,36,12
"1671721",74,60,52,15,37,32,48,38,46,35,32
"490759",69,59,35,7,17,40,24,38,47,41,15
"2603215",332,290,226,146,149,212,172,224,265,166,116
"1163748",69,101,51,14,34,43,34,47,68,40,12
"351348",66,64,48,14,30,45,41,46,44,37,25
"1420917",206,229,174,46,132,129,149,144,182,141,79
"418719",168,199,113,34,86,100,101,106,123,89,37
"1874317",159,157,120,34,66,83,65,77,111,64,33
"225937",75,77,52,16,60,22,27,57,51,33,24
"330734",46,28,28,9,28,30,26,21,39,16,13
"2267264",36,56,47,12,25,20,36,33,43,15,12
"1714845",15,12,8,0,6,7,7,12,7,8,2
"2358187",10,11,13,1,4,7,6,8,7,2,5
"1917158",5,1,1,1,3,3,1,1,1,3,2
"2058133",3,3,7,1,1,3,3,7,4,1,1
"1004787",9,3,6,0,1,3,4,0,5,3,3
"1004785",8,16,7,2,12,9,3,5,4,1,2
"529120",2,3,1,0,0,3,2,1,3,6,0
"1004788",1,0,0,0,0,3,2,0,0,2,1
"1774373",5,2,4,0,1,1,1,1,0,1,0
"1300254",2,1,1,0,1,0,1,1,6,1,0
"1858656",37,34,22,13,17,24,19,18,36,13,12
"589873",9,11,6,1,4,8,7,8,5,3,3
"715451",7,10,6,1,6,4,6,2,8,3,3
"233316",1,3,1,0,2,1,1,1,4,0,0
"287094",1,0,0,0,1,0,0,0,2,0,0
"2259620",265,254,192,57,173,128,120,163,206,129,87
"2785918",48,61,36,8,39,34,25,33,51,22,8
"2572577",39,43,24,13,25,24,20,27,29,16,5
"914153",51,44,30,9,21,38,31,38,45,34,13
"2303538",44,26,35,17,18,25,19,24,33,23,14
"2686358",20,17,9,4,4,8,13,14,7,10,3
"2686359",19,17,18,5,8,10,17,8,9,8,2
"1129794",25,26,15,9,7,15,11,18,23,9,5
"197222",23,15,20,6,9,18,7,10,14,15,2
"2489595",69,43,27,64,16,27,15,19,34,32,30
"1085623",17,22,23,3,10,9,7,16,18,13,1
"1526571",82,66,51,15,37,41,27,50,59,37,22
"2183582",79,82,33,26,51,49,35,53,76,46,22
"2172099",24,21,16,8,11,10,13,27,24,18,5
"1740262",21,40,21,5,12,16,21,16,22,5,9
"680279",33,36,25,6,15,19,15,15,24,8,11
"2814293",46,40,33,10,24,24,17,31,54,31,19
"2814294",45,44,22,10,19,24,21,24,27,21,15
"2814292",40,30,23,3,28,15,34,16,27,23,14
"2593655",28,24,23,8,14,21,15,23,20,13,6
"2803864",27,24,12,4,4,9,6,14,11,14,5
"2589987",27,43,12,3,10,11,6,20,11,12,5
"2590015",26,16,10,3,9,12,8,10,18,13,11
"94122",25,19,13,2,6,11,7,13,17,6,3
"2814295",24,31,19,3,8,17,17,19,17,16,7
"2059264",20,19,13,0,7,21,11,16,35,21,11
"2029986",20,11,12,3,10,12,15,15,19,5,8
"2487742",16,14,15,2,3,10,5,14,17,10,6
"2698686",11,10,10,1,4,7,2,6,6,4,3
"60480",9,12,10,2,3,7,7,9,5,4,4
"1930557",8,4,4,1,1,1,2,3,2,2,2
"2589790",6,1,4,1,0,1,2,2,1,1,0
"2575361",5,5,4,2,0,2,4,4,1,5,4
"60481",4,10,5,1,2,9,9,8,11,4,4
"2806008",3,2,5,5,5,4,3,4,4,0,2
"2593656",1,0,0,4,0,0,1,2,0,0,0
"2601269",1,0,1,0,0,0,1,1,0,1,0
"2775245",1,8,0,0,2,1,0,1,4,1,0
"351745",1,1,1,0,0,0,1,0,3,0,0
"323850",164,161,94,33,88,86,91,104,141,95,48
"1965282",116,122,80,13,56,58,46,60,95,56,31
"38313",110,114,70,24,66,77,57,85,110,45,29
"407976",4,3,1,2,0,4,1,4,2,2,2
"693971",2,1,0,0,0,0,0,0,0,0,0
"399804",3,6,3,0,2,1,3,2,3,1,2
"260364",72,88,37,13,45,40,25,46,42,28,20
"1173586",69,106,54,17,47,49,42,60,65,27,25
"326297",68,64,54,13,25,26,23,29,37,27,9
"425104",42,50,33,17,15,30,26,25,27,20,2
"318161",37,12,18,4,10,12,19,14,20,8,10
"458817",37,18,12,2,7,21,17,25,14,14,7
"2520507",35,28,19,0,13,12,15,11,14,12,2
"637905",34,26,18,3,14,16,10,13,12,9,6
"256839",33,22,10,1,10,17,13,16,21,6,7
"392500",32,29,20,4,8,11,15,14,21,15,5
"43661",32,25,15,6,17,19,13,13,19,19,9
"225848",30,25,14,6,21,7,20,19,17,15,5
"150120",27,12,15,1,8,5,5,4,11,5,10
"398579",24,26,21,6,15,17,12,10,15,17,8
"558541",24,19,21,8,23,8,6,14,26,8,8
"211586",23,46,18,3,20,15,18,14,24,12,9
"225849",16,32,13,6,13,13,7,19,27,12,7
"238836",15,23,12,4,7,10,11,16,8,6,5
"1028752",14,20,13,2,13,12,10,14,14,5,0
"2018305",8,7,12,2,3,2,5,5,5,2,0
"93973",5,3,2,0,3,3,5,3,6,2,2
"318167",4,16,9,1,4,5,10,7,9,7,3
"2588449",3,3,3,0,0,2,2,3,2,2,0
"342950",19,20,16,6,13,10,13,7,16,10,5
"2547970",18,15,11,2,10,13,5,7,9,7,2
"1709477",27,28,27,6,14,18,13,22,25,22,5
"116092",23,25,30,3,8,11,10,22,10,13,10
"2744479",23,18,6,5,15,5,9,12,9,5,3
"2003316",17,16,3,3,10,6,3,8,1,2,4
"2587843",14,10,4,3,4,7,7,5,8,8,3
"1390185",8,7,2,0,1,1,3,2,8,0,0
"1514074",7,6,5,3,3,4,5,7,5,4,1
"649161",4,0,0,0,0,1,2,1,3,0,1
"2799564",3,1,0,0,0,0,1,1,0,1,0
"2583375",2,0,1,1,0,3,1,1,2,1,1
"283699",2,5,2,0,1,4,2,6,0,1,1
"87791",2,2,3,0,1,2,0,1,5,0,1
"1720343",1,5,4,0,1,0,0,3,1,2,2
"1761891",1,1,2,0,2,1,0,1,0,0,0
"234831",1,2,0,1,0,2,0,0,1,0,0
"2752475",1,0,0,0,2,1,1,0,0,0,0
"2759705",1,1,0,0,0,2,1,3,3,0,0
"2785910",1,3,0,1,1,1,1,0,0,3,0
"43658",93,104,53,14,52,51,59,71,80,61,31
"1365250",5,3,4,0,1,3,6,3,5,0,0
"339617",55,61,40,8,17,23,27,29,37,31,9
"1315306",48,15,22,3,9,5,7,8,16,11,3
"43662",39,34,22,4,13,21,18,18,19,14,18
"342610",33,31,17,3,15,8,15,26,16,9,3
"1117319",8,8,6,1,5,3,4,7,13,5,2
"161398",23,14,11,6,11,8,9,10,11,9,5
"227",19,11,8,5,4,3,2,7,13,7,5
"1315282",19,12,13,1,6,12,12,10,10,7,8
"314281",18,21,12,4,6,13,9,11,8,4,0
"874454",17,10,13,2,7,7,9,3,9,2,1
"882626",16,16,10,1,9,14,12,15,19,3,5
"1348114",15,12,9,9,7,5,12,11,11,3,3
"1314866",7,12,3,0,4,1,1,2,1,2,1
"1190813",12,15,8,4,5,7,8,7,10,15,6
"1312369",3,1,3,1,0,3,0,1,1,1,0
"151081",11,9,5,2,10,6,4,11,4,0,2
"1117313",10,4,3,0,1,4,3,5,4,6,4
"1315283",5,2,5,1,6,4,9,2,3,2,3
"1314869",7,8,9,8,9,4,7,4,4,4,3
"1315279",4,3,1,0,1,1,0,1,3,1,0
"267375",4,6,4,1,5,4,1,1,1,3,0
"43660",3,9,5,2,1,2,2,1,3,0,1
"621376",3,2,6,0,1,0,3,1,2,1,1
"28109",2,1,2,0,1,5,1,0,1,2,1
"152297",1,5,0,0,2,0,0,2,2,2,0
"1315275",1,3,1,1,2,0,0,1,2,0,1
"43659",1,2,0,1,3,1,0,0,0,0,0
"2820710",24,37,19,3,7,21,9,29,14,13,8
"1266052",7,15,7,3,7,6,4,2,6,3,5
"550540",236,291,168,54,153,131,152,200,210,131,87
"2724191",42,46,42,4,21,19,32,22,46,32,9
"1816218",23,17,16,3,4,14,17,18,12,8,8
"2161872",19,14,8,5,8,5,2,7,10,11,2
"2497879",16,18,8,3,8,4,13,11,14,11,3
"1816219",13,18,9,1,6,7,8,8,3,6,0
"2689569",11,13,16,5,10,13,11,11,5,8,4
"58049",9,21,9,2,6,5,6,8,15,10,2
"167879",21,13,11,4,7,9,7,9,8,8,2
"1967665",21,10,13,1,4,4,3,8,8,4,1
"2594005",27,16,18,1,13,20,12,26,28,16,4
"2769490",19,11,15,1,3,5,9,4,3,12,0
"2552945",11,17,16,5,14,9,9,10,15,5,9
"1763536",15,8,10,2,6,8,8,7,11,9,0
"718192",14,12,10,1,4,6,5,7,8,5,5
"2100422",69,41,37,14,19,26,30,37,37,29,15
"2055892",15,19,11,3,6,13,8,9,10,13,5
"135577",33,18,25,10,12,18,11,11,14,21,4
"1940690",25,20,10,4,13,11,10,19,17,14,7
"1096243",19,13,17,3,10,6,9,10,9,14,4
"357804",29,31,15,5,13,11,23,15,21,13,1
"314282",11,15,8,3,6,3,8,4,5,11,4
"69539",18,15,11,2,7,12,6,7,11,11,8
"1202962",16,13,12,4,8,5,8,10,14,2,0
"1347420",18,10,7,2,10,9,6,7,6,6,2
"998088",5,11,9,1,10,7,7,11,15,15,10
"1354302",63,79,48,7,35,43,37,68,49,37,19
"1448139",36,23,21,5,17,20,9,13,15,22,10
"196023",32,26,26,8,34,32,18,18,40,17,14
"1208104",2,4,4,2,2,0,2,8,0,1,0
"652",356,362,268,70,191,195,186,235,263,201,97
"2033032",118,171,99,23,78,70,68,94,89,62,39
"2033033",77,108,51,13,60,43,39,81,78,54,26
"2560029",34,14,21,2,13,18,5,14,15,7,7
"1636606",27,34,13,3,7,7,12,13,8,6,0
"1636609",25,28,13,9,7,8,22,19,19,18,14
"2560028",24,26,24,5,28,19,20,36,28,9,7
"1758179",14,18,5,3,9,6,6,11,18,11,16
"1636607",9,13,5,1,7,3,3,7,7,6,1
"1636608",5,15,0,15,30,0,8,5,3,3,12
"1920107",4,1,3,0,2,5,1,1,2,3,1
"647",1,0,0,0,0,0,0,0,0,0,0
"2675707",1,14,2,0,5,0,0,3,2,3,0
"73010",292,251,157,37,122,123,160,178,183,131,100
"96473",37,23,20,6,6,12,8,11,12,11,6
"29491",5,4,3,1,1,1,3,4,2,1,0
"197700",2,1,0,1,1,0,1,0,3,0,3
"218936",260,271,196,44,161,180,148,199,225,134,61
"648",234,229,157,44,132,130,127,158,195,100,68
"650",176,145,111,27,73,62,79,83,111,89,41
"196024",147,170,96,21,94,92,92,111,113,83,39
"948519",33,29,25,6,20,20,14,22,25,14,9
"656",19,27,23,5,9,10,15,20,29,10,8
"347534",658,687,404,129,394,345,359,435,529,343,208
"511062",343,248,199,56,153,177,163,209,229,171,82
"2047966",114,84,64,22,54,49,43,72,84,53,37
"1416627",61,50,28,9,29,27,28,29,26,23,6
"1903694",28,20,13,6,15,16,14,8,12,9,16
"595494",56,35,30,14,29,15,26,41,55,22,20
"83771",31,30,27,3,10,14,15,12,29,13,2
"2812648",916,737,539,118,471,497,459,585,564,387,276
"2681310",849,681,546,154,430,487,446,528,596,427,269
"243233",818,771,524,110,509,463,450,589,696,397,223
"2785785",272,236,185,34,118,147,122,200,177,106,78
"1727196",113,117,88,15,67,61,55,72,81,55,25
"107637",101,95,69,17,39,63,54,65,70,47,18
"2812647",95,95,76,8,47,56,49,65,95,37,22
"2608981",254,218,176,42,123,151,149,168,186,118,74
"1538553",223,182,146,36,122,146,127,140,147,94,61
"857087",178,152,102,29,87,92,73,91,115,73,40
"702114",141,131,79,18,86,84,60,91,102,70,29
"686340",815,632,519,122,381,445,357,519,479,350,222
"2049332",150,133,106,20,66,94,95,92,111,65,34
"1432792",878,806,535,132,479,586,442,537,615,625,314
"1808979",345,291,223,63,177,199,153,213,292,184,100
"1091494",102,68,56,14,30,40,41,55,42,14,27
"95641",79,53,41,17,30,38,51,43,54,34,25
"1704499",127,116,92,21,73,86,83,78,71,65,43
"1675686",4328,3767,2798,586,2652,2679,2063,2790,3197,2047,1232
"1620215",1769,1242,1098,261,709,877,721,887,1064,723,516
"1281578",768,618,464,112,372,388,433,445,523,337,192
"2303331",3461,2897,1813,403,1767,2185,2007,2382,2758,1604,2228
"2698684",600,456,366,78,292,374,267,335,451,340,237
"465721",2328,2434,1830,552,1581,1977,1155,1842,2276,1200,865
"2681547",322,258,193,78,150,151,140,196,248,166,106
"2745199",239,244,151,50,141,128,126,122,163,118,68
"1516059",198,189,122,30,119,116,98,127,154,98,70
"2587856",96,81,46,17,45,55,57,37,63,37,36
"359370",95,74,55,14,44,55,36,57,47,48,24
"2591606",83,86,61,35,49,51,41,55,72,46,31
"1769779",326,238,207,63,141,171,167,200,218,150,91
"252514",225,206,154,45,102,105,103,124,140,102,64
"48074",211,188,155,49,98,91,108,113,153,81,55
"260552",124,93,77,24,75,75,77,89,120,81,64
"454662",732,5150,87,214,82,50,27,41,73,35,72
"1987723",232,402,171,1284,1625,190,75,128,236,174,110
"1945512",99,386,57,35,102,48,39,50,64,51,45
"2303332",83,1092,87,34,81,59,31,43,70,100,36
"155077",138,231,80,51,150,65,42,60,82,48,39
"377629",107,108,55,17,61,52,55,61,68,51,35
"2731755",58,70,41,10,38,29,18,31,58,29,17
"2731756",50,47,24,9,23,18,20,20,33,15,12
"1117647",191,185,142,45,113,109,102,127,126,83,59
"1737490",42,45,20,14,27,29,24,24,41,21,7
"203122",40,55,17,16,29,20,16,17,29,30,10
"930806",304,234,205,37,121,138,112,157,164,138,66
"930805",262,268,179,42,134,126,116,161,182,131,64
"2601894",241,182,166,46,102,131,105,114,156,119,74
"2708301",568,486,414,113,306,278,255,314,338,228,147
"314285",257,178,152,52,97,118,95,128,128,104,45
"2794344",206,195,121,37,100,85,74,78,123,65,48
"1620392",48,54,39,11,30,33,29,45,41,34,16
"1470434",98,75,68,24,35,35,37,48,51,29,26
"716816",57,47,33,8,23,26,19,22,33,18,6
"670",105,97,67,12,43,60,50,71,88,38,19
"680",46,58,33,15,18,16,21,30,45,21,11
"696485",45,32,26,11,16,19,14,23,30,11,7
"663",30,24,14,7,16,14,11,11,15,15,8
"2315253",26,27,31,6,13,12,21,16,20,12,11
"669",24,37,12,2,15,12,11,18,35,12,6
"691",15,12,4,8,10,9,5,9,12,11,5
"190895",13,26,12,1,7,8,11,7,10,11,4
"512649",13,26,13,5,13,3,8,11,10,10,3
"766224",6,6,11,1,2,2,5,5,6,2,3
"676",163,151,117,23,66,95,49,67,84,79,39
"903510",6,3,2,1,1,3,2,5,1,0,1
"196600",3,3,1,0,2,2,3,1,2,2,0
"914127",2,3,0,0,0,0,1,0,3,2,1
"1246305",2,0,3,0,2,2,0,0,0,0,2
"748003",1,1,3,0,0,0,0,0,0,0,0
"2662262",22,10,14,2,10,8,3,5,19,11,7
"2777577",20,12,7,2,3,4,11,5,6,1,2
"2587865",20,18,15,4,9,10,12,15,23,11,5
"2714948",18,11,17,3,7,8,11,14,11,13,7
"2711221",17,19,11,3,11,17,5,14,15,10,5
"2589990",11,13,12,1,10,8,13,9,14,5,4
"2014742",3,1,0,0,1,1,2,2,0,1,0
"1116375",2,3,1,2,1,2,0,1,2,4,0
"2163016",2,5,4,1,3,4,2,9,7,4,0
"2766781",1,2,2,1,0,0,1,0,1,1,0
"864336",1,1,0,0,0,0,0,0,0,1,1
