"","X9JUZM2TOMPOOB100355.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report"
"2633097",420,3172,2714,9116,1903,3386,3041,2427,4446,3195,5843
"39960",149,1002,904,3298,657,1191,1015,817,1401,1085,2000
"2739433",82,511,432,1636,328,527,448,360,586,479,863
"1112",71,445,397,1340,219,472,452,352,575,493,749
"2182384",74,420,412,1253,289,456,406,319,558,461,835
"2683265",363,2404,2234,7255,1399,2492,2367,1981,3202,2539,4580
"2060312",130,968,977,2850,737,939,925,650,1175,922,2057
"2067415",252,677,668,2781,453,764,637,549,961,746,1482
"2604537",59,445,393,1417,247,483,451,347,654,527,867
"2185142",29,194,169,617,126,195,183,140,188,195,367
"1267766",56,482,469,1674,314,500,389,294,526,484,1029
"361183",55,354,342,1095,236,410,325,281,572,402,669
"476157",19,180,117,521,78,191,120,113,166,157,258
"692370",158,852,864,3249,549,904,845,690,1191,869,1803
"2338327",150,867,805,3542,570,965,785,678,1260,939,1743
"1982042",105,683,603,2202,434,810,649,450,857,723,1608
"2055955",34,267,289,1201,203,264,286,224,380,337,583
"450378",150,1052,916,3443,606,1093,976,859,1386,1009,1731
"2798724",93,547,653,1657,320,683,563,488,808,614,1014
"1348774",62,479,417,1456,298,477,453,338,601,443,804
"192812",119,686,602,2363,442,822,720,580,1072,830,1448
"1532023",130,700,618,1999,396,841,770,541,1097,868,1407
"266951",55,352,290,1225,222,380,395,292,480,409,713
"502682",63,359,362,1151,263,466,331,299,562,388,769
"1648404",30,192,159,637,96,208,193,141,215,191,320
"543877",91,507,466,2081,625,562,512,369,780,531,1752
"645517",90,549,495,1434,304,613,542,412,678,556,1051
"1892855",558,2238,3604,5877,1973,2947,2987,2749,5341,3587,4448
"2771430",302,1085,1743,3865,1582,1579,1588,1382,3043,2024,2596
"335406",166,1235,856,40661,644,1200,1052,963,1491,1121,1576
"2759707",161,849,695,2145,360,956,912,849,1274,914,1270
"192",426,2668,2127,4537,1402,2325,2267,2708,3105,2288,2885
"652764",106,752,618,1977,286,773,664,849,891,657,979
"709810",131,764,615,3740,339,684,596,729,838,666,872
"664962",76,656,501,986,293,611,618,699,845,565,627
"2202148",326,2208,1883,3806,747,2143,2066,2252,2712,2023,2784
"137722",136,818,682,1817,269,900,800,920,1017,739,1085
"862719",96,556,624,1506,155,583,475,612,704,508,735
"528244",175,1174,927,2359,351,1161,1035,1295,1426,982,1385
"682998",93,705,695,1714,227,703,686,775,959,708,935
"286727",84,584,439,2703,235,562,480,545,602,561,608
"1226968",98,518,510,1329,184,579,523,635,693,515,631
"1064539",59,433,313,721,198,360,322,399,542,312,448
"2775420",916,4603,10011,3490,771,1951,2427,2834,3023,2345,2389
"2233999",744,3284,3722,2516,507,1445,1639,1973,2209,1536,1838
"2602016",342,3002,1954,5627,924,3692,3419,2864,3545,2941,4702
"2602015",266,2486,1531,4699,702,2890,2647,2473,2866,2241,7682
"1663591",102,751,487,1347,205,735,664,713,793,590,811
"1639348",69,575,354,1211,189,611,570,608,674,513,757
"431944",14,210,137,415,58,209,205,205,212,181,259
"342108",77,705,489,1506,218,789,658,745,827,642,938
"414684",246,1575,1258,3168,547,1694,1613,1699,2059,1636,2132
"269796",1,1,9,30,4,3,4,1,1,3,11
"2594003",257,1630,1848,31783,629,2301,1759,1643,2126,1722,4917
"1110502",216,1509,1130,3622,536,1645,1641,1683,2004,1426,2190
"1441467",225,1555,1023,2961,465,1512,1345,1544,1780,1360,1950
"2220096",198,1304,1133,3200,1121,1327,1260,1244,1629,1200,1694
"111831",131,886,676,1974,223,887,814,994,1039,788,1230
"2048283",10,160,132,520,43,173,127,129,154,126,197
"2785908",12,89,73,300,38,101,82,70,81,83,124
"2785911",5,53,37,194,30,61,40,58,48,49,72
"1891279",18,96,68,530,44,101,89,88,91,98,107
"1123366",5,53,50,182,19,41,48,34,46,54,64
"1612173",92,677,439,3043,216,774,681,679,751,595,842
"1150469",77,531,397,1223,169,584,579,616,642,520,736
"1288970",54,360,290,850,122,409,416,359,458,372,560
"1549855",10,99,74,184,19,94,81,76,100,86,116
"1401328",1,9,4,32,2,4,3,7,12,11,10
"1193729",2,9,5,35,3,7,4,2,3,6,16
"2768162",300,1729,1303,2744,476,1397,1411,1675,2079,1398,1800
"2768161",274,1549,1332,2807,493,1177,1359,1677,1899,1395,1689
"2018065",23,195,122,316,40,124,158,187,265,148,141
"257708",182,1002,757,1946,246,915,908,1096,1270,911,1128
"207340",27,201,141,371,39,132,148,188,246,183,160
"94",405,3714,2316,9255,1378,3514,3258,3422,3901,2979,4409
"1296990",17,148,94,270,39,137,142,145,170,120,175
"265959",21,207,124,449,77,227,209,222,234,169,262
"714995",2,26,9,57,7,27,18,25,25,22,27
"265960",22,146,98,337,44,121,126,140,175,136,159
"634177",22,129,59,238,46,99,92,136,126,87,148
"65958",16,97,73,269,28,94,110,101,138,155,125
"33995",8,94,71,253,30,105,88,94,131,103,173
"215221",2,7,3,22,2,14,6,3,9,4,8
"2771361",367,1814,1690,3666,489,1389,1592,1995,2509,1677,2009
"926570",26,164,121,325,49,181,143,202,246,167,227
"349163",13,148,80,264,35,131,106,132,127,96,200
"1484109",133,956,633,1686,272,1042,904,1043,1164,878,1278
"1969806",147,1040,634,1921,270,948,873,902,1045,884,1254
"435",46,410,235,958,150,424,331,364,447,330,476
"1076596",10,105,64,216,18,86,88,92,116,81,101
"2592655",11,103,75,233,30,88,96,103,119,87,125
"2259883",0,2,0,3,0,0,1,5,1,2,0
"431306",8,47,42,167,14,81,53,53,83,39,83
"481145",2,12,4,14,1,7,1,4,12,4,5
"1006554",1,1,10,3,1,3,3,0,3,2,0
"1266844",3,3,3,6,3,3,2,8,2,3,4
"481146",5,45,18,97,19,28,19,27,27,20,50
"146474",1,29,17,104,8,27,24,34,25,16,35
"104102",2,27,15,99,8,30,29,25,21,19,42
"446692",0,36,6,53,6,18,22,13,21,16,27
"2500548",1,6,6,22,0,8,4,4,5,9,8
"1633874",0,8,3,3,2,5,1,4,2,9,3
"65959",0,1,0,4,0,2,0,0,0,1,2
"272568",96,700,476,1240,180,666,633,682,812,629,812
"1288313",13,107,59,211,34,63,72,86,94,66,123
"290633",8,76,38,174,22,81,75,87,80,71,110
"1224746",0,0,1,0,0,0,1,1,2,3,1
"318683",16,147,77,227,34,120,78,95,142,115,135
"574987",12,97,58,200,21,82,65,73,102,72,115
"257438",0,32,24,68,7,29,26,29,42,35,40
"1052095",2,5,4,11,4,8,9,4,6,4,14
"320497",22,253,166,566,88,292,241,228,278,243,346
"153496",23,231,125,408,48,184,158,169,196,179,238
"1231624",19,171,98,308,37,131,121,144,144,138,185
"2558360",18,143,88,308,48,148,143,139,129,131,179
"2558361",12,99,46,141,13,77,59,68,81,74,88
"1293412",1,9,8,49,2,11,5,9,8,6,14
"1510841",10,104,71,253,30,83,86,90,132,104,119
"661191",6,37,28,107,8,26,34,36,35,43,53
"2070537",1,2,2,0,0,0,0,2,0,0,2
"2478912",0,1,0,6,0,1,1,0,1,1,1
"2697033",1,9,7,43,2,10,9,16,6,11,13
"2762277",2,7,13,28,3,13,14,10,27,10,21
"2560057",8,61,22,147,27,35,49,39,55,31,73
"2500532",192,511,431,1931,302,473,421,520,647,422,754
"2760307",129,536,588,1734,289,461,462,531,699,459,779
"2589076",259,455,433,1940,914,411,467,444,693,397,1612
"2812658",56,353,251,1185,167,338,268,313,417,291,472
"1529068",44,286,202,845,126,216,196,228,282,237,380
"1545044",134,820,900,2304,333,810,751,737,979,781,1169
"1077935",97,579,448,2298,254,489,462,576,678,501,763
"147645",120,612,562,2386,316,567,546,617,717,479,874
"82367",92,608,515,2961,390,570,519,557,705,469,1063
"2560053",119,617,484,1694,255,576,544,583,793,572,938
"34004",88,525,399,1931,254,490,516,549,737,491,763
"266",97,499,440,1714,213,481,479,572,707,461,809
"2259340",64,486,383,1509,217,462,391,525,587,366,734
"2065379",61,379,346,1513,226,420,365,403,461,362,646
"1945662",59,442,393,1620,199,423,361,378,542,417,670
"1367847",63,423,286,1326,148,364,353,342,457,314,501
"135740",38,232,225,1272,203,233,234,243,259,214,468
"1499308",10,55,51,207,43,49,62,56,78,50,72
"59779",0,1,2,5,0,2,2,2,1,3,1
"135742",0,2,2,2,0,6,2,0,1,2,3
"2033869",127,822,814,2745,344,756,733,769,951,663,1107
"1850250",95,658,511,2503,223,585,474,563,677,487,823
"272942",52,356,237,1268,118,331,309,304,373,283,414
"1075",79,400,363,4000,161,342,359,402,453,340,601
"557760",20,90,73,888,28,94,88,112,99,81,118
"349101",20,71,55,203,14,61,58,57,92,68,86
"992186",14,58,53,208,20,68,60,48,78,62,80
"1917485",70,450,403,1888,166,458,406,496,501,367,598
"2587855",57,309,254,930,112,315,256,317,397,307,475
"1968541",27,188,133,597,90,190,162,166,206,141,243
"2070369",19,142,88,411,33,133,133,147,153,124,159
"1389004",19,165,78,364,47,126,133,156,140,108,159
"1389005",18,101,54,272,36,80,76,74,94,75,126
"664426",20,107,56,284,30,103,77,82,91,67,95
"1389011",7,47,37,191,11,37,51,38,63,42,65
"2785912",1,30,16,110,15,41,23,35,35,28,32
"1402135",83,485,361,1613,170,406,357,413,510,406,574
"83219",32,264,150,788,89,234,182,206,251,190,324
"60137",3,48,27,101,17,42,43,23,62,44,45
"74349",0,1,0,10,1,0,2,5,1,1,2
"2587847",37,309,232,1041,119,269,222,315,321,243,327
"2587846",24,161,109,321,55,115,123,134,168,95,186
"2587850",19,130,91,362,51,120,99,123,148,111,154
"391613",10,43,44,231,19,41,52,53,61,45,65
"540747",116,726,606,1914,282,671,653,674,866,699,985
"2494550",39,346,200,863,91,290,261,275,364,285,392
"215743",6,51,47,148,16,55,39,44,62,35,77
"1229727",159,813,751,2151,309,747,684,823,927,665,1123
"311180",115,691,547,1769,248,661,610,652,804,592,952
"1792508",75,559,429,1512,225,520,450,552,694,472,658
"1564506",58,341,312,1515,161,340,332,348,463,287,503
"308754",58,324,273,1048,140,311,254,359,393,260,473
"1188256",0,4,1,3,3,2,2,3,4,3,6
"991905",188,1576,1061,3939,650,1367,1260,1232,1552,1199,1795
"1208324",123,694,635,2129,325,681,628,683,850,611,960
"1411902",61,404,263,1116,136,338,322,326,389,335,497
"1758178",45,306,234,887,107,259,252,250,314,234,380
"875171",20,139,104,413,40,96,94,94,136,95,156
"1397108",8,85,67,251,25,68,75,79,98,66,97
"2579971",208,1285,1078,3293,516,1202,1175,1293,1566,1145,1952
"60890",31,321,273,1024,106,312,291,322,367,279,394
"221822",35,274,196,817,80,240,218,220,359,234,304
"1580596",29,121,110,397,37,111,110,86,144,87,150
"1844006",10,81,49,358,27,53,66,79,72,49,85
"681157",8,31,21,87,7,26,28,28,47,26,31
"1826607",143,824,772,2306,320,716,708,703,968,702,1063
"1396826",52,339,288,1159,136,332,295,298,446,300,452
"2508306",8,70,62,203,32,56,67,73,89,75,86
"2508307",9,61,32,207,28,68,60,76,107,65,83
"999552",40,228,174,785,108,203,182,199,272,178,304
"2789856",134,827,723,2047,344,764,734,774,1021,739,1187
"1549850",58,360,301,1158,126,310,304,343,402,300,499
"1915078",40,343,263,997,130,335,278,324,411,291,456
"2587852",66,455,362,1273,194,442,389,375,519,331,607
"2588299",3,14,8,152,2,6,8,13,25,6,19
"2587858",2,11,1,22,4,11,2,2,7,7,17
"246200",67,413,280,1341,160,378,364,384,520,330,471
"292414",25,180,108,458,51,147,118,157,173,125,207
"2587853",18,140,93,458,72,131,111,135,155,122,172
"2293862",17,100,88,353,28,79,99,87,116,72,129
"185588",1,2,1,16,2,2,5,9,8,10,6
"2009329",119,750,667,2065,260,746,674,747,840,637,999
"1335048",105,586,507,3878,352,567,467,544,705,450,792
"2588711",111,676,672,1875,284,636,617,608,806,624,895
"2494374",78,400,364,6649,152,342,293,304,414,272,519
"1250539",96,608,432,1671,205,567,486,620,732,491,797
"988812",90,585,476,1587,239,556,485,554,667,488,778
"1267768",72,534,454,1688,199,471,492,507,666,457,625
"1891787",23,190,124,524,87,188,157,199,223,146,246
"2434",22,0,135,420,61,136,116,155,167,116,197
"391595",16,121,90,373,53,107,96,121,149,83,138
"2169400",42,416,336,3014,158,346,334,310,468,309,501
"561184",70,497,404,1584,188,462,451,470,521,400,652
"398580",74,478,454,1484,214,430,388,417,514,408,660
"195105",76,405,369,2742,246,377,383,387,484,351,561
"880591",0,0,1,1,0,0,0,0,0,2,0
"92947",30,191,157,552,76,223,191,189,221,200,270
"1294273",73,409,321,1153,143,392,344,432,491,381,519
"2602067",23,184,105,550,57,132,120,117,173,135,217
"391616",20,115,79,246,31,101,76,98,132,89,98
"391626",16,86,76,369,30,103,112,96,113,89,118
"1458307",7,60,38,238,24,53,48,50,65,56,84
"1609966",58,465,322,2333,170,387,346,385,399,299,567
"2587163",43,357,301,1234,163,324,327,347,414,296,450
"2613965",56,406,306,1185,159,331,300,329,440,316,501
"1537215",39,306,228,968,115,320,275,355,377,320,420
"2715211",44,327,228,983,139,326,312,269,338,278,429
"564137",48,281,197,1090,88,261,217,260,266,250,325
"2017482",38,286,246,822,125,233,239,298,348,266,372
"290400",49,309,193,758,94,240,224,273,290,216,335
"2587842",49,270,253,849,113,254,270,245,316,259,379
"299262",45,255,200,730,107,279,251,228,331,255,325
"1265309",9,89,66,256,41,79,71,74,92,63,94
"74033",60,286,178,766,112,213,201,204,294,194,307
"2599296",33,224,170,614,92,195,174,212,197,187,289
"245188",30,232,172,946,91,198,171,160,238,199,275
"53501",18,171,109,570,74,164,117,142,175,140,207
"441209",19,164,109,497,49,144,100,159,179,101,189
"2552942",28,193,122,680,87,169,138,132,188,173,262
"1591409",25,154,130,541,57,164,160,179,230,152,209
"2500533",17,141,89,532,56,104,123,123,138,93,145
"2171755",16,151,96,501,63,142,102,125,159,126,176
"1715691",14,133,84,384,47,137,114,118,147,124,187
"2483033",17,108,90,335,35,120,86,98,113,86,155
"1920883",19,91,85,297,30,84,79,69,84,75,133
"666509",9,75,42,169,16,66,59,55,85,65,80
"1579316",16,83,50,250,29,88,56,63,83,55,85
"366602",131,899,910,3308,562,1028,775,914,1275,1128,1267
"69665",98,646,596,2007,387,723,545,672,867,770,922
"69666",251,1657,2001,6017,3656,1907,1270,1643,2274,2522,2611
"155892",200,1338,1354,4701,863,1432,1097,1303,0,1544,1996
"1679497",335,1124,1251,3918,808,1363,997,1190,1589,1627,1813
"2708539",140,994,868,2620,563,981,742,863,1068,1021,1316
"2010972",171,883,950,2931,609,1139,830,1092,1365,1333,1502
"509190",0,0,1,0,0,0,0,0,0,0,0
"69395",99,508,568,1838,399,618,495,533,739,723,859
"2774190",103,662,738,2719,1408,680,556,681,947,699,1103
"2591463",194,579,896,3772,2131,577,514,587,898,668,1410
"2561924",75,527,663,2709,1510,578,534,525,862,650,1072
"1938605",101,506,618,2235,1057,568,443,484,745,616,973
"2800818",90,390,433,1818,867,441,407,416,567,456,752
"2774189",67,395,492,1943,1228,409,360,371,576,495,765
"2752515",68,368,436,1574,763,375,400,360,587,473,752
"2579977",29,180,161,630,569,146,144,142,193,175,361
"2813778",27,163,154,605,565,150,142,196,225,181,275
"2562582",30,124,113,419,324,155,110,115,152,143,237
"1532555",19,134,136,673,404,149,123,133,163,124,234
"1827469",27,138,104,427,391,125,101,98,168,136,247
"2560058",31,100,116,497,383,113,97,109,140,132,238
"588932",152,978,1087,3944,3509,952,942,979,1307,1044,1849
"633149",94,484,611,1893,901,513,459,501,676,607,824
"74329",68,392,440,1562,1478,450,339,367,624,464,826
"293",41,259,246,1021,1028,241,212,262,371,297,602
"41276",24,151,103,480,301,141,134,116,154,116,230
"1325724",12,97,93,366,257,94,109,79,131,88,183
"2686094",271,7230,724,5746,1094,1973,3317,1657,2192,1973,1445
"450851",665,3001,9184,63564,15422,5658,3581,5046,7702,10140,7077
"2201350",194,1057,1450,3846,876,1430,959,1132,1660,1765,1850
"573065",33,209,175,909,85,213,190,189,198,198,315
"1940610",273,2302,1223,4581,576,1862,1452,1772,1941,1436,2241
"1868589",253,2061,1200,3769,620,1556,1434,1454,1780,1266,2163
"2570229",173,1484,811,3003,386,1038,989,1083,1232,896,1355
"349215",11,92,62,610,205,107,110,104,1199,123,168
"856793",15,117,77,2172,3363,125,142,96,9550,146,108
"488538",4,43,29,119,19,62,39,47,60,46,90
"2029849",148,1080,786,2370,500,1165,1091,1081,1381,1028,1472
"394221",51,400,271,907,168,386,318,354,434,357,517
"1434191",50,417,264,1038,189,388,364,331,398,340,521
"2749086",45,337,219,838,122,294,312,237,367,317,377
"1873716",58,518,298,1211,185,408,388,406,507,369,565
"1906738",30,327,203,568,75,262,249,226,316,253,353
"2016196",33,287,173,651,86,186,173,177,217,196,237
"582402",2,46,16,84,12,23,22,20,27,16,37
"949",0,8,3,9,4,12,15,13,7,10,8
"770",1,0,0,0,1,0,0,9,0,5,0
"948",0,9,5,16,0,5,2,3,11,2,6
"574556",1,4,2,4,0,3,4,10,2,4,7
"1248439",0,7,4,8,0,3,2,7,3,9,5
"2640676",7,42,27,153,13,51,56,46,59,42,76
"955",0,0,2,11,0,4,2,3,6,2,7
"1845000",1,2,1,7,1,0,2,2,3,1,1
"779",1,7,4,30,4,6,6,8,16,23,9
"945",0,1,0,9,1,2,1,3,2,2,3
"944",0,2,2,11,1,6,7,2,1,7,3
"35795",0,2,0,19,1,3,1,2,0,2,4
"391036",0,0,0,2,0,1,3,0,2,0,4
"1286528",1,8,2,10,2,12,8,8,4,4,7
"434131",0,2,3,54,1,1,5,2,1,0,4
"2686014",1,3,3,5,3,2,4,2,0,4,1
"222891",1,1,3,7,0,3,1,3,4,3,2
"114277",3,39,34,106,13,62,50,35,42,31,74
"114292",0,3,5,21,2,4,8,11,6,3,13
"114295",0,5,4,22,1,8,3,2,6,4,7
"1129742",1,7,2,26,4,11,4,6,9,3,5
"784",1,20,8,37,1,34,30,18,21,18,31
"2601646",0,7,1,6,1,3,1,3,1,0,4
"2115978",1,5,4,89,3,7,4,5,6,16,7
"696127",0,5,6,39,6,12,8,5,5,6,14
"1802984",0,12,7,16,2,5,11,8,8,9,11
"2486578",2,9,4,42,4,12,4,13,12,6,17
"2163644",1,2,3,21,1,7,11,2,7,11,10
"2043170",20,157,115,498,51,182,138,138,170,130,194
"2582913",25,161,117,433,60,192,161,175,183,172,255
"314260",25,210,137,427,61,235,191,171,187,180,248
"2066024",1,5,3,13,1,8,6,2,5,6,8
"2601575",1,2,3,1,1,7,5,3,3,3,2
"2601668",1,6,2,9,0,4,3,2,9,4,4
"86106",1,4,12,38,1,23,4,6,4,7,19
"91604",4,29,21,94,5,31,26,11,40,33,42
"1414854",4,27,12,222,7,24,29,24,23,16,27
"156889",7,78,48,148,14,64,55,77,99,50,88
"451514",0,0,0,0,0,0,0,0,1,1,3
"1002672",0,0,4,51,0,4,4,1,6,8,4
"2268451",2,3,1,28,1,3,1,3,1,1,3
"1388755",0,1,7,13,3,6,3,4,3,0,4
"1977865",1,3,2,15,2,4,4,2,5,5,8
"1977864",1,1,2,11,1,2,1,3,6,3,1
"335992",0,5,4,18,1,1,2,3,5,3,5
"2563896",0,2,0,15,2,4,0,4,2,4,9
"1925548",0,7,1,18,1,7,3,7,15,12,58
"2161677",4,38,32,76,7,30,29,37,50,21,56
"1034889",435,2661,2089,4433,462,2134,1766,2119,2323,1590,2238
"662548",545,1497,1061,2193,276,986,894,1025,1180,776,1148
"434008",407,1410,1190,2415,295,1138,949,1218,1312,918,1315
"207745",483,1398,1001,2170,257,924,959,1084,1189,826,1097
"434009",382,1399,1107,2214,236,1078,892,1096,1242,819,1173
"1795631",199,974,947,2108,200,932,714,894,1039,744,1078
"2681552",175,894,749,1766,168,753,658,785,840,556,841
"2762323",152,795,722,1771,162,633,541,675,699,492,718
"2762322",171,826,707,1858,174,679,591,717,790,488,774
"282217",112,632,428,997,103,566,450,586,589,382,546
"434014",98,495,409,918,103,465,409,455,491,327,458
"2774875",101,522,429,1135,131,431,367,483,550,337,543
"2811425",5,25,15,60,3,16,23,26,19,16,24
"2126319",10,15,10,34,4,6,6,16,17,5,11
"1246301",290,1169,934,2103,193,903,739,965,915,664,982
"543728",355,1069,1014,1884,223,998,816,1018,1091,786,996
"595537",178,870,834,1663,184,821,617,781,855,615,835
"436515",158,690,634,1524,153,611,516,704,715,489,708
"795665",334,1172,1517,36909,1185,1065,947,1075,1187,851,1411
"2716225",287,1405,1586,17607,1063,1345,1114,1372,1355,1006,1887
"2806262",277,1188,1447,136426,585,1129,935,1150,1260,975,1381
"2651974",205,1158,1335,5325,284,1017,815,1121,1208,854,1228
"1842537",143,732,1098,4717,216,685,589,762,773,578,841
"434010",156,761,913,3882,165,598,527,724,787,587,838
"2184519",301,468,3283,4777,100,489,769,509,411,420,1331
"2565558",58,365,435,1727,110,388,302,389,420,301,395
"47421",343,580,2517,3218,100,381,318,380,418,255,1118
"1763535",79,334,422,1480,88,342,266,289,385,245,419
"2518343",215,612,3305,128236,353,417,387,521,2312,338,1118
"1842533",136,481,928,4643,147,450,401,492,1081,449,768
"2714923",97,471,601,1856,115,437,371,450,498,371,489
"358220",152,444,1484,12939,1098,448,397,480,1565,366,1835
"2478662",104,375,764,3553,117,312,313,369,862,316,509
"1858609",63,280,453,1986,89,241,215,262,436,199,346
"232721",19,78,97,448,30,62,54,78,81,55,113
"80870",311,1581,1745,4493,441,1504,1158,1582,1721,1277,1648
"1926868",204,832,1342,3605,260,855,675,977,1036,668,1460
"2743470",175,791,958,2182,199,753,607,788,825,586,877
"553814",106,636,946,3553,182,528,457,549,879,466,728
"397945",0,0,3,0,0,0,0,0,0,0,0
"80868",76,363,432,1123,91,351,290,413,441,280,410
"535289",8,52,59,243,50,72,46,55,69,37,187
"365046",883,2869,8057,8197,1305,3666,3104,5095,4796,3967,3606
"2741720",213,913,1475,39449,254,896,727,945,921,758,1102
"2752316",52,336,452,1707,83,276,235,296,329,240,359
"2822760",29,198,217,696,46,194,160,223,203,178,227
"1842727",293,1361,1457,3783,310,1324,1090,1381,1524,1062,1400
"2509614",217,1175,1478,3878,293,1221,890,1214,1263,960,1268
"338969",72,443,452,1660,114,403,362,383,499,289,451
"1484693",62,327,480,2050,93,320,283,297,360,231,379
"81479",52,219,265,902,52,214,169,204,276,162,235
"2597701",138,786,867,2249,206,754,629,735,819,660,925
"1232667",2,5,6,112,3,6,7,3,6,10,6
"1082851",140,786,732,1998,162,732,627,753,879,572,855
"1392005",8,38,39,228,223,44,32,24,40,36,45
"225991",129,489,678,1993,249,488,439,653,655,430,617
"160825",70,442,394,1568,118,396,293,390,451,331,422
"1562974",61,308,305,962,67,300,212,326,334,235,350
"363952",47,253,194,4517,42990,201,171,210,228,179,254
"225992",43,199,218,926,97,196,153,207,302,150,276
"296591",193,1012,1069,2839,199,849,779,1203,1171,759,880
"1840265",0,23,14,36,1,20,24,22,13,19,19
"1840293",1,10,2,11,0,9,8,6,16,8,8
"1840303",1,6,3,0,0,0,0,5,3,1,0
"1869339",1,1,2,5,3,3,1,1,1,2,0
"2268087",1,3,2,9,0,3,1,1,0,0,0
"1840283",0,0,2,2,0,0,0,0,0,1,0
"1840239",0,0,1,0,0,0,0,1,0,0,3
"1840267",0,0,0,1,0,0,0,0,1,0,0
"365044",164,787,830,2201,158,662,565,742,800,598,750
"37448",19,120,82,288,22,63,66,58,93,54,72
"215580",449,2788,4711,4945,516,2890,2471,3202,2996,1683,2828
"2714924",89,575,508,1453,124,432,383,434,542,353,521
"2714925",76,496,481,1255,138,461,350,430,547,364,498
"2792224",11,64,54,328,18,41,59,57,72,41,87
