"","iYASM2TOMPOOA050195.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report"
"51669",6,10,14,15,6,19,11,8,3,16,2
"290335",5,15,5,8,3,3,9,4,0,8,0
"526944",6,6,4,3,3,3,4,5,3,13,1
"33970",12,11,5,35,22,6,9,5,4,36,3
"119206",20,35,16,23,16,8,28,14,7,16,3
"1376",15,16,12,6,8,1,22,13,4,13,1
"51665",12,8,3,3,6,51,20,7,1,26,1
"1377",5,10,2,1,1,4,18,4,2,12,0
"87541",9,7,3,5,6,4,11,5,2,10,1
"128944",4,16,1,6,8,3,4,6,1,9,0
"46125",10,13,12,4,10,4,21,5,8,15,0
"2036206",6,18,6,7,3,2,17,7,3,13,0
"2748",12,18,12,9,9,9,19,8,5,13,2
"257487",10,23,12,10,12,18,18,6,5,25,2
"2751",13,24,8,8,5,15,8,8,3,21,2
"147709",5,4,4,2,4,4,7,2,2,3,1
"1868793",9,13,6,3,6,152,13,4,5,9,4
"2496265",6,9,3,4,8,10,11,9,3,7,1
"1868794",3,3,3,1,7,26,10,3,5,3,0
"708126",3,7,3,5,3,8,4,1,1,8,2
"2621505",5,7,2,5,4,9,3,4,0,4,1
"29394",16,28,6,14,13,8,23,14,11,18,4
"2632303",8,10,8,6,11,8,9,2,6,8,1
"73918",2569,4447,1409,2646,2531,404,3383,2630,917,3601,311
"28033",2,2,2,0,2,0,1,1,0,2,0
"1297617",204,357,96,162,194,42,259,200,79,269,22
"2610894",99,204,82,109,106,20,139,115,45,171,21
"2086584",90,130,51,67,79,16,113,77,31,98,10
"2060094",51,86,26,39,54,20,67,53,28,66,9
"86331",14,15,15,8,26,4,19,11,10,28,0
"178898",39,74,19,46,43,6,57,28,26,71,6
"1981510",8,10,4,5,6,2,24,8,3,10,0
"853",458,718,290,436,402,96,747,388,187,640,44
"292800",347,571,177,382,336,63,438,325,140,496,34
"2643836",263,321,120,198,199,44,374,202,78,303,24
"2629304",149,275,84,179,131,32,211,163,59,225,21
"351091",82,168,58,94,92,14,159,78,34,132,10
"253239",205,273,106,189,151,31,297,157,80,269,28
"1550024",187,330,105,195,164,27,264,200,87,274,29
"1677857",40,18,6,7,66,6,142,16,18,62,1
"288965",26,23,7,12,22,13,34,9,13,35,1
"1515",26,29,9,11,30,6,33,11,6,28,3
"1796620",120,189,66,107,111,20,163,133,40,148,12
"1161942",43,75,28,47,38,6,73,54,18,60,5
"1264",28,23,20,19,14,4,30,13,12,39,0
"1160721",8,10,4,8,7,0,15,4,7,5,0
"2608920",7,12,6,7,9,4,13,6,1,4,2
"1521",18,42,3,6,13,22,40,10,6,17,33
"2488810",21,22,4,17,8,10,36,9,4,10,1
"84032",50,62,15,20,28,9,70,31,12,40,3
"1510",23,22,8,17,28,3,37,8,7,37,2
"884684",10,9,8,19,5,4,23,22,3,28,3
"236753",1,4,6,1,6,5,12,4,2,7,0
"2093857",10,29,7,8,3,3,9,7,3,16,1
"2614128",157,236,129,109,100,69,339,135,42,169,26
"36745",37,75,19,12,12,11,120,45,4,11,2
"1491",62,77,70,46,53,17,95,44,13,68,6
"1520",30,62,95,20,22,15,65,36,5,32,3
"1502",45,71,32,28,25,39,58,22,12,53,9
"1501",29,39,38,44,14,8,57,26,7,26,4
"1534",20,47,19,14,12,15,46,25,4,25,2
"169679",21,26,16,9,10,2,36,15,2,10,1
"1492",20,39,18,13,13,23,30,15,6,16,4
"1716543",21,27,50,12,20,8,28,13,4,12,2
"36845",32,41,6,14,13,10,26,38,4,11,1
"84022",13,18,4,14,10,2,22,10,6,18,1
"238834",8,10,15,9,8,7,21,11,2,11,0
"1497",10,10,5,11,12,7,19,5,2,9,3
"223919",6,13,3,1,14,1,19,9,0,20,0
"1513",10,18,12,13,9,3,18,17,6,15,1
"1488",9,14,5,7,9,6,17,5,2,9,1
"1493",9,23,49,9,10,4,17,13,7,11,2
"217159",9,31,14,9,4,0,17,6,2,12,3
"1542",3,11,5,2,2,1,17,2,5,7,0
"1519",12,20,7,8,4,5,17,7,4,13,0
"29341",19,33,26,20,21,9,16,20,4,19,1
"1561",9,17,8,6,9,4,13,7,2,13,1
"332101",11,7,5,9,3,2,13,2,4,5,0
"94869",14,13,14,9,2,5,13,3,2,9,3
"1494",2,7,7,4,2,7,12,5,0,7,0
"394958",5,9,0,8,1,2,12,3,1,6,0
"46867",6,8,7,4,2,1,11,1,2,4,2
"1548",7,13,6,9,3,4,9,10,1,9,5
"1216932",8,16,10,8,4,13,9,4,1,6,6
"1509",14,14,6,11,8,1,8,10,4,14,1
"1504",7,9,6,3,6,3,8,5,0,3,2
"182773",7,14,4,5,4,7,7,7,5,4,0
"2068654",4,11,10,7,5,3,7,5,3,3,0
"1538",2,6,3,2,1,1,2,3,1,1,0
"84023",1,1,3,1,0,1,1,1,0,0,1
"154046",57,110,42,57,62,12,129,103,25,105,12
"208226",13,12,17,11,15,10,29,13,6,11,2
"461876",21,53,7,12,13,41,28,17,8,21,4
"2638829",21,60,15,19,25,2,35,27,4,15,4
"2629145",24,36,15,10,21,2,30,14,7,27,2
"1424294",22,12,15,14,9,5,30,23,4,25,6
"2633479",8,13,5,10,5,6,20,6,2,11,1
"1498",5,10,3,0,0,4,10,5,1,5,1
"2619470",6,15,2,3,2,2,7,7,0,5,5
"116090",4,12,4,9,3,2,6,5,0,10,0
"471827",304,440,165,293,276,51,400,299,106,425,32
"1564",58,74,34,50,39,14,91,32,19,72,4
"1565",61,55,16,42,43,6,48,47,14,61,1
"1833852",32,35,18,18,20,8,32,14,3,30,4
"59610",17,16,24,23,21,6,26,13,6,27,0
"79209",36,50,24,23,23,6,83,18,14,33,7
"1563",49,41,12,34,21,5,55,15,5,26,4
"339862",39,43,13,22,25,2,38,25,4,35,3
"885581",29,41,12,26,20,4,36,30,6,30,5
"49338",67,83,22,36,40,15,88,42,11,63,5
"142877",19,24,8,16,13,4,31,15,6,20,5
"36854",31,30,15,24,28,3,24,17,9,34,3
"233055",14,20,10,31,13,5,24,7,3,10,1
"102134",95,192,49,85,116,19,120,132,50,144,17
"55583",26,29,7,18,20,2,32,16,12,32,1
"2635733",8,23,3,17,15,1,18,22,8,23,2
"1712410",42,73,18,19,39,5,71,27,11,57,4
"51197",40,46,18,26,28,12,66,23,13,48,3
"58138",27,55,23,26,24,4,58,24,17,37,5
"51515",19,34,12,16,18,14,52,8,6,34,3
"863643",46,66,17,27,50,7,49,29,6,71,3
"2734",1107,1762,804,1058,1143,193,1477,1076,444,1491,121
"2648079",33,83,23,24,28,5,62,32,9,35,9
"33035",29,64,25,22,22,13,48,23,10,53,6
"40520",13,20,7,8,14,8,19,20,4,16,0
"1912897",5,16,4,8,8,4,18,3,4,18,0
"1322",8,11,0,2,0,5,8,7,2,8,1
"1871021",49,139,27,51,71,13,77,67,24,112,11
"89153",45,60,27,56,43,2,54,40,15,58,3
"29347",26,33,14,36,27,7,30,24,16,44,3
"2608895",11,29,5,10,13,5,22,17,5,21,5
"66219",12,25,10,11,13,10,19,4,6,18,4
"301301",52,99,33,43,49,9,72,75,18,97,10
"166486",24,46,12,23,21,5,48,26,6,33,0
"2696063",36,35,14,15,11,40,43,25,9,24,5
"2642604",19,19,9,24,14,10,36,13,6,19,3
"433286",28,78,15,67,33,108,34,64,18,56,10
"1679721",32,51,8,11,71,9,112,10,32,67,3
"84030",62,100,43,27,46,28,58,46,21,63,8
"29370",22,43,19,22,15,134,36,19,9,26,2
"208479",35,98,27,40,30,6,80,41,21,65,0
"1531",2,15,2,6,4,2,4,5,1,5,5
"1229621",22,38,9,24,11,4,42,19,9,18,4
"105841",19,25,13,11,12,3,24,18,6,25,0
"649756",5,5,2,9,6,6,15,8,3,17,4
"831",21,45,9,21,13,3,29,10,10,29,3
"185008",16,24,6,10,12,3,27,6,1,13,3
"43305",11,24,5,8,11,2,17,4,4,21,1
"410072",13,20,8,7,8,6,24,7,5,17,0
"116085",26,29,20,14,24,5,23,14,7,34,3
"2684943",8,16,4,6,7,0,12,8,4,17,1
"33038",14,41,10,18,14,4,30,13,6,26,6
"33039",12,8,5,11,3,2,12,3,3,7,1
"29360",3,8,0,3,4,5,8,3,0,6,0
"2643091",7,4,2,3,3,1,7,0,1,1,1
"185007",9,16,8,10,4,3,15,5,4,9,1
"39488",14,11,8,5,6,4,13,7,4,8,0
"28446",8,11,6,10,4,8,7,15,5,10,1
"39485",5,11,8,1,3,2,5,6,5,7,0
"617123",6,6,2,2,3,3,4,7,5,9,1
"2649046",325,477,196,317,286,53,400,265,129,392,26
"626937",102,137,41,60,91,21,89,65,27,106,5
"35701",309,442,159,295,256,52,377,277,95,365,29
"356322",22,23,11,27,17,7,40,7,12,28,2
"1736",41,83,19,35,32,7,74,35,20,66,10
"29322",31,46,16,31,23,11,50,22,10,28,6
"53442",26,27,11,8,19,4,39,18,5,29,1
"2624479",10,18,6,5,7,1,18,10,2,6,2
"2041044",3,17,9,9,8,3,16,7,1,15,1
"2638182",17,22,12,14,20,3,32,20,6,36,1
"33952",9,11,8,11,6,4,21,13,4,32,1
"2619948",33,44,15,32,49,4,43,25,12,70,6
"2626894",17,13,14,9,12,44,27,4,5,14,3
"1115758",6,18,10,4,13,49,14,4,4,18,1
"1507512",6,15,6,3,9,9,8,5,2,5,4
"1496",20,54,16,21,19,26,37,17,6,27,3
"1731",28,26,14,26,15,11,25,21,17,36,4
"1505",13,18,9,5,4,9,18,10,3,9,1
"89152",14,17,5,10,7,5,18,5,3,11,0
"1490",6,20,9,8,10,9,11,2,3,4,0
"143361",9,11,6,6,3,4,9,7,1,7,2
"1511",7,10,5,9,6,0,9,3,0,13,1
"86170",38,53,19,26,23,12,43,34,18,58,3
"863",17,27,11,18,19,5,25,18,5,27,2
"2293317",7,3,5,1,9,5,13,5,9,6,1
"2173034",13,5,2,9,8,2,11,6,2,9,2
"44260",308,490,175,333,331,52,471,299,87,452,41
"42837",201,258,95,180,182,36,239,147,84,243,10
"85874",145,227,73,148,125,24,232,141,41,171,14
"2325",1,2,5,2,4,1,12,4,1,4,1
"106578",3,1,0,1,3,0,8,3,0,0,0
"108150",5,2,3,2,7,0,3,2,2,6,0
"2636821",0,0,0,0,0,3,2,1,0,0,0
"46354",2,4,3,1,1,1,1,0,0,1,0
"583357",0,5,0,3,1,0,1,0,1,4,0
"161154",62,61,18,41,46,6,62,26,8,80,5
"129958",39,51,15,27,35,1,48,32,9,41,4
"911092",16,22,14,26,18,0,26,22,7,26,0
"55205",2,4,3,5,5,1,9,3,1,5,1
"44001",2,8,4,4,3,0,8,2,0,2,0
"1222016",1,6,2,1,2,0,7,2,3,1,1
"2622462",5,17,0,1,5,2,6,1,0,8,2
"52766",4,2,2,9,0,4,5,3,1,1,0
"31899",0,2,0,0,2,0,4,1,0,3,0
"717609",1,3,2,1,0,1,4,0,1,4,0
"52765",0,1,2,2,0,1,2,0,1,3,0
"413889",2,6,2,1,1,0,2,5,1,4,0
"1517",24,18,10,13,21,3,22,10,5,23,3
"2622527",7,24,5,5,5,4,18,8,5,17,1
"47490",3,13,3,2,8,3,7,5,0,6,0
"29329",4,15,2,1,8,4,5,1,0,4,0
"252966",54,127,45,58,46,3,97,57,9,50,9
"184064",9,10,8,20,7,2,14,5,3,12,0
"1794699",4,6,1,2,0,1,12,2,2,4,0
"2640322",41,86,15,34,34,11,65,61,14,34,1
"31909",18,23,6,11,21,2,26,6,5,15,2
"2331",5,18,5,4,3,5,13,6,7,12,1
"656519",4,8,0,5,5,1,6,2,1,13,0
"1323375",60,57,28,71,39,13,57,50,15,54,8
"42422",26,17,9,5,31,4,31,14,8,26,1
"28187",7,12,0,8,6,0,14,5,2,13,0
"2316383",48,64,18,43,60,19,66,64,21,58,3
"499229",19,34,23,17,18,7,28,14,6,27,2
"291990",66,115,23,47,50,12,93,53,19,70,8
"2751313",23,37,15,20,12,3,27,27,5,40,2
"375929",14,44,17,17,13,7,25,20,4,20,2
"2637378",809,1148,465,732,676,138,1200,605,290,1069,83
"69823",290,437,163,259,250,46,373,230,113,387,31
"971",68,89,37,51,60,10,84,35,10,82,6
"158847",8,7,6,3,2,5,12,5,3,4,3
"437897",2,3,5,4,3,2,12,1,2,4,0
"865",20,17,6,14,5,2,19,3,2,14,2
"2629460",57,68,13,25,13,6,78,11,5,18,1
"365349",17,107,12,13,9,16,37,22,10,29,5
"2377",86,117,31,73,76,19,106,69,29,91,13
"1930071",60,70,27,53,44,13,81,57,14,60,9
"907",146,208,86,119,124,31,179,85,60,159,22
"2144175",124,153,60,94,97,16,171,88,46,161,10
"2161821",34,55,10,30,29,8,55,22,10,41,3
"39950",6,8,2,9,5,3,10,5,2,5,1
"248315",8,8,3,7,4,0,18,7,5,5,0
"29466",9,18,3,6,4,3,14,6,3,12,1
"39777",4,5,4,3,2,3,8,0,0,4,0
"2682456",5,1,1,2,1,0,5,1,1,1,0
"39778",7,2,2,0,3,0,3,5,1,13,0
"905",84,121,52,62,85,22,136,98,39,98,4
"187327",28,29,6,28,27,6,28,23,6,40,2
"2639160",39,34,16,27,24,4,41,15,12,32,1
"33025",23,35,13,17,34,3,38,14,8,44,6
"1555112",1082,1776,598,1055,940,165,1458,1104,348,1465,138
"54006",66,113,40,74,54,15,102,65,41,100,6
"54005",19,16,6,14,5,4,25,26,4,18,1
"1852373",47,50,21,40,38,17,68,29,19,51,4
"1260",14,17,12,16,14,5,24,29,0,15,0
"33034",6,10,4,5,4,1,5,10,3,10,0
"1870984",2,10,4,2,9,0,5,5,0,5,4
"33037",1,0,0,2,0,1,2,1,0,2,0
"33033",8,9,7,3,10,8,8,5,2,13,1
"2638726",30,25,6,11,20,19,23,19,9,23,2
"1582259",11,17,3,7,7,3,20,9,8,10,3
"45497",20,50,2,9,13,25,19,9,3,25,1
"1278232",17,11,4,12,12,5,11,2,0,14,0
"1556",8,23,12,5,13,18,12,16,2,9,4
"2816908",5,7,4,7,9,5,15,3,4,7,1
"1852374",4,13,3,6,12,1,13,19,7,24,1
"1702221",69,86,46,64,64,11,83,70,21,64,9
"1522",34,46,19,27,33,2,46,36,14,35,5
"1547",27,49,27,16,30,10,36,36,10,42,7
"2624170",13,38,10,23,9,5,21,16,8,17,5
"1514105",4,12,4,2,0,5,18,3,2,8,2
"1648",3,10,6,3,5,2,9,4,2,7,0
"225084",5,10,1,4,2,4,8,5,4,6,2
"2485784",4,13,1,1,9,1,7,0,1,7,0
"2487118",20,19,15,13,33,2,34,24,6,50,2
"2704656",5,8,7,1,4,2,10,7,2,3,0
"39483",5,10,2,3,3,3,7,7,1,5,2
"2583452",10,14,2,5,1,4,6,5,1,10,1
"1982626",1,2,0,2,1,0,3,0,0,0,1
"2638206",32,30,4,4,65,91,15,5,21,63,4
"154288",3,12,4,6,4,12,8,9,2,7,0
"1871025",38,65,22,35,30,8,52,36,20,38,6
"243899",3,5,4,5,5,3,8,3,0,3,2
"2626047",4867,7570,2676,4448,4211,946,6933,4201,1776,6415,608
"32046",108,146,51,81,83,15,166,71,37,142,14
"33070",41,60,11,25,25,1,65,17,11,42,3
"2627006",576,863,341,562,541,95,833,525,195,810,65
"59930",407,725,246,400,407,69,631,418,144,564,62
"2622553",67,103,37,78,87,10,119,61,26,107,6
"146786",30,34,13,30,21,4,45,14,16,40,3
"32053",13,6,3,13,11,1,16,8,4,8,0
"292566",20,33,6,6,10,2,25,11,1,26,0
"2650499",396,568,213,340,378,62,611,316,119,574,44
"1184",56,68,18,37,46,8,72,30,10,63,8
"1209493",143,192,61,103,103,23,221,119,47,191,18
"2619029",126,228,90,117,148,25,213,125,46,216,24
"1219",45,82,16,37,39,10,64,35,20,61,7
"2627481",3,7,9,4,7,3,9,6,1,9,1
"2593292",72,77,23,42,54,10,85,65,21,83,14
"155978",50,63,19,36,36,14,70,41,24,79,4
"1173032",60,56,27,40,65,11,68,29,21,64,9
"2640012",50,93,29,34,37,11,57,35,16,77,11
"1158",169,189,78,114,124,23,3317,111,58,190,14
"1155738",170,188,72,128,113,25,194,95,57,198,18
"1492710",136,185,65,108,115,28,206,132,50,171,25
"44471",66,85,31,53,39,26,139,48,28,69,10
"54304",24,47,36,20,27,7,48,21,6,39,4
"1205",16,16,10,10,10,3,20,13,3,18,1
"35823",16,21,6,11,14,2,16,7,1,20,0
"2596745",0,1,1,0,0,0,2,1,0,1,0
"63132",225,402,120,235,268,39,414,239,83,391,25
"2023214",100,118,53,76,63,20,134,66,29,111,11
"43988",58,92,45,56,68,18,91,54,34,110,9
"241421",42,53,16,18,34,5,49,27,11,53,2
"1125",138,151,48,112,136,22,183,102,43,186,16
"28070",39,54,26,36,30,16,55,31,11,66,7
"92682",27,32,15,20,22,4,46,24,10,32,5
"2546365",17,34,11,14,15,3,39,17,6,35,5
"263510",13,17,5,16,14,2,22,15,6,18,0
"1453359",2,5,7,2,3,0,12,4,3,11,2
"669357",55,61,32,32,39,10,64,30,17,66,6
"102231",39,41,15,30,18,4,40,16,6,51,2
"268175",32,19,32,15,15,2,26,15,7,27,2
"102234",21,24,9,15,14,8,26,13,5,24,3
"2593658",1711,553,235,404,579,95,716,396,147,894,46
"92942",71,89,16,35,168,8,120,24,6,179,8
"272131",24,24,10,22,28,3,56,18,5,29,1
"224012",83,39,19,27,24,2,46,26,12,54,2
"1306274",37,39,12,11,29,6,45,26,8,58,3
"446679",45,25,8,20,19,6,36,18,11,35,3
"264686",26,32,7,15,25,3,35,31,10,30,4
"374162",26,21,7,11,27,2,13,15,4,27,3
"142864",58,65,17,27,51,10,81,42,18,58,5
"2619674",27,32,17,42,19,4,44,13,5,32,1
"1165",33,41,10,11,33,4,31,26,7,27,1
"1164",24,10,5,9,14,4,22,17,16,18,0
"264691",1,1,0,0,0,0,5,4,0,2,0
"2619626",303,359,84,244,224,33,406,202,68,318,20
"1973486",62,62,19,37,55,10,74,39,4,84,6
"938406",42,44,24,14,32,8,60,33,19,63,4
"32054",22,27,15,14,20,3,29,26,9,18,1
"2618749",186,318,74,197,170,16,251,273,57,286,26
"1397703",47,52,14,25,36,10,61,36,9,50,3
"109266",59,30,13,12,17,4,40,21,2,30,2
"156213",22,23,13,14,9,10,19,4,10,18,0
"70799",30,29,10,14,12,24,37,10,10,32,0
"289435",62,28,22,13,19,3,36,32,14,32,3
"136073",22,9,9,10,13,2,16,9,2,19,1
"2622029",12,5,3,4,8,1,11,9,0,18,1
"1166",12,7,4,14,6,0,3,6,2,7,0
"747548",2,3,2,4,4,1,6,4,1,2,1
"312883",8,7,0,5,1,3,6,5,1,7,2
"494603",69,84,31,59,75,4,112,43,18,92,9
"2676603",42,33,17,22,17,1,48,21,16,23,5
"1197",26,29,8,32,25,2,27,29,15,42,2
"2649714",27,22,10,22,10,5,28,22,3,15,4
"33071",1238,1927,631,1132,1068,197,1677,1103,430,1731,142
"54299",87,115,38,67,82,15,108,84,18,106,8
"54308",48,56,19,27,29,4,50,19,12,43,6
"2642663",22,17,21,10,21,6,25,6,6,30,0
"102116",15,18,4,6,7,3,20,6,0,14,4
"1188228",44,68,23,26,37,6,63,30,7,70,3
"1228987",12,13,4,8,9,0,12,2,5,11,2
"1763363",3,9,2,2,1,2,8,2,2,3,0
"2623546",1097,1674,670,1030,919,249,1482,1019,408,1443,168
"309887",737,1048,405,702,584,137,1033,580,308,946,87
"1768108",577,966,376,590,535,111,895,540,243,843,79
"502394",627,1125,387,669,561,140,877,595,263,903,91
"1211322",567,959,380,595,597,125,858,550,254,817,80
"317577",546,1221,397,644,640,114,831,601,244,821,180
"2202254",484,756,300,578,422,106,649,420,188,591,63
"432329",479,675,265,451,396,94,573,408,203,586,59
"980427",347,624,239,312,321,96,563,342,186,550,60
"68909",371,525,241,353,350,77,504,347,162,489,33
"1182571",357,568,215,371,330,59,491,347,129,464,47
"1299",288,517,187,316,252,80,451,272,148,412,44
"310783",266,396,174,240,238,40,394,219,103,346,22
"1309411",261,445,174,267,241,36,360,213,109,306,46
"55148",241,334,137,247,188,41,310,215,95,336,24
"1182568",138,169,84,113,107,22,210,119,46,187,16
"274",280,522,163,288,239,53,357,267,86,368,38
"271",221,338,139,195,181,52,273,224,104,293,12
"2619321",186,300,97,166,172,42,250,181,59,242,27
"56957",151,260,107,152,156,25,236,181,52,253,18
"37636",104,189,57,95,95,17,173,91,41,164,14
"56956",131,165,81,132,125,19,157,128,54,166,18
"2483360",72,172,44,77,77,9,122,75,31,108,8
"456163",41,44,11,23,42,16,40,41,10,57,2
"52022",305,431,175,287,284,62,405,309,100,392,31
"277",284,433,117,246,215,52,376,259,86,311,34
"172827",223,383,108,218,208,33,339,217,78,339,24
"187137",917,1507,546,952,956,169,1265,956,375,1280,110
"186192",521,809,343,556,539,97,704,514,278,727,66
"332249",680,1260,428,737,657,311,1093,798,339,1023,103
"85002",2641,3929,1710,2335,3539,490,2919,2856,765,3662,294
"500",553,995,399,640,591,110,847,688,253,769,52
"120961",1478,1840,881,1916,1095,173,1743,1405,484,1581,188
"1107",630,856,429,654,521,119,763,544,198,758,78
"2601677",1879,2268,949,1449,1419,328,2044,1682,519,2092,163
"1806508",1423,2376,860,1420,1510,271,1991,1572,501,2063,180
"167964",371,475,178,305,467,34,463,409,143,534,29
"2635759",219,303,145,153,313,52,369,311,117,486,23
"913107",286,386,126,256,362,36,400,296,129,457,35
"1986204",119,161,75,90,121,19,156,146,72,159,11
"133453",729,1045,406,662,657,149,1040,687,243,917,92
"1839801",174,228,86,136,149,22,230,155,55,212,21
"552811",162,265,94,156,163,35,201,163,51,225,24
"1536648",84,133,50,87,84,21,126,82,24,129,8
"61435",46,49,27,31,36,11,42,45,13,55,4
"237581",1,1,0,0,1,0,5,2,1,4,0
"2509675",438,410,175,505,270,44,467,327,137,370,23
"525904",234,377,156,284,265,42,371,331,70,306,37
"1005039",767,1086,446,843,738,114,1033,608,508,1060,102
"454171",194,255,101,176,204,28,271,150,88,283,14
"2683645",29,48,40,30,31,19,70,21,29,41,4
"656088",13,10,8,9,5,10,24,3,5,12,1
"2116",13,26,10,3,15,2,17,12,2,17,4
"28227",7,6,3,10,17,1,14,4,2,21,1
"86660",12,48,10,5,11,7,11,19,2,15,2
"2118",8,2,2,19,8,0,8,13,3,1,1
"2096",1,8,5,2,2,1,8,3,1,3,0
"2099",1,3,0,6,0,0,7,1,0,2,0
"2123",0,5,2,2,2,2,7,2,0,8,1
"519450",4,2,2,1,0,0,6,1,0,2,1
"92400",2,0,0,0,2,0,5,3,1,0,0
"2104",0,3,4,7,4,0,5,0,0,4,0
"50052",1,4,0,0,5,1,5,2,1,1,1
"2121",0,2,0,4,1,0,5,1,0,1,0
"45362",0,1,0,1,1,0,4,1,2,2,0
"45361",2,3,1,0,0,0,4,1,1,3,0
"141391",1,2,0,1,3,0,4,3,0,2,0
"2124",0,1,1,1,1,1,4,1,0,2,0
"2100",1,2,0,4,0,0,4,0,0,1,1
"29501",5,2,3,1,2,1,3,2,0,2,1
"2120",4,1,0,5,1,0,3,2,0,3,0
"2111",2,1,1,2,1,2,3,1,1,0,0
"353852",3,6,0,1,0,0,3,1,2,2,0
"142651",2,3,0,1,2,1,3,1,0,3,0
"57372",1,2,0,0,1,0,3,0,0,4,0
"65123",0,2,2,0,0,2,3,1,0,0,1
"2098",2,10,1,2,6,2,3,2,2,5,0
"1612150",1,5,1,1,0,1,2,2,0,1,0
"142649",2,1,1,2,3,1,2,0,2,2,2
"45363",5,1,1,2,0,0,2,0,1,2,1
"51365",1,4,1,2,0,1,2,0,3,1,0
"29559",1,2,0,2,1,1,2,2,1,1,0
"2128",1,2,0,0,0,0,2,1,1,1,0
"136241",1,2,0,1,0,0,1,1,0,4,0
"984991",1,0,0,0,1,0,1,0,2,2,0
"2097",0,3,1,0,0,0,1,1,0,0,0
"29555",0,10,0,1,3,2,7,1,2,3,0
"2112",2,4,2,1,3,0,5,2,0,3,2
"48003",5,3,1,1,2,1,5,1,0,2,0
"171285",1,3,0,0,2,0,4,0,1,1,0
"114885",2,3,1,4,3,1,4,0,0,1,0
"114881",0,3,0,0,0,0,4,1,0,3,0
"171281",1,2,0,0,1,0,4,0,0,0,0
"29556",3,7,0,0,1,0,4,1,4,2,0
"2110",5,1,0,3,3,2,4,4,0,4,0
"29561",2,2,2,0,1,1,3,2,0,2,0
"171282",3,1,0,3,1,1,3,0,0,3,0
"114880",4,1,1,2,2,1,3,0,0,0,0
"29553",2,3,0,2,1,0,2,3,0,4,1
"28903",1,4,1,5,2,0,2,1,0,3,2
"2113",2,2,0,3,1,0,2,1,0,2,0
"76629",2,1,0,0,1,2,2,1,1,2,0
"2109",3,4,0,1,0,0,2,2,0,3,0
"142650",1,1,0,0,0,0,2,0,2,0,0
"171284",0,5,1,0,0,0,1,2,1,9,0
"2107",1,3,1,0,0,0,1,0,0,2,0
"171279",3,0,0,0,0,1,1,1,0,4,0
"2094",2,6,2,2,0,1,1,1,1,4,0
"295596",5,12,2,0,17,0,21,17,6,23,0
"42094",1,1,2,5,0,0,6,1,0,4,0
"134821",0,0,0,0,4,0,6,1,0,1,0
"2130",0,1,1,0,4,0,3,0,1,1,0
"1609546",1,0,0,0,0,0,3,0,0,0,0
"315358",0,5,2,0,0,2,15,0,1,3,1
"2637901",9,7,5,3,1,0,10,2,1,5,2
"216942",14,11,1,10,3,2,10,7,0,7,0
"216946",1,2,1,1,2,0,6,1,0,5,0
"216931",1,3,0,3,0,1,5,0,2,2,0
"2136",1,1,1,1,0,2,4,0,0,3,0
"362837",0,3,1,1,0,0,4,0,1,2,0
"2138",2,5,1,2,0,2,4,2,0,1,0
"216935",1,1,1,4,2,0,4,1,0,3,0
"216934",0,5,1,1,2,0,3,4,1,3,0
"216933",0,3,2,3,3,0,3,0,0,2,2
"2139",2,2,0,3,0,0,3,1,0,5,1
"47835",0,3,3,1,1,0,2,1,1,1,0
"47834",4,0,0,1,1,0,2,0,1,0,0
"2145",0,1,2,0,1,0,2,2,1,3,0
"324079",3,1,1,0,2,2,2,1,0,1,0
"216938",3,4,4,1,1,0,2,1,4,2,1
"216944",0,2,5,1,1,1,2,0,1,0,0
"2143",0,0,1,2,0,0,2,1,0,2,0
"216932",1,5,2,0,2,0,1,0,1,5,1
"2134",0,2,1,0,1,0,1,1,0,0,0
"2137",6,6,0,4,0,1,1,2,0,2,0
"216937",0,3,4,0,3,2,1,2,1,3,0
"2151",4,6,4,1,0,0,7,1,2,2,0
"219745",2,3,0,0,0,2,4,0,0,0,0
"225999",1,1,0,3,1,0,2,2,0,1,1
"2149",0,2,0,3,0,0,1,1,1,1,0
"138853",2,2,1,1,3,2,1,0,0,0,0
"216427",0,0,1,2,1,0,1,1,0,2,0
"214888",1,6,1,2,1,1,5,3,2,2,0
"74700",1,0,1,2,1,0,3,2,0,0,0
"81459",2,2,2,2,1,1,1,3,0,1,1
"2148",8,3,5,5,11,1,8,1,0,6,0
"29552",4,4,3,3,7,2,7,2,3,7,0
"38986",8,9,3,1,2,0,7,3,0,3,1
"61635",4,8,7,3,5,3,5,8,3,10,0
"264636",4,5,0,4,4,2,5,1,3,2,0
"85620",5,7,2,4,5,0,2,2,2,1,0
"85630",2,3,0,5,2,1,2,4,0,1,0
"85632",3,3,1,1,1,0,2,2,2,4,0
"85625",1,4,0,2,0,1,1,0,0,3,0
"1541959",22,43,16,10,23,4,34,20,15,19,7
