"","X9JUZM2TOMPOOB100355.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report"
"1073999",9,37,43,144,98,85,74,58,61,104,78
"1159491",0,0,0,0,1,0,0,1,1,5,1
"1159613",3,12,8,24,10,14,16,13,9,9,10
"1906275",1,11,9,30,13,9,5,8,11,25,7
"2725560",9,44,33,97,71,54,42,51,31,68,140
"2492396",6,28,28,60,61,26,31,28,22,57,62
"2067958",7,19,17,104,37,30,27,38,19,32,30
"1300165",3,13,5,17,21,17,13,21,4,17,21
"1235834",3,6,7,16,6,8,9,1,3,3,10
"551989",4,28,27,58,51,32,30,17,22,44,35
"1177180",0,1,3,2,1,3,3,5,3,7,4
"497725",4,20,19,44,30,18,27,24,13,34,24
"1646340",8,16,45,59,41,27,34,19,24,32,26
"2714951",7,38,28,83,59,60,99,50,55,80,53
"2815358",5,51,27,83,54,58,47,58,31,63,72
"2282310",0,10,11,16,16,8,10,8,10,23,13
"2282309",3,13,5,17,27,9,15,18,25,21,16
"2681308",0,11,9,25,13,11,18,8,7,24,20
"2681309",1,2,4,15,5,1,4,4,2,9,7
"1920114",0,3,5,3,12,5,4,6,3,6,1
"2681307",3,7,5,19,20,16,10,13,7,30,11
"83655",15,79,69,265,149,114,116,96,98,191,121
"2822132",0,5,0,2,1,3,3,2,2,3,2
"83334",0,6,1,5,2,7,6,4,4,3,6
"696406",0,0,0,0,0,0,0,0,0,0,1
"2233553",0,0,0,0,0,0,3,0,0,0,1
"930406",0,0,1,0,0,1,0,0,0,0,1
"585034",0,1,0,1,1,0,0,0,0,0,0
"409438",1,1,0,0,0,0,2,2,1,0,0
"2048778",0,0,0,0,0,0,0,0,0,0,0
"2048781",0,0,0,0,0,0,0,0,0,0,0
"1392858",1,0,0,0,0,1,0,0,1,0,0
"2763104",0,0,0,0,0,0,13,18,12,6,0
"1045010",0,0,0,0,0,0,0,0,0,0,0
"244319",0,0,0,0,0,0,0,0,0,0,0
"1078034",0,1,0,1,0,0,1,0,0,1,1
"2810408",0,0,0,0,2,0,0,0,0,0,0
"2810404",0,0,0,0,0,2,0,1,2,1,0
"208962",6,27,35,69,46,36,33,24,18,49,33
"564",5,17,10,77,32,23,25,23,16,38,27
"1499973",4,12,16,42,20,16,22,21,14,30,21
"2044467",0,7,5,39,23,13,15,14,11,10,16
"575",6,49,25,100,100,47,55,55,39,109,60
"577",6,36,23,116,54,46,51,30,50,77,59
"54291",5,34,0,0,0,0,0,0,34,53,49
"1259973",1,13,12,16,39,12,18,22,9,23,11
"2259647",0,2,1,1,3,0,2,1,0,1,0
"61647",31,227,198,522,411,302,266,245,213,402,332
"701347",0,25,20,50,19,15,19,27,14,37,22
"59201",8,76,50,266,96,74,96,80,101,107,68
"59202",2,19,13,46,26,29,26,16,22,37,19
"59208",0,2,9,25,12,7,3,7,6,18,8
"59204",1,3,4,2,4,3,0,1,2,5,3
"59205",1,3,1,3,4,2,5,6,0,3,2
"59203",0,2,1,24,4,6,2,2,7,5,3
"41527",0,2,6,10,24,3,0,3,1,1,2
"1197719",1,0,0,0,0,2,0,1,0,3,0
"158822",26,147,128,415,298,202,198,146,145,259,207
"2545798",7,63,34,128,62,72,41,52,37,89,73
"158823",9,42,31,128,58,53,72,53,39,116,66
"61646",11,60,55,186,102,83,96,72,62,131,70
"2153385",1,21,13,28,32,14,23,16,20,41,24
"69220",2,14,11,49,16,18,28,15,12,25,8
"61648",9,26,28,89,67,42,42,30,34,54,49
"2774055",6,61,40,129,77,49,46,44,42,71,72
"51288",2,14,9,23,23,15,23,14,17,30,11
"566",17,62,53,244,114,99,86,72,67,91,76
"2579935",10,89,44,192,127,87,91,83,90,145,76
"158877",7,51,47,153,61,56,48,55,51,76,59
"1851514",9,53,41,114,76,68,57,64,66,98,63
"2479367",7,39,21,83,43,45,22,31,23,42,36
"82977",3,36,20,79,44,25,27,33,43,46,30
"146507",5,24,10,77,25,30,19,24,16,26,33
"84564",2,17,2,74,15,16,15,9,8,17,26
"1906659",0,7,5,11,6,10,3,6,6,0,7
"1906661",1,1,1,10,6,4,1,3,3,7,3
"1906657",1,9,7,26,8,14,9,6,4,10,10
"1682492",0,3,0,7,0,4,0,0,1,1,2
"472825",0,1,1,8,6,0,3,2,0,4,5
"199891",0,3,2,11,0,2,1,3,0,4,0
"1906660",0,0,0,4,2,2,0,1,3,1,2
"565",16,58,42,149,93,61,63,67,77,85,69
"1972431",2,19,19,96,53,28,37,29,18,58,49
"395631",0,1,6,8,6,6,4,6,2,7,3
"1756993",0,1,8,8,8,2,3,1,1,2,2
"563",4,59,42,152,63,48,73,64,47,97,74
"2675784",1,0,0,1,1,0,0,0,0,0,1
"2675785",0,0,0,2,0,1,1,2,0,1,1
"2675772",0,0,0,3,1,0,0,0,0,0,1
"2675775",0,1,2,8,0,0,1,2,1,0,0
"2675794",0,1,2,3,2,1,1,2,0,2,3
"2675793",0,2,0,1,5,1,2,3,0,1,3
"2675791",1,2,0,3,3,1,1,1,1,0,3
"2675789",1,0,2,7,0,0,1,2,0,3,0
"2675782",0,1,0,1,0,1,1,1,1,1,0
"2675783",0,0,1,1,0,0,0,0,0,0,1
"2675797",0,3,2,13,12,3,1,0,1,0,4
"2675795",0,0,0,2,0,1,0,0,0,0,1
"2675792",0,1,2,8,3,1,0,3,0,0,2
"2675788",0,0,1,2,0,0,1,0,1,1,0
"2675787",0,1,2,13,3,0,2,0,0,1,2
"2675786",0,0,1,0,0,3,0,0,0,2,0
"2675781",0,1,0,3,0,0,0,1,3,1,1
"2675780",0,2,0,1,1,0,0,2,0,0,0
"2675779",0,0,0,0,0,0,0,0,1,1,0
"2675778",0,2,0,3,0,1,0,0,0,0,1
"2675776",0,0,0,0,0,0,0,0,0,1,0
"1048758",3,13,0,37,33,26,22,0,13,33,14
"42897",0,0,0,1,0,0,0,0,0,0,0
"622",1,1,3,2,3,6,1,0,3,3,2
"621",0,0,0,0,1,0,1,0,0,2,0
"2487150",3,5,3,4,7,5,8,14,4,10,2
"401619",1,1,2,13,2,0,1,1,0,0,1
"428411",0,0,2,5,2,0,1,1,2,0,1
"476281",0,3,2,8,2,6,3,2,1,2,5
"911022",1,11,9,45,8,3,5,3,2,6,7
"1334564",3,8,0,57,6,6,5,6,6,4,9
"273526",2,0,3,11,6,5,9,9,6,10,4
"435998",0,4,3,1,1,2,0,3,1,0,2
"2420306",9,37,26,52,52,34,49,29,34,72,38
"104623",7,45,28,142,52,40,30,46,34,52,41
"671990",4,26,18,59,43,35,34,24,18,58,21
"2597702",4,23,13,66,62,27,32,37,22,56,43
"2033438",2,21,20,12,27,28,39,29,24,44,31
"2448483",0,6,12,24,8,8,11,14,7,10,7
"2447890",3,14,8,15,20,9,11,11,26,14,14
"2724469",1,2,7,5,1,0,1,5,2,8,3
"2773264",0,0,8,18,6,9,7,4,2,4,2
"2482769",2,3,1,14,4,10,5,9,3,9,2
"2785630",0,0,0,5,1,2,2,1,2,1,0
"1327989",0,6,4,12,3,4,9,13,7,8,7
"488142",0,2,4,15,5,10,4,2,1,7,3
"1758196",0,1,0,0,3,2,2,1,2,3,2
"2485839",0,2,1,6,2,0,2,1,4,0,1
"1154756",3,11,32,57,52,24,48,25,22,50,57
"682634",1,4,2,9,5,10,7,10,9,15,2
"1006598",0,0,0,6,2,1,0,2,0,2,3
"61652",17,71,53,254,143,108,123,137,111,168,115
"618",14,85,65,290,138,99,96,92,99,153,110
"47917",21,86,62,246,145,102,100,105,103,138,103
"2741499",5,42,23,138,87,65,67,44,52,76,60
"399741",0,5,3,11,13,7,7,3,4,10,15
"82995",6,47,27,108,65,41,36,40,30,68,40
"568817",1,1,4,21,1,1,5,2,2,6,7
"1346614",0,6,2,8,7,3,5,4,0,3,3
"137545",2,9,15,48,34,27,12,9,17,25,20
"61651",4,20,10,16,10,10,9,13,12,19,15
"300181",0,6,8,20,20,13,6,1,8,9,10
"458197",1,2,0,5,6,6,2,3,1,4,3
"1443113",2,5,3,3,1,2,2,6,10,10,4
"34053",0,1,1,10,0,1,2,2,3,6,0
"367190",0,4,8,26,25,14,10,6,8,9,13
"633",1,11,8,14,18,10,14,4,9,11,8
"632",1,11,2,13,4,4,5,3,6,4,11
"29486",5,19,20,79,32,29,33,22,14,33,36
"935293",2,28,33,73,45,29,24,22,21,23,28
"28152",2,9,4,33,16,16,11,10,4,19,11
"1453495",0,18,6,38,17,15,12,16,14,18,12
"29484",2,16,14,68,0,14,24,18,14,25,21
"349967",3,16,13,81,24,24,14,18,14,29,33
"29485",1,14,11,45,26,21,14,9,17,23,18
"263819",1,18,10,39,24,6,9,10,20,19,11
"2607663",3,14,4,25,20,10,9,7,15,17,14
"2339259",0,1,1,7,6,3,3,3,2,12,6
"349968",0,2,1,6,3,1,1,4,3,1,9
"419257",0,2,0,6,2,7,8,6,7,7,8
"1179669",2,0,1,1,3,0,3,3,2,2,3
"2126321",34,181,135,379,297,212,207,201,170,368,264
"745277",4,47,25,111,56,61,48,46,41,80,57
"1151116",0,1,2,3,0,1,3,0,2,5,3
"1805933",9,60,51,196,76,81,68,69,53,105,76
"741091",2,0,0,3,3,1,1,0,1,4,0
"2703885",2,2,7,26,11,6,8,3,6,10,9
"929813",13,93,94,177,207,139,133,121,124,172,128
"1646377",20,66,56,149,120,85,104,100,74,154,81
"41202",15,60,63,203,108,74,78,65,44,107,99
"1441930",2,42,39,99,47,38,33,35,16,48,52
"1878942",1,14,8,42,9,12,9,8,3,4,16
"2575375",6,59,62,153,107,95,77,76,50,134,92
"592316",9,58,36,160,111,66,64,69,63,93,97
"1484158",7,66,66,188,110,66,132,76,75,103,71
"2052056",10,41,40,177,64,51,58,50,33,78,72
"2490851",9,33,25,164,67,42,49,39,43,90,64
"2479547",6,15,27,58,38,31,30,23,22,21,39
"2768165",0,6,0,4,8,2,2,2,5,2,4
"2787629",3,5,5,8,13,10,6,6,0,8,8
"59814",25,136,117,466,497,207,209,246,174,311,240
"712898",3,3,2,13,5,3,3,6,1,7,6
"549",29,89,67,202,137,84,133,100,87,155,102
"932677",0,0,0,4,4,1,0,0,0,1,0
"1123863",1,0,11,5,1,1,1,0,0,1,3
"55209",11,43,52,173,120,56,63,71,50,75,51
"66271",3,6,7,27,9,3,13,8,9,11,9
"1891675",7,36,33,144,66,55,55,43,48,77,58
"1076550",4,47,34,97,89,38,35,30,39,69,75
"1235990",2,5,3,20,12,3,4,7,3,7,14
"470933",1,13,7,7,4,6,4,10,6,2,6
"1619313",18,67,67,242,120,88,82,70,52,124,117
"55211",8,72,59,188,95,75,79,55,51,114,74
"2681984",11,35,35,159,60,43,47,38,43,74,45
"2547962",2,15,9,21,13,16,14,14,13,14,15
"215689",1,17,15,29,10,8,18,15,2,16,13
"465817",4,27,24,94,49,51,60,60,47,66,49
"634500",4,23,11,23,25,13,15,28,24,30,9
"1407064",0,1,1,2,2,1,2,1,0,1,1
"716540",0,1,0,0,0,0,0,2,0,0,0
"1922217",5,28,29,98,34,25,40,22,21,55,31
"79967",1,7,4,71,9,0,9,7,8,9,5
"665914",16,96,61,250,183,129,116,113,102,183,135
"665913",13,102,80,218,182,96,104,102,89,149,149
"1458355",14,78,63,171,162,94,88,88,76,140,103
"1615494",12,27,26,162,69,43,54,49,48,107,52
"1241869",1,2,3,15,7,3,2,5,0,3,3
"118103",0,0,0,10,5,0,0,0,0,8,5
"135842",0,1,2,8,11,6,2,1,2,9,9
"1315998",0,5,3,7,1,6,5,8,1,12,6
"2315800",0,15,12,14,5,9,6,8,8,9,16
"2518979",0,0,1,2,0,0,1,1,0,0,1
"98785",0,0,1,4,0,0,1,0,0,2,0
"2518977",0,0,0,2,1,0,0,0,0,0,1
"1660043",0,1,0,2,0,4,0,0,0,0,1
"1258543",0,2,2,7,0,1,1,0,0,1,1
"1241860",0,4,0,2,1,3,0,1,2,0,1
"1241836",0,0,0,1,4,0,1,0,1,2,1
"1241834",0,0,2,2,0,0,0,0,2,1,3
"911343",0,0,0,5,1,3,2,0,0,4,2
"2518976",0,1,0,6,1,3,3,2,4,2,3
"2173854",0,0,1,9,0,1,1,0,2,0,2
"118101",0,4,7,4,0,0,0,1,1,2,11
"2495405",0,1,1,6,1,0,2,0,3,2,2
"557993",0,0,1,3,5,1,0,0,1,3,1
"1241865",0,0,2,8,2,4,2,0,1,1,1
"1241859",0,1,5,4,4,1,0,0,0,2,0
"118110",0,2,0,7,3,0,1,2,0,13,1
"1660040",2,5,1,6,2,0,0,0,1,1,0
"655384",0,0,1,7,0,1,1,0,1,0,2
"571428",0,0,0,6,2,0,2,0,1,1,0
"1878935",0,1,1,3,2,0,1,0,3,2,0
"1507522",0,1,2,5,1,3,0,1,3,2,2
"2315802",0,0,0,5,2,0,0,0,1,0,1
"1265350",0,1,0,3,3,1,1,2,0,1,1
"1921549",0,2,0,4,1,0,1,0,0,0,1
"2518980",0,0,0,3,3,0,0,2,1,1,1
"98793",0,0,0,3,1,2,0,0,3,6,6
"1241878",0,0,3,59,1,0,3,1,0,0,2
"98794",0,3,0,15,3,0,0,0,0,1,5
"98804",0,0,0,7,2,0,0,2,3,2,0
"118118",0,1,1,12,0,0,0,0,1,1,1
"261318",0,0,0,4,1,0,2,0,0,1,1
"571430",0,1,1,7,0,0,0,1,3,1,0
"1241832",0,0,0,3,1,2,2,1,4,10,1
"1241833",0,2,3,5,3,0,1,2,1,1,2
"1241884",0,1,0,2,2,3,1,0,3,0,3
"53336",5,14,16,61,28,14,26,22,28,40,33
"82987",4,25,22,55,33,24,19,34,23,43,32
"2487345",2,26,14,60,32,39,19,14,14,36,36
"36868",0,2,1,10,1,2,10,5,5,4,6
"590409",2,10,11,35,9,15,9,11,5,18,17
"1427366",3,7,6,56,9,10,7,10,9,11,8
"1224147",1,4,3,24,3,8,6,3,4,2,5
"1224153",1,3,5,7,8,3,8,5,2,7,8
"1223567",0,1,4,6,4,1,5,6,7,10,4
"1223573",0,3,2,4,4,1,4,4,0,6,2
"1224146",1,2,5,42,7,5,6,1,2,6,5
"1223569",3,18,24,69,36,38,39,28,40,47,24
"1223571",6,9,12,21,12,21,20,40,23,27,10
"561229",0,0,0,0,0,0,0,0,1,1,0
"204040",4,26,13,29,36,37,25,24,18,55,32
"1224149",5,12,11,14,18,23,23,25,14,32,18
"198628",2,9,10,14,12,7,6,8,1,14,11
"1223572",0,0,0,1,0,0,0,0,0,0,0
"579405",0,1,0,0,0,0,0,0,0,1,0
"1226343",0,9,4,19,3,3,0,0,0,3,2
"1223570",0,0,0,0,0,1,0,0,0,2,0
"1225780",0,3,1,3,1,0,1,3,1,7,2
"1089444",9,32,17,106,39,38,49,30,40,65,35
"568766",3,24,13,50,29,17,38,14,11,44,16
"2037915",1,4,1,7,7,1,3,2,4,13,6
"1224145",0,6,1,26,6,2,3,6,1,3,1
"1778540",6,36,22,68,58,29,38,35,29,59,40
"568768",4,23,28,201,63,36,39,30,25,34,40
"180957",10,31,37,1276,79,60,72,57,43,79,63
"555",10,45,38,168,81,33,41,38,27,73,52
"2042057",4,31,22,136,52,37,41,38,28,58,38
"218491",2,2,1,14,5,9,9,1,1,8,5
"1905730",4,27,0,0,43,0,34,0,0,0,0
"2108399",1,17,19,66,18,23,22,24,17,35,19
"1175631",3,13,12,64,21,25,18,24,9,31,13
"2488639",6,15,10,65,17,15,34,13,16,14,16
"78398",1,15,12,46,22,13,21,14,18,22,4
"1201031",1,4,4,19,11,6,9,13,5,14,11
"2722756",8,80,63,179,111,97,94,83,62,144,97
"1109412",9,62,51,265,120,64,51,61,54,132,91
"55213",4,54,32,121,70,46,63,34,35,78,60
"1172565",13,57,58,174,105,87,72,80,73,133,96
"1082704",13,80,64,146,114,78,57,73,69,116,105
"718251",0,0,0,0,1,0,1,1,1,1,0
"93378",9,48,51,133,114,83,92,72,59,116,73
"67780",11,55,39,124,93,0,0,63,0,0,72
"1288122",1,2,1,7,1,4,4,0,0,4,2
"1578828",0,6,4,6,6,3,3,3,1,10,1
"1650654",0,0,1,0,0,1,0,1,0,1,4
"667120",0,0,0,0,0,0,1,1,1,2,0
"1453496",0,5,0,5,5,3,3,1,8,10,9
"546367",4,14,19,54,32,28,29,29,21,44,29
"1848580",0,1,2,2,2,5,0,0,0,3,2
"82983",1,13,9,31,23,16,16,16,16,16,16
"1141663",0,2,0,0,1,0,0,1,0,0,3
"158850",0,12,13,29,19,10,24,14,16,9,11
"126385",3,4,8,26,7,8,9,2,9,22,8
"333962",3,7,10,37,14,14,11,7,7,15,13
"1141660",3,4,2,20,5,12,14,5,4,9,10
"333965",0,10,6,27,10,6,11,8,10,16,8
"588",0,0,0,0,6,2,7,8,1,7,0
"2791982",0,0,0,0,0,0,0,0,0,0,0
"406818",2,5,7,21,14,21,21,15,7,14,15
"351671",3,28,16,44,31,23,32,17,28,35,34
"351679",3,13,9,60,26,7,12,11,9,17,13
"628",1,14,15,0,22,22,10,6,15,20,22
"1354304",3,8,5,35,15,15,13,9,12,20,11
"290110",1,16,12,34,9,14,14,14,6,16,9
"180434",0,1,0,3,3,1,0,1,0,0,2
"584",7,17,50,0,61,0,47,0,0,168,0
"585",1,23,13,92,27,16,21,23,18,26,20
"183417",0,3,5,90,10,9,5,8,4,3,7
"102862",0,1,0,9,5,6,6,6,11,5,6
"2697019",1,2,1,2,7,3,2,1,1,0,6
"626774",0,1,1,29,2,1,2,1,0,5,5
"1987580",0,1,0,6,0,2,4,1,0,6,2
"230089",2,4,10,42,14,9,19,20,14,19,17
"141679",1,13,22,52,28,16,13,11,6,9,14
"291112",4,16,9,31,16,22,11,10,6,21,5
"235559",1,12,0,24,13,4,4,14,4,18,10
"1231049",0,5,5,29,5,7,3,9,5,7,15
"638",1,5,12,28,14,9,8,8,4,11,14
"634113",0,1,1,18,0,4,2,5,1,1,5
"1239307",14,70,63,142,132,84,93,68,63,126,102
"2342",4,24,24,74,61,60,51,47,43,55,63
"1929246",4,8,8,16,16,5,7,4,8,7,8
"158841",9,47,37,85,79,52,67,38,33,84,50
"82985",2,16,20,108,16,15,14,24,19,22,11
"2172103",4,9,12,24,15,12,10,10,8,17,15
"2498113",1,6,4,49,16,16,15,12,12,12,12
"703",5,56,48,227,92,78,70,60,51,108,79
"1255043",83,699,486,1257,1057,801,690,713,531,1168,848
"396588",93,684,463,1575,1012,681,579,612,506,1025,768
"713585",73,636,376,1112,959,648,572,608,443,1003,725
"396595",58,463,300,1053,626,478,455,447,400,679,539
"106634",60,431,335,1012,635,476,448,441,346,598,588
"1765967",45,478,343,1104,712,470,443,438,419,781,607
"2792603",63,531,377,1189,835,568,557,457,482,858,663
"2819280",29,250,208,668,480,322,310,233,229,514,424
"1335757",35,329,225,659,469,336,336,294,251,464,419
"2666185",42,265,167,678,468,288,276,259,229,457,377
"1260251",38,183,154,564,394,196,193,236,155,352,264
"349124",82,561,415,1024,946,665,702,575,528,960,711
"1052",13,91,81,194,150,104,75,93,78,151,122
"2740807",58,588,424,1190,946,651,555,549,502,1008,743
"187272",93,553,374,1196,828,533,679,575,526,920,655
"421628",33,217,147,478,306,230,214,189,204,310,245
"1442136",32,258,178,471,298,210,205,199,196,287,230
"1166950",115,819,697,1676,1318,1019,1088,931,682,1432,991
"765912",110,821,585,1504,1365,1035,1010,880,778,1493,1122
"765910",107,770,622,1544,1199,935,938,883,726,1406,1024
"572477",79,581,425,1324,980,691,609,587,470,1033,763
"765911",73,518,395,1161,876,630,532,568,421,858,570
"316276",60,379,294,797,634,444,410,394,299,661,469
"472759",5,55,48,129,102,60,67,60,45,92,112
"1814290",10,61,45,140,71,74,85,73,66,96,95
"323261",3,37,36,407,67,39,58,39,42,37,85
"105559",2,47,28,132,54,43,66,51,48,58,72
"2699430",46,267,204,512,401,347,282,279,223,410,287
"1763998",4,317,34,698,67,55,69,52,50,71,67
"2498451",3,1090,10,6678,25,22,15,10,13,25,37
"2545632",1,23,19,124,38,17,23,12,11,19,24
"553981",1,0,1,44,16,13,10,4,11,14,18
"1630141",1,26,16,126,11,18,9,16,10,13,21
"1579979",76,585,444,1409,903,676,616,622,568,1048,759
"2771012",43,345,273,904,548,414,407,386,311,586,541
"2795687",16,139,61,290,210,175,129,122,125,247,183
"585455",11,115,74,217,173,120,101,87,83,180,141
"1972068",93,588,387,1776,868,601,560,524,478,965,759
"47960",74,509,356,1152,869,653,664,731,544,1079,729
"1860122",30,250,188,710,466,315,235,274,198,410,370
"555778",10,98,90,334,173,90,98,103,84,172,134
"1548547",49,288,209,856,516,347,249,267,219,433,425
"1811807",14,145,106,373,212,138,138,141,101,225,184
"1192854",19,104,96,298,225,125,143,160,110,212,163
"2587844",70,435,366,867,624,516,553,487,380,737,560
"2773308",35,345,217,768,481,376,399,336,281,598,395
"2587849",37,292,213,589,409,308,328,296,303,497,369
"1883416",30,311,214,811,425,380,376,343,242,492,357
"2733488",47,274,220,579,409,305,292,275,272,549,371
"2733487",37,311,231,813,454,336,393,279,319,557,408
"2497861",33,300,230,803,440,296,341,288,253,531,373
"1609967",36,294,230,686,460,300,304,299,268,473,333
"2306583",38,256,200,658,370,309,300,305,255,425,375
"2730360",29,241,132,422,275,207,206,189,181,283,238
"2562282",19,128,110,326,198,107,139,101,107,169,159
"2749040",17,104,66,229,149,92,100,109,96,154,105
"2785909",15,113,79,229,132,110,106,106,111,139,98
"1504981",10,82,85,176,107,58,87,54,42,96,92
"2136172",10,53,40,127,99,48,53,42,47,76,85
"2733484",9,33,21,81,53,34,32,49,32,79,54
"1118153",8,33,19,85,54,43,57,36,35,40,57
"2014541",3,6,8,40,16,19,9,7,9,25,16
"1971364",1,22,12,75,25,20,20,16,23,27,27
"1666906",2,16,7,48,16,10,23,20,13,21,16
"1761789",2,14,9,99,20,12,10,13,7,18,23
"1346287",2,3,4,14,8,9,10,6,10,13,9
"1250400",0,0,0,0,0,0,0,0,0,0,0
"475662",67,420,342,1010,702,469,587,485,439,833,593
"1897729",73,341,248,757,567,400,467,388,385,614,454
"1081866",44,281,213,674,394,325,361,294,238,462,406
"768066",41,293,224,770,405,283,336,305,238,432,394
"507626",27,208,191,570,325,270,272,236,217,384,345
"115561",21,154,105,294,226,154,149,171,154,214,188
"29571",25,174,131,410,264,202,167,134,131,287,228
"1178482",27,158,130,381,242,150,156,165,145,224,221
"29570",23,216,126,464,258,215,224,165,159,289,268
"2609667",12,89,85,158,134,81,83,74,72,107,123
"664683",3,51,59,87,62,52,47,44,57,83,63
"74661",5,29,21,104,45,29,38,40,34,49,47
"44935",4,18,23,53,26,13,21,28,22,37,25
"213554",0,9,1,22,18,6,4,5,3,8,5
"272774",0,3,4,7,11,6,6,1,3,5,4
"2686360",19,110,87,287,174,127,114,108,96,211,157
"2609415",7,82,45,164,82,58,69,69,68,100,75
"2661553",1,55,38,123,82,53,52,52,29,78,65
"2053669",0,1,0,1,2,2,1,0,0,1,2
"1055101",10,47,28,128,69,56,60,68,60,47,61
"28258",0,2,7,2,4,2,5,3,4,22,3
"376489",79,455,356,1115,860,552,524,474,446,872,639
"1771309",71,468,354,1106,788,570,577,499,481,826,688
"657387",22,138,93,307,186,138,141,124,117,199,155
"698828",16,108,88,238,155,119,112,115,79,212,151
"157779",12,103,71,258,180,120,141,102,99,197,164
"290398",53,419,240,2141,443,347,327,316,236,508,457
"1883414",31,261,184,644,337,284,265,215,221,442,340
"33074",9,73,69,189,126,79,76,80,80,111,68
"91844",2,4,4,16,4,6,8,8,14,1,4
"114186",0,3,1,6,6,12,1,0,0,6,2
"2014542",44,386,256,1005,657,439,484,326,335,687,501
"1113728",2,4,5,5,7,3,2,0,10,2,6
"391936",42,368,256,1314,540,335,315,321,327,504,433
"930169",27,185,141,541,307,191,222,192,198,312,249
"1094342",23,161,124,450,228,185,193,152,161,293,210
"393595",1,5,6,5,2,2,7,4,7,5,4
"1917421",10,61,48,232,131,74,63,58,51,122,89
"1821621",29,214,167,487,349,237,259,197,166,358,289
"48076",11,94,95,223,116,80,77,74,59,131,115
"2668067",3,34,19,108,26,16,19,15,14,36,31
"400668",6,19,17,81,23,18,16,6,5,24,18
"2071621",1,23,13,52,23,17,10,8,9,18,21
"178399",5,28,14,73,34,32,19,25,18,59,49
"383750",2,19,13,50,32,28,18,17,14,33,21
"717774",1,32,9,71,18,14,10,22,7,21,19
"491952",5,14,14,61,19,16,17,10,20,19,14
"2773454",0,8,7,42,13,10,14,13,11,13,21
"491950",3,12,9,38,10,15,20,15,4,10,25
"1031538",2,35,13,56,26,14,21,21,20,29,26
"1572645",0,18,18,106,42,23,20,16,12,25,32
"1441457",3,19,10,42,20,10,35,18,11,32,26
"1249553",7,61,65,162,78,57,67,51,47,93,87
"2614693",2,32,38,143,44,28,36,49,37,69,48
"1298593",2,2,3,6,3,3,3,4,3,1,4
"1208320",0,0,1,13,5,4,2,3,1,6,4
"1278309",6,26,15,95,31,20,42,24,18,31,42
"207949",2,18,10,59,22,3,14,9,7,15,18
"1628392",23,137,96,332,202,187,174,162,123,258,171
"349521",19,115,88,342,193,151,152,135,133,234,164
"2683272",4,21,12,83,18,14,15,17,13,28,27
"2161747",20,183,129,457,292,198,177,169,133,276,231
"1336806",7,87,75,194,140,89,71,88,67,143,96
"1445510",11,63,54,160,68,61,48,50,46,77,57
"418701",15,85,53,320,138,90,106,77,62,152,129
"523791",3,24,8,42,24,11,12,12,14,23,18
"1561924",1,22,11,88,8,15,15,7,15,30,24
"914150",4,11,16,68,12,4,12,10,7,21,15
"1144748",2,9,10,50,20,9,11,4,19,17,16
"141451",6,45,30,176,56,42,44,29,26,52,48
"570277",5,40,30,132,72,30,36,22,23,31,46
"2304594",11,160,88,400,172,164,134,150,103,209,160
"2769486",29,144,124,317,215,135,148,115,109,216,132
"2488665",15,120,85,387,201,128,131,118,118,192,153
"1749259",7,64,53,209,88,72,57,60,44,99,98
"1761794",8,46,47,141,68,49,66,43,33,72,75
"1415568",10,51,37,195,87,55,57,53,46,102,71
"2547598",6,50,49,144,60,63,49,49,36,81,55
"1671721",6,48,34,167,64,32,38,31,35,68,43
"490759",2,39,19,86,65,31,38,27,41,69,46
"2603215",24,178,140,542,277,212,224,180,166,288,233
"1163748",9,28,15,109,48,48,47,48,40,34,40
"351348",7,50,27,131,46,36,46,44,37,67,55
"1420917",12,150,87,378,217,152,144,138,141,252,208
"418719",20,118,80,324,201,117,106,106,89,161,113
"1874317",11,88,53,299,149,113,77,98,64,108,138
"225937",8,42,34,86,48,34,57,43,33,61,46
"330734",5,26,21,76,47,22,21,21,16,43,23
"2267264",0,28,15,70,53,31,33,36,15,47,44
"1714845",1,12,4,84,7,6,12,4,8,12,14
"2358187",2,16,11,35,6,2,8,4,2,8,4
"1917158",1,3,2,7,4,1,1,0,3,0,0
"2058133",0,1,2,13,5,2,7,2,1,2,2
"1004787",0,4,1,11,1,2,0,5,3,6,3
"1004785",1,16,4,22,13,12,5,5,1,5,11
"529120",0,0,1,4,1,2,1,0,6,6,1
"1004788",0,1,0,1,1,0,0,1,2,0,4
"1774373",1,4,1,2,4,0,1,0,1,2,1
"1300254",0,0,0,0,2,0,1,0,1,2,4
"1858656",1,25,21,50,28,16,18,22,13,38,32
"589873",1,5,2,8,7,9,8,2,3,10,14
"715451",1,7,3,23,11,6,2,4,3,8,6
"233316",1,0,1,0,2,0,1,3,0,2,1
"287094",0,1,0,0,0,0,0,1,0,0,1
