"","X9JUZM2TOMPOOB100355.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report"
"196023",0,26,14,36,34,39,18,18,24,30,14
"1208104",1,4,3,6,2,4,2,8,4,0,0
"652",36,268,167,281,191,338,186,235,379,270,97
"2033032",13,99,64,129,78,113,68,94,128,113,39
"2033033",8,51,44,84,60,51,39,81,106,56,26
"2560029",6,21,16,17,13,16,5,14,14,14,7
"1636606",2,13,10,13,7,7,12,13,13,7,0
"1636609",4,13,16,20,7,17,22,19,25,9,14
"2560028",3,24,9,32,28,28,20,36,14,9,7
"1758179",0,5,4,11,9,17,6,11,25,15,16
"1636607",1,5,5,12,7,9,3,7,6,3,1
"1636608",3,0,13,7,30,4,8,5,6,5,12
"1920107",0,3,1,0,2,1,1,1,6,7,1
"647",0,0,0,1,0,0,0,0,0,0,0
"2675707",0,2,0,1,5,1,0,3,0,1,0
"73010",23,157,130,261,122,200,160,178,264,186,100
"96473",2,20,20,17,6,10,8,11,17,21,6
"29491",1,3,3,8,1,10,3,4,4,7,0
"197700",0,0,1,0,1,1,1,0,0,0,3
"218936",27,196,169,253,161,262,148,199,252,185,61
"648",17,157,132,232,132,189,127,158,203,167,68
"650",12,111,80,116,73,132,79,83,153,90,41
"196024",6,96,80,126,94,151,92,111,174,120,39
"948519",2,25,18,38,20,38,14,22,26,24,9
"656",7,23,19,31,9,22,15,20,28,14,8
"347534",68,404,388,572,394,599,359,435,613,442,208
"511062",24,199,192,251,153,296,163,209,279,208,82
"2047966",7,64,72,124,54,80,43,72,99,69,37
"1416627",3,28,32,52,29,45,28,29,53,39,6
"1903694",1,13,19,28,15,34,14,8,41,31,16
"595494",4,30,51,43,29,52,26,41,57,51,20
"83771",2,27,12,17,10,18,15,12,25,22,2
"2812648",74,539,474,761,471,767,459,585,787,607,276
"2681310",68,546,418,830,430,732,446,528,816,673,269
"243233",53,524,399,666,509,709,450,589,787,499,223
"2785785",26,185,144,211,118,219,122,200,212,175,78
"1727196",7,88,70,92,67,124,55,72,105,91,25
"107637",11,69,42,101,39,114,54,65,89,76,18
"2812647",8,76,60,103,47,102,49,65,94,76,22
"2608981",17,176,144,213,123,227,149,168,185,154,74
"1538553",15,146,127,219,122,229,127,140,219,172,61
"857087",15,102,123,195,87,163,73,91,181,124,40
"702114",9,79,79,147,86,122,60,91,108,89,29
"686340",56,519,469,728,381,654,357,519,744,560,222
"2049332",13,106,67,114,66,127,95,92,128,101,34
"1432792",66,535,487,965,479,824,442,537,898,664,314
"1808979",17,223,155,288,177,297,153,213,296,229,100
"1091494",4,56,48,58,30,68,41,55,80,62,27
"95641",11,41,59,90,30,74,51,43,81,70,25
"1704499",18,92,79,115,73,109,83,78,96,103,43
"1675686",291,2798,2343,3615,2652,3902,2063,2790,4266,2905,1232
"1620215",102,1098,997,1461,709,1361,721,887,1718,1144,516
"1281578",47,464,363,668,372,605,433,445,686,503,192
"2303331",603,1813,2265,2912,1767,3090,2007,2382,4271,2388,2228
"2698684",68,366,257,496,292,521,267,335,673,376,237
"465721",187,1830,2045,4808,1581,2550,1155,1842,3660,2243,865
"2681547",31,193,212,267,150,271,140,196,243,270,106
"2745199",24,151,133,208,141,229,126,122,218,207,68
"1516059",14,122,130,234,119,168,98,127,189,180,70
"2587856",5,46,71,97,45,93,57,37,99,86,36
"359370",6,55,62,88,44,76,36,57,72,66,24
"2591606",7,61,69,68,49,114,41,55,96,87,31
"1769779",21,207,198,291,141,251,167,200,328,233,91
"252514",21,154,160,251,102,166,103,124,192,155,64
"48074",19,155,189,200,98,174,108,113,173,155,55
"260552",10,77,96,159,75,116,77,89,173,117,64
"454662",99,87,6035,65,82,372,27,41,65,198,72
"1987723",27,171,2440,446,1625,389,75,128,121,9196,110
"1945512",36,57,409,84,102,328,39,50,68,197,45
"2303332",76,87,2943,113,81,222,31,43,61,545,36
"155077",22,80,454,115,150,187,42,60,99,285,39
"377629",14,55,66,83,61,113,55,61,78,109,35
"2731755",8,41,46,67,38,56,18,31,54,53,17
"2731756",4,24,59,33,23,47,20,20,50,38,12
"1117647",12,142,146,221,113,196,102,127,206,177,59
"1737490",7,20,31,45,27,56,24,24,48,47,7
"203122",2,17,58,35,29,49,16,17,44,69,10
"930806",21,205,149,212,121,227,112,157,215,143,66
"930805",16,179,117,202,134,204,116,161,214,161,64
"2601894",21,166,113,206,102,171,105,114,173,179,74
"2708301",43,414,334,453,306,475,255,314,397,421,147
"314285",12,152,115,192,97,211,95,128,170,170,45
"2794344",18,121,87,171,100,136,74,78,129,126,48
"1620392",6,39,45,63,30,55,29,45,55,49,16
"1470434",8,68,60,80,35,64,37,48,60,87,26
"716816",2,33,45,43,23,47,19,22,28,38,6
"670",6,67,42,85,43,110,50,71,110,82,19
"680",4,33,28,25,18,39,21,30,39,29,11
"696485",4,26,22,31,16,38,14,23,38,40,7
"663",3,14,21,27,16,36,11,11,24,21,8
"2315253",3,31,20,43,13,34,21,16,32,27,11
"669",1,12,8,12,15,26,11,18,21,14,6
"691",1,4,12,24,10,14,5,9,10,6,5
"190895",2,12,13,21,7,23,11,7,8,21,4
"512649",4,13,7,14,13,19,8,11,11,13,3
"766224",1,11,1,13,2,8,5,5,9,3,3
"676",11,117,69,132,66,135,49,67,109,94,39
"903510",0,2,1,3,1,2,2,5,4,4,1
"196600",0,1,0,1,2,2,3,1,1,2,0
"914127",0,0,2,0,0,0,1,0,0,1,1
"1246305",0,3,0,0,2,3,0,0,0,1,2
"748003",0,3,0,1,0,1,0,0,2,0,0
"2662262",0,14,10,16,10,15,3,5,20,23,7
"2777577",2,7,8,14,3,7,11,5,2,13,2
"2587865",2,15,14,10,9,17,12,15,23,20,5
"2714948",1,17,13,18,7,17,11,14,20,15,7
"2711221",3,11,14,32,11,19,5,14,19,15,5
"2589990",2,12,10,13,10,10,13,9,18,16,4
"2014742",0,0,6,2,1,3,2,2,2,3,0
"1116375",0,1,0,2,1,6,0,1,2,0,0
"2163016",0,4,0,4,3,4,2,9,4,1,0
"2766781",0,2,1,1,0,0,1,0,0,1,0
"864336",0,0,1,0,0,0,0,0,0,0,1
"55601",13,57,7121,800,100,1863,1091,1176,7857,1990,112
"666",3,0,0,0,63,81,42,0,96,62,32
"29498",2,9,12,23,17,32,8,16,19,13,8
"300876",0,20,10,14,7,18,12,12,8,9,5
"29495",6,50,41,42,38,51,25,35,57,37,19
"28173",6,37,37,44,34,57,25,37,38,33,14
"674",3,28,26,29,18,48,32,23,49,30,17
"1381081",1,19,18,23,17,29,15,17,16,18,15
"1384040",1,2,0,3,1,3,2,1,4,2,0
"689",2,31,20,34,14,26,18,17,25,15,10
"1481663",4,21,19,22,13,30,18,12,20,19,5
"1671868",2,16,12,23,13,16,9,14,11,11,4
"2572923",3,14,15,30,16,34,13,31,15,16,9
"1481923",4,20,8,25,7,22,16,16,15,17,1
"28172",1,20,20,20,17,25,16,18,28,20,9
"1918945",6,16,15,28,19,27,10,19,23,26,5
"1763883",1,10,5,21,9,17,8,11,13,12,7
"675",0,16,18,8,9,12,11,7,18,19,5
"45658",0,22,16,22,21,18,19,14,18,25,10
"1435069",2,13,12,12,9,23,10,13,25,30,2
"2479546",3,15,20,21,13,16,14,24,35,13,8
"553239",5,16,11,15,6,27,13,22,23,21,5
"673372",3,20,12,14,17,21,11,15,24,20,3
"687",1,9,15,23,14,20,12,22,24,12,8
"1074311",2,12,15,13,10,23,5,6,7,19,5
"76258",0,11,11,11,8,10,7,5,13,12,1
"1191300",3,12,10,14,3,10,10,12,21,11,3
"47951",2,6,8,5,5,22,5,5,9,4,1
"2587862",0,7,4,13,5,11,14,15,10,8,2
"265668",3,16,9,29,18,16,7,14,21,17,4
"170673",0,10,9,22,11,16,10,6,16,12,6
"693153",2,10,3,6,2,12,3,1,6,12,1
"29497",1,6,6,9,7,10,9,14,15,6,2
"1891186",1,11,9,10,3,13,9,7,11,13,2
"170679",0,18,8,14,14,23,10,10,22,14,5
"1534743",0,17,2,12,6,11,9,6,8,6,2
"2025808",0,4,9,5,2,8,4,1,7,4,2
"1208308",0,0,0,0,1,1,1,2,0,0,0
"658445",4,45,47,87,50,85,36,65,95,56,15
"320778",8,56,53,61,45,95,44,50,51,72,23
"85581",1,1,3,2,4,3,3,2,5,3,0
"38294",1,0,4,3,1,5,1,2,1,4,1
"298386",1,17,10,24,7,23,5,7,20,13,7
"1908198",8,43,27,45,25,37,23,25,47,47,8
"51367",0,8,3,9,7,11,6,2,8,5,4
"2003370",0,6,8,7,5,10,1,8,7,1,3
"673",4,48,38,58,31,47,29,28,54,45,20
"388396",1,6,5,7,3,3,1,4,2,4,1
"312309",1,2,4,6,4,5,2,6,4,8,11
"1088719",1,9,1,0,2,0,4,8,4,2,1
"40269",0,10,11,7,6,0,10,3,0,10,4
"1755811",3,5,5,7,4,6,6,3,6,9,0
"1927128",3,4,2,4,3,12,3,6,11,4,0
"1810504",191,1185,921,2492,907,1587,904,2135,1642,1203,496
"2662448",5,41,28,72,36,58,30,33,55,39,28
"2746060",5,14,17,65,101,48,8,61,9,409,6
"2708020",4,27,31,30,6,16,11,14,18,29,5
"2755562",4,10,16,14,17,20,14,21,22,63,8
"91890",4,8,2,5,3,7,7,6,2,5,1
"91891",0,11,2,11,12,2,3,4,6,10,4
"66976",1,0,0,18,0,0,0,0,5,1,0
"91892",0,3,7,6,3,3,1,2,4,4,2
"45065",2,62,54,87,33,67,55,59,72,86,25
"452",5,30,39,50,15,58,27,36,51,64,17
"449",4,14,8,20,7,16,11,17,15,30,2
"1268635",2,12,21,17,20,24,11,8,27,20,7
"28087",4,27,72,38,52,39,17,23,34,80,34
"450",6,26,37,69,36,28,0,18,16,0,15
"45067",5,22,28,27,32,41,29,9,15,24,10
"1212491",2,25,31,24,10,15,13,9,16,30,3
"454",1,17,28,23,10,25,7,27,21,35,6
"1867846",3,19,16,14,13,19,8,12,14,24,15
"28082",3,17,10,65,86,59,13,57,9,499,10
"28084",2,18,17,26,17,8,11,10,11,65,11
"45056",1,8,12,12,5,14,11,6,12,14,11
"66969",3,32,20,23,13,18,6,7,14,28,2
"456",1,24,21,23,21,43,23,17,25,25,7
"2005262",1,4,1,4,3,3,4,2,7,9,4
"1094715",0,1,1,3,4,2,2,3,1,9,1
"1094714",1,3,1,1,2,3,1,5,0,14,0
"451",2,14,17,18,11,15,10,8,15,30,11
"254247",4,95,63,339,60,77,65,93,107,590,47
"254246",2,50,38,46,43,64,42,37,50,91,31
"1321945",0,1,1,1,0,0,6,3,0,0,0
"434922",0,1,0,0,2,1,4,1,2,0,0
"1401251",0,0,1,1,1,1,1,0,2,2,0
"2054173",3,32,19,36,15,36,31,19,63,32,17
"2487929",0,11,6,11,8,15,5,4,7,16,4
"676208",1,9,16,23,10,17,16,15,13,13,4
"2739063",3,24,22,39,35,40,23,29,55,42,16
"2580412",2,28,19,38,19,30,10,9,37,31,5
"2211106",1,21,18,34,10,21,20,16,24,28,5
"2267253",1,6,11,8,5,15,12,11,15,10,11
"717772",1,43,32,25,11,21,15,17,21,20,7
"1803865",6,21,26,45,14,34,19,27,48,32,10
"717773",3,12,13,20,5,12,8,10,15,17,7
"265883",3,22,14,39,19,38,22,23,37,29,11
"317025",5,19,14,14,7,13,4,6,11,17,6
"28885",1,11,15,16,17,12,6,11,12,17,3
"754477",4,22,16,31,19,40,13,30,27,31,10
"754476",3,25,118,37,32,36,17,33,44,51,11
"1238",2,22,23,43,16,16,24,18,40,35,10
"728003",0,2,1,0,0,0,0,1,4,2,1
"385025",0,2,0,1,1,2,0,1,0,0,3
"1198232",0,1,3,5,1,0,1,2,0,1,0
"2675054",2,16,19,24,11,28,13,21,18,12,16
"2675053",3,12,19,20,14,14,13,12,16,23,2
"1032",12,142,98,181,99,176,108,130,183,153,76
"2735563",3,62,65,78,50,60,51,60,72,82,30
"111769",5,39,26,44,15,59,28,48,50,43,22
"288004",1,27,33,45,23,34,23,29,32,50,12
"1547445",2,6,6,9,5,4,1,2,8,4,4
"1395624",0,2,3,7,1,5,3,3,6,6,1
"2589986",0,5,6,2,0,1,2,1,2,6,0
"539329",0,3,0,0,0,0,0,0,2,0,1
"264",0,0,6,4,3,3,3,2,7,8,1
"299583",0,0,3,4,0,2,2,2,0,3,2
"573570",0,4,2,3,11,10,1,7,8,4,10
"1088883",1,2,1,1,2,2,0,0,4,2,1
"549298",0,6,3,5,4,1,2,0,3,6,0
"2007306",0,0,1,4,4,2,1,1,4,1,1
"1542390",1,4,3,4,2,4,2,3,12,6,1
"2249302",0,3,0,0,0,1,2,3,1,1,1
"1086726",0,0,1,5,3,1,3,2,6,2,2
"573569",0,0,0,0,3,1,0,0,2,2,0
"360196",0,0,1,4,0,1,0,0,1,3,0
"1085644",0,1,2,2,4,3,2,1,2,1,1
"1085647",0,1,3,0,3,3,2,1,1,1,0
"594679",0,4,3,3,0,3,3,5,4,6,3
"28907",0,0,0,0,0,0,0,0,0,0,0
"1543721",22,202,179,302,166,284,177,225,338,243,93
"2738883",14,185,117,232,101,178,82,119,256,140,60
"1076588",17,153,138,197,110,198,106,114,212,152,55
"1249552",8,94,90,155,58,96,61,100,103,96,24
"2291597",8,67,48,92,47,87,51,46,97,77,19
"2360",3,10,8,9,5,11,5,4,18,12,8
"413404",0,0,5,1,0,3,1,3,7,2,1
"2738852",0,9,1,6,1,3,6,3,10,5,1
"2732590",0,0,1,3,0,1,0,1,5,4,0
"412965",1,1,1,0,1,0,0,1,1,6,1
"1303921",3,13,10,8,5,15,3,8,15,6,0
"1705394",0,5,11,16,6,12,5,12,2,10,4
"1125411",0,0,2,0,1,0,3,2,1,3,2
"2508687",0,2,0,6,6,4,5,2,11,3,4
"1971485",0,2,1,2,0,1,1,0,2,3,0
"1971488",0,1,6,1,0,3,0,0,1,1,0
"2652803",0,1,3,5,1,3,1,2,1,4,0
"2183911",92,683,652,1022,522,894,584,627,1028,763,369
"1248727",68,605,447,787,485,671,403,526,865,622,260
"262728",0,0,0,0,0,3,0,0,0,0,0
"862964",0,0,0,0,0,0,0,0,0,0,0
"1334187",0,0,0,0,0,0,0,0,0,0,0
"862965",0,2,1,2,1,3,2,0,0,0,0
"730",1,6,13,21,0,5,3,7,10,8,1
"735",0,4,7,6,7,7,5,4,18,15,0
"249188",0,6,12,8,3,2,3,6,6,4,6
"726",0,4,6,10,4,7,8,9,16,12,0
"712310",0,2,4,2,1,6,0,2,3,0,1
"714",3,48,26,39,30,57,33,35,38,0,13
"634176",0,6,1,5,0,2,1,0,0,1,2
"985008",0,1,3,5,0,2,3,2,1,1,1
"2820817",3,7,6,5,4,8,5,7,7,3,0
"739",0,5,7,7,3,8,1,4,18,10,3
"2774188",8,26,13,31,15,30,25,20,32,48,12
"339671",3,16,16,18,10,27,8,13,19,17,6
"696748",0,0,0,0,0,0,0,0,0,0,1
"718",1,4,5,5,3,12,1,0,5,7,3
"189834",0,7,3,6,1,9,3,3,4,6,2
"44294",0,0,0,0,0,0,0,0,0,1,0
"754345",0,1,0,2,1,2,0,0,1,0,0
"720",0,3,3,3,3,1,4,4,3,9,3
"51049",1,3,5,5,3,4,8,7,10,10,1
"51161",0,2,4,5,1,5,2,10,5,5,3
"44283",2,15,2134,303,18,741,354,382,2318,567,53
"115545",0,0,0,0,0,0,1,2,2,3,1
"97481",1,3,4,5,2,11,2,5,4,10,1
"754",0,3,2,1,0,1,0,0,0,1,0
"75985",2,7,16,19,0,0,0,5,13,17,4
"1434214",0,0,1,2,0,0,0,0,2,0,0
"1434215",0,3,1,1,3,1,1,1,0,2,0
"85402",4,10,16,21,7,17,9,9,12,23,0
"2770636",0,1,8,5,1,4,3,9,11,7,1
"1432056",1,0,2,6,1,6,0,4,7,9,0
"2679995",0,0,0,0,0,1,0,0,0,0,0
"111844",0,1,4,1,2,2,0,1,3,3,0
"2679994",0,2,0,0,3,1,3,1,0,0,0
"738",2,12,11,16,13,0,10,18,12,25,4
"2030797",2,11,12,17,4,15,7,18,11,12,1
"1005058",0,8,23,9,8,7,9,5,6,12,1
"728",0,6,5,8,7,13,9,4,17,3,2
"762",1,7,6,8,3,9,5,5,5,7,2
"653940",0,1,5,2,0,8,0,1,4,8,2
"221988",0,1,3,2,2,5,1,3,1,5,0
"1906744",0,6,10,14,5,6,6,8,4,14,4
"2778911",1,7,15,11,4,12,4,10,7,8,2
"1263832",0,7,0,15,0,2,0,1,5,2,3
"205914",0,4,1,1,1,2,1,2,0,0,0
"228400",0,1,0,0,1,2,1,0,1,1,0
"109472",0,11,4,5,5,10,6,6,10,4,2
"123824",0,8,10,14,5,8,7,9,17,5,1
"1032623",1,3,8,6,3,10,1,10,4,8,0
"1443036",0,2,4,6,1,7,4,2,1,6,0
"2718",20,206,200,264,173,332,186,220,336,243,97
"870",2,0,0,0,5,21,15,8,0,0,0
"1196095",2,8,5,13,8,17,13,10,19,15,5
"1635327",0,7,10,8,4,10,8,5,14,7,5
"1267021",1,3,5,8,7,9,7,4,7,5,2
"161492",1365,11260,10090,13914,12808,14855,11975,14438,16095,12049,4706
"47",2631,11761,20444,52110,26821,20732,15481,11735,36526,29170,4126
"42",380,2209,2364,4334,18389,4954,2544,6779,15634,3461,812
"40",440,2660,3475,3567,2040,3376,2048,2020,3695,4332,769
"44",310,1756,1988,3048,2565,2476,1687,1978,3779,2820,622
"32",1344,6900,6966,9951,6696,10056,6389,7112,12390,9553,2926
"83461",968,4873,4704,7066,4568,7177,4646,5151,8374,6611,2024
"224458",834,3401,3816,7283,4086,4721,3383,4722,9522,4352,1280
"1524214",239,1893,2054,2699,1691,2669,1751,2116,2588,2372,896
"39643",3677,33400,31569,39837,21533,37064,25339,29723,40392,38766,9815
"50",424,2996,3316,4377,2436,4328,2749,2908,3984,4114,1376
"1882917",7,60,57,139,31,62,46,49,77,95,31
"1055688",1105,5796,6028,9044,4975,8563,5808,5894,9668,10035,3782
"1649470",946,6429,5893,11429,4134,7686,6824,5689,8904,10746,3238
"1524217",562,3540,3873,6753,2629,4477,4030,3252,6831,6947,2742
"162027",525,4555,4362,6028,3094,6211,4330,4259,6493,5714,2105
"2627627",286,2570,2253,3118,2299,3774,2421,2931,3785,2806,1073
"345632",69,574,489,717,545,901,511,672,840,609,232
"35554",80,612,486,846,513,869,569,683,888,657,270
"60035",58,463,433,517,417,640,448,528,628,472,210
"28232",38,376,308,456,309,587,400,428,557,373,157
"225194",43,364,337,530,352,565,410,483,569,441,161
"351604",39,295,252,344,284,450,291,378,426,313,123
"1203471",11,200,188,214,163,285,214,239,279,206,66
"313985",20,174,144,243,169,283,147,245,269,188,48
"1340425",0,0,0,0,0,0,0,1,2,0,0
"483547",21,286,267,346,231,371,265,287,410,293,121
"2614637",87,746,613,928,641,1150,712,807,1120,819,350
"1603606",74,591,507,866,499,949,533,719,892,734,234
"29543",45,418,337,501,369,548,378,456,513,432,173
"29542",28,264,172,307,209,378,231,279,286,247,83
"19",25,195,159,245,166,246,156,236,251,189,59
"1842532",13,160,97,153,88,207,117,137,164,133,53
"881",123,777,636,1021,715,1142,780,832,1134,851,336
"370038",92,640,496,909,602,1005,579,776,950,752,324
"345370",84,584,430,767,550,869,565,689,928,577,232
"2593640",61,403,279,515,374,575,408,480,581,465,189
"879",37,335,225,428,266,526,307,321,452,331,127
"63561",35,297,227,432,283,444,291,391,481,301,139
"184917",37,292,219,309,267,382,261,381,388,273,99
"901",28,241,179,335,212,347,207,253,373,250,118
"296842",44,270,214,270,237,353,203,345,360,257,102
"876",25,252,177,325,193,366,267,257,354,238,105
"44742",30,219,198,343,218,270,238,269,320,232,94
"241368",19,165,100,143,104,182,101,127,161,114,46
"58180",14,112,83,157,100,158,106,104,159,128,42
"1725232",2,62,34,71,46,78,53,48,102,81,30
"1716143",57,443,359,614,403,703,439,553,651,407,151
"641491",50,386,333,512,366,602,406,561,603,470,158
"182210",37,314,249,424,267,455,260,353,448,323,157
"2678688",30,265,199,325,212,341,252,273,383,263,125
"2661612",14,99,103,122,77,156,104,113,179,106,65
"57320",7,82,64,98,76,142,92,85,130,76,28
"879567",4,45,22,53,25,55,36,33,49,47,26
"873",56,557,438,625,454,850,451,588,743,526,210
"2773299",58,427,246,442,369,583,381,519,557,399,149
"880",8,47,35,41,26,61,42,46,60,46,11
"191026",3,41,18,48,15,49,19,40,59,47,18
"29546",0,10,5,10,4,17,5,13,19,5,6
"899",41,326,220,394,287,451,263,386,458,296,130
"132132",30,171,170,219,156,248,139,216,256,197,61
"45663",10,91,68,118,71,159,61,93,133,97,40
"571177",37,374,288,517,342,541,409,427,544,394,140
"83564",44,368,293,429,325,487,359,416,505,378,123
"947919",41,302,240,400,290,437,267,348,464,276,121
"897",32,257,236,335,298,436,242,394,435,299,114
"181663",19,245,205,306,193,326,228,234,364,269,87
"218208",24,216,163,254,217,322,167,261,335,203,78
"45655",12,74,51,71,56,108,66,78,84,92,31
"45656",4,23,19,23,22,33,26,27,33,28,6
"2291",7,48,39,53,39,73,39,60,66,48,19
"2293",3,45,23,62,26,60,35,41,61,23,13
"2296",7,61,69,84,51,72,70,67,87,59,34
"28223",4,34,24,36,19,38,17,24,48,20,19
"894",37,321,227,382,272,478,271,336,430,375,115
"1986146",33,205,197,252,176,298,173,223,265,237,87
"1909699",1,65,47,95,55,109,41,71,84,77,12
"427923",24,189,184,276,222,355,199,264,334,226,74
"2622240",14,93,67,111,51,127,70,108,129,84,27
"84980",3,43,24,50,22,44,33,38,68,36,15
"65555",7,19,27,40,9,35,26,22,40,40,8
"2292766",193,1469,1264,2021,1240,2226,1337,1624,2125,1795,682
"1548548",95,560,458,720,444,823,480,568,857,636,231
"119484",56,436,371,577,345,621,412,491,658,420,210
"361111",38,366,294,527,294,558,353,429,531,392,180
"2358",15,175,86,143,131,183,110,181,120,130,29
"60893",18,146,119,135,101,213,125,165,188,111,52
"316277",12,136,112,151,91,190,105,145,156,109,45
"453230",84,748,563,950,673,1015,636,894,918,713,249
"1621989",2,14,17,37,28,44,24,47,29,23,13
"84405",1,12,7,18,10,20,16,16,27,18,12
"824",7,46,42,75,50,67,70,62,72,77,23
"204",3,42,36,75,44,60,49,53,87,45,27
"199",3,52,24,46,35,46,27,39,52,53,29
"200",10,39,22,57,38,52,47,45,44,29,10
"2593542",3,19,23,43,23,30,19,30,27,31,14
"203",1,36,16,26,18,32,22,17,39,27,12
"195",0,5,3,3,6,10,5,7,8,9,2
"1780362",1,7,4,15,8,12,6,12,2,13,4
"198",3,11,8,6,4,15,6,4,13,7,3
"522485",1,8,8,1,2,8,9,3,7,3,1
"201",1,8,7,10,5,10,10,2,7,10,3
"197",1,5,5,4,5,4,3,4,14,9,6
"1244531",0,3,4,8,2,8,4,5,3,6,2
"1965231",0,8,1,11,4,7,3,3,3,5,1
"75658",0,3,2,9,3,5,5,9,4,3,5
"2561898",0,2,4,6,2,9,4,2,9,11,3
"196",1,7,9,13,13,11,8,7,16,4,2
"28080",1,3,1,8,4,4,2,5,4,4,0
"374106",0,2,3,9,5,11,2,2,6,4,3
"827",0,2,10,11,1,6,11,12,9,7,1
"1448857",0,0,0,1,1,3,1,2,3,0,1
"206",1,2,1,10,1,5,6,6,14,3,6
"202",0,6,3,12,1,5,5,7,6,5,2
"76517",0,7,7,9,1,3,0,4,4,8,1
"260714",0,2,2,2,3,1,1,1,4,2,0
"2042961",1,2,3,1,5,2,2,5,3,4,2
"1031542",0,3,0,3,4,4,3,5,2,4,0
"28898",0,3,5,5,0,5,7,4,7,8,1
"1813019",0,2,1,0,1,4,1,2,0,1,1
"1848766",0,1,3,2,0,0,0,0,2,0,0
"2505970",0,1,2,1,8,1,2,0,2,1,1
"449520",0,3,3,5,2,7,3,1,5,3,0
"497724",0,4,0,1,2,1,1,2,3,2,1
"488546",0,2,3,3,0,1,1,2,3,2,0
"28196",10,30,42,63,31,40,29,37,55,42,5
"2321111",10,40,37,62,30,61,24,41,58,49,12
"2321114",5,29,27,25,9,43,22,21,38,33,11
"2321115",3,3,3,9,6,17,10,8,5,14,10
"2321187",0,5,7,5,12,9,5,8,17,7,3
"2321113",0,4,3,6,4,7,5,5,13,4,0
"366522",2,49,28,33,25,40,35,39,35,25,9
"2618290",3,32,13,32,19,32,30,24,32,26,7
"194424",2,5,3,8,6,10,4,3,11,10,3
"65553",0,8,4,4,4,9,4,5,3,1,3
"66821",0,9,7,8,4,10,8,5,13,3,5
"44674",1,7,10,10,3,6,3,3,8,8,3
"210",8,73,68,74,45,111,59,61,83,59,28
"35817",0,15,19,17,9,30,11,15,13,17,4
"56877",0,9,10,16,5,17,9,9,7,13,4
"76936",1,3,5,6,2,1,5,5,3,5,0
"1591088",0,14,6,7,5,10,6,11,5,7,4
"37372",0,2,8,1,3,7,3,2,6,10,3
"123841",0,4,1,10,0,9,2,4,4,6,2
"29419",3,11,6,12,7,12,4,4,8,9,0
"217",1,4,2,3,6,10,4,5,13,4,1
"35818",1,0,5,2,1,5,3,2,2,5,1
"2593540",0,7,7,5,3,3,3,5,2,3,2
"157268",0,2,4,1,1,5,0,2,2,0,2
"213",0,3,7,5,4,4,3,4,10,8,0
"138563",1,4,7,4,7,6,0,1,14,3,4
"214",0,4,6,4,9,10,4,4,8,3,5
"104628",0,4,1,10,5,6,2,5,1,3,1
"212",0,0,0,1,1,3,1,6,2,3,0
"135569",0,4,2,4,6,6,1,1,4,3,0
"32025",3,6,2,4,4,3,5,2,4,1,0
"844",0,17,12,16,14,24,21,12,19,15,1
"269261",9,107,73,142,91,109,90,99,123,131,42
"2646778",3,20,5,21,29,20,11,17,25,22,2
"2779528",1,12,6,7,5,10,8,5,10,18,1
"206403",3,9,8,17,7,16,12,10,17,11,6
"2740515",24,123,109,158,98,167,103,125,178,152,64
"2623549",9,35,22,50,28,44,14,38,45,31,17
"202747",2,3,3,3,1,7,5,2,5,7,3
"1176482",2,3,11,4,5,4,4,4,9,7,4
"2740405",0,6,1,3,3,3,6,6,8,3,1
"39766",0,7,4,4,2,10,8,10,3,6,2
"317658",0,6,4,5,8,11,3,6,7,5,8
"2740404",2,4,1,4,5,9,4,4,3,7,2
"148813",4,29,27,47,24,33,20,25,30,31,14
"2624044",6,44,23,49,32,60,31,51,57,38,10
"2706014",2,12,8,5,8,10,8,4,11,2,4
"2714855",0,10,10,13,9,29,22,7,10,8,3
"291048",3,17,6,17,16,22,10,22,70,27,17
"244787",3,16,4,17,15,13,7,7,15,13,3
"2632186",1,3,1,4,6,2,2,7,9,5,2
"1424653",1,5,3,10,8,11,5,15,13,21,1
"637389",4,22,19,19,19,28,17,23,38,22,7
"990288",0,2,3,1,6,5,4,1,5,6,0
"743299",5,18,39,56,28,44,30,51,69,31,18
"243159",4,9,7,15,15,9,7,8,5,14,0
"380394",0,1,3,2,2,7,31,2,3,1,0
"637390",10,47,59,85,21,81,47,34,86,71,24
"2614801",1,8,9,5,9,16,9,9,8,0,1
"1232575",2,9,2,17,9,13,5,9,5,5,0
"1069642",10,43,42,46,43,72,38,53,63,53,38
"765869",1,32,27,34,18,30,17,24,28,19,10
"264462",3,6,7,9,4,6,4,4,10,5,3
"2220073",8,28,42,22,26,38,23,22,34,32,24
"2231053",3,22,26,28,21,29,25,16,32,27,11
"2748865",4,15,21,29,15,28,13,19,24,24,12
"1184267",3,36,56,65,35,52,35,31,71,79,39
"960",4,25,26,24,26,38,19,25,39,28,7
