"","TECcM2TOMPOOA051310.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report"
"2775504",7,10,8,2,3,9,7,7,8,5,11
"46257",2,5,3,0,1,2,3,2,6,1,1
"86840",0,4,2,0,1,0,0,0,0,3,0
"1392877",570,1632,796,93,396,649,854,556,1288,514,1568
"319939",679,1119,833,93,412,614,898,464,1844,503,986
"237610",602,1079,875,103,451,611,892,538,1165,575,765
"1301098",82,195,130,15,61,158,178,85,214,92,265
"1245526",348,834,520,54,268,451,589,325,756,347,559
"384676",189,298,278,41,119,208,260,157,312,169,227
"43306",288,528,520,52,206,366,514,260,582,264,437
"157782",273,436,412,52,189,297,439,237,463,246,329
"2599595",265,432,403,49,152,290,419,216,444,262,321
"487184",220,396,351,28,163,226,343,255,417,160,271
"104087",206,389,255,38,136,201,288,183,318,177,214
"237609",170,377,241,32,190,197,315,184,356,179,256
"216142",181,329,273,32,119,191,292,158,441,162,229
"1499686",174,327,285,36,200,181,278,269,475,155,286
"472181",200,326,273,31,133,177,268,205,328,137,279
"364197",145,310,215,28,138,135,256,158,372,149,191
"157783",189,309,293,31,126,205,248,176,375,174,211
"198618",139,291,213,27,124,169,221,150,240,151,149
"86264",7,6,4,2,3,2,10,2,6,2,5
"198620",131,270,215,38,75,150,252,162,258,159,194
"553151",121,253,207,20,144,128,236,190,241,135,217
"515393",159,251,238,28,90,168,243,151,270,124,198
"1395516",27,64,62,35,23,43,45,80,64,25,40
"797277",134,241,250,25,132,164,219,186,223,128,185
"95300",114,230,183,19,72,117,178,126,229,119,161
"702115",161,226,225,38,106,152,197,139,207,125,162
"437900",144,218,155,11,73,115,173,135,227,99,151
"1691904",107,217,137,14,89,104,138,601,345,82,178
"219572",97,211,184,16,82,124,177,82,164,108,129
"86265",102,207,147,44,90,126,155,116,133,89,125
"1148509",97,198,167,24,61,113,187,91,188,67,135
"359110",108,196,126,17,66,118,160,96,193,88,130
"1853130",116,193,145,26,67,117,203,88,157,109,111
"191390",114,189,167,27,78,118,172,110,271,90,112
"395598",106,183,161,21,81,97,168,92,156,121,97
"741155",73,182,103,17,65,75,85,626,212,44,123
"1434072",114,178,201,25,78,119,212,108,240,76,158
"244566",89,171,143,22,61,104,166,69,159,94,117
"321846",59,153,132,13,44,99,109,67,117,78,83
"46677",91,153,163,21,75,133,184,81,230,93,166
"1274359",69,149,77,8,44,59,101,547,179,40,96
"1421430",94,148,159,14,82,107,157,110,196,72,112
"2505979",62,144,123,35,66,71,131,98,129,66,74
"47884",84,142,112,9,75,88,153,92,127,67,92
"554344",94,133,68,9,55,71,74,341,504,57,146
"163011",63,133,117,18,57,92,133,91,143,69,81
"158627",86,130,109,20,56,86,115,82,132,68,91
"2774460",62,127,87,7,40,76,82,57,128,49,75
"2774461",53,109,63,9,21,62,71,56,106,42,56
"2502979",64,108,83,11,37,58,95,88,170,37,83
"1788301",55,105,94,4,47,47,93,67,128,63,95
"122355",61,96,109,9,54,68,121,61,108,66,84
"1628086",45,87,64,16,38,58,96,55,79,40,67
"53407",47,82,52,6,31,48,66,44,75,35,40
"1306993",13,63,24,5,19,17,25,27,42,18,28
"2565368",32,62,68,52,24,34,40,59,46,29,34
"1615674",23,42,46,1,13,30,34,23,42,24,30
"1785145",15,31,25,5,23,13,20,16,17,20,10
"2681983",13,23,9,4,7,10,22,16,31,9,12
"1583341",7,15,20,5,7,12,10,8,9,4,10
"2219225",7,8,6,0,4,5,8,45,5,3,4
"1302376",2,8,6,3,6,3,9,4,7,1,7
"470150",2,3,9,1,4,5,2,3,0,5,1
"353",557,2664,793,100,447,820,918,556,1245,637,702
"69964",465,746,488,72,289,847,507,358,940,315,441
"354",415,726,548,73,252,500,637,361,762,334,562
"1510150",176,445,326,73,165,163,275,367,199,125,282
"1697053",15,53,44,3,20,12,24,33,27,20,22
"2213226",10,12,13,1,14,4,10,6,9,7,19
"2785331",4,9,14,0,8,3,7,8,9,2,14
"1879049",59,95,82,6,41,60,116,63,78,70,92
"2563897",9,28,19,3,10,9,10,15,9,1,13
"2798861",9,21,11,0,10,11,16,9,3,5,10
"2004646",3,18,5,1,3,4,11,4,9,3,12
"2714110",9,18,15,3,4,8,11,14,11,7,10
"2004647",5,16,8,1,2,6,8,5,7,2,4
"1407071",6,15,12,0,5,6,5,9,8,9,7
"2601122",5,11,16,1,1,8,19,10,13,6,12
"1646498",7,10,10,1,5,6,10,7,4,9,8
"1808001",9,9,17,1,7,8,12,13,10,7,14
"1608473",5,8,5,1,5,2,4,10,7,7,8
"1758189",4,8,6,1,10,6,12,12,8,9,10
"2079596",3,7,2,0,0,1,5,3,7,0,5
"1636603",0,6,4,0,0,2,14,7,3,3,2
"2545797",3,6,3,0,3,0,11,2,4,3,4
"1827285",1,5,2,0,3,7,4,1,8,3,5
"2609668",4,4,2,2,4,2,8,0,4,2,4
"2725684",0,4,1,0,3,1,3,1,1,1,2
"2004644",3,3,2,1,3,4,2,2,0,0,0
"2743575",1,2,2,1,0,3,2,1,3,2,3
"470",41,53,66,14,20,68,55,34,109,29,116
"48296",20,24,31,81,7,9,19,43,79,12,50
"471",19,19,15,9,8,12,21,10,9,9,17
"1530123",7,19,20,8,12,17,21,15,40,5,11
"106654",12,10,14,4,7,11,16,14,17,10,10
"1785128",8,4,9,19,3,5,10,7,11,7,4
"756892",32,74,67,8,41,33,61,91,58,30,44
"1789224",8,62,18,2,6,6,28,13,24,10,11
"108981",20,44,22,3,17,22,27,34,19,9,20
"29430",11,35,8,1,11,14,14,13,18,6,12
"40214",0,31,0,1,17,25,0,15,49,22,0
"981334",0,2,4,0,0,1,3,1,1,2,3
"487316",13,26,16,2,4,11,22,14,18,5,20
"106648",12,25,16,15,14,11,20,7,25,18,106
"1046625",0,1,3,0,0,1,0,0,1,1,0
"134534",5,21,24,0,3,9,12,13,18,8,4
"202954",6,18,16,0,7,12,12,11,5,10,12
"70348",9,18,8,1,4,14,6,2,5,3,11
"1197884",1,16,9,2,2,3,2,9,3,7,4
"1879050",16,16,16,0,3,11,18,6,23,8,18
"62977",11,15,18,3,5,10,11,10,11,7,23
"70346",4,15,4,0,2,10,8,16,7,8,10
"108980",6,15,24,2,10,16,20,20,12,8,19
"2006115",2,14,8,2,3,9,11,9,15,6,8
"1871111",7,14,3,2,3,10,8,7,9,8,6
"2715163",3,11,6,1,3,9,4,8,6,8,11
"40215",20,10,20,1,74,15,30,14,28,39,34
"202956",10,10,5,2,6,10,3,14,13,6,8
"2136182",2,9,1,2,4,9,7,3,5,8,14
"436717",2,8,3,3,2,5,2,2,2,2,7
"106649",1,8,8,1,4,4,5,3,9,0,3
"2662362",7,7,6,3,5,8,10,4,2,2,9
"2715164",6,7,12,2,8,5,6,6,5,9,5
"2004650",2,2,6,1,2,3,12,12,9,9,8
"1324350",3,1,15,2,0,4,6,9,10,7,8
"1699621",12,21,13,3,8,19,11,12,11,17,15
"1028416",12,19,22,4,12,11,14,8,14,11,9
"1699623",1,16,3,2,3,4,8,4,7,5,2
"1720344",5,10,10,2,4,3,9,4,3,4,6
"1699622",2,10,1,0,3,1,11,2,3,1,4
"2772254",4,9,5,3,4,8,10,10,8,10,8
"571800",4,8,3,0,1,1,3,5,3,1,11
"349106",6,7,7,0,0,5,4,6,2,3,5
"1699624",2,4,4,0,2,1,7,4,7,6,4
"56811",0,4,1,1,0,1,5,1,0,0,1
"2733866",0,3,1,2,4,1,1,5,4,1,4
"2203895",1,2,6,1,0,2,0,1,2,0,1
"1028419",0,1,0,0,0,0,0,0,0,0,0
"256326",22,48,29,3,17,39,24,19,10,28,23
"45610",18,21,26,2,24,43,27,17,22,18,14
"259536",12,18,19,2,3,16,18,12,26,12,24
"330922",3,8,2,0,5,3,16,8,7,7,7
"34062",35,95,53,5,30,45,68,40,46,28,68
"476",12,21,21,3,2,5,16,6,7,10,24
"480",13,20,19,0,5,8,19,0,10,6,9
"34061",11,18,22,5,14,13,24,21,21,15,29
"386891",4,18,22,2,7,10,18,9,9,14,15
"478",9,8,7,0,4,6,15,11,12,4,7
"29433",0,6,1,1,1,5,2,3,3,2,1
"2283318",27,62,53,3,27,34,54,33,47,27,44
"453783",3220,7746,30973,924,18486,6226,7685,5911,7279,6787,5458
"2290922",1160,1754,2891,236,1508,1851,2876,1477,1924,3566,2498
"2762611",711,1005,1452,117,1126,987,1438,1017,1067,808,1914
"2781021",197,290,337,34,199,231,392,212,255,231,406
"2781022",169,252,341,29,206,233,295,218,241,193,377
"2714936",110,169,227,23,93,134,160,125,124,113,178
"2781024",98,140,183,15,126,110,204,150,144,107,230
"2781023",89,114,163,19,87,103,190,125,130,113,199
"69",2721,4043,5630,485,3634,3636,5517,3411,4125,3423,5383
"2763317",4274,3798,6974,651,4077,6022,8634,4010,5536,4699,6557
"2795387",1202,1888,4678,212,3364,1891,2694,2362,2243,1813,2318
"84531",986,1526,2183,199,1321,1371,1929,1401,1607,1267,1901
"435897",967,1476,2279,198,1379,1296,2073,1238,1436,1300,1954
"1605891",1074,1351,2077,212,1453,1494,2032,1532,1654,1381,2640
"1324796",1031,1305,2231,223,1022,1371,2511,1260,1473,1687,4297
"262324",760,1197,1683,138,1024,1090,1561,996,1157,957,1298
"2591633",838,1142,1563,147,1205,1179,1547,1160,1289,940,2095
"2698682",595,860,1252,109,788,813,1450,912,947,830,1515
"40324",2193,3921,3902,483,2627,2960,4339,3359,3494,2594,5109
"2072414",161,308,301,29,225,232,347,222,261,200,279
"2072413",170,282,275,22,207,202,320,226,248,190,314
"2072405",60,144,169,19,95,111,186,115,124,128,138
"2072407",51,125,130,5,65,75,111,77,64,55,114
"2072412",60,89,102,18,75,79,117,83,95,78,99
"2072406",45,83,78,12,60,61,83,61,67,32,71
"2072409",17,43,45,3,28,15,29,32,23,18,30
"2072408",29,29,28,3,12,30,27,26,20,16,24
"1904944",305,508,620,62,370,449,536,458,437,376,593
"2770322",283,461,540,45,335,364,555,433,388,322,494
"2691571",179,360,325,24,219,238,364,261,272,248,353
"2742129",90,200,199,40,135,136,196,175,176,141,222
"2303750",66,105,132,379,68,82,114,89,82,81,96
"2040586",71,98,136,10,158,120,113,110,73,198,234
"2005046",52,89,116,8,69,64,121,112,101,56,130
"2282124",15,27,36,3,18,16,33,33,32,9,30
"2682487",7,25,25,0,11,21,26,17,32,14,24
"2775920",11,25,33,4,29,17,32,19,15,17,54
"1827305",5,18,32,18,33,26,48,32,24,17,43
"216778",859,1603,1705,179,1157,1106,1763,1415,1338,998,1666
"128780",580,929,1095,113,705,781,1137,1146,840,652,1237
"2045451",20,48,35,19,18,22,34,31,29,24,39
"83617",1,1,2,0,3,0,2,1,3,3,0
"149696",156,223,243,23,174,146,271,181,183,136,237
"359385",64,119,111,17,78,95,141,104,131,76,114
"340",59,88,123,10,83,77,126,91,85,90,113
"92826",60,79,80,8,43,42,89,72,57,46,85
"2724122",108,162,133,16,93,104,200,131,122,88,170
"2724123",74,159,132,12,97,118,163,108,108,127,141
"2724121",88,158,202,19,106,113,221,138,118,122,165
"2775162",13,15,23,2,9,10,27,12,19,24,20
"2776703",1,3,0,0,1,0,3,2,1,0,0
"152263",135,234,314,11,159,199,348,227,206,186,300
"134875",113,189,214,21,124,123,252,166,203,163,219
"487909",28,60,75,4,42,58,76,45,41,50,62
"56458",551,807,992,97,608,679,1169,831,743,581,1081
"64187",90,194,145,22,86,95,183,120,115,82,148
"129394",33,75,72,8,76,63,91,47,61,57,77
"56464",351,595,688,66,374,497,767,555,556,434,685
"346",309,589,572,77,366,388,645,395,426,326,524
"380358",1,3,0,1,1,1,3,1,4,2,1
"56455",291,469,517,52,270,371,599,418,381,322,527
"195709",60,99,116,6,70,65,85,68,69,77,100
"69929",39,77,66,9,43,36,72,54,44,40,54
"925775",28,52,50,9,51,39,53,54,61,50,40
"56453",195,331,395,36,229,233,417,288,240,221,378
"48664",174,325,376,46,229,266,388,229,249,231,344
"487904",52,84,101,4,65,79,136,90,82,74,103
"2754056",25,41,57,1,25,27,56,52,31,27,28
"707209",3,5,7,2,0,2,7,1,5,0,6
"454958",9,10,18,4,7,7,16,13,11,15,19
"325776",1,6,4,0,3,2,5,2,4,6,4
"487849",2,3,3,0,1,1,4,2,1,4,4
"1219375",128,244,272,25,144,193,278,192,203,169,296
"1982678",110,198,212,25,109,112,130,114,109,118,141
"1101443",3,24,9,1,9,7,11,8,11,2,15
"1304892",1,2,1,0,1,1,4,2,0,2,1
"2259622",114,150,147,21,109,122,172,128,111,88,183
"359387",8,15,18,0,5,10,5,16,15,6,15
"207721",5,14,17,0,10,8,21,5,12,8,22
"189396",7,6,19,2,4,12,16,4,11,7,9
"316273",2,1,3,0,0,0,1,1,0,2,7
"92828",49,74,73,7,74,53,100,59,68,46,96
"317013",1,4,4,0,1,1,2,1,2,1,2
"442694",7,15,58,4,13,23,25,6,37,11,30
"2799326",800,1299,1612,153,875,1118,1641,1246,1357,1053,2247
"1896164",692,1049,1243,108,779,968,1523,7483,3012,742,2084
"2508168",652,1004,1245,114,675,848,1334,961,1045,750,2950
"2799325",626,983,1282,134,633,804,1270,908,1031,816,1575
"2761107",568,913,1143,100,670,834,1325,883,884,726,1566
"1176533",943,1268,1596,145,916,1107,1693,1249,1380,928,2175
"2006110",697,1222,1245,114,733,831,1408,1014,1029,872,1867
"2565782",594,1000,1225,104,812,774,1263,956,991,756,2834
"743721",727,1306,1425,107,957,935,1477,3548,1143,793,1835
"128785",1473,2181,2274,592,27917,1397,2069,20652,1612,1112,6212
"1045855",535,795,941,91,651,645,1027,894,717,542,1151
"2202149",787,1135,1593,187,1006,1063,1649,1180,1162,1199,2122
"2771436",683,1037,1214,137,3954,878,1354,5380,1006,745,1551
"2714945",457,706,895,112,634,577,994,715,672,578,1123
"215691",829,1258,1906,152,1205,1178,1963,2097,1280,1208,2244
"1463158",641,1026,1222,134,754,842,1217,1072,949,785,1421
"370777",1046,3430,2052,376,1520,1107,1733,5899,1561,878,2696
"2511995",450,823,1033,64,408,485,1315,561,578,561,730
"698414",1,3,1,0,1,1,4,0,2,1,2
"1401256",1,3,1,0,0,4,3,2,0,0,0
"644357",2,2,3,0,1,1,1,2,1,0,3
"671135",1,2,3,1,2,0,0,1,2,1,1
"1444770",44,86,61,5,53,61,81,51,58,46,61
"445710",861,1337,1807,129,642,922,4681,847,1060,1130,1884
"2763498",379,728,899,78,432,442,1923,443,486,574,785
"2501295",151,278,365,19,197,148,962,213,205,215,363
"1217721",493,843,1097,52,422,554,2153,502,638,644,903
"1849581",242,409,654,38,276,292,1556,283,275,293,539
"666685",853,1405,1741,130,646,877,4622,881,1017,1048,1857
"2778082",698,1112,1387,123,513,767,3418,851,880,907,1522
"582702",517,746,1026,72,384,458,4779,527,529,555,1021
"1300342",1435,2677,2763,213,1240,1616,4547,1760,1922,1619,2422
"2589080",522,940,1134,80,482,634,1780,641,828,676,980
"1440763",525,905,1113,85,450,578,1610,536,702,656,866
"2010829",714,1263,1509,104,578,806,2993,805,951,874,1481
"2021234",423,839,1512,77,406,408,789,406,501,363,710
"767434",266,479,509,39,249,278,706,290,338,285,406
"550",258,553,497,64,345,414,502,572,482,6101,1581
"158836",112,201,141,21,76,135,223,138,205,125,171
"69218",67,125,92,13,60,90,143,62,101,91,87
"61645",68,106,95,9,84,88,130,59,74,87,81
"1812935",48,92,127,9,56,57,126,52,87,82,117
"2494701",25,65,55,6,20,31,71,36,31,57,61
"208224",17,45,36,3,15,14,41,29,29,17,39
"299767",21,30,35,1,12,25,23,24,26,24,31
"2071710",9,30,24,4,13,21,15,9,18,14,15
"2757714",28,23,23,0,16,18,26,6,21,14,14
"2724468",67,145,112,11,35,92,132,73,89,99,113
"2596949",59,127,88,11,43,71,113,50,90,52,95
"1914861",44,115,84,12,41,73,100,57,71,56,74
"2742676",24,51,40,2,27,29,44,20,39,19,28
"2742639",21,50,26,5,21,18,36,11,27,21,26
"399742",24,47,43,8,25,34,57,32,33,33,34
"2742619",14,24,22,0,7,14,19,9,17,12,14
"1166130",7,21,16,1,6,5,6,7,4,11,9
"2705458",3,13,7,1,8,5,13,6,10,10,7
"2500132",3,11,10,1,6,6,13,11,4,4,10
"1560339",5,9,6,1,11,11,20,7,10,3,6
"648691",1,5,0,1,1,1,2,0,1,2,0
"2565914",0,4,2,0,2,1,3,3,7,1,1
"1868135",1,3,3,0,4,1,6,1,3,2,4
"1827481",1,2,1,0,0,2,0,0,2,1,3
"2742673",3,1,1,0,0,3,2,1,2,1,2
"2742656",0,1,3,0,1,1,1,0,1,9,0
"2747372",0,1,2,0,0,0,1,0,1,2,2
"2051905",0,1,0,0,0,0,0,0,0,0,0
"881260",32,93,76,13,25,89,61,37,84,48,71
"2478464",30,63,48,5,27,28,55,12,31,31,32
"885040",20,36,27,2,11,21,44,16,34,17,24
"539813",2,3,12,0,3,1,2,2,1,2,2
"72407",3,19,7,1,4,9,10,6,11,4,5
"39831",1,5,2,0,3,3,4,3,3,2,2
"1328373",0,1,0,0,0,0,0,0,0,0,1
"1365186",0,1,0,0,0,0,0,0,0,0,0
"1420012",1,1,0,0,0,0,0,0,0,1,0
"548",126,328,269,24,116,190,290,140,246,187,209
"2681387",8,22,17,1,9,10,19,5,15,11,12
"2787706",3,7,3,0,0,6,5,3,6,2,4
"2675726",3,6,6,3,3,6,5,3,5,8,3
"2697371",0,4,1,0,4,1,2,3,1,2,1
"2015795",1,2,0,0,1,0,0,1,1,1,2
"2267618",1,2,0,0,0,1,1,0,4,0,0
"2675710",2,1,1,0,4,2,5,4,7,2,0
"571",107,208,164,17,92,147,199,119,182,130,172
"1134687",101,202,155,12,74,99,185,111,162,109,0
"1667327",5,9,6,1,2,3,3,4,6,3,5
"244366",64,102,0,9,0,73,0,0,92,80,80
"2026240",29,47,71,1,10,29,35,27,42,27,27
"2153354",29,43,41,5,21,32,49,21,36,24,46
"2489010",14,38,30,2,13,29,35,16,28,26,36
"2058152",17,21,25,1,12,10,31,15,26,24,22
"546",102,204,173,16,86,104,179,96,148,86,125
"67827",14,28,19,1,12,22,27,16,15,12,16
"1639133",7,16,13,6,9,8,8,7,13,12,13
"2816438",5,13,12,0,1,13,16,4,12,10,4
"57706",10,12,5,0,2,7,10,12,8,8,7
"133448",3,10,27,2,7,10,5,11,6,5,10
"1573676",27,61,60,7,25,46,57,34,50,31,35
"2742624",41,55,82,7,18,37,66,30,36,34,35
"2546350",11,23,18,2,12,7,19,14,18,15,17
"2781952",8,17,12,0,8,9,8,5,11,8,12
"1702170",0,7,4,0,2,0,3,2,3,0,2
"2742627",0,6,5,0,2,1,0,1,3,1,4
"1703250",2,3,2,0,2,3,1,2,3,3,1
"1920110",3,3,4,0,0,0,0,2,1,0,3
"2742675",0,3,0,0,0,2,3,0,0,1,1
"2742667",1,3,2,0,0,2,2,1,3,0,2
"2742626",0,2,1,0,1,1,0,1,4,1,1
"2742657",1,1,2,0,1,0,0,0,1,0,0
"2742625",2,1,6,0,1,5,0,2,4,0,2
"2742668",0,1,1,0,0,2,1,1,0,0,0
"2697370",1,1,2,0,0,0,0,0,0,0,0
"2742678",0,1,1,0,0,0,0,0,0,2,0
"637910",57,112,105,9,45,72,104,51,89,74,63
"67824",39,75,46,2,24,27,47,22,59,27,45
"1261127",20,50,38,3,29,18,37,28,40,21,39
"545",16,38,31,4,11,14,27,21,34,20,34
"2562449",19,37,33,2,14,16,34,29,28,31,36
"2653932",31,31,42,4,13,27,24,31,33,18,32
"1748967",3,6,11,0,3,7,6,2,4,3,3
"1563222",4,5,3,0,5,8,3,5,4,1,2
"1138308",10,18,13,1,4,12,10,8,13,14,13
"413498",81,146,137,14,64,93,140,61,102,94,94
"1074000",57,121,97,16,46,81,107,50,74,64,89
"1073999",64,102,98,9,43,74,104,37,78,68,78
"1159491",1,1,1,0,0,0,5,0,0,1,1
"1159613",11,24,10,3,8,16,9,12,15,9,10
"1906275",12,13,13,1,9,5,25,11,11,13,7
"2725560",36,79,71,9,33,42,68,44,54,37,140
"2492396",29,65,61,6,28,31,57,28,38,32,62
"2067958",20,48,37,7,17,27,32,19,52,35,30
"1300165",7,20,21,3,5,13,17,13,30,14,21
"1235834",4,14,6,3,7,9,3,6,1,6,10
"551989",21,57,51,4,27,30,44,28,38,30,35
"1177180",3,1,1,0,3,3,7,1,10,1,4
"497725",14,41,30,4,19,27,34,20,32,27,24
"1646340",26,41,41,8,45,34,32,16,25,17,26
"2714951",62,82,59,7,28,99,80,38,72,59,53
"2815358",59,78,54,5,27,47,63,51,90,41,72
"2282310",6,21,16,0,11,10,23,10,9,21,13
"2282309",7,19,27,3,5,15,21,13,15,6,16
"2681308",13,14,13,0,9,18,24,11,20,9,20
"2681309",8,9,5,1,4,4,9,2,2,5,7
"1920114",5,7,12,0,5,4,6,3,5,11,1
"2681307",15,7,20,3,5,10,30,7,6,19,11
"83655",93,183,149,15,69,116,191,79,117,95,121
"2822132",3,10,1,0,0,3,3,5,4,0,2
"83334",2,7,2,0,1,6,3,6,4,3,6
"696406",0,3,0,0,0,0,0,0,0,0,1
"2233553",0,3,0,0,0,3,0,0,0,3,1
"930406",0,3,0,0,1,0,0,0,0,0,1
"585034",0,2,1,0,0,0,0,1,0,1,0
"409438",1,1,0,1,0,2,0,1,2,0,0
"2048778",0,1,0,0,0,0,0,0,0,0,0
"2048781",0,1,0,0,0,0,0,0,0,0,0
"1392858",0,1,0,1,0,0,0,0,0,0,0
"2763104",4,1,0,0,0,13,6,0,11,0,0
"1045010",0,1,0,0,0,0,0,0,0,0,0
"244319",0,1,0,0,0,0,0,0,0,0,0
"1078034",1,1,0,0,0,1,1,1,0,0,1
"2810408",0,1,2,0,0,0,0,0,0,0,0
"2810404",1,1,0,0,0,0,1,0,0,0,0
"208962",28,63,46,6,35,33,49,27,45,30,33
"564",24,61,32,5,10,25,38,17,33,22,27
"1499973",16,32,20,4,16,22,30,12,23,18,21
"2044467",8,14,23,0,5,15,10,7,15,4,16
"575",47,84,100,6,25,55,109,49,70,44,60
"577",29,83,54,6,23,51,77,36,48,36,59
"54291",27,68,0,5,0,0,53,34,0,37,49
"1259973",11,22,39,1,12,18,23,13,26,14,11
"2259647",3,3,3,0,1,2,1,2,0,0,0
"61647",244,419,411,31,198,266,402,227,291,229,332
"701347",9,19,19,0,20,19,37,25,32,17,22
"59201",76,139,96,8,50,96,107,76,95,77,68
"59202",25,22,26,2,13,26,37,19,25,17,19
"59208",6,8,12,0,9,3,18,2,9,3,8
"59204",5,4,4,1,4,0,5,3,3,6,3
"59205",3,4,4,1,1,5,3,3,5,8,2
"59203",3,3,4,0,1,2,5,2,5,6,3
"41527",1,3,24,0,6,0,1,2,3,3,2
"1197719",0,2,0,1,0,0,3,0,0,0,0
"158822",155,331,298,26,128,198,259,147,198,152,207
"2545798",44,90,62,7,34,41,89,63,52,49,73
"158823",57,76,58,9,31,72,116,42,70,46,66
"61646",64,144,102,11,55,96,131,60,98,59,70
"2153385",16,37,32,1,13,23,41,21,17,22,24
"69220",18,29,16,2,11,28,25,14,27,16,8
"61648",40,76,67,9,28,42,54,26,45,30,49
"2774055",43,71,77,6,40,46,71,61,57,58,72
"51288",12,32,23,2,9,23,30,14,20,25,11
"566",78,142,114,17,53,86,91,62,116,86,76
"2579935",72,137,127,10,44,91,145,89,107,60,76
"158877",61,113,61,7,47,48,76,51,67,56,59
"1851514",52,107,76,9,41,57,98,53,74,42,63
"2479367",25,57,43,7,21,22,42,39,37,25,36
"82977",21,35,44,3,20,27,46,36,36,24,30
"146507",26,34,25,5,10,19,26,24,31,15,33
"84564",9,20,15,2,2,15,17,17,22,13,26
"1906659",3,11,6,0,5,3,0,7,6,4,7
"1906661",3,8,6,1,1,1,7,1,5,3,3
"1906657",11,7,8,1,7,9,10,9,7,11,10
"1682492",2,5,0,0,0,0,1,3,3,4,2
"472825",2,4,6,0,1,3,4,1,0,3,5
"199891",1,3,0,0,2,1,4,3,2,2,0
"1906660",0,1,2,0,0,0,1,0,0,2,2
"565",45,93,93,16,42,63,85,58,79,51,69
"1972431",28,64,53,2,19,37,58,19,44,30,49
"395631",2,13,6,0,6,4,7,1,3,4,3
"1756993",4,8,8,0,8,3,2,1,2,3,2
"563",72,87,63,4,42,73,97,59,77,47,74
"2675784",0,5,1,1,0,0,0,0,0,1,1
"2675785",0,3,0,0,0,1,1,0,0,2,1
"2675772",0,2,1,0,0,0,0,0,1,0,1
"2675775",0,2,0,0,2,1,0,1,1,0,0
"2675794",0,2,2,0,2,1,2,1,0,0,3
"2675793",2,2,5,0,0,2,1,2,1,1,3
"2675791",0,2,3,1,0,1,0,2,0,0,3
"2675789",2,2,0,1,2,1,3,0,4,0,0
"2675782",0,2,0,0,0,1,1,1,0,0,0
"2675783",0,2,0,0,1,0,0,0,0,2,1
"2675797",0,1,12,0,2,1,0,3,2,0,4
"2675795",1,1,0,0,0,0,0,0,0,1,1
"2675792",1,1,3,0,2,0,0,1,0,2,2
"2675788",0,1,0,0,1,1,1,0,0,0,0
"2675787",0,1,3,0,2,2,1,1,2,0,2
"2675786",1,1,0,0,1,0,2,0,0,0,0
"2675781",2,1,0,0,0,0,1,1,1,0,1
"2675780",0,1,1,0,0,0,0,2,0,0,0
"2675779",0,1,0,0,0,0,1,0,0,1,0
"2675778",1,1,0,0,0,0,0,2,1,0,1
"2675776",0,1,0,0,0,0,1,0,0,0,0
"1048758",33,29,33,3,0,22,33,13,26,9,14
"42897",0,1,0,0,0,0,0,0,2,0,0
"622",2,4,3,1,3,1,3,1,1,2,2
"621",0,1,1,0,0,1,2,0,1,3,0
"2487150",5,8,7,3,3,8,10,5,14,5,2
"401619",0,3,2,1,2,1,0,1,1,2,1
"428411",1,2,2,0,2,1,0,0,1,0,1
"476281",2,4,2,0,2,3,2,3,4,1,5
"911022",6,8,8,1,9,5,6,11,3,4,7
"1334564",3,7,6,3,0,5,4,8,3,5,9
"273526",5,6,6,2,3,9,10,0,16,4,4
"435998",1,3,1,0,3,0,0,4,2,1,2
"2420306",36,79,52,9,26,49,72,37,45,36,38
"104623",46,59,52,7,28,30,52,45,71,29,41
"671990",24,52,43,4,18,34,58,26,21,27,21
"2597702",24,50,62,4,13,32,56,23,44,34,43
"2033438",32,28,27,2,20,39,44,21,31,32,31
"2448483",3,14,8,0,12,11,10,6,11,6,7
"2447890",13,14,20,3,8,11,14,14,11,8,14
"2724469",2,7,1,1,7,1,8,2,8,3,3
"2773264",1,6,6,0,8,7,4,0,6,3,2
"2482769",5,6,4,2,1,5,9,3,4,3,2
"2785630",3,4,1,0,0,2,1,0,3,2,0
"1327989",6,4,3,0,4,9,8,6,13,5,7
"488142",4,4,5,0,4,4,7,2,5,7,3
"1758196",1,3,3,0,0,2,3,1,1,3,2
"2485839",0,2,2,0,1,2,0,2,0,1,1
"1154756",28,64,52,3,32,48,50,11,36,40,57
"682634",3,10,5,1,2,7,15,4,5,4,2
"1006598",0,1,2,0,0,0,2,0,8,1,3
"61652",106,167,143,17,53,123,168,71,198,96,115
"618",87,153,138,14,65,96,153,85,117,81,110
"47917",75,150,145,21,62,100,138,86,120,99,103
"2741499",58,123,87,5,23,67,76,42,58,56,60
"399741",4,6,13,0,3,7,10,5,9,3,15
"82995",34,80,65,6,27,36,68,47,44,26,40
"568817",1,10,1,1,4,5,6,1,4,10,7
