"","X0n7bM2TOMPOOA100365.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report"
"935293",35,27,73,8,29,40,13,22,13,28,10
"28152",33,12,33,2,16,27,13,10,11,11,8
"1453495",28,12,38,6,15,18,8,16,20,12,8
"29484",25,18,68,3,14,32,8,18,0,21,8
"349967",25,19,81,5,24,44,16,18,19,33,14
"29485",20,14,45,1,21,18,8,9,24,18,6
"263819",19,13,39,6,6,17,14,10,15,11,6
"2607663",16,11,25,5,10,20,15,7,12,14,4
"2339259",9,9,7,0,3,2,2,3,8,6,1
"349968",3,2,6,0,1,4,1,4,5,9,1
"419257",3,3,6,0,7,3,4,6,2,8,1
"1179669",2,4,1,0,0,3,9,3,2,3,7
"2126321",342,212,379,47,212,283,205,201,273,264,97
"745277",82,45,111,8,61,62,51,46,45,57,17
"1151116",1,0,3,1,1,3,1,0,1,3,0
"1805933",94,76,196,18,81,100,58,69,87,76,26
"741091",3,1,3,1,1,4,0,0,0,0,0
"2703885",16,3,26,1,6,5,7,3,10,9,1
"929813",195,111,177,28,139,207,121,121,124,128,50
"1646377",126,97,149,17,85,109,82,100,105,81,47
"41202",110,81,203,23,74,105,72,65,87,99,40
"1441930",41,56,99,9,38,57,33,35,24,52,24
"1878942",21,5,42,4,12,12,10,8,15,16,8
"2575375",138,87,153,26,95,88,84,76,91,92,28
"592316",105,57,160,20,66,94,58,69,71,97,41
"1484158",101,68,188,17,66,119,54,76,58,71,46
"2052056",86,53,177,12,51,53,42,50,58,72,28
"2490851",83,53,164,14,42,80,52,39,39,64,27
"2479547",49,26,58,5,31,45,13,23,35,39,16
"2768165",7,3,4,0,2,7,0,2,5,4,1
"2787629",6,3,8,0,10,10,2,6,10,8,0
"59814",314,160,466,51,207,286,183,246,211,240,102
"712898",10,8,13,0,3,12,6,6,6,6,3
"549",168,118,202,33,84,183,104,100,101,102,43
"932677",1,1,4,0,1,1,0,0,1,0,0
"1123863",1,0,5,0,1,4,0,0,0,3,0
"55209",115,69,173,14,56,94,55,71,66,51,24
"66271",19,5,27,1,3,15,13,8,4,9,4
"1891675",93,59,144,18,55,65,41,43,45,58,23
"1076550",65,51,97,25,38,51,42,30,40,75,21
"1235990",13,7,20,2,3,15,1,7,8,14,0
"470933",4,7,7,3,6,10,6,10,6,6,1
"1619313",185,91,242,28,88,111,71,70,102,117,43
"55211",112,82,188,22,75,91,60,55,76,74,36
"2681984",66,53,159,15,43,60,35,38,58,45,32
"2547962",19,19,21,2,16,13,10,14,10,15,7
"215689",15,16,29,3,8,14,6,15,7,13,11
"465817",90,51,94,12,51,70,53,60,49,49,24
"634500",36,22,23,2,13,21,12,28,19,9,17
"1407064",3,0,2,0,1,1,1,1,5,1,0
"716540",1,0,0,0,0,1,1,2,0,0,1
"1922217",56,35,98,8,25,41,24,22,34,31,15
"79967",20,12,71,0,0,0,5,7,5,5,1
"665914",195,122,250,28,129,209,131,113,144,135,58
"665913",156,145,218,27,96,167,158,102,123,149,60
"1458355",151,102,171,19,94,129,99,88,93,103,53
"1615494",108,59,162,19,43,75,61,49,39,52,38
"1241869",10,7,15,0,3,4,3,5,3,3,0
"118103",8,3,10,0,0,3,2,0,5,5,2
"135842",8,2,8,2,6,4,0,1,18,9,9
"1315998",7,4,7,0,6,5,5,8,2,6,2
"2315800",7,5,14,0,9,7,8,8,10,16,2
"2518979",6,0,2,0,0,2,0,1,0,1,0
"98785",5,2,4,0,0,2,0,0,0,0,0
"2518977",4,0,2,1,0,1,0,0,1,1,0
"1660043",4,2,2,0,4,2,1,0,1,1,2
"1258543",3,0,7,0,1,0,1,0,5,1,0
"1241860",3,3,2,0,3,0,1,1,2,1,2
"1241836",3,3,1,0,0,2,0,0,2,1,1
"1241834",3,0,2,0,0,3,0,0,1,3,0
"911343",3,1,5,1,3,2,0,0,4,2,1
"2518976",3,5,6,1,3,2,0,2,1,3,2
"2173854",3,0,9,1,1,0,0,0,0,2,0
"118101",3,4,4,1,0,0,0,1,1,11,1
"2495405",3,1,6,0,0,3,1,0,1,2,7
"557993",2,0,3,0,1,2,2,0,0,1,4
"1241865",2,3,8,0,4,2,1,0,0,1,0
"1241859",2,0,4,0,1,2,2,0,2,0,0
"118110",2,1,7,0,0,3,5,2,4,1,0
"1660040",2,0,6,0,0,0,1,0,0,0,0
"655384",2,0,7,0,1,2,0,0,0,2,0
"571428",2,0,6,0,0,1,1,0,2,0,0
"1878935",2,2,3,1,0,1,2,0,0,0,0
"1507522",1,0,5,0,3,1,1,1,2,2,1
"2315802",1,3,5,0,0,0,0,0,2,1,1
"1265350",1,1,3,0,1,0,0,2,1,1,1
"1921549",1,0,4,0,0,2,3,0,1,1,0
"2518980",1,0,3,0,0,0,0,2,4,1,0
"98793",1,0,3,0,2,1,0,0,1,6,2
"1241878",1,0,59,0,0,0,0,1,1,2,3
"98794",1,1,15,2,0,2,0,0,2,5,0
"98804",1,0,7,0,0,0,0,2,1,0,0
"118118",1,1,12,0,0,1,1,0,3,1,0
"261318",1,0,4,0,0,1,0,0,1,1,1
"571430",1,2,7,0,0,1,0,1,0,0,0
"1241832",1,4,3,0,2,5,1,1,0,1,2
"1241833",1,2,5,1,0,4,1,2,0,2,0
"1241884",1,8,2,1,3,4,1,0,0,3,4
"53336",48,20,61,9,14,26,20,22,20,33,13
"82987",41,33,55,8,24,36,15,34,23,32,9
"2487345",41,24,60,5,39,29,19,14,26,36,13
"36868",5,0,10,0,2,4,4,5,1,6,0
"590409",25,9,35,1,15,15,7,11,8,17,10
"1427366",14,6,56,3,10,12,6,10,11,8,2
"1224147",13,7,24,0,8,6,3,3,3,5,4
"1224153",9,7,7,4,3,13,6,5,6,8,1
"1223567",8,6,6,0,1,1,4,6,1,4,0
"1223573",4,1,4,0,1,5,5,4,4,2,4
"1224146",3,2,42,1,5,5,1,1,4,5,2
"1223569",58,27,69,5,38,45,33,28,33,24,6
"1223571",35,21,21,3,21,21,21,40,11,10,8
"561229",1,0,0,0,0,0,0,0,0,0,0
"204040",33,26,29,5,37,30,22,24,26,32,12
"1224149",15,20,14,3,23,16,17,25,17,18,7
"198628",11,3,14,2,7,14,3,8,8,11,3
"1223572",1,0,1,0,0,0,0,0,0,0,0
"579405",4,1,0,0,0,0,0,0,0,0,1
"1226343",3,2,19,0,3,3,1,0,1,2,1
"1223570",1,1,0,0,1,4,0,0,1,0,1
"1225780",1,1,3,0,0,0,0,3,2,2,1
"1089444",67,40,106,15,38,60,34,30,30,35,28
"568766",46,33,50,7,17,26,16,14,22,16,13
"2037915",9,3,7,0,1,3,0,2,2,6,5
"1224145",5,7,26,1,2,5,6,6,4,1,2
"1778540",63,34,68,9,29,52,25,35,27,40,14
"568768",60,32,201,20,36,44,19,30,42,40,11
"180957",96,53,1276,15,60,77,57,57,56,63,43
"555",61,75,168,7,33,67,31,38,52,52,15
"2042057",72,42,136,12,37,50,37,38,38,38,12
"218491",7,3,14,1,9,8,4,1,5,5,2
"1905730",35,0,0,9,0,45,21,0,31,0,15
"2108399",33,35,66,4,23,30,17,24,14,19,8
"1175631",32,16,64,3,25,26,14,24,14,13,4
"2488639",30,16,65,6,15,31,12,13,9,16,4
"78398",21,20,46,2,13,16,16,14,8,4,5
"1201031",6,4,19,3,6,8,5,13,3,11,3
"2722756",154,96,179,23,97,123,71,83,83,97,41
"1109412",105,82,265,15,64,108,56,61,76,91,35
"55213",91,68,121,13,46,68,51,34,48,60,26
"1172565",132,84,174,17,87,125,71,80,98,96,39
"1082704",112,85,146,15,78,108,62,73,87,105,41
"718251",1,0,0,1,0,0,5,1,3,0,0
"93378",103,84,133,15,83,106,68,72,82,73,30
"67780",92,0,124,13,0,0,61,63,66,72,43
"1288122",7,5,7,0,4,4,1,0,4,2,1
"1578828",6,6,6,3,3,4,5,3,6,1,1
"1650654",5,2,0,0,1,1,1,1,1,4,1
"667120",2,0,0,0,0,0,0,1,1,0,0
"1453496",3,6,5,0,3,5,10,1,6,9,5
"546367",27,23,54,3,28,45,22,29,25,29,11
"1848580",4,0,2,0,5,3,1,0,0,2,0
"82983",20,21,31,3,16,25,16,16,18,16,7
"1141663",4,1,0,0,0,1,0,1,0,3,0
"158850",19,12,29,2,10,30,13,14,4,11,11
"126385",18,12,26,1,8,14,12,2,8,8,2
"333962",16,12,37,2,14,12,8,7,10,13,4
"1141660",16,9,20,0,12,13,8,5,11,10,10
"333965",13,17,27,5,6,12,4,8,12,8,6
"588",4,1,0,0,2,6,2,8,4,0,0
"2791982",2,0,0,0,0,0,0,0,0,0,0
"406818",21,12,21,2,21,18,6,15,9,15,6
"351671",27,23,44,10,23,49,28,17,22,34,8
"351679",25,15,60,2,7,23,14,11,9,13,4
"628",23,14,0,1,22,25,12,6,16,22,4
"1354304",21,16,35,2,15,12,11,9,11,11,8
"290110",16,11,34,3,14,16,8,14,8,9,6
"180434",1,1,3,0,1,1,1,1,1,2,0
"584",54,0,0,6,0,0,43,0,170,0,0
"585",29,21,92,2,16,29,13,23,18,20,8
"183417",13,7,90,0,9,9,6,8,3,7,1
"102862",9,11,9,0,6,2,3,6,4,6,1
"2697019",5,1,2,0,3,5,1,1,3,6,3
"626774",1,0,29,0,1,0,2,1,1,5,1
"1987580",1,3,6,0,2,1,0,1,2,2,1
"230089",29,11,42,2,9,16,15,20,15,17,5
"141679",28,18,52,3,16,22,8,11,9,14,9
"291112",22,20,31,3,22,22,12,10,15,5,5
"235559",19,9,24,3,4,6,3,14,9,10,0
"1231049",6,6,29,3,7,7,3,9,4,15,2
"638",14,9,28,1,9,15,5,8,9,14,4
"634113",2,2,18,3,4,4,3,5,1,5,2
"1239307",124,96,142,25,84,126,90,68,92,102,41
"2342",65,39,74,5,60,58,60,47,54,63,40
"1929246",8,6,16,2,5,4,5,4,8,8,3
"158841",89,55,85,8,52,71,54,38,41,50,23
"82985",26,28,108,3,15,36,14,24,9,11,17
"2172103",15,14,24,1,12,15,9,10,11,15,9
"2498113",12,15,49,1,16,16,9,12,20,12,12
"703",122,77,227,20,78,86,47,60,55,79,20
"1255043",1202,837,1257,191,801,938,554,713,740,848,340
"396588",1198,682,1575,229,681,934,509,612,625,768,356
"713585",1057,720,1112,179,648,879,487,608,675,725,313
"396595",695,474,1053,151,478,665,372,447,407,539,260
"106634",686,505,1012,154,476,666,365,441,507,588,207
"1765967",866,619,1104,137,470,736,377,438,514,607,203
"2792603",846,591,1189,161,568,763,451,457,617,663,266
"2819280",465,272,668,82,322,400,237,233,340,424,155
"1335757",577,393,659,99,336,472,287,294,344,419,156
"2666185",495,338,678,80,288,392,208,259,306,377,118
"1260251",335,222,564,63,196,322,165,236,221,264,95
"349124",955,594,1024,185,665,871,514,575,690,711,295
"1052",163,111,194,21,104,127,89,93,115,122,41
"2740807",1030,638,1190,181,651,913,495,549,628,743,289
"187272",984,649,1196,201,533,831,506,575,536,655,318
"421628",358,241,478,83,230,307,170,189,231,245,103
"1442136",349,209,471,68,210,271,172,199,180,230,90
"1166950",1658,1025,1676,223,1019,1417,858,931,921,991,391
"765912",1530,1047,1504,242,1035,1323,794,880,1026,1122,423
"765910",1444,916,1544,228,935,1286,777,883,894,1024,413
"572477",1047,681,1324,168,691,855,477,587,681,763,289
"765911",953,621,1161,132,630,870,468,568,562,570,263
"316276",667,426,797,108,444,549,334,394,431,469,190
"472759",122,76,129,24,60,76,46,60,54,112,25
"1814290",104,57,140,25,74,99,53,73,70,95,33
"323261",72,42,407,92,39,70,44,39,43,85,15
"105559",69,42,132,26,43,60,38,51,46,72,13
"2699430",460,283,512,58,347,421,202,279,257,287,131
"1763998",59,46,698,16,55,71,34,52,55,67,24
"2498451",44,24,6678,6,22,36,8,10,97,37,5
"2545632",16,13,124,8,17,38,9,12,17,24,8
"553981",35,21,44,3,13,11,5,4,9,18,4
"1630141",23,11,126,4,18,25,7,16,12,21,6
"1579979",981,639,1409,177,676,948,516,622,652,759,301
"2771012",676,421,904,153,414,537,361,386,431,541,175
"2795687",312,204,290,48,175,211,109,122,144,183,86
"585455",159,121,217,52,120,153,69,87,88,141,48
"1972068",1075,680,1776,199,601,843,418,524,608,759,340
"47960",1033,701,1152,185,653,904,607,731,619,729,272
"1860122",405,266,710,70,315,397,223,274,325,370,154
"555778",191,115,334,36,90,137,80,103,95,134,65
"1548547",576,368,856,133,347,440,189,267,284,425,122
"1811807",269,167,373,33,138,232,110,141,156,184,77
"1192854",229,178,298,32,125,236,108,160,147,163,53
"2587844",784,475,867,158,516,718,477,487,550,560,218
"2773308",546,374,768,129,376,475,302,336,342,395,159
"2587849",546,346,589,112,308,485,286,296,295,369,126
"1883416",546,362,811,131,380,475,310,343,323,357,162
"2733488",541,314,579,101,305,433,245,275,304,371,132
"2733487",537,339,813,118,336,456,266,279,365,408,139
"2497861",528,355,803,110,296,466,272,288,309,373,156
"1609967",485,337,686,116,300,444,298,299,282,333,150
"2306583",411,295,658,83,309,398,192,305,297,375,116
"2730360",311,202,422,54,207,304,192,189,206,238,102
"2562282",231,134,326,49,107,163,116,101,127,159,62
"2749040",166,113,229,34,92,145,70,109,104,105,61
"2785909",145,122,229,39,110,156,97,106,74,98,53
"1504981",104,74,176,19,58,75,38,54,64,92,35
"2136172",95,67,127,26,48,90,47,42,57,85,38
"2733484",75,41,81,10,34,63,33,49,51,54,19
"1118153",71,43,85,17,43,55,24,36,63,57,14
"2014541",32,14,40,6,19,15,12,7,13,16,4
"1971364",31,27,75,4,20,12,15,16,23,27,7
"1666906",31,25,48,7,10,20,8,20,14,16,11
"1761789",24,21,99,12,12,27,9,13,11,23,7
"1346287",18,7,14,3,9,10,3,6,4,9,1
"1250400",3,0,0,3,0,0,0,0,1,0,0
"475662",786,521,1010,160,469,726,513,485,523,593,224
"1897729",637,406,757,126,400,610,348,388,432,454,172
"1081866",477,360,674,129,325,518,264,294,357,406,125
"768066",468,347,770,118,283,448,212,305,346,394,147
"507626",412,266,570,90,270,320,217,236,244,345,116
"115561",296,201,294,52,154,222,95,171,157,188,90
"29571",284,163,410,52,202,218,118,134,184,228,91
"1178482",272,179,381,60,150,240,142,165,165,221,88
"29570",270,179,464,73,215,310,153,165,189,268,102
"2609667",141,100,158,25,81,124,47,74,99,123,45
"664683",91,64,87,13,52,72,36,44,44,63,22
"74661",60,41,104,18,29,55,24,40,55,47,31
"44935",33,28,53,9,13,40,24,28,21,25,5
"213554",23,11,22,0,6,13,6,5,9,5,1
"272774",5,5,7,1,6,7,6,1,2,4,1
"2686360",204,130,287,52,127,155,92,108,150,157,64
"2609415",109,77,164,23,58,109,50,69,48,75,40
"2661553",87,51,123,16,53,80,38,52,55,65,22
"2053669",7,0,1,1,2,3,1,0,5,2,0
"1055101",94,73,128,10,56,81,51,68,62,61,28
"28258",7,7,2,0,2,3,4,3,3,3,3
"376489",860,520,1115,147,552,653,480,474,593,639,250
"1771309",824,581,1106,174,570,725,495,499,530,688,283
"657387",208,142,307,34,138,220,120,124,138,155,72
"698828",196,92,238,33,119,149,101,115,128,151,59
"157779",191,141,258,45,120,190,104,102,152,164,56
"290398",576,376,2141,217,347,504,288,316,362,457,177
"1883414",436,234,644,98,284,338,232,215,296,340,126
"33074",90,79,189,19,79,104,69,80,62,68,27
"91844",12,9,16,0,6,11,7,8,6,4,2
"114186",4,5,6,0,12,2,10,0,9,2,1
"2014542",656,415,1005,134,439,590,378,326,435,501,222
"1113728",3,3,5,3,3,3,2,0,3,6,2
"391936",501,364,1314,1384,335,542,281,321,377,433,200
"930169",318,213,541,52,191,290,176,192,211,249,82
"1094342",290,196,450,67,185,273,147,152,180,210,79
"393595",6,3,5,1,2,2,2,4,1,4,0
"1917421",106,64,232,28,74,102,47,58,76,89,30
"1821621",395,249,487,73,237,341,181,197,218,289,106
"48076",153,102,223,36,80,109,73,74,103,115,48
"2668067",31,29,108,14,16,24,17,15,23,31,18
"400668",29,22,81,4,18,16,9,6,14,18,11
"2071621",20,10,52,3,17,14,7,8,8,21,5
"178399",40,30,73,3,32,41,29,25,34,49,16
"383750",37,20,50,1,28,18,13,17,14,21,7
"717774",27,15,71,4,14,18,11,22,16,19,9
"491952",24,15,61,3,16,18,22,10,10,14,6
"2773454",19,15,42,2,10,14,18,13,11,21,3
"491950",8,13,38,2,15,19,8,15,9,25,3
"1031538",33,22,56,5,14,34,16,21,17,26,12
"1572645",29,22,106,8,23,24,14,16,18,32,11
"1441457",18,17,42,6,10,35,10,18,17,26,10
"1249553",82,74,162,25,57,75,48,51,49,87,20
"2614693",69,28,143,13,28,55,25,49,47,48,23
"1298593",4,1,6,0,3,3,0,4,2,4,1
"1208320",3,1,13,1,4,1,2,3,2,4,1
"1278309",43,29,95,8,20,34,23,24,44,42,9
"207949",18,15,59,4,3,15,8,9,17,18,9
"1628392",224,175,332,36,187,171,147,162,156,171,82
"349521",219,131,342,31,151,225,119,135,145,164,81
"2683272",39,22,83,3,14,23,16,17,16,27,7
"2161747",300,223,457,55,198,251,114,169,199,231,101
"1336806",140,78,194,23,89,104,69,88,91,96,44
"1445510",82,60,160,29,61,83,45,50,58,57,39
"418701",131,97,320,32,90,99,72,77,115,129,56
"523791",26,18,42,6,11,26,7,12,12,18,18
"1561924",23,14,88,7,15,18,13,7,16,24,10
"914150",19,9,68,7,4,16,9,10,15,15,3
"1144748",13,11,50,4,9,15,12,4,8,16,9
"141451",62,46,176,8,42,61,37,29,41,48,17
"570277",49,38,132,9,30,38,33,22,24,46,16
"2304594",270,161,400,53,164,234,158,150,151,160,67
"2769486",221,167,317,46,135,191,120,115,147,132,49
"2488665",193,129,387,51,128,173,113,118,126,153,53
"1749259",137,69,209,30,72,81,58,60,52,98,34
"1761794",110,52,141,16,49,65,32,43,43,75,42
"1415568",100,72,195,22,55,110,51,53,45,71,35
"2547598",90,56,144,16,63,67,29,49,70,55,12
"1671721",74,52,167,15,32,72,48,31,41,43,32
"490759",69,35,86,7,31,62,24,27,43,46,15
"2603215",332,226,542,146,212,293,172,180,211,233,116
"1163748",69,51,109,14,48,67,34,48,34,40,12
"351348",66,48,131,14,36,81,41,44,42,55,25
"1420917",206,174,378,46,152,214,149,138,168,208,79
"418719",168,113,324,34,117,155,101,106,91,113,37
"1874317",159,120,299,34,113,112,65,98,96,138,33
"225937",75,52,86,16,34,62,27,43,38,46,24
"330734",46,28,76,9,22,55,26,21,32,23,13
"2267264",36,47,70,12,31,55,36,36,29,44,12
"1714845",15,8,84,0,6,15,7,4,9,14,2
"2358187",10,13,35,1,2,12,6,4,5,4,5
"1917158",5,1,7,1,1,1,1,0,2,0,2
"2058133",3,7,13,1,2,4,3,2,3,2,1
"1004787",9,6,11,0,2,9,4,5,4,3,3
"1004785",8,7,22,2,12,15,3,5,9,11,2
"529120",2,1,4,0,2,1,2,0,0,1,0
"1004788",1,0,1,0,0,2,2,1,4,4,1
"1774373",5,4,2,0,0,2,1,0,6,1,0
"1300254",2,1,0,0,0,1,1,0,4,4,0
"1858656",37,22,50,13,16,26,19,22,25,32,12
"589873",9,6,8,1,9,9,7,2,13,14,3
"715451",7,6,23,1,6,6,6,4,4,6,3
"233316",1,1,0,0,0,7,1,3,2,1,0
"287094",1,0,0,0,0,0,0,1,1,1,0
"2259620",265,192,337,57,148,214,120,169,144,175,87
"2785918",48,36,83,8,27,56,25,36,37,50,8
"2572577",39,24,96,13,27,33,20,16,27,27,5
"914153",51,30,131,9,31,49,31,24,32,36,13
"2303538",44,35,128,17,24,43,19,17,25,34,14
"2686358",20,9,41,4,9,15,13,10,10,12,3
"2686359",19,18,27,5,18,14,17,11,6,19,2
"1129794",25,15,105,9,16,16,11,8,20,20,5
"197222",23,20,39,6,15,19,7,10,13,24,2
"2489595",69,27,2061,64,48,39,15,14,65,158,30
"1085623",17,23,44,3,12,16,7,7,8,19,1
"1526571",82,51,150,15,48,60,27,34,37,49,22
"2183582",79,33,170,26,49,74,35,55,43,60,22
"2172099",24,16,91,8,17,30,13,10,21,22,5
"1740262",21,21,86,5,14,19,21,10,15,28,9
"680279",33,25,80,6,33,25,15,17,14,34,11
"2814293",46,33,77,10,26,34,17,43,22,25,19
"2814294",45,22,67,10,22,46,21,27,22,33,15
"2814292",40,23,66,3,19,28,34,18,18,24,14
"2593655",28,23,44,8,7,21,15,26,10,12,6
"2803864",27,12,48,4,18,17,6,10,19,24,5
"2589987",27,12,44,3,17,21,6,4,14,12,5
"2590015",26,10,77,3,14,23,8,13,10,26,11
"94122",25,13,10,2,7,16,7,10,8,9,3
"2814295",24,19,27,3,28,27,17,21,16,20,7
"2059264",20,13,32,0,19,34,11,16,7,22,11
"2029986",20,12,19,3,24,21,15,12,10,14,8
"2487742",16,15,28,2,16,18,5,8,13,15,6
"2698686",11,10,24,1,8,9,2,5,11,14,3
"60480",9,10,22,2,3,13,7,5,5,11,4
"1930557",8,4,10,1,2,4,2,5,4,2,2
"2589790",6,4,10,1,1,4,2,2,4,1,0
"2575361",5,4,4,2,9,10,4,3,5,5,4
"60481",4,5,33,1,6,3,9,5,2,6,4
"2806008",3,5,14,5,2,3,3,0,8,6,2
"2593656",1,0,7,4,2,4,1,1,1,2,0
"2601269",1,1,1,0,2,0,1,0,0,0,0
"2775245",1,0,6,0,2,3,0,0,3,2,0
"351745",1,1,16,0,2,0,1,1,0,0,0
"323850",164,94,196,33,86,125,91,104,108,128,48
"1965282",116,80,172,13,68,93,46,52,44,76,31
"38313",110,70,233,24,75,100,57,58,94,79,29
"407976",4,1,6,2,4,4,1,1,1,4,2
"693971",2,0,0,0,0,0,0,0,0,0,0
"399804",3,3,4,0,1,9,3,2,1,3,2
"260364",72,37,108,13,46,60,25,42,35,49,20
"1173586",69,54,208,17,60,54,42,37,56,90,25
"326297",68,54,143,13,33,63,23,37,27,43,9
"425104",42,33,91,17,20,29,26,8,23,26,2
"318161",37,18,119,4,8,15,19,6,20,22,10
"458817",37,12,47,2,16,25,17,16,18,13,7
"2520507",35,19,154,0,15,12,15,8,13,5,2
"637905",34,18,34,3,13,16,10,6,19,13,6
"256839",33,10,32,1,12,20,13,9,14,19,7
"392500",32,20,53,4,27,30,15,10,23,28,5
"43661",32,15,53,6,20,35,13,15,24,35,9
"225848",30,14,44,6,10,24,20,8,14,11,5
"150120",27,15,55,1,17,15,5,8,6,7,10
"398579",24,21,60,6,18,14,12,10,14,14,8
"558541",24,21,61,8,12,27,6,17,14,20,8
"211586",23,18,37,3,13,26,18,12,11,12,9
"225849",16,13,65,6,14,26,7,26,6,15,7
"238836",15,12,61,4,8,11,11,10,8,16,5
"1028752",14,13,37,2,11,20,10,13,4,11,0
"2018305",8,12,46,2,4,9,5,3,4,5,0
"93973",5,2,26,0,4,2,5,5,8,7,2
"318167",4,9,17,1,11,5,10,4,7,4,3
"2588449",3,3,16,0,1,4,2,2,5,6,0
"342950",19,16,33,6,24,9,13,5,9,11,5
"2547970",18,11,61,2,2,12,5,7,15,9,2
"1709477",27,27,109,6,21,39,13,18,33,20,5
"116092",23,30,67,3,14,15,10,7,11,18,10
"2744479",23,6,34,5,4,11,9,2,7,18,3
"2003316",17,3,22,3,14,17,3,7,2,5,4
"2587843",14,4,18,3,3,14,7,5,8,9,3
"1390185",8,2,25,0,1,4,3,1,2,10,0
"1514074",7,5,20,3,3,7,5,9,6,10,1
"649161",4,0,4,0,0,2,2,1,1,1,1
"2799564",3,0,6,0,4,2,1,0,1,2,0
"2583375",2,1,5,1,1,0,1,0,1,3,1
"283699",2,2,4,0,1,7,2,1,1,3,1
"87791",2,3,9,0,1,2,0,3,1,0,1
"1720343",1,4,13,0,3,3,0,1,2,5,2
"1761891",1,2,16,0,0,0,0,0,1,3,0
"234831",1,0,4,1,0,1,0,0,0,2,0
"2752475",1,0,0,0,0,1,1,0,0,0,0
"2759705",1,0,1,0,0,3,1,0,0,3,0
"2785910",1,0,19,1,0,2,1,0,0,0,0
"43658",93,53,175,14,72,83,59,45,58,73,31
"1365250",5,4,12,0,3,6,6,2,2,3,0
"339617",55,40,95,8,34,40,27,20,39,24,9
"1315306",48,22,33,3,14,15,7,11,5,16,3
"43662",39,22,55,4,22,27,18,25,17,23,18
"342610",33,17,46,3,16,37,15,14,20,14,3
"1117319",8,6,15,1,7,15,4,5,5,5,2
"161398",23,11,44,6,9,15,9,8,9,18,5
"227",19,8,19,5,0,10,2,8,4,9,5
"1315282",19,13,51,1,9,16,12,5,6,18,8
"314281",18,12,72,4,13,18,9,8,9,15,0
"874454",17,13,42,2,8,10,9,8,8,6,1
"882626",16,10,32,1,7,20,12,18,13,16,5
"1348114",15,9,28,9,10,9,12,4,18,9,3
"1314866",7,3,5,0,2,4,1,0,5,5,1
"1190813",12,8,34,4,8,11,8,9,11,5,6
"1312369",3,3,6,1,5,1,0,1,0,4,0
"151081",11,5,12,2,8,6,4,8,4,9,2
"1117313",10,3,20,0,8,4,3,4,7,6,4
"1315283",5,5,14,1,7,5,9,2,4,6,3
"1314869",7,9,31,8,7,12,7,4,6,10,3
"1315279",4,1,6,0,5,1,0,0,2,2,0
"267375",4,4,5,1,1,5,1,0,3,0,0
"43660",3,5,16,2,6,1,2,3,2,4,1
"621376",3,6,8,0,3,5,3,1,0,7,1
"28109",2,2,2,0,0,2,1,0,1,1,1
"152297",1,0,3,0,2,3,0,2,2,2,0
"1315275",1,1,19,1,0,0,0,0,1,0,1
"43659",1,0,6,1,0,1,0,0,1,0,0
"2820710",24,19,52,3,20,23,9,15,14,13,8
"1266052",7,7,33,3,6,13,4,8,6,9,5
"550540",236,168,410,54,176,237,152,187,165,227,87
"2724191",42,42,59,4,31,43,32,31,27,34,9
"1816218",23,16,67,3,15,23,17,17,10,10,8
"2161872",19,8,45,5,8,10,2,7,6,12,2
"2497879",16,8,36,3,6,10,13,9,5,16,3
"1816219",13,9,34,1,13,16,8,5,7,9,0
"2689569",11,16,32,5,4,13,11,5,11,10,4
"58049",9,9,37,2,10,12,6,3,4,10,2
"167879",21,11,53,4,17,18,7,4,8,9,2
"1967665",21,13,31,1,3,9,3,4,9,8,1
"2594005",27,18,69,1,14,40,12,15,26,35,4
"2769490",19,15,41,1,4,16,9,6,4,12,0
"2552945",11,16,59,5,15,11,9,10,13,29,9
"1763536",15,10,57,2,14,9,8,7,14,19,0
"718192",14,10,35,1,7,21,5,2,10,8,5
"2100422",69,37,121,14,26,50,30,39,31,39,15
"2055892",15,11,18,3,9,15,8,16,9,12,5
"135577",33,25,56,10,21,25,11,12,26,17,4
"1940690",25,10,106,4,14,26,10,9,14,15,7
"1096243",19,17,22,3,11,14,9,7,10,18,4
"357804",29,15,67,5,19,29,23,15,13,21,1
"314282",11,8,23,3,10,11,8,8,4,9,4
"69539",18,11,45,2,11,18,6,4,16,12,8
"1202962",16,12,56,4,8,11,8,5,10,15,0
"1347420",18,7,31,2,10,12,6,8,9,11,2
"998088",5,9,21,1,12,15,7,11,11,10,10
"1354302",63,48,91,7,45,82,37,29,52,61,19
"1448139",36,21,49,5,23,15,9,21,23,19,10
"196023",32,26,40,8,24,39,18,30,31,30,14
"1208104",2,4,11,2,0,4,2,0,2,0,0
"652",356,268,437,70,203,338,186,211,266,270,97
"2033032",118,99,183,23,69,113,68,68,65,113,39
"2033033",77,51,189,13,54,51,39,60,59,56,26
"2560029",34,21,9,2,8,16,5,17,7,14,7
"1636606",27,13,22,3,9,7,12,8,8,7,0
