"","AYtCM2TOMPOOA100360.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report"
"446679",25,18,13,6,38,45,18,19,35,22,33
"264686",32,25,11,3,34,26,31,25,30,23,29
"374162",21,11,7,2,22,26,15,27,27,7,11
"142864",65,75,30,10,48,58,42,51,58,57,43
"2619674",32,25,19,4,36,27,13,19,32,30,32
"1165",41,25,15,4,28,33,26,33,27,18,25
"1164",10,15,4,4,18,24,17,14,18,9,18
"264691",1,4,1,0,0,1,4,0,2,4,2
"2619626",359,244,144,33,242,303,202,224,318,289,262
"1973486",62,32,24,10,62,62,39,55,84,61,51
"938406",44,26,26,8,48,42,33,32,63,38,38
"32054",27,16,21,3,30,22,26,20,18,17,19
"2618749",318,184,81,16,148,186,273,170,286,349,287
"1397703",52,42,27,10,49,47,36,36,50,46,41
"109266",30,20,9,4,26,59,21,17,30,20,25
"156213",23,14,7,10,47,22,4,9,18,20,23
"70799",29,22,15,24,23,30,10,12,32,28,11
"289435",28,28,14,3,82,62,32,19,32,26,34
"136073",9,12,6,2,14,22,9,13,19,14,16
"2622029",5,3,9,1,6,12,9,8,18,4,10
"1166",7,3,4,0,8,12,6,6,7,7,3
"747548",3,3,2,1,13,2,4,4,2,2,4
"312883",7,4,5,3,12,8,5,1,7,1,6
"494603",84,67,32,4,94,69,43,75,92,63,70
"2676603",33,16,13,1,29,42,21,17,23,33,24
"1197",29,18,18,2,53,26,29,25,42,30,19
"2649714",22,26,10,5,15,27,22,10,15,23,31
"33071",1927,1184,821,197,1404,1238,1103,1068,1731,1516,1446
"54299",115,70,64,15,79,87,84,82,106,120,105
"54308",56,43,22,4,42,48,19,29,43,31,38
"2642663",17,13,24,6,15,22,6,21,30,22,14
"102116",18,6,7,3,18,15,6,7,14,9,21
"1188228",68,40,24,6,43,44,30,37,70,41,52
"1228987",13,3,0,0,8,12,2,9,11,6,6
"1763363",9,5,3,2,9,3,2,1,3,3,6
"2623546",1674,996,857,249,1271,1097,1019,919,1443,1214,1308
"309887",1048,624,553,137,932,737,580,584,946,671,772
"1768108",966,515,427,111,776,577,540,535,843,653,728
"502394",1125,667,460,140,727,627,595,561,903,759,839
"1211322",959,608,436,125,749,567,550,597,817,686,749
"317577",1221,564,448,114,731,546,601,640,821,750,756
"2202254",756,471,346,106,548,484,420,422,591,586,586
"432329",675,415,350,94,592,479,408,396,586,490,506
"980427",624,364,313,96,431,347,342,321,550,411,433
"68909",525,302,265,77,372,371,347,350,489,395,423
"1182571",568,357,260,59,500,357,347,330,464,388,416
"1299",517,286,230,80,407,288,272,252,412,363,400
"310783",396,253,207,40,269,266,219,238,346,279,250
"1309411",445,231,173,36,322,261,213,241,306,292,306
"55148",334,211,176,41,319,241,215,188,336,310,262
"1182568",169,112,129,22,141,138,119,107,187,128,168
"274",522,229,206,53,314,280,267,239,368,299,354
"271",338,191,146,52,237,221,224,181,293,260,247
"2619321",300,155,92,42,216,186,181,172,242,240,223
"56957",260,127,150,25,168,151,181,156,253,204,205
"37636",189,101,80,17,130,104,91,95,164,145,188
"56956",165,105,98,19,126,131,128,125,166,136,132
"2483360",172,85,77,9,92,72,75,77,108,99,121
"456163",44,33,24,16,34,41,41,42,57,43,56
"52022",431,248,215,62,319,305,309,284,392,329,366
"277",433,242,166,52,322,284,259,215,311,345,299
"172827",383,252,189,33,244,223,217,208,339,241,271
"187137",1507,773,692,169,1164,917,956,956,1280,1129,1126
"186192",809,449,425,97,608,521,514,539,727,617,650
"332249",1260,720,645,311,869,680,798,657,1023,870,897
"85002",3929,2385,1859,490,3631,2641,2856,3539,3662,2987,2535
"500",995,518,455,110,596,553,688,591,769,784,753
"120961",1840,1117,873,173,1478,1478,1405,1095,1581,1939,1332
"1107",856,498,438,119,596,630,544,521,758,773,581
"2601677",2268,1255,1438,328,2012,1879,1682,1419,2092,1789,1663
"1806508",2376,1213,1183,271,1558,1423,1572,1510,2063,1738,1744
"167964",475,318,236,34,339,371,409,467,534,511,390
"2635759",303,277,204,52,309,219,311,313,486,287,280
"913107",386,266,222,36,267,286,296,362,457,392,322
"1986204",161,92,96,19,121,119,146,121,159,133,119
"133453",1045,675,586,149,815,729,687,657,917,863,743
"1839801",228,136,117,22,183,174,155,149,212,196,165
"552811",265,148,123,35,199,162,163,163,225,177,185
"1536648",133,83,69,21,103,84,82,84,129,111,99
"61435",49,26,37,11,55,46,45,36,55,48,40
"237581",1,0,1,0,0,1,2,1,4,0,0
"2509675",410,278,175,44,338,438,327,270,370,423,308
"525904",377,202,185,42,284,234,331,265,306,334,294
"1005039",1086,667,504,114,990,767,608,738,1060,873,858
"454171",255,146,129,28,235,194,150,204,283,219,210
"2683645",48,32,33,19,41,29,21,31,41,24,29
"656088",10,16,9,10,10,13,3,5,12,16,15
"2116",26,9,18,2,5,13,12,15,17,23,23
"28227",6,9,2,1,23,7,4,17,21,11,8
"86660",48,14,15,7,4,12,19,11,15,28,11
"2118",2,1,2,0,5,8,13,8,1,22,8
"2096",8,0,4,1,4,1,3,2,3,5,3
"2099",3,0,3,0,2,1,1,0,2,2,0
"2123",5,3,2,2,0,0,2,2,8,2,5
"519450",2,4,0,0,7,4,1,0,2,4,1
"92400",0,1,1,0,5,2,3,2,0,0,2
"2104",3,6,2,0,2,0,0,4,4,4,0
"50052",4,1,1,1,3,1,2,5,1,0,2
"2121",2,2,2,0,1,0,1,1,1,1,0
"45362",1,0,2,0,4,0,1,1,2,0,1
"45361",3,3,1,0,1,2,1,0,3,1,1
"141391",2,3,0,0,2,1,3,3,2,3,1
"2124",1,4,1,1,1,0,1,1,2,0,0
"2100",2,0,0,0,0,1,0,0,1,0,0
"29501",2,1,2,1,4,5,2,2,2,4,1
"2120",1,2,3,0,2,4,2,1,3,5,1
"2111",1,0,2,2,1,2,1,1,0,1,1
"353852",6,1,3,0,4,3,1,0,2,0,2
"142651",3,2,1,1,1,2,1,2,3,1,0
"57372",2,0,2,0,8,1,0,1,4,1,0
"65123",2,0,1,2,2,0,1,0,0,1,0
"2098",10,1,0,2,6,2,2,6,5,3,3
"1612150",5,0,0,1,0,1,2,0,1,3,0
"142649",1,0,0,1,0,2,0,3,2,0,1
"45363",1,2,0,0,3,5,0,0,2,0,0
"51365",4,2,0,1,0,1,0,0,1,2,4
"29559",2,2,1,1,2,1,2,1,1,1,0
"2128",2,6,0,0,1,1,1,0,1,1,4
"136241",2,2,1,0,2,1,1,0,4,3,2
"984991",0,0,0,0,2,1,0,1,2,0,1
"2097",3,1,1,0,1,0,1,0,0,0,2
"29555",10,0,2,2,0,0,1,3,3,0,4
"2112",4,1,6,0,1,2,2,3,3,2,2
"48003",3,2,1,1,1,5,1,2,2,0,2
"171285",3,1,1,0,0,1,0,2,1,2,0
"114885",3,2,2,1,2,2,0,3,1,1,1
"114881",3,1,2,0,0,0,1,0,3,1,2
"171281",2,2,3,0,2,1,0,1,0,1,3
"29556",7,5,1,0,5,3,1,1,2,1,4
"2110",1,1,5,2,1,5,4,3,4,1,4
"29561",2,0,1,1,6,2,2,1,2,1,1
"171282",1,2,1,1,2,3,0,1,3,2,2
"114880",1,3,2,1,1,4,0,2,0,1,2
"29553",3,1,0,0,0,2,3,1,4,2,0
"28903",4,7,0,0,2,1,1,2,3,1,0
"2113",2,0,3,0,3,2,1,1,2,2,1
"76629",1,0,0,2,0,2,1,1,2,0,0
"2109",4,2,2,0,2,3,2,0,3,1,1
"142650",1,2,1,0,1,1,0,0,0,0,2
"171284",5,0,2,0,0,0,2,0,9,2,3
"2107",3,1,1,0,0,1,0,0,2,2,3
"171279",0,1,0,1,0,3,1,0,4,1,2
"2094",6,1,2,1,2,2,1,0,4,1,1
"295596",12,11,13,0,4,5,17,17,23,14,8
"42094",1,4,3,0,1,1,1,0,4,3,1
"134821",0,0,0,0,2,0,1,4,1,2,3
"2130",1,1,0,0,1,0,0,4,1,1,2
"1609546",0,0,0,0,0,1,0,0,0,0,0
"315358",5,7,4,2,1,0,0,0,3,0,1
"2637901",7,6,6,0,4,9,2,1,5,7,1
"216942",11,3,3,2,5,14,7,3,7,21,12
"216946",2,1,4,0,2,1,1,2,5,2,2
"216931",3,3,2,1,4,1,0,0,2,0,1
"2136",1,1,1,2,0,1,0,0,3,2,1
"362837",3,0,4,0,2,0,0,0,2,0,1
"2138",5,0,1,2,2,2,2,0,1,0,1
"216935",1,0,1,0,0,1,1,2,3,7,1
"216934",5,0,1,0,2,0,4,2,3,2,2
"216933",3,2,2,0,0,0,0,3,2,2,1
"2139",2,0,2,0,1,2,1,0,5,2,2
"47835",3,3,0,0,1,0,1,1,1,3,2
"47834",0,1,0,0,0,4,0,1,0,0,0
"2145",1,0,0,0,0,0,2,1,3,1,1
"324079",1,1,0,2,3,3,1,2,1,0,2
"216938",4,2,2,0,2,3,1,1,2,4,6
"216944",2,3,5,1,6,0,0,1,0,2,0
"2143",0,2,2,0,5,0,1,0,2,3,1
"216932",5,4,0,0,4,1,0,2,5,1,3
"2134",2,1,1,0,0,0,1,1,0,0,3
"2137",6,6,1,1,3,6,2,0,2,1,0
"216937",3,0,2,2,3,0,2,3,3,0,3
"2151",6,5,2,0,1,4,1,0,2,2,4
"219745",3,1,1,2,0,2,0,0,0,0,1
"225999",1,0,0,0,0,1,2,1,1,2,1
"2149",2,2,0,0,1,0,1,0,1,0,1
"138853",2,1,0,2,5,2,0,3,0,1,1
"216427",0,0,2,0,1,0,1,1,2,0,1
"214888",6,4,0,1,4,1,3,1,2,2,3
"74700",0,1,3,0,2,1,2,1,0,1,1
"81459",2,1,1,1,2,2,3,1,1,2,2
"2148",3,9,2,1,12,8,1,11,6,7,5
"29552",4,3,3,2,4,4,2,7,7,3,4
"38986",9,1,8,0,3,8,3,2,3,5,3
"61635",8,2,2,3,14,4,8,5,10,6,5
"264636",5,1,2,2,6,4,1,4,2,2,6
"85620",7,1,1,0,0,5,2,5,1,3,2
"85630",3,2,1,1,0,2,4,2,1,1,2
"85632",3,2,2,0,1,3,2,1,4,1,1
"85625",4,0,2,1,1,1,0,0,3,0,2
"1541959",43,22,28,4,16,22,20,23,19,19,23
"114",9206,5769,3336,492,8681,6578,5113,8277,11605,9042,10934
"1210884",3873,2395,1244,170,3361,2522,1886,3022,4331,3649,4007
"2622970",3503,2433,1259,185,3264,2368,1660,2683,4117,3284,3655
"2528023",16779,11028,5494,850,16546,11831,9247,15115,22129,17420,20706
"2774151",11780,7506,3807,590,10562,8291,5982,9576,13890,11151,12811
"2598579",8172,5211,2728,468,7125,5871,4522,7460,11093,8548,9700
"692036",993,806,358,83,851,721,492,906,1319,1010,1128
"2528024",5024,3619,4059,1092,3387,2395,2810,2763,5130,2679,4082
"2650471",4801,3549,3570,1103,3853,2439,2572,2965,5151,2646,4030
"2528009",3500,2632,1683,494,2637,2330,1848,2798,4494,2558,3136
"2528022",2946,2495,1567,453,2312,1874,1677,2365,4040,2031,2783
"2527972",1167,1020,609,218,1018,757,683,943,1643,742,1033
"1400387",726,530,291,92,481,409,362,533,840,380,562
"2528010",2231,1721,991,341,1740,1386,1175,1812,2913,1586,2072
"2795974",1042,820,509,176,840,703,605,810,1271,845,961
"2527979",1034,819,492,166,882,683,539,719,1256,715,904
"2528021",1825,1787,875,257,1537,1199,853,1340,2148,1166,1591
"2527990",836,651,423,148,723,575,432,609,1048,612,735
"2528017",421,330,221,77,386,323,220,312,539,303,381
"125",989,970,536,205,842,670,487,829,1290,609,917
"2639138",281,234,136,44,242,181,166,214,367,185,278
"2527984",929,811,549,225,814,747,500,803,1267,658,929
"980254",1039,769,476,221,875,677,483,806,1236,707,898
"980251",353,344,203,51,359,249,174,313,448,261,344
"2527968",337,251,194,65,330,281,181,278,420,246,304
"265606",358,290,178,84,314,230,187,242,446,255,320
"1331910",336,289,165,54,313,252,166,307,480,270,373
"2527974",12269,7008,5155,5551,8111,6562,6105,8183,11705,9880,11030
"406548",8271,5572,2996,1260,6700,5781,4287,6145,9133,7715,7587
"1387353",5397,3677,2129,1058,4817,3838,2624,3910,5596,4770,4873
"466153",4203,2919,1485,644,3025,2862,1882,2695,3894,3908,3184
"128",913,660,446,167,792,689,450,801,1126,769,865
"2648843",10037,5814,4056,2245,7252,5998,4729,6744,10259,7506,8484
"2527983",2940,2073,1591,483,2851,1927,1571,2260,3363,2094,3302
"2527978",818,585,391,106,655,471,337,544,979,529,674
"2605989",447,352,222,61,391,314,233,335,536,333,419
"122",296,235,164,58,282,227,149,230,378,233,284
"2527976",165,109,87,24,163,120,70,118,205,102,138
"2527971",227,165,123,29,189,156,99,155,267,133,187
"2527973",165,182,89,16,159,157,83,160,254,121,150
"2527964",149,153,73,31,136,105,71,117,197,78,140
"2608982",111,95,39,16,88,78,72,64,163,98,106
"2528026",2498,1774,1255,387,1958,1533,1355,2022,3388,1765,2483
"2527989",2550,1567,1286,423,1881,1459,1401,1792,2864,1936,2439
"2527995",1079,885,524,145,938,769,574,850,1422,716,899
"1891926",591,473,310,94,452,432,299,433,804,430,544
"119",571,509,326,119,500,397,326,500,724,365,553
"2528027",496,390,284,125,462,344,299,408,561,331,512
"2528019",192,176,91,33,166,157,95,146,244,122,185
"120",147,147,78,42,188,123,93,111,218,127,167
"2527996",559,412,253,89,444,326,245,394,652,320,432
"2528007",240,199,144,37,187,169,115,199,281,155,193
"2527994",232,174,125,39,198,156,107,191,267,156,224
"2807512",4360,2529,2357,579,3091,2591,2087,2715,3878,3017,4520
"547188",2235,1304,1212,376,1787,1304,1184,1368,2083,1481,1872
"2528020",134,115,83,29,133,103,106,121,148,88,128
"1851148",116,75,59,30,106,76,65,94,133,86,104
"1941349",32,47,23,2,45,34,32,43,56,36,39
"1940790",44,40,21,7,29,39,23,33,59,36,38
"1936003",181,146,104,13,217,162,124,146,230,180,159
"174633",89,53,29,4,56,61,47,50,80,53,57
"2649488",2916,3282,4603,242,6151,2368,1547,1518,2769,1684,2267
"107709",2559,2015,2717,309,4878,2370,1478,1729,2975,1864,2449
"1838286",3149,2516,4848,225,7173,2271,1415,1346,2649,1466,2018
"2576891",1272,1289,4804,122,2422,1022,742,784,1346,810,1058
"1796921",902,722,843,105,1645,810,519,630,1051,657,851
"395922",164,94,98,23,151,110,82,84,154,104,102
"2625155",1419,1072,906,216,1357,1045,802,984,1409,1062,1189
"2736",955,677,492,91,808,582,442,607,933,662,734
"2711230",1822,1694,1493,155,1210,744,1148,1086,1615,1053,1723
"2728835",1088,784,951,180,1163,638,924,642,1066,673,865
"239935",375,320,263,54,378,321,240,305,445,292,359
"1679444",250,172,128,25,230,179,122,135,255,151,187
"2730359",441,258,254,56,348,307,268,307,448,349,347
"2796139",365,240,179,38,331,256,205,229,344,236,293
"1704307",95,70,87,21,118,92,48,78,96,71,82
"2628272",8,21,11,4,17,26,9,17,17,14,17
"431057",6,13,5,0,13,12,2,7,14,5,7
"511746",12,6,13,2,13,9,13,7,11,11,15
"1307763",689,446,327,79,556,473,413,478,690,526,572
"389348",28,29,18,2,32,30,23,22,27,15,15
"362787",24,13,5,3,18,12,7,7,17,9,2
"83552",30,17,18,3,43,24,17,12,31,11,15
"2643326",26,21,15,7,36,15,8,19,50,15,20
"71667",18,26,20,8,20,27,22,47,45,30,26
"83561",20,25,252,4,38,33,23,19,41,13,35
"340071",3,1,2,0,2,1,1,1,0,0,0
"810",84,59,37,8,60,74,58,44,89,78,51
"1930593",162,139,68,23,148,142,80,121,206,130,141
"89966",8237,5058,4285,1481,7040,5493,4385,4923,7444,5720,6529
"323449",2534,961,1262,3377,1352,1524,1016,1258,1617,1014,2535
"1379908",641,292,215,174,369,257,215,244,348,240,385
"299566",445,150,152,138,212,116,110,106,179,99,171
"1649474",157,63,51,52,78,77,48,60,91,50,93
"107",1965,1452,1134,404,1893,1507,1088,1266,2130,1453,1736
"120831",585,402,1019,275,561,378,482,357,572,402,519
"861914",531,378,293,91,524,416,313,361,552,398,470
"105",335,248,247,75,290,217,156,193,317,196,262
"455076",165,84,88,38,100,71,73,58,92,52,94
"978",37,39,95,15,45,29,16,21,42,39,21
"2173039",17,16,11,7,27,11,12,8,7,9,18
"319458",37,21,26,67,31,23,14,17,25,17,30
"2676247",19,10,10,4,16,19,17,8,23,10,21
"861913",0,3,0,0,2,0,0,1,1,2,0
"1433993",804,882,618,133,975,618,509,542,987,502,657
"396811",31,36,25,15,37,20,14,12,36,10,33
"390846",218,183,238,67,189,152,129,137,241,133,172
"246875",97,126,344,69,128,77,65,56,122,63,83
"68288",60,39,62,21,40,38,21,32,68,35,45
"280472",46,39,38,18,60,29,13,25,44,23,34
"232244",20,10,49,12,24,15,12,9,21,7,12
"290180",53,40,45,16,55,46,47,26,37,36,55
"59739",53,29,37,12,48,42,16,29,44,28,28
"281119",47,23,19,18,19,37,24,10,45,31,14
"273135",24,17,7,4,19,13,11,14,17,14,4
"869806",28,33,32,7,29,20,14,15,32,13,22
"1937972",19,14,19,4,19,10,14,15,22,7,17
"237",8232,901,20127,596,976,680,664,495,923,497,681
"1016",260,146,197,91,243,215,141,146,252,155,206
"52959",238,125,183,65,144,99,75,64,143,83,101
"292691",155,110,112,117,136,103,64,66,135,84,114
"252306",170,103,109,37,151,108,97,117,206,130,142
"286104",132,80,101,46,83,64,52,49,86,74,69
"363408",133,87,117,53,108,87,52,70,107,63,92
"111500",101,70,82,130,117,102,69,72,124,64,86
"153265",95,62,86,128,74,74,43,66,99,44,76
"104267",113,64,91,36,80,42,30,43,56,37,46
"252356",98,68,69,53,94,65,53,57,88,40,73
"104264",95,33,66,24,60,43,20,25,64,25,38
"225842",94,48,109,36,76,55,45,36,58,33,70
"290174",92,50,57,42,52,61,33,30,62,41,46
"76831",110,66,98,83,69,56,48,44,71,46,76
"2058174",52,49,51,86,59,36,36,35,56,30,35
"326319",51,37,38,21,27,33,22,21,43,36,27
"291183",74,25,48,21,42,26,24,9,34,29,21
"143222",49,36,44,38,37,28,20,18,41,26,39
"221065",58,34,41,21,29,24,10,21,33,30,30
"261827",68,30,33,29,34,26,19,21,35,24,26
"1209327",20,10,11,11,11,9,7,9,15,6,7
"762641",29,22,15,3,21,12,11,13,25,17,13
"178469",34,17,26,12,26,17,20,12,32,19,32
"83612",39,29,25,15,36,20,22,14,32,19,28
"1287916",27,20,14,9,26,18,13,11,34,20,23
"1518147",31,21,20,5,20,16,11,18,40,15,30
"527198",52,23,27,24,25,15,14,11,14,7,20
"283735",36,22,15,9,18,16,16,13,36,17,14
"358023",24,10,11,6,10,14,13,11,14,10,6
"112040",29,23,39,22,28,26,17,19,34,23,18
"379070",21,11,21,16,30,11,7,7,18,14,11
"393005",33,14,20,16,22,11,10,16,28,16,25
"343334",17,16,12,5,6,11,5,7,23,12,15
"389486",11,11,19,10,25,15,8,7,16,10,12
"1176327",23,13,10,13,22,18,10,13,13,8,16
"2045416",39,16,14,12,10,7,10,6,11,10,17
"2049301",19,13,10,11,16,12,2,12,26,10,16
"336276",22,16,16,9,13,18,10,6,12,6,17
"1535231",30,12,16,14,22,11,10,9,22,9,24
"379068",19,9,39,16,13,7,4,7,16,12,12
"1649495",13,7,13,15,12,12,6,4,8,5,8
"417127",30,17,24,12,23,13,7,9,26,13,13
"244698",13,13,6,17,9,7,7,0,5,8,8
"444459",19,19,22,11,18,4,7,8,14,13,16
"216431",19,6,11,3,4,7,3,7,10,5,8
"2700084",19,10,14,17,13,12,7,4,9,10,11
"2715289",12,9,15,8,15,9,7,7,8,12,6
"444051",11,2,17,5,13,9,6,3,10,6,3
"1204360",17,11,7,15,14,8,3,4,12,4,6
"49277",11,7,6,5,6,6,2,2,8,8,7
"2782232",996,700,933,375,1340,758,541,596,1039,599,1915
"308865",143,64,102,45,126,112,45,589,345,71,84
"1778601",67,31,29,17,32,22,43,27,34,37,31
"59734",58,20,94,29,39,24,18,21,39,18,39
"1433995",37,34,35,13,55,44,22,32,35,24,51
"28250",16,21,19,19,20,6,17,14,23,11,27
"34084",15,14,29,9,23,14,8,12,24,14,13
"1013",17,7,17,10,8,9,6,7,9,7,4
"59735",16,7,10,4,9,11,7,8,17,7,12
"501783",20,10,16,11,6,5,6,7,11,7,15
"34098",127,85,88,29,85,63,57,48,99,60,78
"267986",33,28,54,9,50,44,13,28,33,17,36
"2828338",26,22,19,15,27,18,17,13,18,21,16
"332102",39,20,214,36,18,16,14,13,28,6,12
"1940138",6,5,9,5,13,9,11,11,15,5,6
"336809",16,8,8,3,9,6,5,7,12,6,5
"1755829",10,5,5,3,16,5,3,4,8,2,6
"79328",1277,1041,1987,1738,2080,973,833,877,1326,877,1230
"354354",630,685,960,73,1814,4825,338,1665,961,397,630
"649461",283,208,1857,20,285,119,85,78,130,93,102
"2698688",380,387,292,56,922,290,169,258,363,221,300
"398041",550,308,560,78,771,537,316,436,601,429,722
"379899",205,246,261,68,426,210,133,182,274,150,217
"1860196",289,283,365,794,710,187,1098,193,226,152,206
"2812019",483,195,321,59,502,246,193,256,305,192,331
"1874621",98,140,178,25,342,229,43,86,92,66,92
"1769012",163,172,155,51,277,159,98,115,152,91,167
"1004301",133,83,148,25,231,104,60,87,120,82,121
"649460",88,116,110,16,208,90,57,89,111,72,104
"239759",2456,1696,1420,372,2270,1799,1464,1635,2586,1838,2098
"816",719,492,414,143,686,480,375,435,682,475,577
"838",557,362,308,95,439,386,259,333,479,353,410
"577309",45,38,24,16,51,38,34,34,56,35,44
"1283313",35,29,17,5,19,21,14,18,29,9,22
"2815786",221,135,102,25,149,124,119,107,195,138,188
"2518495",121,102,72,22,137,79,80,115,118,98,112
"1918540",116,97,78,23,99,94,67,97,131,87,124
"195950",212,202,172,46,228,187,174,179,289,211,235
"375288",137,99,114,25,134,122,67,100,144,83,115
"836",160,113,92,34,138,115,75,116,157,117,125
"909656",171,126,109,33,140,137,90,108,180,119,132
"307628",67,55,53,18,51,59,57,55,92,61,59
"294702",47,36,31,12,44,27,21,26,51,25,24
"156973",21,12,16,10,22,14,8,20,23,19,12
"397864",80,72,47,15,112,81,51,75,100,70,85
"1348911",16,10,10,6,20,15,12,8,18,12,14
"574697",69,41,33,13,64,49,33,42,77,46,46
"283168",30,25,24,6,31,13,7,19,31,11,34
"346096",60,32,31,13,34,25,20,27,52,32,41
"1970191",19,12,13,3,23,24,15,9,30,10,19
"2760873",28,13,23,1,12,19,11,13,20,7,21
"1471399",88,61,54,16,94,65,34,47,78,35,68
"1193324",35,31,17,8,40,34,32,34,44,23,20
"2060722",18,16,25,4,18,15,8,11,22,19,14
"29549",2324,1440,1283,492,1950,1712,1463,1705,2495,1765,2131
"146919",1467,806,834,348,1200,918,932,933,1319,1026,1257
"423349",1067,835,1010,375,1263,725,524,713,1037,648,868
"84567",604,467,552,241,596,402,206,298,509,304,420
"28453",597,348,2769,1014,505,370,381,385,2044,347,832
"1773450",128,62,86,47,137,69,76,65,109,77,106
"929509",41,38,43,19,56,26,24,13,48,18,34
"1649482",35,44,79,81,45,42,24,51,57,48,46
"376469",43,29,46,50,52,34,93,39,200,36,118
"2349",156,150,110,24,148,123,106,118,161,130,142
"1007",28,26,23,6,37,17,18,23,29,20,18
"256319",1126,811,648,153,1079,914,684,789,1239,924,948
"274493",732,484,393,87,575,478,414,481,722,597,541
"1101",412,356,278,80,442,337,273,299,469,341,371
"100715",68,56,36,9,64,72,39,72,86,71,55
"1457365",186,113,100,41,154,142,96,107,176,149,153
"1134403",107,68,49,10,81,101,50,78,100,66,90
"795750",36,36,33,7,35,27,33,26,42,34,28
"861299",17589,11440,15425,3306,26358,24655,12474,16472,22033,19179,22854
"2646123",2777,2094,2076,445,3308,2967,1664,2320,3574,2471,3104
"173480",2104,1478,1764,439,2496,2277,1412,1941,2655,1903,2384
"1379270",1722,1197,1303,296,1949,1693,1048,1509,2057,1564,1790
"833",78,66,55,10,106,84,64,57,117,63,67
"459349",66,36,43,3,39,65,56,36,55,60,38
"2602070",1438,1032,697,147,1251,1174,833,941,1390,1113,1210
"1617967",945,709,424,102,956,894,519,665,1056,739,834
"682795",1049,762,474,93,910,886,500,678,946,801,837
"1198114",766,577,386,67,847,727,429,547,839,643,743
"926566",798,630,431,70,870,810,370,572,880,623,739
"1592106",1066,859,506,78,1111,1040,526,742,1135,822,913
"401053",480,411,243,49,552,499,261,375,596,359,440
"240015",989,851,569,114,1215,1175,578,854,1185,876,1050
"2763107",936,881,472,83,1099,1145,540,766,1192,859,903
"204669",1487,1354,745,143,2142,2237,839,1395,1974,1382,1590
"2703788",595,536,324,57,728,674,405,544,765,534,631
"2763071",379,345,171,49,439,450,226,291,462,335,379
"2211140",760,625,400,73,849,804,413,560,826,594,697
"234267",3700,3314,1818,280,4509,4345,1877,2929,4281,3412,3726
"1473598",3132,2592,1550,247,3049,2594,1641,2243,3489,2542,2936
"1855912",21206,17045,8285,987,14854,14182,9627,13748,19505,14580,19554
"981222",776,592,376,64,718,643,365,556,855,623,674
"981385",127,74,96,11,82,87,65,78,90,69,104
"42253",2113,1834,1937,202,2531,2208,1419,2099,2541,1997,2028
"1325564",1401,1079,777,102,1484,1245,901,1146,1548,1292,1199
"1715989",944,1024,539,83,1067,932,682,801,1076,833,860
"1936990",1080,754,480,58,1143,1023,733,984,1226,1024,1079
"180",63,36,56,19,51,56,41,46,63,27,46
"178606",33,31,16,5,20,21,16,22,38,25,26
"1660083",27,22,7,1,13,10,27,18,23,19,23
"2715679",61,24,13,5,45,47,64,36,54,60,53
"545694",200,83,52,14,97,106,112,78,110,146,97
"906968",169,77,88,15,133,126,79,81,129,80,117
"2766701",41,38,27,8,40,43,27,38,43,38,37
"2787628",28,16,12,6,17,15,9,16,18,15,20
"1539298",8,12,14,0,16,16,10,15,20,9,9
"120683",12,7,7,2,17,8,5,9,13,5,4
"69713",45,50,33,3,54,52,26,29,47,31,47
"545695",54,43,22,4,69,48,35,45,73,41,40
"138851",43,33,20,7,44,40,16,26,41,27,33
"744872",38,36,39,6,45,30,21,21,39,33,22
"58231",30,16,12,8,20,26,17,23,26,19,26
"744515",26,17,14,1,17,16,7,17,17,13,14
"1291379",0,1,0,0,2,1,2,0,4,0,0
"999426",1,0,0,1,4,1,3,0,0,1,0
"999431",1,1,1,0,2,1,3,2,1,3,2
"999432",1,1,1,0,3,1,2,0,1,0,0
"869209",19,17,12,2,20,11,7,10,16,9,10
"162",14,26,12,2,24,19,4,12,14,14,14
"161",1,0,1,0,0,0,0,0,0,0,0
"221027",1,2,8,0,8,7,4,5,8,5,8
"665571",153,89,56,22,117,106,81,85,117,95,82
"869211",132,86,53,14,84,51,80,69,108,94,98
"889378",137,102,75,17,121,96,74,90,142,117,137
"760011",54,36,32,7,41,32,36,33,55,29,59
"158189",53,35,16,6,28,34,22,25,39,26,42
"158190",21,15,8,3,24,13,10,17,16,19,16
"1307761",63,55,26,14,41,47,25,49,60,34,49
"573413",58,47,33,7,55,50,20,36,45,36,37
"252967",16,3,20,3,12,8,10,7,5,6,7
"2518645",18,22,20,3,15,16,10,14,24,14,22
"1313295",1,1,0,0,0,0,0,1,0,1,0
"47466",5,6,19,8,0,2,8,7,6,3,4
"143",0,3,0,0,1,4,0,1,0,1,2
"1408429",3,2,0,0,1,6,2,2,3,4,2
"2608247",7,2,4,0,3,0,0,2,0,1,4
"29520",0,0,0,0,0,0,0,2,0,0,1
"412419",2,0,0,0,0,0,0,0,0,1,0
