"","X0n7bM2TOMPOOA100365.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report"
"545",38,4,33,19,11,15,14,24,26,20,20
"2562449",37,2,32,23,14,19,17,22,32,14,9
"2653932",31,4,41,22,13,28,31,33,29,25,18
"1748967",6,0,4,6,3,7,1,14,3,5,0
"1563222",5,0,5,4,5,0,1,3,1,3,1
"1138308",18,1,11,13,4,13,10,18,8,8,7
"413498",146,14,151,88,64,84,71,147,90,76,51
"1074000",121,16,100,70,46,55,395,86,67,57,51
"1073999",102,9,102,54,43,85,61,88,79,61,48
"1159491",1,0,0,0,0,0,2,2,0,1,1
"1159613",24,3,19,10,8,14,12,11,7,9,4
"1906275",13,1,15,13,9,9,13,31,14,11,7
"2725560",79,9,61,48,33,54,42,61,67,31,16
"2492396",65,6,61,39,28,26,22,44,51,22,16
"2067958",48,7,41,48,17,30,23,39,27,19,10
"1300165",20,3,15,12,5,17,14,11,8,4,5
"1235834",14,3,9,8,7,8,4,11,6,3,9
"551989",57,4,54,30,27,32,13,45,42,22,16
"1177180",1,0,6,3,3,3,3,4,1,3,0
"497725",41,4,34,21,19,18,25,30,27,13,1
"1646340",41,8,45,35,45,27,25,35,20,24,8
"2714951",82,7,100,52,28,60,44,107,43,55,26
"2815358",78,5,75,46,27,58,55,76,45,31,25
"2282310",21,0,22,10,11,8,4,34,4,10,6
"2282309",19,3,21,12,5,9,21,24,10,25,4
"2681308",14,0,17,17,9,11,18,15,17,7,2
"2681309",9,1,3,1,4,1,1,8,5,2,0
"1920114",7,0,4,4,5,5,4,5,4,3,1
"2681307",7,3,21,12,5,16,8,24,17,7,9
"83655",183,15,203,124,69,114,93,156,109,98,61
"2822132",10,0,3,9,0,3,2,7,1,2,1
"83334",7,0,3,3,1,7,4,3,2,4,1
"696406",3,0,0,0,0,0,0,0,0,0,0
"2233553",3,0,0,0,0,0,0,0,0,0,0
"930406",3,0,0,0,1,1,1,0,1,0,0
"585034",2,0,1,0,0,0,3,0,0,0,0
"409438",1,1,2,1,0,0,2,0,1,1,0
"2048778",1,0,0,0,0,0,0,0,0,0,0
"2048781",1,0,0,0,0,0,0,1,0,0,0
"1392858",1,1,0,0,0,1,0,0,0,1,0
"2763104",1,0,0,0,0,0,8,6,0,12,1
"1045010",1,0,1,0,0,0,0,0,0,0,1
"244319",1,0,0,0,0,0,0,0,0,0,0
"1078034",1,0,0,0,0,0,0,2,0,0,0
"2810408",1,0,1,0,0,0,0,0,0,0,1
"2810404",1,0,0,0,0,2,1,4,0,2,0
"208962",63,6,60,30,35,36,23,40,25,18,18
"564",61,5,56,33,10,23,23,32,11,16,12
"1499973",32,4,26,18,16,16,16,29,16,14,5
"2044467",14,0,21,14,5,13,9,10,10,11,1
"575",84,6,87,48,25,47,47,66,64,39,25
"577",83,6,77,59,23,46,41,65,51,50,30
"54291",68,5,0,0,0,0,42,56,45,34,21
"1259973",22,1,17,8,12,12,12,21,16,9,6
"2259647",3,0,0,0,1,0,0,2,1,0,0
"61647",419,31,387,295,198,302,219,413,323,213,147
"701347",19,0,32,21,20,15,14,32,16,14,9
"59201",139,8,125,96,50,74,66,115,62,101,39
"59202",22,2,26,21,13,29,17,33,27,22,14
"59208",8,0,8,2,9,7,5,11,7,6,4
"59204",4,1,4,2,4,3,1,6,0,2,3
"59205",4,1,1,3,1,2,0,6,5,0,8
"59203",3,0,5,0,1,6,1,4,4,7,3
"41527",3,0,10,1,6,3,1,4,8,1,2
"1197719",2,1,1,2,0,2,1,1,2,0,0
"158822",331,26,268,193,128,202,162,286,188,145,67
"2545798",90,7,81,45,34,72,45,70,61,37,19
"158823",76,9,76,63,31,53,58,57,69,39,24
"61646",144,11,140,105,55,83,68,117,66,62,32
"2153385",37,1,20,18,13,14,19,27,15,20,7
"69220",29,2,22,16,11,18,6,21,12,12,6
"61648",76,9,54,47,28,42,25,56,38,34,18
"2774055",71,6,65,50,40,49,28,62,41,42,26
"51288",32,2,22,20,9,15,14,17,9,17,3
"566",142,17,118,80,53,99,67,112,76,67,26
"2579935",137,10,148,78,44,87,64,132,70,90,32
"158877",113,7,82,62,47,56,53,88,52,51,25
"1851514",107,9,89,61,41,68,61,66,59,66,26
"2479367",57,7,60,31,21,45,26,40,32,23,8
"82977",35,3,46,26,20,25,27,43,36,43,15
"146507",34,5,39,41,10,30,16,39,28,16,16
"84564",20,2,26,17,2,16,11,22,25,8,5
"1906659",11,0,7,3,5,10,7,4,3,6,2
"1906661",8,1,1,4,1,4,0,2,3,3,1
"1906657",7,1,7,4,7,14,6,10,8,4,2
"1682492",5,0,0,2,0,4,1,2,0,1,0
"472825",4,0,1,2,1,0,1,0,4,0,1
"199891",3,0,1,0,2,2,0,2,2,0,1
"1906660",1,0,3,0,0,2,1,1,2,3,0
"565",93,16,119,77,42,61,54,82,54,77,42
"1972431",64,2,60,34,19,28,28,50,40,18,14
"395631",13,0,4,5,6,6,3,8,2,2,2
"1756993",8,0,8,1,8,2,4,6,2,1,2
"563",87,4,110,67,42,48,56,85,52,47,21
"2675784",5,1,0,1,0,0,0,0,1,0,0
"2675785",3,0,1,6,0,1,1,1,3,0,1
"2675772",2,0,0,0,0,0,0,0,1,0,0
"2675775",2,0,0,1,2,0,0,1,1,1,0
"2675794",2,0,3,3,2,1,0,2,0,0,0
"2675793",2,0,1,2,0,1,4,3,0,0,1
"2675791",2,1,1,2,0,1,0,1,2,1,0
"2675789",2,1,4,0,2,0,0,1,0,0,0
"2675782",2,0,1,1,0,1,0,1,1,1,0
"2675783",2,0,1,1,1,0,0,0,0,0,0
"2675797",1,0,5,1,2,3,0,1,1,1,0
"2675795",1,0,0,0,0,1,1,1,0,0,0
"2675792",1,0,0,1,2,1,0,1,1,0,0
"2675788",1,0,0,0,1,0,0,0,0,1,0
"2675787",1,0,3,3,2,0,0,1,1,0,0
"2675786",1,0,1,0,1,3,1,0,0,0,0
"2675781",1,0,3,0,0,0,0,0,2,3,0
"2675780",1,0,1,0,0,0,0,2,0,0,0
"2675779",1,0,1,1,0,0,0,0,0,1,0
"2675778",1,0,1,1,0,1,4,0,1,0,0
"2675776",1,0,1,0,0,0,1,0,0,0,0
"1048758",29,3,25,11,0,26,23,39,19,13,3
"42897",1,0,0,1,0,0,0,0,1,0,0
"622",4,1,3,3,3,6,0,6,3,3,2
"621",1,0,3,1,0,0,3,4,0,0,0
"2487150",8,3,8,3,3,5,7,11,1,4,4
"401619",3,1,2,0,2,0,0,1,2,0,0
"428411",2,0,5,0,2,0,4,3,0,2,0
"476281",4,0,1,2,2,6,3,1,4,1,3
"911022",8,1,10,5,9,3,5,6,10,2,1
"1334564",7,3,7,3,0,6,4,4,2,6,5
"273526",6,2,16,8,3,5,5,13,4,6,3
"435998",3,0,7,1,3,2,1,2,3,1,1
"2420306",79,9,62,55,26,34,31,54,54,34,19
"104623",59,7,52,36,28,40,29,68,33,34,16
"671990",52,4,51,27,18,35,31,38,28,18,32
"2597702",50,4,44,34,13,27,41,33,38,22,14
"2033438",28,2,34,13,20,28,37,40,31,24,8
"2448483",14,0,19,11,12,8,5,13,10,7,2
"2447890",14,3,14,14,8,9,6,26,16,26,6
"2724469",7,1,7,3,7,0,3,1,2,2,0
"2773264",6,0,3,1,8,9,3,6,1,2,0
"2482769",6,2,4,4,1,10,4,3,1,3,2
"2785630",4,0,3,0,0,2,4,1,2,2,1
"1327989",4,0,15,7,4,4,3,2,1,7,2
"488142",4,0,6,7,4,10,1,9,9,1,4
"1758196",3,0,1,0,0,2,2,3,6,2,1
"2485839",2,0,2,1,1,0,1,5,2,4,0
"1154756",64,3,47,42,32,24,17,29,35,22,7
"682634",10,1,25,4,2,10,8,4,6,9,2
"1006598",1,0,1,0,0,1,1,2,0,0,4
"61652",167,17,157,113,53,108,131,166,101,111,59
"618",153,14,193,114,65,99,95,137,61,99,45
"47917",150,21,132,98,62,102,89,161,92,103,48
"2741499",123,5,97,81,23,65,41,79,46,52,26
"399741",6,0,10,8,3,7,3,13,3,4,4
"82995",80,6,74,53,27,41,28,57,52,30,20
"568817",10,1,10,5,4,1,2,9,3,2,0
"1346614",5,0,5,5,2,3,2,6,1,0,0
"137545",29,2,26,17,15,27,19,15,13,17,12
"61651",22,4,20,18,10,10,13,21,17,12,7
"300181",11,0,11,9,8,13,5,3,13,8,4
"458197",9,1,9,4,0,6,3,3,6,1,0
"1443113",16,2,10,6,3,2,4,6,1,10,0
"34053",3,0,4,1,1,1,6,3,0,3,1
"367190",15,0,14,5,8,14,9,16,8,8,2
"633",9,1,14,6,8,10,5,15,8,9,3
"632",7,1,10,11,2,4,6,2,4,6,3
"29486",39,5,42,27,20,29,15,29,28,14,16
"935293",35,2,34,27,33,29,26,40,13,21,10
"28152",33,2,18,12,4,16,14,27,11,4,8
"1453495",28,0,22,12,6,15,10,18,20,14,8
"29484",25,2,29,18,14,14,15,32,0,14,8
"349967",25,3,31,19,13,24,12,44,19,14,14
"29485",20,1,18,14,11,21,12,18,24,17,6
"263819",19,1,17,13,10,6,10,17,15,20,6
"2607663",16,3,11,11,4,10,16,20,12,15,4
"2339259",9,0,6,9,1,3,3,2,8,2,1
"349968",3,0,2,2,1,1,0,4,5,3,1
"419257",3,0,2,3,0,7,5,3,2,7,1
"1179669",2,2,4,4,1,0,3,3,2,2,7
"2126321",342,34,339,212,135,212,170,283,273,170,97
"745277",82,4,48,45,25,61,29,62,45,41,17
"1151116",1,0,1,0,2,1,1,3,1,2,0
"1805933",94,9,86,76,51,81,68,100,87,53,26
"741091",3,2,1,1,0,1,1,4,0,1,0
"2703885",16,2,11,3,7,6,6,5,10,6,1
"929813",195,13,189,111,94,139,104,207,124,124,50
"1646377",126,20,124,97,56,85,82,109,105,74,47
"41202",110,15,129,81,63,74,64,105,87,44,40
"1441930",41,2,55,56,39,38,34,57,24,16,24
"1878942",21,1,19,5,8,12,11,12,15,3,8
"2575375",138,6,103,87,62,95,49,88,91,50,28
"592316",105,9,95,57,36,66,41,94,71,63,41
"1484158",101,7,107,68,66,66,161,119,58,75,46
"2052056",86,10,87,53,40,51,40,53,58,33,28
"2490851",83,9,70,53,25,42,38,80,39,43,27
"2479547",49,6,38,26,27,31,16,45,35,22,16
"2768165",7,0,8,3,0,2,3,7,5,5,1
"2787629",6,3,11,3,5,10,9,10,10,0,0
"59814",314,25,302,160,117,207,180,286,211,174,102
"712898",10,3,8,8,2,3,5,12,6,1,3
"549",168,29,250,118,67,84,108,183,101,87,43
"932677",1,0,1,1,0,1,0,1,1,0,0
"1123863",1,1,0,0,11,1,1,4,0,0,0
"55209",115,11,108,69,52,56,55,94,66,50,24
"66271",19,3,11,5,7,3,9,15,4,9,4
"1891675",93,7,101,59,33,55,49,65,45,48,23
"1076550",65,4,94,51,34,38,23,51,40,39,21
"1235990",13,2,11,7,3,3,1,15,8,3,0
"470933",4,1,12,7,7,6,6,10,6,6,1
"1619313",185,18,141,91,67,88,92,111,102,52,43
"55211",112,8,98,82,59,75,60,91,76,51,36
"2681984",66,11,77,53,35,43,40,60,58,43,32
"2547962",19,2,18,19,9,16,8,13,10,13,7
"215689",15,1,26,16,15,8,12,14,7,2,11
"465817",90,4,72,51,24,51,39,70,49,47,24
"634500",36,4,26,22,11,13,15,21,19,24,17
"1407064",3,0,2,0,1,1,1,1,5,0,0
"716540",1,0,0,0,0,0,0,1,0,0,1
"1922217",56,5,44,35,29,25,23,41,34,21,15
"79967",20,1,13,12,4,0,7,0,5,8,1
"665914",195,16,166,122,61,129,102,209,144,102,58
"665913",156,13,138,145,80,96,89,167,123,89,60
"1458355",151,14,145,102,63,94,86,129,93,76,53
"1615494",108,12,108,59,26,43,44,75,39,48,38
"1241869",10,1,5,7,3,3,4,4,3,0,0
"118103",8,0,2,3,0,0,1,3,5,0,2
"135842",8,0,1,2,2,6,2,4,18,2,9
"1315998",7,0,8,4,3,6,9,5,2,1,2
"2315800",7,0,8,5,12,9,7,7,10,8,2
"2518979",6,0,0,0,1,0,0,2,0,0,0
"98785",5,0,0,2,1,0,0,2,0,0,0
"2518977",4,0,1,0,0,0,0,1,1,0,0
"1660043",4,0,2,2,0,4,1,2,1,0,2
"1258543",3,0,3,0,2,1,0,0,5,0,0
"1241860",3,0,4,3,0,3,2,0,2,2,2
"1241836",3,0,3,3,0,0,0,2,2,1,1
"1241834",3,0,0,0,2,0,0,3,1,2,0
"911343",3,0,1,1,0,3,1,2,4,0,1
"2518976",3,0,11,5,0,3,2,2,1,4,2
"2173854",3,0,1,0,1,1,1,0,0,2,0
"118101",3,0,1,4,7,0,0,0,1,1,1
"2495405",3,0,2,1,1,0,1,3,1,3,7
"557993",2,0,0,0,1,1,0,2,0,1,4
"1241865",2,0,2,3,2,4,2,2,0,1,0
"1241859",2,0,1,0,5,1,2,2,2,0,0
"118110",2,0,10,1,0,0,0,3,4,0,0
"1660040",2,2,2,0,1,0,0,0,0,1,0
"655384",2,0,0,0,1,1,0,2,0,1,0
"571428",2,0,0,0,0,0,0,1,2,1,0
"1878935",2,0,5,2,1,0,0,1,0,3,0
"1507522",1,0,0,0,2,3,1,1,2,3,1
"2315802",1,0,4,3,0,0,1,0,2,1,1
"1265350",1,0,0,1,0,1,0,0,1,0,1
"1921549",1,0,1,0,0,0,1,2,1,0,0
"2518980",1,0,1,0,0,0,0,0,4,1,0
"98793",1,0,3,0,0,2,0,1,1,3,2
"1241878",1,0,0,0,3,0,3,0,1,0,3
"98794",1,0,2,1,0,0,1,2,2,0,0
"98804",1,0,1,0,0,0,2,0,1,3,0
"118118",1,0,1,1,1,0,0,1,3,1,0
"261318",1,0,0,0,0,0,2,1,1,0,1
"571430",1,0,1,2,1,0,2,1,0,3,0
"1241832",1,0,0,4,0,2,1,5,0,4,2
"1241833",1,0,1,2,3,0,1,4,0,1,0
"1241884",1,0,0,8,0,3,0,4,0,3,4
"53336",48,5,34,20,16,14,21,26,20,28,13
"82987",41,4,33,33,22,24,16,36,23,23,9
"2487345",41,2,38,24,14,39,14,29,26,14,13
"36868",5,0,7,0,1,2,8,4,1,5,0
"590409",25,2,26,9,11,15,14,15,8,5,10
"1427366",14,3,13,6,6,10,7,12,11,9,2
"1224147",13,1,6,7,3,8,3,6,3,4,4
"1224153",9,1,9,7,5,3,3,13,6,2,1
"1223567",8,0,4,6,4,1,2,1,1,7,0
"1223573",4,0,4,1,2,1,2,5,4,0,4
"1224146",3,1,5,2,5,5,5,5,4,2,2
"1223569",58,3,54,27,24,38,23,45,33,40,6
"1223571",35,6,55,21,12,21,18,21,11,23,8
"561229",1,0,0,0,0,0,0,0,0,1,0
"204040",33,4,36,26,13,37,28,30,26,18,12
"1224149",15,5,29,20,11,23,22,16,17,14,7
"198628",11,2,16,3,10,7,6,14,8,1,3
"1223572",1,0,0,0,0,0,0,0,0,0,0
"579405",4,0,1,1,0,0,0,0,0,0,1
"1226343",3,0,2,2,4,3,1,3,1,0,1
"1223570",1,0,0,1,0,1,0,4,1,0,1
"1225780",1,0,0,1,1,0,0,0,2,1,1
"1089444",67,9,0,40,17,38,55,60,30,40,28
"568766",46,3,55,33,13,17,22,26,22,11,13
"2037915",9,1,1,3,1,1,3,3,2,4,5
"1224145",5,0,6,7,1,2,3,5,4,1,2
"1778540",63,6,72,34,22,29,35,52,27,29,14
"568768",60,4,36,32,28,36,26,44,42,25,11
"180957",96,10,105,53,37,60,50,77,56,43,43
"555",61,10,74,75,38,33,39,67,52,27,15
"2042057",72,4,48,42,22,37,32,50,38,28,12
"218491",7,2,16,3,1,9,4,8,5,1,2
"1905730",35,4,0,0,0,0,15,45,31,0,15
"2108399",33,1,35,35,19,23,13,30,14,17,8
"1175631",32,3,26,16,12,25,12,26,14,9,4
"2488639",30,6,22,16,10,15,16,31,9,16,4
"78398",21,1,18,20,12,13,15,16,8,18,5
"1201031",6,1,5,4,4,6,3,8,3,5,3
"2722756",154,8,113,96,63,97,68,123,83,62,41
"1109412",105,9,98,82,51,64,50,108,76,54,35
"55213",91,4,69,68,32,46,37,68,48,35,26
"1172565",132,13,128,84,58,87,58,125,98,73,39
"1082704",112,13,100,85,64,78,49,108,87,69,41
"718251",1,0,0,0,0,0,0,0,3,1,0
"93378",103,9,107,84,51,83,50,106,82,59,30
"67780",92,11,83,0,39,0,48,0,66,0,43
"1288122",7,1,8,5,1,4,2,4,4,0,1
"1578828",6,0,9,6,4,3,6,4,6,1,1
"1650654",5,0,0,2,1,1,0,1,1,0,1
"667120",2,0,0,0,0,0,0,0,1,1,0
"1453496",3,0,3,6,0,3,1,5,6,8,5
"546367",27,4,34,23,19,28,19,45,25,21,11
"1848580",4,0,4,0,2,5,4,3,0,0,0
"82983",20,1,25,21,9,16,11,25,18,16,7
"1141663",4,0,2,1,0,0,0,1,0,0,0
"158850",19,0,12,12,13,10,10,30,4,16,11
"126385",18,3,30,12,8,8,4,14,8,9,2
"333962",16,3,18,12,10,14,4,12,10,7,4
"1141660",16,3,9,9,2,12,3,13,11,4,10
"333965",13,0,25,17,6,6,6,12,12,10,6
"588",4,0,4,1,0,2,2,6,4,1,0
"2791982",2,0,0,0,0,0,0,0,0,0,0
"406818",21,2,25,12,7,21,10,18,9,7,6
"351671",27,3,22,23,16,23,18,49,22,28,8
"351679",25,3,17,15,9,7,13,23,9,9,4
"628",23,1,15,14,15,22,14,25,16,15,4
"1354304",21,3,13,16,5,15,6,12,11,12,8
"290110",16,1,13,11,12,14,8,16,8,6,6
"180434",1,0,0,1,0,1,1,1,1,0,0
"584",54,7,56,0,50,0,0,0,170,0,0
"585",29,1,34,21,13,16,19,29,18,18,8
"183417",13,0,9,7,5,9,8,9,3,4,1
"102862",9,0,4,11,0,6,2,2,4,11,1
"2697019",5,1,4,1,1,3,3,5,3,1,3
"626774",1,0,2,0,1,1,2,0,1,0,1
"1987580",1,0,2,3,0,2,0,1,2,0,1
"230089",29,2,18,11,10,9,15,16,15,14,5
"141679",28,1,31,18,22,16,7,22,9,6,9
"291112",22,4,11,20,9,22,8,22,15,6,5
"235559",19,1,13,9,0,4,8,6,9,4,0
"1231049",6,0,13,6,5,7,4,7,4,5,2
"638",14,1,7,9,12,9,2,15,9,4,4
"634113",2,0,2,2,1,4,2,4,1,1,2
"1239307",124,14,128,96,63,84,71,126,92,63,41
"2342",65,4,66,39,24,60,35,58,54,43,40
"1929246",8,4,9,6,8,5,8,4,8,8,3
"158841",89,9,86,55,37,52,34,71,41,33,23
"82985",26,2,25,28,20,15,18,36,9,19,17
"2172103",15,4,14,14,12,12,9,15,11,8,9
"2498113",12,1,13,15,4,16,11,16,20,12,12
"703",122,5,81,77,48,78,53,86,55,51,20
"1255043",1202,83,969,837,486,801,544,938,740,531,340
"396588",1198,93,994,682,463,681,586,934,625,506,356
"713585",1057,73,893,720,376,648,485,879,675,443,313
"396595",695,58,699,474,300,478,401,665,407,400,260
"106634",686,60,735,505,335,476,459,666,507,346,207
"1765967",866,45,710,619,343,470,434,736,514,419,203
"2792603",846,63,701,591,377,568,455,763,617,482,266
"2819280",465,29,387,272,208,322,287,400,340,229,155
"1335757",577,35,478,393,225,336,258,472,344,251,156
"2666185",495,42,417,338,167,288,274,392,306,229,118
"1260251",335,38,307,222,154,196,173,322,221,155,95
"349124",955,82,919,594,415,665,539,871,690,528,295
"1052",163,13,129,111,81,104,78,127,115,78,41
"2740807",1030,58,835,638,424,651,509,913,628,502,289
"187272",984,93,929,649,374,533,553,831,536,526,318
"421628",358,33,347,241,147,230,179,307,231,204,103
"1442136",349,32,292,209,178,210,205,271,180,196,90
"1166950",1658,115,1531,1025,697,1019,935,1417,921,682,391
"765912",1530,110,1429,1047,585,1035,894,1323,1026,778,423
"765910",1444,107,1303,916,622,935,831,1286,894,726,413
"572477",1047,79,933,681,425,691,503,855,681,470,289
"765911",953,73,804,621,395,630,451,870,562,421,263
"316276",667,60,579,426,294,444,320,549,431,299,190
"472759",122,5,94,76,48,60,57,76,54,45,25
"1814290",104,10,108,57,45,74,56,99,70,66,33
"323261",72,3,63,42,36,39,31,70,43,42,15
"105559",69,2,67,42,28,43,33,60,46,48,13
"2699430",460,46,449,283,204,347,220,421,257,223,131
"1763998",59,4,75,46,34,55,46,71,55,50,24
"2498451",44,3,45,24,10,22,17,36,97,13,5
"2545632",16,1,19,13,19,17,14,38,17,11,8
"553981",35,1,12,21,1,13,7,11,9,11,4
"1630141",23,1,23,11,16,18,8,25,12,10,6
"1579979",981,76,905,639,444,676,555,948,652,568,301
"2771012",676,43,555,421,273,414,349,537,431,311,175
"2795687",312,16,247,204,61,175,147,211,144,125,86
"585455",159,11,155,121,74,120,85,153,88,83,48
"1972068",1075,93,783,680,387,601,485,843,608,478,340
"47960",1033,74,922,701,356,653,581,904,619,544,272
"1860122",405,30,381,266,188,315,191,397,325,198,154
"555778",191,10,142,115,90,90,79,137,95,84,65
"1548547",576,49,444,368,209,347,200,440,284,219,122
"1811807",269,14,213,167,106,138,128,232,156,101,77
"1192854",229,19,206,178,96,125,127,236,147,110,53
"2587844",784,70,787,475,366,516,449,718,550,380,218
"2773308",546,35,543,374,217,376,322,475,342,281,159
"2587849",546,37,438,346,213,308,243,485,295,303,126
"1883416",546,30,513,362,214,380,313,475,323,242,162
"2733488",541,47,540,314,220,305,279,433,304,272,132
"2733487",537,37,484,339,231,336,307,456,365,319,139
"2497861",528,33,500,355,230,296,290,466,309,253,156
"1609967",485,36,548,337,230,300,252,444,282,268,150
"2306583",411,38,514,295,200,309,267,398,297,255,116
"2730360",311,29,375,202,132,207,216,304,206,181,102
"2562282",231,19,173,134,110,107,97,163,127,107,62
"2749040",166,17,159,113,66,92,99,145,104,96,61
"2785909",145,15,159,122,79,110,89,156,74,111,53
"1504981",104,10,93,74,85,58,54,75,64,42,35
"2136172",95,10,79,67,40,48,55,90,57,47,38
"2733484",75,9,54,41,21,34,26,63,51,32,19
"1118153",71,8,75,43,19,43,35,55,63,35,14
"2014541",32,3,23,14,8,19,7,15,13,9,4
"1971364",31,1,18,27,12,20,12,12,23,23,7
"1666906",31,2,20,25,7,10,17,20,14,13,11
"1761789",24,2,21,21,9,12,12,27,11,7,7
"1346287",18,2,8,7,4,9,5,10,4,10,1
"1250400",3,0,0,0,0,0,0,0,1,0,0
"475662",786,67,927,521,342,469,473,726,523,439,224
"1897729",637,73,696,406,248,400,352,610,432,385,172
"1081866",477,44,553,360,213,325,327,518,357,238,125
"768066",468,41,463,347,224,283,272,448,346,238,147
"507626",412,27,447,266,191,270,216,320,244,217,116
"115561",296,21,277,201,105,154,155,222,157,154,90
"29571",284,25,237,163,131,202,123,218,184,131,91
"1178482",272,27,234,179,130,150,137,240,165,145,88
"29570",270,23,278,179,126,215,181,310,189,159,102
"2609667",141,12,144,100,85,81,68,124,99,72,45
"664683",91,3,90,64,59,52,30,72,44,57,22
"74661",60,5,49,41,21,29,33,55,55,34,31
"44935",33,4,16,28,23,13,27,40,21,22,5
"213554",23,0,5,11,1,6,6,13,9,3,1
"272774",5,0,0,5,4,6,4,7,2,3,1
"2686360",204,19,193,130,87,127,98,155,150,96,64
"2609415",109,7,98,77,45,58,71,109,48,68,40
"2661553",87,1,62,51,38,53,54,80,55,29,22
"2053669",7,0,2,0,0,2,1,3,5,0,0
"1055101",94,10,53,73,28,56,35,81,62,60,28
"28258",7,0,12,7,7,2,2,3,3,4,3
"376489",860,79,853,520,356,552,482,653,593,446,250
"1771309",824,71,827,581,354,570,499,725,530,481,283
"657387",208,22,191,142,93,138,117,220,138,117,72
"698828",196,16,175,92,88,119,86,149,128,79,59
"157779",191,12,177,141,71,120,88,190,152,99,56
"290398",576,53,544,376,240,347,322,504,362,236,177
"1883414",436,31,398,234,184,284,216,338,296,221,126
"33074",90,9,109,79,69,79,47,104,62,80,27
"91844",12,2,8,9,4,6,2,11,6,14,2
"114186",4,0,3,5,1,12,1,2,9,0,1
"2014542",656,44,619,415,256,439,379,590,435,335,222
"1113728",3,2,7,3,5,3,3,3,3,10,2
"391936",501,42,472,364,256,335,302,542,377,327,200
"930169",318,27,317,213,141,191,142,290,211,198,82
"1094342",290,23,274,196,124,185,141,273,180,161,79
"393595",6,1,3,3,6,2,1,2,1,7,0
"1917421",106,10,83,64,48,74,67,102,76,51,30
"1821621",395,29,385,249,167,237,224,341,218,166,106
"48076",153,11,156,102,95,80,70,109,103,59,48
"2668067",31,3,34,29,19,16,19,24,23,14,18
"400668",29,6,16,22,17,18,16,16,14,5,11
"2071621",20,1,21,10,13,17,4,14,8,9,5
"178399",40,5,28,30,14,32,16,41,34,18,16
"383750",37,2,35,20,13,28,14,18,14,14,7
"717774",27,1,18,15,9,14,10,18,16,7,9
"491952",24,5,28,15,14,16,15,18,10,20,6
"2773454",19,0,21,15,7,10,14,14,11,11,3
"491950",8,3,27,13,9,15,11,19,9,4,3
"1031538",33,2,25,22,13,14,20,34,17,20,12
"1572645",29,0,26,22,18,23,7,24,18,12,11
"1441457",18,3,20,17,10,10,28,35,17,11,10
"1249553",82,7,92,74,65,57,44,75,49,47,20
"2614693",69,2,55,28,38,28,34,55,47,37,23
"1298593",4,2,6,1,3,3,1,3,2,3,1
"1208320",3,0,3,1,1,4,0,1,2,1,1
"1278309",43,6,44,29,15,20,20,34,44,18,9
"207949",18,2,22,15,10,3,7,15,17,7,9
"1628392",224,23,220,175,96,187,117,171,156,123,82
"349521",219,19,174,131,88,151,98,225,145,133,81
"2683272",39,4,37,22,12,14,20,23,16,13,7
"2161747",300,20,249,223,129,198,126,251,199,133,101
"1336806",140,7,124,78,75,89,65,104,91,67,44
"1445510",82,11,72,60,54,61,43,83,58,46,39
"418701",131,15,146,97,53,90,82,99,115,62,56
"523791",26,3,23,18,8,11,19,26,12,14,18
"1561924",23,1,24,14,11,15,12,18,16,15,10
"914150",19,4,14,9,16,4,10,16,15,7,3
"1144748",13,2,14,11,10,9,7,15,8,19,9
"141451",62,6,77,46,30,42,44,61,41,26,17
"570277",49,5,55,38,30,30,28,38,24,23,16
"2304594",270,11,211,161,88,164,113,234,151,103,67
"2769486",221,29,216,167,124,135,108,191,147,109,49
"2488665",193,15,202,129,85,128,102,173,126,118,53
"1749259",137,7,111,69,53,72,53,81,52,44,34
"1761794",110,8,102,52,47,49,46,65,43,33,42
"1415568",100,10,89,72,37,55,51,110,45,46,35
"2547598",90,6,54,56,49,63,41,67,70,36,12
"1671721",74,6,60,52,34,32,37,72,41,35,32
"490759",69,2,59,35,19,31,17,62,43,41,15
"2603215",332,24,290,226,140,212,149,293,211,166,116
"1163748",69,9,101,51,15,48,34,67,34,40,12
"351348",66,7,64,48,27,36,30,81,42,37,25
"1420917",206,12,229,174,87,152,132,214,168,141,79
"418719",168,20,199,113,80,117,86,155,91,89,37
"1874317",159,11,157,120,53,113,66,112,96,64,33
"225937",75,8,77,52,34,34,60,62,38,33,24
"330734",46,5,28,28,21,22,28,55,32,16,13
"2267264",36,0,56,47,15,31,25,55,29,15,12
"1714845",15,1,12,8,4,6,6,15,9,8,2
"2358187",10,2,11,13,11,2,4,12,5,2,5
"1917158",5,1,1,1,2,1,3,1,2,3,2
"2058133",3,0,3,7,2,2,1,4,3,1,1
"1004787",9,0,3,6,1,2,1,9,4,3,3
"1004785",8,1,16,7,4,12,12,15,9,1,2
"529120",2,0,3,1,1,2,0,1,0,6,0
"1004788",1,0,0,0,0,0,0,2,4,2,1
