"","X1qGgM2TOMPOOM080340.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report"
"146827",95,146,93,107,28,77,149,71,45,131,18
"156976",187,146,87,101,33,58,117,82,58,79,16
"43768",131,142,127,74,31,80,118,116,60,98,17
"2488819",143,135,81,104,44,78,136,100,62,103,11
"28028",104,131,87,109,17,56,111,84,51,104,18
"1050174",129,113,60,85,26,58,83,60,52,75,11
"1724",116,106,70,83,24,74,118,87,46,62,13
"161896",111,105,67,73,30,55,79,64,44,62,13
"1705",3361,102,58,43,15,27,64,37,212,166,13
"65058",92,98,57,53,20,41,75,60,36,59,7
"43990",109,96,67,58,27,52,96,80,30,61,11
"1471400",88,91,59,58,22,44,84,57,32,90,7
"35757",68,91,50,36,14,40,62,44,31,47,3
"161899",105,90,78,51,29,55,90,82,41,67,1
"38301",78,90,66,53,27,51,78,54,36,69,9
"161895",89,83,60,57,28,49,95,60,36,41,7
"43769",87,83,58,67,13,46,71,40,36,42,10
"258224",58,75,56,39,30,47,57,37,33,41,7
"42817",71,71,37,63,12,36,68,58,35,49,11
"2079234",68,70,65,58,40,48,103,74,49,54,9
"2080757",72,65,42,43,17,32,64,74,25,37,5
"1862358",69,64,46,44,17,36,63,64,33,43,7
"1979527",94,64,46,49,15,39,59,61,33,44,5
"1408191",92,58,38,60,12,36,71,39,32,36,6
"160386",138,56,216,32,20,34,90,58,23,187,1
"1717",87,56,51,51,22,41,59,47,31,44,8
"1697",97,48,32,25,9,15,34,36,31,26,7
"38290",91,47,43,28,10,39,59,38,31,46,7
"571915",57,47,60,43,15,34,70,47,30,35,10
"1719",48,45,52,33,16,21,34,36,12,12,2
"1718",109,41,43,30,11,40,38,24,35,37,2
"1721",38,37,19,10,5,14,24,15,10,18,4
"43765",32,35,30,10,7,7,38,21,27,12,5
"2684406",48,35,19,15,7,20,30,18,14,24,7
"2506452",50,33,35,24,8,20,29,23,13,30,1
"1652495",37,30,18,18,6,19,17,10,13,15,2
"2719119",13,18,18,14,4,4,24,21,9,10,0
"35755",27,8,11,15,6,8,18,14,4,9,4
"2657482",2976,3094,2114,2067,762,1448,2966,2258,1497,1881,349
"84595",1339,1341,925,1016,317,650,1393,1020,596,742,157
"2420509",912,1156,656,685,226,532,1050,714,470,624,110
"2055",1066,927,872,706,225,481,957,860,602,608,759
"1136941",922,818,587,607,181,463,815,614,398,568,77
"2054",738,737,557,535,163,381,694,569,381,412,72
"1004901",789,713,530,543,181,385,722,574,363,449,90
"36822",621,650,496,437,154,353,631,539,307,390,92
"84096",173,159,94,98,28,111,131,92,53,96,10
"1292359",80,122,73,68,25,55,110,88,87,90,16
"158898",2,3,1,1,1,1,1,2,5,1,1
"2617939",1186,1211,859,876,255,641,1257,972,654,779,147
"139021",693,677,444,482,141,359,688,464,347,574,76
"546160",686,619,515,444,116,347,640,481,360,387,58
"499555",518,471,317,332,89,261,467,427,212,285,53
"2061",1564,1622,8561,1210,404,862,1684,1378,822,1050,191
"57704",1195,1378,1033,1087,310,770,1396,1154,681,862,178
"2645312",1946,1985,1486,1520,488,1135,2224,1766,1122,1385,236
"286802",495,539,386,395,121,280,501,411,280,311,62
"1528099",96,65,60,55,14,37,57,59,37,56,5
"2617518",33855,10718,6063,10480,9000,20369,16523,7007,8364,12095,1161
"47872",2957,7082,1255,2902,2792,7920,4617,1559,1562,1897,530
"47865",2920,3464,1367,5503,5384,19388,8054,1816,1739,2321,325
"47857",7714,2986,1780,3068,3816,7570,5078,1928,5564,2815,366
"1914461",5069,2736,1663,3485,5123,9453,5013,2448,1700,2105,288
"47853",4442,2588,1709,2752,1685,4312,3973,1903,2247,1992,293
"1881",2975,2575,1515,3283,2557,7449,4365,1972,1540,1917,275
"307121",5441,2542,1691,2724,1960,4590,4009,1977,2196,2276,291
"47858",29225,2397,1652,2543,2209,4447,3650,1903,2242,2116,516
"356852",3226,2292,1227,2350,1772,5386,3492,1435,1816,1721,231
"1877",2877,2229,1569,1893,1126,2662,2963,1630,1732,2025,307
"299152",2745,2161,1233,2619,2000,5709,3738,1494,1447,1625,236
"285665",4377,2103,1194,2343,1777,4661,3411,1405,1644,1740,226
"261654",2844,2049,1297,2669,2335,6541,3738,1727,1402,1355,208
"1003110",5251,2013,1147,1813,1269,2679,2748,1290,1675,1408,195
"299146",2589,1957,1164,2503,2249,6508,3573,1510,1309,1201,207
"47875",2473,1923,1001,1781,1070,2788,2934,1247,1410,1471,249
"356851",5174,1856,979,1645,939,2364,2450,1085,1329,1494,201
"709883",5395,1642,1101,1794,1084,2581,2386,1276,1347,1298,203
"291594",2385,1624,968,1624,982,2442,2270,1099,1148,1169,152
"2294034",2894,1324,807,1331,792,1698,1885,916,1037,1091,160
"479978",31754,1011,590,991,876,1724,1572,731,824,721,102
"47850",8548,581,389,582,416,844,857,435,419,476,41
"2626549",11703,12423,8464,14648,3305,8215,18275,11364,15346,8611,1424
"196914",4995,4718,3100,5465,1308,3016,6457,3931,4524,3078,590
"113562",3097,4152,2132,3452,853,2064,4624,2605,4860,2290,358
"1867",3368,3923,2673,4979,1102,2647,6565,3606,5774,2649,464
"1866",3147,3736,2269,3989,956,2134,5355,3184,6035,2533,413
"624315",4243,5758,3182,4823,2555,3980,7826,3398,6524,5164,559
"1076124",3456,4695,2580,4178,2065,3585,6677,2702,5077,4160,478
"2631981",33147,8127,4942,8105,3813,6828,10961,5542,12180,6611,835
"227318",2413,3634,2306,3663,1199,2286,4297,2718,2014,2432,372
"168697",1953,1258,693,1181,584,1214,1615,829,898,935,124
"168695",1528,1165,602,1089,573,1177,1572,762,798,962,131
"2630859",2486,1610,930,1330,662,1387,2072,1031,1120,1202,143
"2619320",10525,32655,13193,11105,2625,9694,18764,14055,9798,10708,2045
"2736640",3345,6004,4466,3551,811,3352,6635,4888,3645,3660,759
"240495",2978,5135,4775,3715,1239,3711,6348,5355,3457,3592,628
"2074",2113,3918,2378,2195,524,1804,3642,2520,1690,2005,353
"2618356",9657,12604,10704,13411,3389,11068,16890,13095,10813,9730,1456
"1814",2194,3018,2705,3793,790,2027,3763,3234,2065,2097,363
"33910",1890,2758,2548,4006,929,3966,4911,3877,1823,2044,293
"1804986",1829,2188,1902,2156,582,1513,2758,2011,2384,1822,257
"129921",1292,1818,1248,1261,419,1454,1805,1383,996,1219,192
"31958",1273,1497,1129,1307,365,1025,1744,1388,954,1190,164
"208439",706,943,610,677,221,694,901,648,463,583,111
"1852",1967,10092,1107,609,237,737,1056,1053,673,625,116
"632569",1430,1729,1478,1411,360,1003,1916,1638,1180,1391,160
"40988",2586,1551,2696,970,340,794,1420,2122,996,1018,193
"40989",12829,1092,60129,806,266,891,1633,35268,2042,1049,128
"75294",1921,986,1909,742,231,574,1049,1541,723,722,113
"40990",3030,876,3388,715,170,608,978,2222,765,643,97
"103733",2839,3521,2622,3210,896,2141,4191,3065,4452,2789,512
"2593673",2515,3192,2592,2879,871,1997,3672,3112,20933,2486,1535
"103731",2158,3017,2132,2532,744,1748,3357,2269,2788,2287,400
"1836",3678,3137,3992,2727,687,2399,4050,4030,2076,3772,442
"2665642",2023,1293,1445,1055,288,890,1600,1504,880,1278,165
"60894",949,1169,1333,980,233,759,1297,1508,647,1031,142
"333966",650,1053,836,885,205,625,1156,1011,523,755,106
"2646250",492,698,665,562,122,466,764,738,396,602,93
"543886",0,3,1,4,0,1,1,1,2,2,0
"211114",1886,5995,9135,7944,2581,5622,6756,8092,5091,9049,497
"1470176",1100,1404,1050,1155,308,795,1540,1143,906,1041,140
"340345",1082,1104,997,794,230,663,1161,962,691,791,119
"2644606",97,57,50,44,13,32,59,47,32,26,9
"1612552",46,50,38,42,6,31,50,47,27,30,4
"42197",866,1098,802,814,284,606,1263,902,733,641,131
"40567",114,89,67,72,23,63,117,85,57,68,11
"1586287",2563,3356,2941,2886,2425,1801,3874,2488,4344,4135,659
"43357",2159,3049,2097,2823,828,1772,3423,2402,1892,2127,335
"860235",2079,2965,2275,2660,685,1718,3322,2577,3283,2259,337
"2636053",1716,2343,1786,1781,576,1288,2371,1902,1929,1600,240
"530584",1240,1549,1234,1145,321,809,1614,1445,921,1018,152
"2615069",92037,38890,35613,27206,7467,17956,31254,41704,40316,24827,8402
"2589074",3080,3902,1828,1502,383,1086,1841,2072,1875,1326,314
"2518370",4517,3253,2675,1768,441,1140,2067,3042,2670,1908,579
"2712223",4926,3036,2843,2416,638,1629,2936,3262,2678,2229,545
"433659",7157,2972,5746,3430,684,1982,3377,8043,6507,3037,698
"449461",4728,2894,2334,2095,640,1387,2584,2694,2371,1869,524
"1643322",4917,2855,2942,2512,563,1340,2351,3681,2911,2025,523
"200618",3686,2571,2207,1832,609,1238,2010,2502,2134,1632,682
"2558918",3443,2331,2706,2424,491,1178,2213,4616,2172,1519,396
"419476",3475,2024,1798,1277,365,889,1571,1972,1841,1240,367
"450734",3517,1785,1733,1266,391,881,1590,2007,1820,1259,309
"2045452",2713,1643,1444,1166,311,819,1397,1794,1770,1229,294
"2518371",4120,1605,1420,1094,341,746,1391,1717,1989,1112,382
"402297",2243,1182,1079,865,238,604,1069,1250,1122,812,209
"1804624",990,738,722,686,187,410,735,808,649,469,99
"2633570",2442,2154,1805,1528,441,1094,1956,1905,1427,1339,294
"1736691",1549,1554,1224,933,278,753,1178,1088,823,1054,200
"2041",1916,1543,1418,1158,415,811,1540,1396,1097,1034,244
"2079793",1591,1238,1071,1050,280,713,1335,1231,822,933,215
"2662028",1481,1223,953,917,289,663,1267,1080,817,859,187
"219314",1567,1134,1100,962,304,662,1165,1140,876,840,183
"2045",3371,2608,1986,1804,589,1205,2271,2286,1765,1570,428
"546871",1880,2478,1516,1846,444,1380,2608,1763,1268,1862,359
"642780",3457,2196,2167,1748,589,1175,2205,2809,2051,1530,391
"2621872",1932,1716,1438,1292,368,853,1624,1765,1350,1246,226
"75385",920,1371,786,813,246,584,1230,861,542,839,126
"2619695",1806,2638,2107,2156,567,1387,2716,2583,1279,1937,323
"546874",1754,2200,1380,1611,477,1273,2383,1680,1184,1771,328
"29405",1123,1734,894,1240,261,853,1710,992,715,1157,204
"630515",1191,1478,1059,1183,331,841,1677,1217,763,1206,199
"1285901",886,1110,640,745,238,566,1024,722,485,741,105
"1332264",890,820,604,625,223,456,820,682,499,586,91
"399497",704,798,528,588,183,393,745,595,386,522,88
"2635419",663,716,498,551,178,362,704,565,408,455,87
"1610493",696,697,461,495,148,362,726,533,426,441,78
"2161816",482,486,295,307,107,236,449,319,206,264,37
"556499",761,875,603,717,218,455,924,716,415,542,83
"1744",955,775,488,535,168,414,728,546,316,506,89
"119981",580,739,448,532,157,358,648,487,306,435,86
"2608905",101,116,63,73,27,59,111,76,49,85,10
"1748",761,898,539,639,194,440,846,621,424,608,84
"1749",829,777,544,629,163,420,827,602,423,653,73
"2057246",492,494,360,372,104,296,539,353,275,386,65
"675864",1396,1741,1138,1464,367,975,1858,1238,930,1374,223
"2642922",1284,1326,901,992,268,732,1349,1014,738,940,162
"2717326",1169,1307,857,1049,289,690,1233,979,742,906,134
"2662260",1012,1073,795,925,240,644,1164,940,579,857,116
"33010",435,465,327,326,107,267,526,367,202,433,45
"33011",312,306,214,245,84,196,333,251,143,245,25
"1747",967,253,173,169,79,175,246,239,90,149,41
"1750",652,769,469,551,138,397,741,521,387,630,79
"2633994",85,37,23,31,9,30,49,20,13,15,3
"182640",2586,4695,2857,4867,921,3050,6400,3964,3103,2697,683
"1544730",1815,3695,2012,3764,688,2268,4843,2896,2008,1892,438
"117157",2226,2796,2062,2842,603,1804,3210,2806,1758,2263,326
"2593643",12772,5967,10130,26479,5076,4374,52546,13201,10736,5316,879
"2656914",10797,5869,17628,7095,13131,22822,13495,31088,9127,4721,826
"93944",2,7,7,3,3,4,11,9,4,9,1
"2001",4998,3945,4023,3667,1230,2633,7192,3451,8408,3022,655
"2632669",4505,3743,3403,3773,1148,2618,6056,3181,5332,2850,413
"2006",3069,2475,2341,2501,726,1541,3264,2434,1863,2005,296
"35762",12,1,0,0,0,0,1,0,0,0,0
"2626254",22749,11893,46768,15082,6810,13036,24557,63702,29972,10955,3338
"46165",4523,3838,5465,5060,1245,3115,7014,9536,6313,2986,549
"2020",2195,2523,1861,2359,595,1603,3563,2235,1831,1947,280
"2014",8584,2712,29647,2694,586,1976,4056,6642,2556,3048,743
"280236",1448,1744,1196,1462,352,938,2111,1345,964,1308,196
"53437",1676,1307,1312,930,257,629,1261,1003,713,918,146
"2649073",1,3,0,0,0,0,0,2,1,0,1
"2021",790,5857,633,716,205,560,967,710,515,688,98
"2635841",1856,1967,1470,1774,462,1164,2275,1628,1175,1540,215
"1861",6433,14464,5797,4581,874,5521,8059,7696,11054,7203,3118
"477641",4509,5843,4355,4220,836,3396,5897,6053,6075,4072,1420
"138336",5665,5689,4317,3300,661,3293,5135,5906,7643,3860,1666
"2632575",3478,5426,3176,4268,1072,2717,5492,3793,2277,3275,500
"298654",2677,4676,2433,3385,867,2190,4412,2808,1704,2834,440
"1859",1377,2040,1224,1551,442,1058,2239,1301,861,1332,193
"2716812",1175,1729,1137,1602,388,1002,1915,1294,859,1291,183
"106370",1032,1552,913,1309,357,884,1764,1071,698,1164,144
"2609248",3420,3832,2347,2570,832,1913,3856,2578,1724,2677,435
"52771",467,625,415,505,117,329,602,493,299,435,56
"111015",752,576,470,474,167,347,678,505,354,478,80
"2560010",354,473,267,252,88,255,443,290,224,310,43
"52774",487,449,300,295,100,233,424,322,189,332,42
"2057800",248,320,179,254,61,149,304,211,144,234,34
"675090",284,285,200,267,79,172,325,185,188,250,39
"1656",234,283,209,222,55,177,312,207,123,181,18
"2057743",231,253,175,159,36,111,219,168,128,149,20
"2737173",232,250,126,131,54,99,189,171,89,138,20
"2321394",165,219,146,152,41,91,194,150,92,144,27
"1655",227,212,137,155,47,107,216,150,97,133,22
"1960083",223,199,153,141,37,114,200,141,86,145,22
"1659",125,175,82,126,33,94,170,90,55,140,10
"544580",168,152,105,104,51,101,134,120,70,107,17
"1852377",62,64,34,32,12,28,43,35,21,43,7
"1660",451,462,272,283,115,211,444,275,233,289,47
"52773",204,219,157,194,45,120,239,155,93,170,22
"2691889",217,190,125,137,49,100,233,140,74,123,23
"181487",215,125,104,76,35,77,140,120,61,102,21
"1282737",549,441,311,329,101,220,417,359,218,285,61
"2623556",561,348,266,230,110,225,347,281,223,261,36
"2630174",359,367,232,242,94,214,329,244,172,201,35
"1661",240,222,150,139,46,114,184,118,90,139,28
"312285",147,182,126,116,49,101,174,141,73,138,15
"2692119",258,370,236,229,82,169,321,293,165,263,32
"178339",404,336,278,286,113,181,401,340,171,251,40
"2631020",134,105,80,76,22,63,113,68,50,80,16
"28264",48,37,32,35,8,20,31,26,20,33,3
"1302235",41,28,22,38,10,17,32,20,12,30,2
"131112",28,20,23,16,5,8,25,7,10,4,2
"2609299",151,162,133,121,48,64,147,143,72,80,13
"59505",116,150,97,94,42,57,159,101,68,96,15
"2051",97,79,55,63,20,45,69,44,44,29,7
"1912795",41,32,19,31,18,25,32,16,22,12,2
"82135",37,16,9,7,1,6,27,9,4,8,0
"2624397",2803,4171,5075,3068,930,2174,4161,3498,3331,3823,634
"419479",2787,4061,2517,3053,802,2083,4253,2775,2296,3875,443
"53461",1664,3137,1322,2085,428,1320,2584,1548,1144,1581,349
"2618968",1080,1433,981,1182,329,731,1494,1094,647,930,160
"1090615",1002,1340,758,1130,279,735,1524,981,602,987,161
"35760",472,483,343,290,100,211,495,395,221,251,47
"158787",448,439,286,312,124,247,394,332,197,312,53
"216816",393,434,246,331,106,222,431,263,169,291,38
"1694",350,371,241,250,97,175,314,217,150,257,38
"77635",295,329,195,238,61,178,274,230,129,235,18
"28025",244,318,183,196,46,133,264,172,123,184,21
"1681",296,279,195,187,73,138,269,197,126,184,27
"78448",269,249,180,163,71,128,266,183,107,153,23
"1680",211,211,130,106,56,93,175,110,77,104,25
"1689",148,180,110,79,43,93,138,99,68,106,12
"1685",242,175,137,125,46,96,166,120,64,100,19
"1765219",121,153,98,94,40,82,162,106,57,121,15
"33905",135,151,99,99,33,60,136,87,63,96,21
"638619",148,146,85,110,43,69,124,79,59,99,9
"1683",131,143,77,103,43,80,123,74,62,104,17
"1603886",132,141,99,89,40,71,117,98,73,78,16
"1684",139,129,84,95,24,51,111,93,62,91,16
"1686",115,125,84,49,44,54,87,84,49,52,8
"28026",79,56,41,30,14,28,46,38,29,34,7
"762210",28,46,17,22,12,18,36,22,7,18,2
"2020965",41,43,27,27,9,8,27,22,14,11,4
"1691",20,11,16,9,6,5,15,8,5,8,1
"1687",14,10,8,6,1,6,5,8,9,14,3
"78258",110,121,60,86,35,80,141,48,45,83,9
"2702",19,24,10,11,2,6,16,11,7,9,2
"2792978",9,2,4,3,0,2,2,7,4,4,0
"78259",20,16,14,17,2,9,21,16,9,9,1
"304895",2443,3140,2161,2773,753,1765,3394,2525,1528,2069,334
"283811",1535,2072,1265,1761,528,1227,2317,1385,1113,1540,268
"131568",1585,1746,1312,1475,412,1142,2106,1511,1082,1527,226
"2629395",994,1235,751,1313,291,821,1669,1007,616,826,131
"414996",2066,1187,1109,982,253,710,1321,1144,767,963,157
"1891644",1125,1174,900,969,282,728,1336,985,682,731,103
"28049",504,855,514,863,181,589,867,649,366,627,82
"1884913",34,46,26,24,11,15,31,18,7,18,6
"1884905",55,39,23,22,12,26,38,16,14,38,3
"1884914",44,26,12,20,8,9,18,10,4,7,2
"1884907",11,12,7,10,8,7,11,8,6,4,1
"1884904",12,11,13,12,1,6,13,8,8,9,4
"573600",26,9,14,9,5,10,21,14,3,14,0
"1884915",15,12,5,2,0,2,8,5,2,1,1
"1884634",18,5,16,7,1,12,5,6,1,4,0
"1884916",9,5,8,6,0,7,7,2,0,5,0
"2637691",2745,13185,3862,7925,1367,9052,12266,5122,3755,14609,2053
"49319",1820,6778,2418,5070,875,4925,6922,3283,1933,8206,1016
"42256",637,1933,889,1496,292,1365,2030,1068,626,2012,250
"2051957",469,1127,521,725,162,717,1083,619,364,1089,162
"496014",5829,10588,8338,12530,1733,3913,8289,13341,6815,5149,1096
"191495",7682,16468,10985,13964,2263,5387,10975,17037,8861,7541,1640
"2627773",6337,11600,8842,12186,1653,3830,8459,14256,8293,5527,1250
"2789776",12352,9827,5605,4671,1543,4483,8432,4573,4474,6568,863
"467094",3282,4139,2077,1863,661,1566,2907,1970,1305,2348,352
"53635",938,1378,781,828,291,616,1247,855,524,993,118
"2648737",503,762,480,449,225,372,745,533,284,445,69
"84112",300,383,252,278,121,226,368,242,158,224,35
"1335613",251,313,259,219,116,196,395,286,102,203,39
"471189",229,290,238,213,77,175,249,201,101,151,28
"446660",244,306,191,195,84,142,261,212,114,201,24
"2636013",149,156,93,78,50,82,145,129,69,105,17
"1870985",450,646,429,444,161,309,596,449,257,359,38
"1531429",320,361,254,262,96,208,348,291,154,249,31
"84110",215,277,170,189,65,128,225,193,96,168,22
"79604",198,193,151,112,46,88,130,157,65,130,18
"1944646",13,54,36,59,2,19,20,35,12,53,5
"84163",41,34,15,19,6,16,30,24,9,15,3
"2638792",752,954,664,592,247,498,912,715,396,588,91
"1805478",464,553,433,350,151,298,594,521,210,356,43
"604330",428,488,343,316,123,192,395,371,177,251,36
"133926",212,317,180,198,75,129,290,194,131,178,22
"1871022",265,301,186,194,94,170,295,230,106,175,31
"2003188",178,249,139,127,53,122,232,155,90,170,24
"1382",15,37,7,13,10,9,16,10,5,11,2
"74426",418,488,345,311,124,219,411,375,194,381,40
"33871",169,267,189,180,75,134,224,215,85,189,28
"2649358",2124,3035,1774,1975,587,1628,2882,1811,1118,2455,298
"1670831",1655,2947,1675,2248,555,1578,2752,2003,1091,2152,286
"1670830",2087,2892,1608,1983,571,1600,2931,1715,1118,2427,262
"185979",28720,2826,2034,1811,934,2808,3176,2005,2262,3208,1065
"33932",671,1930,55,31,21,64,56,59,109,41,19
"86661",5818,857,943,600,179,495,1857,777,968,593,203
"653685",6890,774,3265,1012,851,1778,1387,2806,1583,1016,245
"450367",153,616,19,20,2,39,46,17,76,39,385
"189381",1244,158,220,116,46,106,145,190,139,113,13
"1408",641,130,98,54,29,51,76,90,87,75,13
"561879",5540,118,307,141,50,114,199,206,548,300,48
"1664069",280,116,77,81,22,57,104,95,41,66,8
"1670641",1415,91,107,79,22,91,109,126,117,63,39
"1742359",878,78,98,91,31,93,100,86,122,70,18
"1397",2402,74,279,145,53,125,199,222,142,101,41
"324767",888,71,80,68,33,67,73,88,127,52,7
"632773",114,71,37,43,9,22,43,39,18,42,7
"1783501",354,58,82,38,15,29,46,97,82,39,7
"1471",508,48,66,49,24,54,52,54,63,60,13
"79883",392,46,56,43,20,32,44,45,39,33,9
"218284",608,44,36,29,23,33,54,33,40,19,9
"46224",499,43,44,28,11,31,38,56,50,20,7
"38875",1709,42,423,56,49,66,161,636,44,55,10
"1441095",378,41,65,38,19,46,58,51,40,55,14
"1413",293,41,26,15,2,17,28,29,34,14,4
"1547283",538,36,57,29,15,34,46,37,103,39,23
"1476025",491,35,41,32,14,34,52,57,55,28,2
"1792192",822,31,247,30,6,53,84,240,77,96,15
"1479",244,31,29,21,11,28,33,40,46,23,10
"1925021",65,27,19,19,10,8,16,27,10,16,1
"1404",93254,5478,36661,11912,1670,5152,12851,38262,4927,2505,3810
"1402861",52471,288,7771,116,918,3382,3595,4053,5085,3351,2753
"412384",353,102,400,170,19,68,185,405,23,58,82
"86664",836,42,148,72,17,55,80,129,76,114,13
"2675274",5815,2313,737,140,147,792,440,233,2417,468,2504
"152268",1494,61,97,44,29,94,43,83,233,121,21
"79885",282,769,31,19,11,20,33,34,29,61,4
"199441",352,338,38,28,7,22,27,33,54,25,6
"79880",1643,223,3088,194,134,733,1165,2926,226,461,45
"86665",291,78,41,33,23,52,74,43,38,48,5
"300825",113,15,126,17,4,27,122,60,16,14,2
"2598861",98,14,51,11,6,29,26,33,15,16,3
"129338",230,261,121,168,55,110,211,167,76,136,22
"2642459",366,184,148,117,51,105,188,115,63,100,17
"1422",154,114,72,90,20,45,105,78,33,57,5
"1505648",99,111,73,54,22,34,64,46,35,50,7
"1921421",249,106,93,82,43,62,119,94,93,87,25
"33940",27,13,6,11,2,9,16,4,3,14,1
"213419",9,10,2,8,0,7,5,4,2,9,0
"1478",433,734,111,113,24,123,129,90,79,85,253
"228899",1900,144,512,212,67,237,482,505,110,226,60
"421767",452,98,79,68,15,38,77,65,42,50,39
"264697",191,58,60,35,11,41,78,58,36,32,18
"1407",430,40,52,27,10,26,62,54,51,22,9
"2502791",127,469,38,36,14,43,61,38,26,49,8
"2698411",384,152,118,54,20,45,85,101,81,46,7
"2099786",113,74,16,17,12,18,32,21,9,17,2
"129985",15819,250,83,83,60,145,97,118,530,131,47
"279826",1544,139,196,208,108,418,364,162,1171,451,64
"1740721",831,155,2222,3173,570,569,758,5720,389,143,31
"1193713",772,121,175,232,59,143,164,290,151,79,29
"1215031",61,19,13,8,1,10,10,5,14,8,0
"2636778",1908,127,254,118,36,89,116,176,112,116,47
"28031",396,54,43,31,13,26,33,45,26,15,10
"1421",208,23,31,17,10,19,31,35,23,26,6
"2086577",3586,23,81,23,36,46,39,73,66,63,8
"1145276",20,1,2,0,0,5,2,1,1,1,0
"746691",946,136,582,10,27,176,34,201,278,154,2
"182710",5022,63,219,34,15,53,57,111,243,61,22
"2052660",626,41,69,30,9,33,56,46,49,34,10
"2620237",1526,73,106,63,32,59,78,111,122,59,14
"163877",679,33,52,13,11,20,24,31,43,18,8
"1482",1212,32,26,18,2,12,21,30,41,21,6
"2017483",789,26,50,19,12,17,35,43,66,11,5
"302167",132,9,10,2,6,5,7,7,15,8,2
"1473",263,2,6,2,2,2,0,0,5,4,1
"1398",537,215,152,136,55,102,188,122,110,108,17
"665099",33705,143,1583,755,430,1138,901,1150,1762,1589,93
"859143",712,39,49,37,14,39,26,75,63,29,10
"2639704",244,48,34,29,15,33,44,53,32,37,4
"247480",230,38,56,34,10,18,41,39,30,23,2
"294699",194,35,41,23,5,26,31,35,22,29,4
"33934",136,25,35,20,8,13,24,26,13,10,6
"198467",22,5,1,2,1,2,7,4,4,2,0
"196180",16,3,1,1,1,3,11,3,3,3,1
"255247",286,86,177,30,18,56,38,42,56,92,34
"1221500",208,44,67,28,14,26,29,26,28,26,10
"386490",3944,128,784,674,53,346,583,581,116,740,166
"402384",564,27,32,20,13,18,28,19,43,18,4
"45668",586,26,30,20,10,17,15,26,33,24,2
"1570",622,24,34,9,8,12,26,27,33,24,5
"2614679",512,41,35,37,10,37,62,27,60,48,3
"1472767",713,31,43,23,6,15,40,26,64,14,7
"35841",355,71,37,37,27,59,52,52,41,31,3
"1230341",291,70,60,25,11,27,49,70,40,56,7
"1295642",118,47,28,38,11,26,33,27,24,31,6
"1426",43,11,9,12,4,15,26,4,6,20,2
"153151",24,5,6,3,0,1,3,5,1,2,0
"2625209",1100,54,143,22,9,32,41,71,189,28,13
"2628296",619,51,52,26,15,30,51,57,71,49,2
"2651280",321,48,27,30,5,15,33,26,40,13,9
"2283160",366,36,47,22,7,26,42,36,60,28,10
"2636677",98,8,7,4,1,2,4,5,5,4,1
"2636913",504,42,74,26,13,20,51,35,36,28,2
"33936",276,39,41,29,8,33,58,33,37,21,9
"1532552",329,39,47,25,10,46,42,38,44,28,7
"1449",705,37,24,5,6,13,20,22,17,6,1
"2594883",387,31,40,12,9,18,21,28,40,14,1
"1467",520,25,42,23,8,30,44,47,35,19,8
"2213194",390,23,37,16,4,11,19,19,34,15,4
"1028381",1,1,0,0,0,0,0,0,0,0,0
"185978",15576,5743,5629,4459,1707,3705,6168,6090,3015,3579,795
"61624",1305,1135,771,792,314,739,1186,1089,510,732,219
"2704462",762,586,435,386,161,283,586,458,232,310,53
"44251",418,507,185,168,88,166,293,180,105,168,54
"2704463",452,358,252,198,88,171,303,243,124,185,23
"49283",491,351,238,246,120,183,361,302,159,248,33
"562959",629,330,521,510,254,1159,349,989,137,212,30
"1126833",432,296,228,181,63,148,250,235,120,166,37
"79263",436,256,212,155,59,136,248,205,101,174,28
"375489",408,253,204,161,55,116,174,186,91,137,26
"1870820",1300,226,348,132,60,134,317,458,68,114,30
"169760",390,226,211,136,79,120,267,222,97,164,28
"1406",632,196,105,86,40,113,157,117,117,80,49
"248903",867,194,280,257,35,171,181,204,116,98,93
"2495582",344,188,141,137,47,91,175,128,84,126,19
"365617",235,184,127,127,52,90,168,145,66,124,19
"682956",155,183,49,41,14,51,78,52,45,32,11
"414771",254,164,107,94,40,85,147,102,55,80,17
"162209",448,154,98,104,24,92,169,114,91,110,17
"2509456",344,142,108,69,29,80,127,78,50,70,11
"2044880",276,142,86,78,38,66,130,87,59,77,11
"2707005",226,107,47,59,31,65,103,51,41,96,7
"1619311",171,100,83,72,24,59,132,109,35,87,16
"1462996",255,99,86,67,28,70,120,91,42,61,8
"160799",173,94,58,56,21,65,98,48,42,42,2
"1178515",247,93,69,54,32,64,72,80,43,54,12
"1473112",206,91,56,52,18,50,100,65,53,49,15
"44250",242,90,60,48,21,35,62,73,41,54,12
"189425",126,79,53,42,31,52,95,57,25,30,6
"1616788",198,79,65,65,23,58,76,54,36,62,8
"1338368",247,74,45,55,27,29,45,52,49,34,12
"1401",1745,72,270,233,68,218,350,380,72,174,11
