"","cuu6M2TOMPOOB051315.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report"
"2775504",9,5,4,8,31,7,8,11,7,7,0
"46257",2,1,2,3,7,3,6,1,2,2,0
"86840",0,3,0,2,1,0,0,0,0,0,0
"1392877",649,514,643,796,1180,854,1288,1568,556,570,197
"319939",614,503,716,833,1201,898,1844,986,464,679,184
"237610",611,575,625,875,1343,892,1165,765,538,602,195
"1301098",158,92,113,130,185,178,214,265,85,82,40
"1245526",451,347,421,520,987,589,756,559,325,348,102
"384676",208,169,186,278,433,260,312,227,157,189,90
"43306",366,264,307,520,642,514,582,437,260,288,95
"157782",297,246,274,412,551,439,463,329,237,273,112
"2599595",290,262,291,403,555,419,444,321,216,265,72
"487184",226,160,238,351,725,343,417,271,255,220,60
"104087",201,177,200,255,469,288,318,214,183,206,52
"237609",197,179,212,241,490,315,356,256,184,170,96
"216142",191,162,216,273,420,292,441,229,158,181,63
"1499686",181,155,227,285,486,278,475,286,269,174,144
"472181",177,137,210,273,543,268,328,279,205,200,77
"364197",135,149,183,215,585,256,372,191,158,145,62
"157783",205,174,189,293,475,248,375,211,176,189,53
"198618",169,151,158,213,382,221,240,149,150,139,59
"86264",2,2,0,4,12,10,6,5,2,7,3
"198620",150,159,164,215,428,252,258,194,162,131,40
"553151",128,135,139,207,498,236,241,217,190,121,40
"515393",168,124,184,238,320,243,270,198,151,159,54
"1395516",43,25,28,62,113,45,64,40,80,27,11
"797277",164,128,165,250,406,219,223,185,186,134,75
"95300",117,119,140,183,391,178,229,161,126,114,40
"702115",152,125,147,225,425,197,207,162,139,161,44
"437900",115,99,137,155,460,173,227,151,135,144,38
"1691904",104,82,108,137,300,138,345,178,601,107,44
"219572",124,108,108,184,249,177,164,129,82,97,41
"86265",126,89,100,147,259,155,133,125,116,102,23
"1148509",113,67,84,167,219,187,188,135,91,97,22
"359110",118,88,98,126,306,160,193,130,96,108,25
"1853130",117,109,91,145,199,203,157,111,88,116,35
"191390",118,90,132,167,235,172,271,112,110,114,40
"395598",97,121,95,161,220,168,156,97,92,106,30
"741155",75,44,84,103,208,85,212,123,626,73,49
"1434072",119,76,110,201,334,212,240,158,108,114,47
"244566",104,94,86,143,207,166,159,117,69,89,28
"321846",99,78,77,132,163,109,117,83,67,59,42
"46677",133,93,133,163,252,184,230,166,81,91,35
"1274359",59,40,71,77,203,101,179,96,547,69,39
"1421430",107,72,116,159,234,157,196,112,110,94,25
"2505979",71,66,75,123,156,131,129,74,98,62,16
"47884",88,67,102,112,268,153,127,92,92,84,29
"554344",71,57,128,68,238,74,504,146,341,94,42
"163011",92,69,81,117,209,133,143,81,91,63,28
"158627",86,68,82,109,194,115,132,91,82,86,24
"2774460",76,49,73,87,160,82,128,75,57,62,31
"2774461",62,42,50,63,214,71,106,56,56,53,19
"2502979",58,37,78,83,200,95,170,83,88,64,33
"1788301",47,63,82,94,190,93,128,95,67,55,25
"122355",68,66,70,109,165,121,108,84,61,61,6
"1628086",58,40,45,64,140,96,79,67,55,45,18
"53407",48,35,56,52,113,66,75,40,44,47,17
"1306993",17,18,31,24,65,25,42,28,27,13,35
"2565368",34,29,32,68,77,40,46,34,59,32,11
"1615674",30,24,10,46,62,34,42,30,23,23,8
"1785145",13,20,14,25,50,20,17,10,16,15,3
"2681983",10,9,20,9,32,22,31,12,16,13,5
"1583341",12,4,8,20,16,10,9,10,8,7,5
"2219225",5,3,7,6,246,8,5,4,45,7,1649
"1302376",3,1,5,6,17,9,7,7,4,2,2
"470150",5,5,3,9,4,2,0,1,3,2,261
"353",820,637,779,793,1215,918,1245,702,556,557,179
"69964",847,315,518,488,647,507,940,441,358,465,117
"354",500,334,450,548,780,637,762,562,361,415,108
"1510150",163,125,162,326,5082,275,199,282,367,176,39
"1697053",12,20,15,44,93,24,27,22,33,15,6
"2213226",4,7,4,13,31,10,9,19,6,10,8
"2785331",3,2,8,14,42,7,9,14,8,4,2
"1879049",60,70,60,82,185,116,78,92,63,59,23
"2563897",9,1,18,19,43,10,9,13,15,9,6
"2798861",11,5,7,11,31,16,3,10,9,9,3
"2004646",4,3,0,5,26,11,9,12,4,3,1
"2714110",8,7,5,15,25,11,11,10,14,9,3
"2004647",6,2,2,8,11,8,7,4,5,5,0
"1407071",6,9,3,12,26,5,8,7,9,6,8
"2601122",8,6,10,16,18,19,13,12,10,5,4
"1646498",6,9,4,10,44,10,4,8,7,7,1
"1808001",8,7,9,17,30,12,10,14,13,9,5
"1608473",2,7,4,5,14,4,7,8,10,5,4
"1758189",6,9,4,6,36,12,8,10,12,4,3
"2079596",1,0,1,2,4,5,7,5,3,3,1
"1636603",2,3,1,4,24,14,3,2,7,0,1
"2545797",0,3,1,3,14,11,4,4,2,3,0
"1827285",7,3,3,2,17,4,8,5,1,1,0
"2609668",2,2,2,2,10,8,4,4,0,4,1
"2725684",1,1,0,1,3,3,1,2,1,0,1
"2004644",4,0,2,2,8,2,0,0,2,3,1
"2743575",3,2,0,2,3,2,3,3,1,1,0
"470",68,29,76,66,151,55,109,116,34,41,21
"48296",9,12,17,31,47,19,79,50,43,20,10
"471",12,9,19,15,41,21,9,17,10,19,2
"1530123",17,5,28,20,40,21,40,11,15,7,3
"106654",11,10,12,14,28,16,17,10,14,12,1
"1785128",5,7,3,9,22,10,11,4,7,8,0
"756892",33,30,55,67,189,61,58,44,91,32,23
"1789224",6,10,8,18,53,28,24,11,13,8,3
"108981",22,9,21,22,156,27,19,20,34,20,12
"29430",14,6,12,8,60,14,18,12,13,11,5
"40214",25,22,15,0,0,0,49,0,15,0,11
"981334",1,2,0,4,5,3,1,3,1,0,1
"487316",11,5,13,16,59,22,18,20,14,13,3
"106648",11,18,12,16,82,20,25,106,7,12,3
"1046625",1,1,0,3,1,0,1,0,0,0,2
"134534",9,8,8,24,35,12,18,4,13,5,4
"202954",12,10,10,16,57,12,5,12,11,6,3
"70348",14,3,6,8,39,6,5,11,2,9,4
"1197884",3,7,1,9,39,2,3,4,9,1,0
"1879050",11,8,10,16,63,18,23,18,6,16,3
"62977",10,7,9,18,30,11,11,23,10,11,5
"70346",10,8,4,4,18,8,7,10,16,4,4
"108980",16,8,11,24,68,20,12,19,20,6,6
"2006115",9,6,6,8,36,11,15,8,9,2,3
"1871111",10,8,6,3,15,8,9,6,7,7,2
"2715163",9,8,10,6,35,4,6,11,8,3,1
"40215",15,39,13,20,113,30,28,34,14,20,5
"202956",10,6,6,5,19,3,13,8,14,10,1
"2136182",9,8,6,1,22,7,5,14,3,2,4
"436717",5,2,0,3,18,2,2,7,2,2,1
"106649",4,0,2,8,8,5,9,3,3,1,1
"2662362",8,2,5,6,30,10,2,9,4,7,0
"2715164",5,9,2,12,25,6,5,5,6,6,1
"2004650",3,9,7,6,5,12,9,8,12,2,0
"1324350",4,7,5,15,18,6,10,8,9,3,0
"1699621",19,17,6,13,37,11,11,15,12,12,2
"1028416",11,11,6,22,37,14,14,9,8,12,5
"1699623",4,5,8,3,26,8,7,2,4,1,2
"1720344",3,4,5,10,27,9,3,6,4,5,1
"1699622",1,1,2,1,9,11,3,4,2,2,0
"2772254",8,10,7,5,25,10,8,8,10,4,2
"571800",1,1,5,3,16,3,3,11,5,4,3
"349106",5,3,2,7,11,4,2,5,6,6,2
"1699624",1,6,6,4,15,7,7,4,4,2,2
"56811",1,0,1,1,1,5,0,1,1,0,1
"2733866",1,1,5,1,21,1,4,4,5,0,1
"2203895",2,0,1,6,11,0,2,1,1,1,0
"1028419",0,0,0,0,0,0,0,0,0,0,0
"256326",39,28,21,29,33,24,10,23,19,22,5
"45610",43,18,17,26,58,27,22,14,17,18,5
"259536",16,12,7,19,19,18,26,24,12,12,2
"330922",3,7,6,2,18,16,7,7,8,3,0
"34062",45,28,47,53,105,68,46,68,40,35,11
"476",5,10,9,21,53,16,7,24,6,12,2
"480",8,6,8,19,103,19,10,9,0,13,1
"34061",13,15,13,22,70,24,21,29,21,11,4
"386891",10,14,8,22,40,18,9,15,9,4,2
"478",6,4,5,7,31,15,12,7,11,9,2
"29433",5,2,2,1,4,2,3,1,3,0,2
"2283318",34,27,23,53,100,54,47,44,33,27,4
"453783",6226,6787,5381,30973,6768,7685,7279,5458,5911,3220,21875
"2290922",1851,3566,1309,2891,3552,2876,1924,2498,1477,1160,1085
"2762611",987,808,826,1452,2730,1438,1067,1914,1017,711,1241
"2781021",231,231,172,337,552,392,255,406,212,197,205
"2781022",233,193,185,341,549,295,241,377,218,169,226
"2714936",134,113,94,227,370,160,124,178,125,110,77
"2781024",110,107,123,183,426,204,144,230,150,98,150
"2781023",103,113,98,163,320,190,130,199,125,89,109
"69",3636,3423,2918,5630,9089,5517,4125,5383,3411,2721,3152
"2763317",6022,4699,3507,6974,8889,8634,5536,6557,4010,4274,3568
"2795387",1891,1813,1754,4678,3588,2694,2243,2318,2362,1202,2845
"84531",1371,1267,1115,2183,3729,1929,1607,1901,1401,986,1155
"435897",1296,1300,977,2279,3514,2073,1436,1954,1238,967,1121
"1605891",1494,1381,1236,2077,3963,2032,1654,2640,1532,1074,1494
"1324796",1371,1687,963,2231,9430,2511,1473,4297,1260,1031,1528
"262324",1090,957,774,1683,2511,1561,1157,1298,996,760,805
"2591633",1179,940,934,1563,2983,1547,1289,2095,1160,838,1189
"2698682",813,830,667,1252,2992,1450,947,1515,912,595,918
"40324",2960,2594,2573,3902,8522,4339,3494,5109,3359,2193,1945
"2072414",232,200,202,301,547,347,261,279,222,161,160
"2072413",202,190,176,275,569,320,248,314,226,170,125
"2072405",111,128,83,169,294,186,124,138,115,60,56
"2072407",75,55,54,130,189,111,64,114,77,51,35
"2072412",79,78,65,102,192,117,95,99,83,60,46
"2072406",61,32,31,78,163,83,67,71,61,45,28
"2072409",15,18,16,45,56,29,23,30,32,17,18
"2072408",30,16,21,28,72,27,20,24,26,29,11
"1904944",449,376,373,620,1187,536,437,593,458,305,328
"2770322",364,322,285,540,945,555,388,494,433,283,281
"2691571",238,248,202,325,603,364,272,353,261,179,161
"2742129",136,141,113,199,349,196,176,222,175,90,132
"2303750",82,81,71,132,212,114,82,96,89,66,49
"2040586",120,198,55,136,174,113,73,234,110,71,47
"2005046",64,56,57,116,300,121,101,130,112,52,51
"2282124",16,9,21,36,76,33,32,30,33,15,18
"2682487",21,14,19,25,54,26,32,24,17,7,16
"2775920",17,17,10,33,49,32,15,54,19,11,27
"1827305",26,17,20,32,62,48,24,43,32,5,13
"216778",1106,998,928,1705,3320,1763,1338,1666,1415,859,966
"128780",781,652,655,1095,2851,1137,840,1237,1146,580,1382
"2045451",22,24,28,35,85,34,29,39,31,20,14
"83617",0,3,1,2,2,2,3,0,1,1,3
"149696",146,136,133,243,523,271,183,237,181,156,118
"359385",95,76,84,111,239,141,131,114,104,64,48
"340",77,90,78,123,342,126,85,113,91,59,52
"92826",42,46,52,80,127,89,57,85,72,60,15
"2724122",104,88,104,133,276,200,122,170,131,108,73
"2724123",118,127,102,132,253,163,108,141,108,74,74
"2724121",113,122,97,202,257,221,118,165,138,88,74
"2775162",10,24,16,23,57,27,19,20,12,13,16
"2776703",0,0,0,0,1,3,1,0,2,1,0
"152263",199,186,156,314,463,348,206,300,227,135,139
"134875",123,163,137,214,308,252,203,219,166,113,85
"487909",58,50,32,75,104,76,41,62,45,28,17
"56458",679,581,560,992,1908,1169,743,1081,831,551,516
"64187",95,82,84,145,241,183,115,148,120,90,42
"129394",63,57,45,72,114,91,61,77,47,33,35
"56464",497,434,378,688,1201,767,556,685,555,351,343
"346",388,326,344,572,943,645,426,524,395,309,215
"380358",1,2,2,0,1,3,4,1,1,1,1
"56455",371,322,264,517,906,599,381,527,418,291,251
"195709",65,77,40,116,188,85,69,100,68,60,47
"69929",36,40,28,66,272,72,44,54,54,39,21
"925775",39,50,36,50,115,53,61,40,54,28,19
"56453",233,221,156,395,731,417,240,378,288,195,185
"48664",266,231,232,376,783,388,249,344,229,174,163
"487904",79,74,66,101,199,136,82,103,90,52,32
"2754056",27,27,29,57,93,56,31,28,52,25,24
"707209",2,0,2,7,14,7,5,6,1,3,7
"454958",7,15,7,18,44,16,11,19,13,9,14
"325776",2,6,8,4,6,5,4,4,2,1,3
"487849",1,4,1,3,4,4,1,4,2,2,0
"1219375",193,169,161,272,429,278,203,296,192,128,85
"1982678",112,118,96,212,343,130,109,141,114,110,61
"1101443",7,2,3,9,20,11,11,15,8,3,4
"1304892",1,2,0,1,0,4,0,1,2,1,0
"2259622",122,88,100,147,303,172,111,183,128,114,77
"359387",10,6,12,18,22,5,15,15,16,8,11
"207721",8,8,9,17,19,21,12,22,5,5,0
"189396",12,7,16,19,37,16,11,9,4,7,8
"316273",0,2,0,3,0,1,0,7,1,2,0
"92828",53,46,48,73,229,100,68,96,59,49,36
"317013",1,1,0,4,4,2,2,2,1,1,24
"442694",23,11,27,58,47,25,37,30,6,7,4
"2799326",1118,1053,854,1612,3374,1641,1357,2247,1246,800,1267
"1896164",968,742,747,1243,3174,1523,3012,2084,7483,692,1318
"2508168",848,750,666,1245,2594,1334,1045,2950,961,652,974
"2799325",804,816,713,1282,2358,1270,1031,1575,908,626,915
"2761107",834,726,670,1143,2455,1325,884,1566,883,568,894
"1176533",1107,928,908,1596,3248,1693,1380,2175,1249,943,1214
"2006110",831,872,675,1245,2825,1408,1029,1867,1014,697,807
"2565782",774,756,667,1225,2340,1263,991,2834,956,594,808
"743721",935,793,733,1425,3195,1477,1143,1835,3548,727,1388
"128785",1397,1112,1176,2274,35363,2069,1612,6212,20652,1473,7864
"1045855",645,542,523,941,2448,1027,717,1151,894,535,641
"2202149",1063,1199,872,1593,5169,1649,1162,2122,1180,787,1039
"2771436",878,745,677,1214,8817,1354,1006,1551,5380,683,3278
"2714945",577,578,457,895,2782,994,672,1123,715,457,612
"215691",1178,1208,914,1906,9951,1963,1280,2244,2097,829,1207
"1463158",842,785,631,1222,3638,1217,949,1421,1072,641,834
"370777",1107,878,949,2052,18924,1733,1561,2696,5899,1046,1019
"2511995",485,561,458,1033,1855,1315,578,730,561,450,194
"698414",1,1,0,1,13,4,2,2,0,1,0
"1401256",4,0,1,1,0,3,0,0,2,1,0
"644357",1,0,0,3,6,1,1,3,2,2,0
"671135",0,1,5,3,1,0,2,1,1,1,1
"1444770",61,46,49,61,124,81,58,61,51,44,36
"445710",922,1130,776,1807,35893,4681,1060,1884,847,861,319
"2763498",442,574,334,899,1635,1923,486,785,443,379,219
"2501295",148,215,172,365,724,962,205,363,213,151,93
"1217721",554,644,489,1097,1866,2153,638,903,502,493,212
"1849581",292,293,224,654,1118,1556,275,539,283,242,105
"666685",877,1048,736,1741,6620,4622,1017,1857,881,853,424
"2778082",767,907,741,1387,4433,3418,880,1522,851,698,347
"582702",458,555,410,1026,2305,4779,529,1021,527,517,238
"1300342",1616,1619,1393,2763,4685,4547,1922,2422,1760,1435,727
"2589080",634,676,602,1134,1891,1780,828,980,641,522,260
"1440763",578,656,534,1113,1695,1610,702,866,536,525,201
"2010829",806,874,726,1509,2968,2993,951,1481,805,714,338
"2021234",408,363,394,1512,1425,789,501,710,406,423,114
"767434",278,285,258,509,1010,706,338,406,290,266,107
"550",414,6101,674,497,1620,502,482,1581,572,258,89
"158836",135,125,161,141,324,223,205,171,138,112,40
"69218",90,91,92,92,153,143,101,87,62,67,18
"61645",88,87,61,95,138,130,74,81,59,68,22
"1812935",57,82,58,127,153,126,87,117,52,48,31
"2494701",31,57,30,55,78,71,31,61,36,25,8
"208224",14,17,23,36,73,41,29,39,29,17,5
"299767",25,24,30,35,60,23,26,31,24,21,52
"2071710",21,14,17,24,15,15,18,15,9,9,3
"2757714",18,14,17,23,39,26,21,14,6,28,11
"2724468",92,99,77,112,138,132,89,113,73,67,14
"2596949",71,52,45,88,158,113,90,95,50,59,24
"1914861",73,56,61,84,159,100,71,74,57,44,15
"2742676",29,19,24,40,62,44,39,28,20,24,6
"2742639",18,21,25,26,82,36,27,26,11,21,5
"399742",34,33,20,43,64,57,33,34,32,24,8
"2742619",14,12,10,22,42,19,17,14,9,14,7
"1166130",5,11,7,16,10,6,4,9,7,7,0
"2705458",5,10,4,7,28,13,10,7,6,3,1
"2500132",6,4,3,10,5,13,4,10,11,3,3
"1560339",11,3,3,6,8,20,10,6,7,5,2
"648691",1,2,1,0,2,2,1,0,0,1,0
"2565914",1,1,1,2,1,3,7,1,3,0,1
"1868135",1,2,3,3,10,6,3,4,1,1,3
"1827481",2,1,1,1,4,0,2,3,0,1,0
"2742673",3,1,1,1,1,2,2,2,1,3,1
"2742656",1,9,0,3,0,1,1,0,0,0,1
"2747372",0,2,1,2,1,1,1,2,0,0,1
"2051905",0,0,0,0,0,0,0,0,0,0,0
"881260",89,48,62,76,138,61,84,71,37,32,9
"2478464",28,31,27,48,59,55,31,32,12,30,13
"885040",21,17,35,27,62,44,34,24,16,20,12
"539813",1,2,1,12,5,2,1,2,2,2,0
"72407",9,4,8,7,13,10,11,5,6,3,1
"39831",3,2,2,2,4,4,3,2,3,1,0
"1328373",0,0,0,0,2,0,0,1,0,0,0
"1365186",0,0,0,0,0,0,0,0,0,0,0
"1420012",0,1,1,0,0,0,0,0,0,1,0
"548",190,187,199,269,477,290,246,209,140,126,44
"2681387",10,11,12,17,15,19,15,12,5,8,3
"2787706",6,2,2,3,5,5,6,4,3,3,0
"2675726",6,8,3,6,6,5,5,3,3,3,0
"2697371",1,2,1,1,0,2,1,1,3,0,0
"2015795",0,1,1,0,1,0,1,2,1,1,1
"2267618",1,0,2,0,1,1,4,0,0,1,2
"2675710",2,2,2,1,1,5,7,0,4,2,0
"571",147,130,120,164,368,199,182,172,119,107,43
"1134687",99,109,104,155,0,185,162,0,111,101,35
"1667327",3,3,3,6,11,3,6,5,4,5,1
"244366",73,80,81,0,121,0,92,80,0,64,15
"2026240",29,27,26,71,93,35,42,27,27,29,9
"2153354",32,24,23,41,49,49,36,46,21,29,2
"2489010",29,26,22,30,64,35,28,36,16,14,6
"2058152",10,24,26,25,63,31,26,22,15,17,11
"546",104,86,91,173,428,179,148,125,96,102,44
"67827",22,12,14,19,51,27,15,16,16,14,2
"1639133",8,12,9,13,30,8,13,13,7,7,71
"2816438",13,10,9,12,18,16,12,4,4,5,2
"57706",7,8,7,5,17,10,8,7,12,10,3
"133448",10,5,3,27,15,5,6,10,11,3,0
"1573676",46,31,29,60,95,57,50,35,34,27,9
"2742624",37,34,36,82,58,66,36,35,30,41,7
"2546350",7,15,16,18,31,19,18,17,14,11,5
"2781952",9,8,9,12,15,8,11,12,5,8,5
"1702170",0,0,2,4,20,3,3,2,2,0,1
"2742627",1,1,2,5,5,0,3,4,1,0,0
"1703250",3,3,0,2,3,1,3,1,2,2,0
"1920110",0,0,2,4,21,0,1,3,2,3,2
"2742675",2,1,3,0,1,3,0,1,0,0,0
"2742667",2,0,0,2,2,2,3,2,1,1,2
"2742626",1,1,6,1,0,0,4,1,1,0,0
"2742657",0,0,2,2,3,0,1,0,0,1,0
"2742625",5,0,6,6,0,0,4,2,2,2,2
"2742668",2,0,1,1,6,1,0,0,1,0,0
"2697370",0,0,0,2,2,0,0,0,0,1,1
"2742678",0,2,0,1,1,0,0,0,0,0,0
"637910",72,74,49,105,159,104,89,63,51,57,23
"67824",27,27,35,46,74,47,59,45,22,39,6
"1261127",18,21,26,38,66,37,40,39,28,20,10
"545",14,20,30,31,45,27,34,34,21,16,4
"2562449",16,31,21,33,115,34,28,36,29,19,10
"2653932",27,18,22,42,66,24,33,32,31,31,8
"1748967",7,3,8,11,11,6,4,3,2,3,2
"1563222",8,1,6,3,16,3,4,2,5,4,2
"1138308",12,14,7,13,12,10,13,13,8,10,1
"413498",93,94,79,137,159,140,102,94,61,81,13
"1074000",81,64,49,97,125,107,74,89,50,57,16
"1073999",74,68,58,98,144,104,78,78,37,64,14
"1159491",0,1,1,1,0,5,0,1,0,1,0
"1159613",16,9,13,10,24,9,15,10,12,11,3
"1906275",5,13,8,13,30,25,11,7,11,12,6
"2725560",42,37,51,71,97,68,54,140,44,36,19
"2492396",31,32,28,61,60,57,38,62,28,29,13
"2067958",27,35,38,37,104,32,52,30,19,20,6
"1300165",13,14,21,21,17,17,30,21,13,7,3
"1235834",9,6,1,6,16,3,1,10,6,4,4
"551989",30,30,17,51,58,44,38,35,28,21,9
"1177180",3,1,5,1,2,7,10,4,1,3,0
"497725",27,27,24,30,44,34,32,24,20,14,5
"1646340",34,17,19,41,59,32,25,26,16,26,7
"2714951",99,59,50,59,83,80,72,53,38,62,20
"2815358",47,41,58,54,83,63,90,72,51,59,12
"2282310",10,21,8,16,16,23,9,13,10,6,3
"2282309",15,6,18,27,17,21,15,16,13,7,2
"2681308",18,9,8,13,25,24,20,20,11,13,3
"2681309",4,5,4,5,15,9,2,7,2,8,3
"1920114",4,11,6,12,3,6,5,1,3,5,0
"2681307",10,19,13,20,19,30,6,11,7,15,2
"83655",116,95,96,149,265,191,117,121,79,93,25
"2822132",3,0,2,1,2,3,4,2,5,3,1
"83334",6,3,4,2,5,3,4,6,6,2,2
"696406",0,0,0,0,0,0,0,1,0,0,0
"2233553",3,3,0,0,0,0,0,1,0,0,0
"930406",0,0,0,0,0,0,0,1,0,0,0
"585034",0,1,0,1,1,0,0,0,1,0,0
"409438",2,0,2,0,0,0,2,0,1,1,0
"2048778",0,0,0,0,0,0,0,0,0,0,0
"2048781",0,0,0,0,0,0,0,0,0,0,0
"1392858",0,0,0,0,0,0,0,0,0,0,0
"2763104",13,0,18,0,0,6,11,0,0,4,0
"1045010",0,0,0,0,0,0,0,0,0,0,0
"244319",0,0,0,0,0,0,0,0,0,0,0
"1078034",1,0,0,0,1,1,0,1,1,1,0
"2810408",0,0,0,2,0,0,0,0,0,0,0
"2810404",0,0,1,0,0,1,0,0,0,1,0
"208962",33,30,24,46,69,49,45,33,27,28,10
"564",25,22,23,32,77,38,33,27,17,24,11
"1499973",22,18,21,20,42,30,23,21,12,16,4
"2044467",15,4,14,23,39,10,15,16,7,8,3
"575",55,44,55,100,100,109,70,60,49,47,8
"577",51,36,30,54,116,77,48,59,36,29,10
"54291",0,37,0,0,0,53,0,49,34,27,8
"1259973",18,14,22,39,16,23,26,11,13,11,4
"2259647",2,0,1,3,1,1,0,0,2,3,0
"61647",266,229,245,411,522,402,291,332,227,244,86
"701347",19,17,27,19,50,37,32,22,25,9,5
"59201",96,77,80,96,266,107,95,68,76,76,33
"59202",26,17,16,26,46,37,25,19,19,25,1
"59208",3,3,7,12,25,18,9,8,2,6,3
"59204",0,6,1,4,2,5,3,3,3,5,1
"59205",5,8,6,4,3,3,5,2,3,3,1
"59203",2,6,2,4,24,5,5,3,2,3,0
"41527",0,3,3,24,10,1,3,2,2,1,0
"1197719",0,0,1,0,0,3,0,0,0,0,0
"158822",198,152,146,298,415,259,198,207,147,155,52
"2545798",41,49,52,62,128,89,52,73,63,44,13
"158823",72,46,53,58,128,116,70,66,42,57,19
"61646",96,59,72,102,186,131,98,70,60,64,18
"2153385",23,22,16,32,28,41,17,24,21,16,4
"69220",28,16,15,16,49,25,27,8,14,18,2
"61648",42,30,30,67,89,54,45,49,26,40,9
"2774055",46,58,44,77,129,71,57,72,61,43,18
"51288",23,25,14,23,23,30,20,11,14,12,8
"566",86,86,72,114,244,91,116,76,62,78,27
"2579935",91,60,83,127,192,145,107,76,89,72,21
"158877",48,56,55,61,153,76,67,59,51,61,17
"1851514",57,42,64,76,114,98,74,63,53,52,16
"2479367",22,25,31,43,83,42,37,36,39,25,9
"82977",27,24,33,44,79,46,36,30,36,21,6
"146507",19,15,24,25,77,26,31,33,24,26,19
"84564",15,13,9,15,74,17,22,26,17,9,1
"1906659",3,4,6,6,11,0,6,7,7,3,2
"1906661",1,3,3,6,10,7,5,3,1,3,1
"1906657",9,11,6,8,26,10,7,10,9,11,4
"1682492",0,4,0,0,7,1,3,2,3,2,1
"472825",3,3,2,6,8,4,0,5,1,2,0
"199891",1,2,3,0,11,4,2,0,3,1,0
"1906660",0,2,1,2,4,1,0,2,0,0,2
"565",63,51,67,93,149,85,79,69,58,45,10
"1972431",37,30,29,53,96,58,44,49,19,28,4
"395631",4,4,6,6,8,7,3,3,1,2,2
"1756993",3,3,1,8,8,2,2,2,1,4,1
"563",73,47,64,63,152,97,77,74,59,72,13
"2675784",0,1,0,1,1,0,0,1,0,0,0
"2675785",1,2,2,0,2,1,0,1,0,0,0
"2675772",0,0,0,1,3,0,1,1,0,0,0
"2675775",1,0,2,0,8,0,1,0,1,0,0
"2675794",1,0,2,2,3,2,0,3,1,0,3
"2675793",2,1,3,5,1,1,1,3,2,2,0
"2675791",1,0,1,3,3,0,0,3,2,0,0
"2675789",1,0,2,0,7,3,4,0,0,2,0
"2675782",1,0,1,0,1,1,0,0,1,0,0
"2675783",0,2,0,0,1,0,0,1,0,0,0
"2675797",1,0,0,12,13,0,2,4,3,0,0
"2675795",0,1,0,0,2,0,0,1,0,1,0
"2675792",0,2,3,3,8,0,0,2,1,1,0
"2675788",1,0,0,0,2,1,0,0,0,0,0
"2675787",2,0,0,3,13,1,2,2,1,0,0
"2675786",0,0,0,0,0,2,0,0,0,1,0
"2675781",0,0,1,0,3,1,1,1,1,2,0
"2675780",0,0,2,1,1,0,0,0,2,0,0
"2675779",0,1,0,0,0,1,0,0,0,0,0
"2675778",0,0,0,0,3,0,1,1,2,1,0
"2675776",0,0,0,0,0,1,0,0,0,0,0
"1048758",22,9,0,33,37,33,26,14,13,33,2
"42897",0,0,0,0,1,0,2,0,0,0,0
"622",1,2,0,3,2,3,1,2,1,2,0
"621",1,3,0,1,0,2,1,0,0,0,0
"2487150",8,5,14,7,4,10,14,2,5,5,1
"401619",1,2,1,2,13,0,1,1,1,0,0
"428411",1,0,1,2,5,0,1,1,0,1,1
"476281",3,1,2,2,8,2,4,5,3,2,2
"911022",5,4,3,8,45,6,3,7,11,6,3
"1334564",5,5,6,6,57,4,3,9,8,3,1
"273526",9,4,9,6,11,10,16,4,0,5,3
"435998",0,1,3,1,1,0,2,2,4,1,3
"2420306",49,36,29,52,52,72,45,38,37,36,7
"104623",30,29,46,52,142,52,71,41,45,46,11
"671990",34,27,24,43,59,58,21,21,26,24,11
"2597702",32,34,37,62,66,56,44,43,23,24,6
"2033438",39,32,29,27,12,44,31,31,21,32,2
"2448483",11,6,14,8,24,10,11,7,6,3,5
"2447890",11,8,11,20,15,14,11,14,14,13,6
"2724469",1,3,5,1,5,8,8,3,2,2,1
"2773264",7,3,4,6,18,4,6,2,0,1,1
"2482769",5,3,9,4,14,9,4,2,3,5,2
"2785630",2,2,1,1,5,1,3,0,0,3,0
"1327989",9,5,13,3,12,8,13,7,6,6,2
"488142",4,7,2,5,15,7,5,3,2,4,0
"1758196",2,3,1,3,0,3,1,2,1,1,0
"2485839",2,1,1,2,6,0,0,1,2,0,0
"1154756",48,40,25,52,57,50,36,57,11,28,8
"682634",7,4,10,5,9,15,5,2,4,3,1
"1006598",0,1,2,2,6,2,8,3,0,0,2
"61652",123,96,137,143,254,168,198,115,71,106,23
"618",96,81,92,138,290,153,117,110,85,87,18
"47917",100,99,105,145,246,138,120,103,86,75,21
"2741499",67,56,44,87,138,76,58,60,42,58,18
"399741",7,3,3,13,11,10,9,15,5,4,2
"82995",36,26,40,65,108,68,44,40,47,34,14
