"","cuu6M2TOMPOOB051315.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report"
"120044",15,23,16,23,16,26,2,53,13,14,20
"2633097",2427,5097,2627,3041,5383,4446,420,4710,3745,3195,2714
"39960",817,1701,996,1015,1934,1401,149,1727,1360,1085,904
"2739433",360,741,419,448,818,586,82,703,582,479,432
"1112",352,787,343,452,844,575,71,721,556,493,397
"2182384",319,677,365,406,784,558,74,638,546,461,412
"2683265",1981,4168,2039,2367,4154,3202,363,3768,2856,2539,2234
"2060312",650,1305,751,925,2078,1175,130,1389,1215,922,977
"2067415",549,1156,565,637,1377,961,252,1250,928,746,668
"2604537",347,689,405,451,886,654,59,664,616,527,393
"2185142",140,303,149,183,339,188,29,303,216,195,169
"1267766",294,606,370,389,1045,526,56,677,576,484,469
"361183",281,508,319,325,629,572,55,559,462,402,342
"476157",113,186,103,120,252,166,19,215,184,157,117
"692370",690,1439,762,845,1625,1191,158,1326,1025,869,864
"2338327",678,1493,730,785,1633,1260,150,1489,1018,939,805
"1982042",450,1202,554,649,1433,857,105,1033,891,723,603
"2055955",224,495,211,286,495,380,34,410,370,337,289
"450378",859,1600,930,976,1593,1386,150,1570,1276,1009,916
"2798724",488,1033,501,563,995,808,93,831,598,614,653
"1348774",338,689,383,453,770,601,62,663,527,443,417
"192812",580,1237,635,720,1291,1072,119,1227,909,830,602
"1532023",541,1321,659,770,1322,1097,130,1272,983,868,618
"266951",292,667,343,395,629,480,55,534,505,409,290
"502682",299,618,298,331,762,562,63,597,468,388,362
"1648404",141,259,152,193,345,215,30,223,255,191,159
"543877",369,851,504,512,995,780,91,784,794,531,466
"645517",412,961,434,542,936,678,90,761,574,556,495
"1892855",2749,5053,2898,2987,4680,5341,558,4673,4211,3587,3604
"2771430",1382,2740,1652,1588,2302,3043,302,2393,2211,2024,1743
"335406",963,1787,983,1052,1713,1491,166,1459,1429,1121,856
"2759707",849,1468,776,912,1374,1274,161,1459,965,914,695
"192",2708,4118,2591,2267,3466,3105,426,4306,2166,2288,2127
"652764",849,1281,754,664,1140,891,106,1236,673,657,618
"709810",729,1115,700,596,967,838,131,1156,626,666,615
"664962",699,1046,714,618,840,845,76,1116,539,565,501
"2202148",2252,3716,2158,2066,3324,2712,326,3723,1870,2023,1883
"137722",920,1447,794,800,1359,1017,136,1550,752,739,682
"862719",612,955,586,475,848,704,96,948,439,508,624
"528244",1295,1778,1173,1035,1694,1426,175,1986,1021,982,927
"682998",775,1260,758,686,1027,959,93,1130,604,708,695
"286727",545,960,514,480,780,602,84,893,466,561,439
"1226968",635,949,543,523,833,693,98,1045,494,515,510
"1064539",399,624,396,322,513,542,59,671,385,312,313
"2775420",2834,3841,2680,2427,2769,3023,916,9559,1901,2345,10011
"2233999",1973,2905,1721,1639,2094,2209,744,6983,1387,1536,3722
"2602016",2864,6133,3088,3419,7025,3545,342,3988,2918,2941,1954
"2602015",2473,4699,2434,2647,5308,2866,266,3367,2450,2241,1531
"1663591",713,1162,656,664,1219,793,102,1028,599,590,487
"1639348",608,968,542,570,923,674,69,817,536,513,354
"431944",205,331,175,205,330,212,14,273,193,181,137
"342108",745,1267,695,658,1226,827,77,1030,667,642,489
"414684",1699,2729,1733,1613,2502,2059,246,2665,1580,1636,1258
"269796",1,5,1,4,7,1,1,5,1,3,9
"2594003",1643,3502,2363,1759,5344,2126,257,2505,8709,1722,1848
"1110502",1683,2569,1552,1641,2682,2004,216,2504,1557,1426,1130
"1441467",1544,2682,1443,1345,2485,1780,225,2213,1258,1360,1023
"2220096",1244,2107,1298,1260,2005,1629,198,2003,1185,1200,1133
"111831",994,1419,918,814,1267,1039,131,1330,849,788,676
"2048283",129,244,120,127,254,154,10,197,145,126,132
"2785908",70,140,88,82,142,81,12,127,75,83,73
"2785911",58,87,38,40,95,48,5,79,54,49,37
"1891279",88,145,100,89,136,91,18,113,89,98,68
"1123366",34,82,43,48,79,46,5,70,56,54,50
"1612173",679,1124,664,681,1070,751,92,1082,579,595,439
"1150469",616,935,535,579,890,642,77,931,522,520,397
"1288970",359,582,365,416,627,458,54,474,370,372,290
"1549855",76,119,73,81,120,100,10,118,86,86,74
"1401328",7,17,9,3,8,12,1,11,10,11,4
"1193729",2,3,12,4,18,3,2,10,6,6,5
"2768162",1675,2657,1610,1411,2168,2079,300,2934,1298,1398,1303
"2768161",1677,2496,1646,1359,2036,1899,274,2660,1215,1395,1332
"2018065",187,294,209,158,205,265,23,339,103,148,122
"257708",1096,1737,1024,908,1280,1270,182,1911,822,911,757
"207340",188,277,186,148,190,246,27,440,143,183,141
"94",3422,5697,3314,3258,5711,3901,405,4820,3382,2979,2316
"1296990",145,220,137,142,204,170,17,214,123,120,94
"265959",222,306,207,209,303,234,21,285,174,169,124
"714995",25,33,21,18,33,25,2,23,18,22,9
"265960",140,211,142,126,225,175,22,269,131,136,98
"634177",136,193,107,92,186,126,22,195,94,87,59
"65958",101,179,113,110,154,138,16,171,113,155,73
"33995",94,157,82,88,162,131,8,184,99,103,71
"215221",3,11,5,6,8,9,2,10,8,4,3
"2771361",1995,3134,1926,1592,2263,2509,367,3670,1539,1677,1690
"926570",202,277,165,143,268,246,26,313,171,167,121
"349163",132,206,123,106,195,127,13,204,105,96,80
"1484109",1043,1615,900,904,1518,1164,133,1583,891,878,633
"1969806",902,1630,886,873,1395,1045,147,1473,804,884,634
"435",364,620,331,331,618,447,46,563,320,330,235
"1076596",92,174,68,88,127,116,10,171,86,81,64
"2592655",103,152,91,96,151,119,11,157,116,87,75
"2259883",5,8,8,1,1,1,0,1,3,2,0
"431306",53,95,55,53,107,83,8,75,60,39,42
"481145",4,16,6,1,10,12,2,15,4,4,4
"1006554",0,1,5,3,1,3,1,2,2,2,10
"1266844",8,7,6,2,2,2,3,10,0,3,3
"481146",27,46,36,19,49,27,5,43,31,20,18
"146474",34,56,34,24,61,25,1,39,28,16,17
"104102",25,28,22,29,33,21,2,42,28,19,15
"446692",13,36,14,22,15,21,0,22,17,16,6
"2500548",4,12,2,4,13,5,1,12,4,9,6
"1633874",4,5,7,1,3,2,0,1,3,9,3
"65959",0,1,0,0,2,0,0,3,3,1,0
"272568",682,1115,631,633,975,812,96,1081,660,629,476
"1288313",86,137,78,72,123,94,13,102,68,66,59
"290633",87,112,68,75,106,80,8,106,73,71,38
"1224746",1,3,1,1,0,2,0,2,0,3,1
"318683",95,179,82,78,158,142,16,159,114,115,77
"574987",73,102,68,65,142,102,12,161,66,72,58
"257438",29,47,22,26,59,42,0,36,27,35,24
"1052095",4,4,5,9,6,6,2,5,3,4,4
"320497",228,409,223,241,428,278,22,360,241,243,166
"153496",169,264,138,158,321,196,23,250,160,179,125
"1231624",144,231,136,121,199,144,19,205,142,138,98
"2558360",139,226,131,143,228,129,18,204,127,131,88
"2558361",68,113,75,59,102,81,12,114,67,74,46
"1293412",9,11,5,5,16,8,1,12,9,6,8
"1510841",90,143,70,86,132,132,10,169,81,104,71
"661191",36,63,34,34,71,35,6,46,25,43,28
"2070537",2,3,1,0,1,0,1,3,1,0,2
"2478912",0,1,3,1,1,1,0,0,1,1,0
"2697033",16,20,15,9,33,6,1,16,9,11,7
"2762277",10,22,12,14,24,27,2,13,15,10,13
"2560057",39,61,31,49,67,55,8,79,34,31,22
"2500532",520,805,465,421,645,647,192,931,672,422,431
"2760307",531,807,500,462,741,699,129,1111,613,459,588
"2589076",444,656,532,467,617,693,259,1015,448,397,433
"2812658",313,504,288,268,436,417,56,545,362,291,251
"1529068",228,354,250,196,408,282,44,419,259,237,202
"1545044",737,1312,747,751,1189,979,134,1511,904,781,900
"1077935",576,777,557,462,731,678,97,960,595,501,448
"147645",617,879,563,546,864,717,120,1279,609,479,562
"82367",557,886,499,519,877,705,92,1056,693,469,515
"2560053",583,981,581,544,782,793,119,1091,578,572,484
"34004",549,829,537,516,740,737,88,1063,570,491,399
"266",572,804,457,479,719,707,97,984,599,461,440
"2259340",525,705,403,391,643,587,64,827,555,366,383
"2065379",403,650,388,365,602,461,61,696,492,362,346
"1945662",378,678,369,361,627,542,59,774,471,417,393
"1367847",342,559,318,353,571,457,63,624,369,314,286
"135740",243,340,218,234,349,259,38,458,357,214,225
"1499308",56,71,52,62,73,78,10,92,83,50,51
"59779",2,1,2,2,2,1,0,2,1,3,2
"135742",0,4,1,2,2,1,0,3,0,2,2
"2033869",769,1175,744,733,1100,951,127,1550,874,663,814
"1850250",563,826,520,474,896,677,95,983,669,487,511
"272942",304,482,313,309,489,373,52,572,311,283,237
"1075",402,598,345,359,540,453,79,709,420,340,363
"557760",112,140,118,88,126,99,20,181,94,81,73
"349101",57,102,69,58,90,92,20,128,83,68,55
"992186",48,89,52,60,70,78,14,99,66,62,53
"1917485",496,616,429,406,590,501,70,764,479,367,403
"2587855",317,502,318,256,505,397,57,591,371,307,254
"1968541",166,259,163,162,278,206,27,319,188,141,133
"2070369",147,182,109,133,169,153,19,256,146,124,88
"1389004",156,190,120,133,182,140,19,206,129,108,78
"1389005",74,134,60,76,110,94,18,126,93,75,54
"664426",82,149,53,77,130,91,20,170,109,67,56
"1389011",38,72,40,51,53,63,7,105,40,42,37
"2785912",35,36,25,23,44,35,1,53,30,28,16
"1402135",413,671,432,357,569,510,83,771,418,406,361
"83219",206,306,202,182,302,251,32,341,245,190,150
"60137",23,53,35,43,54,62,3,65,36,44,27
"74349",5,1,1,2,3,1,0,2,1,1,0
"2587847",315,408,268,222,469,321,37,458,278,243,232
"2587846",134,217,107,123,193,168,24,193,104,95,109
"2587850",123,189,102,99,184,148,19,183,121,111,91
"391613",53,55,44,52,57,61,10,73,67,45,44
"540747",674,1106,611,653,953,866,116,1260,736,699,606
"2494550",275,404,258,261,353,364,39,412,290,285,200
"215743",44,106,49,39,71,62,6,85,54,35,47
"1229727",823,1180,770,684,1148,927,159,1486,822,665,751
"311180",652,1033,595,610,913,804,115,1224,747,592,547
"1792508",552,773,483,450,779,694,75,942,562,472,429
"1564506",348,502,324,332,487,463,58,704,431,287,312
"308754",359,504,295,254,496,393,58,638,431,260,273
"1188256",3,3,7,2,6,4,0,4,2,3,1
"991905",1232,1973,1306,1260,2100,1552,188,2320,1510,1199,1061
"1208324",683,1078,626,628,1029,850,123,1185,789,611,635
"1411902",326,488,314,322,502,389,61,582,388,335,263
"1758178",250,414,256,252,370,314,45,408,338,234,234
"875171",94,151,89,94,166,136,20,198,121,95,104
"1397108",79,113,62,75,114,98,8,141,71,66,67
"2579971",1293,1859,1160,1175,1860,1566,208,2286,1493,1145,1078
"60890",322,458,284,291,444,367,31,523,334,279,273
"221822",220,392,215,218,358,359,35,453,241,234,196
"1580596",86,168,104,110,176,144,29,172,109,87,110
"1844006",79,92,59,66,87,72,10,108,80,49,49
"681157",28,52,28,28,40,47,8,84,25,26,21
"1826607",703,1060,626,708,1089,968,143,1468,916,702,772
"1396826",298,479,304,295,509,446,52,581,366,300,288
"2508306",73,92,65,67,84,89,8,118,86,75,62
"2508307",76,90,73,60,95,107,9,98,58,65,32
"999552",199,313,191,182,287,272,40,358,225,178,174
"2789856",774,1143,770,734,1124,1021,134,1550,965,739,723
"1549850",343,503,293,304,510,402,58,610,383,300,301
"1915078",324,464,291,278,443,411,40,531,380,291,263
"2587852",375,633,374,389,651,519,66,724,537,331,362
"2588299",13,27,13,8,14,25,3,35,14,6,8
"2587858",2,10,11,2,10,7,2,9,6,7,1
"246200",384,656,387,364,532,520,67,745,381,330,280
"292414",157,216,119,118,192,173,25,264,161,125,108
"2587853",135,180,91,111,148,155,18,210,162,122,93
"2293862",87,152,82,99,126,116,17,157,113,72,88
"185588",9,12,3,5,7,8,1,4,2,10,1
"2009329",747,1080,673,674,934,840,119,1312,797,637,667
"1335048",544,816,501,467,820,705,105,1064,697,450,507
"2588711",608,1014,675,617,910,806,111,1208,797,624,672
"2494374",304,486,326,293,491,414,78,668,355,272,364
"1250539",620,797,588,486,836,732,96,993,586,491,432
"988812",554,841,560,485,823,667,90,1002,587,488,476
"1267768",507,797,416,492,712,666,72,939,507,457,454
"1891787",199,260,158,157,270,223,23,326,200,146,124
"2434",155,238,138,116,209,167,22,217,154,116,135
"391595",121,142,117,96,157,149,16,214,113,83,90
"2169400",310,491,309,334,536,468,42,593,409,309,336
"561184",470,681,473,451,661,521,70,887,507,400,404
"398580",417,690,452,388,630,514,74,811,546,408,454
"195105",387,550,413,383,550,484,76,662,456,351,369
"880591",0,0,0,0,0,0,0,0,0,2,1
"92947",189,288,189,191,339,221,30,319,214,200,157
"1294273",432,603,404,344,533,491,73,693,417,381,321
"2602067",117,195,126,120,224,173,23,251,184,135,105
"391616",98,116,76,76,143,132,20,178,85,89,79
"391626",96,159,86,112,144,113,16,158,108,89,76
"1458307",50,84,49,48,76,65,7,77,50,56,38
"1609966",385,557,346,346,562,399,58,602,411,299,322
"2587163",347,526,316,327,550,414,43,685,410,296,301
"2613965",329,537,331,300,510,440,56,696,408,316,306
"1537215",355,426,301,275,472,377,39,572,341,320,228
"2715211",269,472,292,312,463,338,44,525,320,278,228
"564137",260,369,243,217,376,266,48,447,292,250,197
"2017482",298,387,266,239,370,348,38,475,293,266,246
"290400",273,348,253,224,319,290,49,419,222,216,193
"2587842",245,400,244,270,346,316,49,455,292,259,253
"299262",228,374,220,251,334,331,45,476,296,255,200
"1265309",74,113,58,71,132,92,9,121,74,63,66
"74033",204,287,220,201,308,294,60,450,267,194,178
"2599296",212,307,174,174,236,197,33,295,210,187,170
"245188",160,273,176,171,240,238,30,326,217,199,172
"53501",142,188,115,117,231,175,18,237,161,140,109
"441209",159,194,127,100,198,179,19,229,143,101,109
"2552942",132,281,136,138,268,188,28,303,203,173,122
"1591409",179,209,149,160,210,230,25,280,203,152,130
"2500533",123,187,100,123,178,138,17,203,107,93,89
"2171755",125,226,133,102,181,159,16,177,138,126,96
"1715691",118,172,80,114,144,147,14,182,114,124,84
"2483033",98,122,103,86,162,113,17,162,127,86,90
"1920883",69,139,66,79,132,84,19,119,111,75,85
"666509",55,126,52,59,89,85,9,97,62,65,42
"1579316",63,98,52,56,93,83,16,109,66,55,50
"366602",914,1765,898,775,1738,1275,131,1408,908,1128,910
"69665",672,1176,714,545,1287,867,98,922,662,770,596
"69666",1643,3576,1497,1270,3833,2274,251,2258,2265,2522,2001
"155892",1303,2444,1298,1097,2563,0,200,0,1388,1544,1354
"1679497",1190,2410,1112,997,2541,1589,335,1861,1301,1627,1251
"2708539",863,1640,791,742,1735,1068,140,1308,881,1021,868
"2010972",1092,2045,935,830,1993,1365,171,1692,1008,1333,950
"509190",0,0,0,0,0,0,0,1,1,0,1
"69395",533,1057,509,495,1151,739,99,812,545,723,568
"2774190",681,1109,708,556,1140,947,103,1039,906,699,738
"2591463",587,995,601,514,940,898,194,856,1042,668,896
"2561924",525,918,611,534,1009,862,75,834,832,650,663
"1938605",484,951,534,443,1023,745,101,863,699,616,618
"2800818",416,732,396,407,805,567,90,590,565,456,433
"2774189",371,721,365,360,729,576,67,624,1539,495,492
"2752515",360,621,406,400,704,587,68,602,517,473,436
"2579977",142,264,164,144,229,193,29,278,243,175,161
"2813778",196,256,178,142,270,225,27,273,199,181,154
"2562582",115,189,111,110,222,152,30,146,146,143,113
"1532555",133,206,102,123,209,163,19,192,173,124,136
"1827469",98,214,134,101,222,168,27,172,185,136,104
"2560058",109,207,114,97,191,140,31,175,157,132,116
"588932",979,1660,1021,942,1750,1307,152,1350,1647,1044,1087
"633149",501,866,504,459,966,676,94,826,692,607,611
"74329",367,633,405,339,684,624,68,625,540,464,440
"293",262,457,270,212,389,371,41,438,444,297,246
"41276",116,226,153,134,249,154,24,236,174,116,103
"1325724",79,162,97,109,158,131,12,143,147,88,93
"2686094",1657,1894,1939,3317,3405,2192,271,3697,2936,1973,724
"450851",5046,12130,4535,3581,13954,7702,665,4633,5591,10140,9184
"2201350",1132,2637,1065,959,2652,1660,194,1617,1191,1765,1450
"573065",189,352,196,190,379,198,33,253,197,198,175
"1940610",1772,2513,1661,1452,2854,1941,273,3073,1579,1436,1223
"1868589",1454,2198,1384,1434,2464,1780,253,2618,1626,1266,1200
"2570229",1083,1637,982,989,1846,1232,173,1934,1150,896,811
"349215",104,132,1313,110,165,1199,11,121,118,123,62
"856793",96,118,1393,142,160,9550,15,133,101,146,77
"488538",47,86,32,39,57,60,4,77,32,46,29
"2029849",1081,1682,1057,1091,1804,1381,148,1618,1061,1028,786
"394221",354,604,321,318,573,434,51,579,383,357,271
"1434191",331,557,321,364,578,398,50,542,376,340,264
"2749086",237,480,263,312,472,367,45,377,304,317,219
"1873716",406,589,390,388,619,507,58,593,433,369,298
"1906738",226,394,242,249,382,316,30,430,236,253,203
"2016196",177,313,146,173,298,217,33,264,199,196,173
"582402",20,25,16,22,34,27,2,41,34,16,16
"949",13,14,4,15,14,7,0,6,3,10,3
"770",9,0,4,0,0,0,1,7,0,5,0
"948",3,10,8,2,5,11,0,4,3,2,5
"574556",10,4,3,4,3,2,1,9,0,4,2
"1248439",7,5,2,2,3,3,0,4,8,9,4
"2640676",46,48,37,56,55,59,7,72,62,42,27
"955",3,2,5,2,4,6,0,7,6,2,2
"1845000",2,1,1,2,1,3,1,4,3,1,1
"779",8,23,12,6,4,16,1,15,5,23,4
"945",3,4,0,1,3,2,0,8,0,2,0
"944",2,10,4,7,4,1,0,1,2,7,2
"35795",2,5,1,1,0,0,0,2,1,2,0
"391036",0,1,0,3,5,2,0,3,1,0,0
"1286528",8,28,7,8,7,4,1,4,2,4,2
"434131",2,1,1,5,2,1,0,11,3,0,3
"2686014",2,7,6,4,2,0,1,7,4,4,3
"222891",3,3,4,1,4,4,1,1,2,3,3
"114277",35,109,37,50,94,42,3,71,26,31,34
"114292",11,4,5,8,4,6,0,3,7,3,5
"114295",2,4,3,3,5,6,0,7,7,4,4
"1129742",6,8,5,4,12,9,1,9,6,3,2
"784",18,29,19,30,39,21,1,17,18,18,8
"2601646",3,5,0,1,6,1,0,9,3,0,1
"2115978",5,10,3,4,13,6,1,4,3,16,4
"696127",5,2,8,8,10,5,0,5,12,6,6
"1802984",8,23,9,11,17,8,0,7,16,9,7
"2486578",13,11,7,4,13,12,2,7,5,6,4
"2163644",2,21,4,11,5,7,1,6,2,11,3
"2043170",138,239,150,138,238,170,20,218,165,130,115
"2582913",175,288,165,161,280,183,25,234,176,172,117
"314260",171,293,178,191,265,187,25,265,171,180,137
"2066024",2,9,2,6,6,5,1,3,4,6,3
"2601575",3,4,0,5,2,3,1,2,1,3,3
"2601668",2,6,5,3,5,9,1,7,2,4,2
"86106",6,5,6,4,17,4,1,8,4,7,12
"91604",11,34,13,26,34,40,4,41,20,33,21
"1414854",24,23,24,29,40,23,4,26,21,16,12
"156889",77,78,56,55,110,99,7,95,70,50,48
"451514",0,3,0,0,4,1,0,0,1,1,0
"1002672",1,6,6,4,4,6,0,14,3,8,4
"2268451",3,3,2,1,4,1,2,4,2,1,1
"1388755",4,2,2,3,12,3,0,7,5,0,7
"1977865",2,1,4,4,8,5,1,10,9,5,2
"1977864",3,2,2,1,3,6,1,6,6,3,2
"335992",3,4,2,2,3,5,0,3,0,3,4
"2563896",4,4,3,0,3,2,0,3,1,4,0
"1925548",7,11,12,3,8,15,0,10,5,12,1
"2161677",37,42,30,29,51,50,4,47,45,21,32
"1034889",2119,3317,1590,1766,3265,2323,435,3245,2027,1590,2089
"662548",1025,1570,868,894,1518,1180,545,3101,961,776,1061
"434008",1218,1844,971,949,1715,1312,407,2503,1145,918,1190
"207745",1084,1653,878,959,1497,1189,483,2946,1078,826,1001
"434009",1096,1659,890,892,1577,1242,382,2401,1029,819,1107
"1795631",894,1546,746,714,1460,1039,199,1382,965,744,947
"2681552",785,1151,640,658,1156,840,175,1135,714,556,749
"2762323",675,1062,524,541,1098,699,152,1028,685,492,722
"2762322",717,1044,566,591,1004,790,171,1109,724,488,707
"282217",586,874,478,450,784,589,112,881,466,382,428
"434014",455,693,385,409,669,491,98,732,429,327,409
"2774875",483,698,408,367,699,550,101,660,422,337,429
"2811425",26,27,16,23,18,19,5,31,15,16,15
"2126319",16,22,10,6,19,17,10,20,14,5,10
"1246301",965,1383,701,739,1255,915,290,1418,940,664,934
"543728",1018,1542,803,816,1361,1091,355,1652,909,786,1014
"595537",781,1283,667,617,1220,855,178,1195,818,615,834
"436515",704,1011,515,516,860,715,158,1037,608,489,634
"795665",1075,1590,1233,947,1695,1187,334,1603,13466,851,1517
"2716225",1372,2116,1125,1114,2136,1355,287,1785,2433,1006,1586
"2806262",1150,1853,1208,935,1745,1260,277,1677,11644,975,1447
"2651974",1121,1688,906,815,1615,1208,205,1466,1468,854,1335
"1842537",762,1103,597,589,1106,773,143,1056,1156,578,1098
"434010",724,1037,522,527,966,787,156,1015,1016,587,913
"2184519",509,1742,294,769,584,411,301,536,2812,420,3283
"2565558",389,542,310,302,517,420,58,511,514,301,435
"47421",380,533,323,318,552,418,343,567,1933,255,2517
"1763535",289,452,271,266,509,385,79,507,464,245,422
"2518343",521,649,532,387,637,2312,215,1273,26282,338,3305
"1842533",492,818,445,401,725,1081,136,851,1590,449,928
"2714923",450,691,374,371,612,498,97,676,545,371,601
"358220",480,722,471,397,737,1565,152,1032,12001,366,1484
"2478662",369,550,338,313,533,862,104,738,1207,316,764
"1858609",262,388,238,215,346,436,63,461,597,199,453
"232721",78,86,59,54,94,81,19,104,118,55,97
"80870",1582,2394,1235,1158,2155,1721,311,2345,1654,1277,1745
"1926868",977,1481,686,675,1295,1036,204,1322,1268,668,1342
"2743470",788,1234,674,607,1130,825,175,1211,822,586,958
"553814",549,845,513,457,756,879,106,969,1121,466,946
"397945",0,0,0,0,2,0,0,0,0,0,3
"80868",413,592,314,290,607,441,76,547,423,280,432
"535289",55,101,45,46,102,69,8,100,92,37,59
"365046",5095,7584,3462,3104,5496,4796,883,4952,5372,3967,8057
"2741720",945,1479,743,727,1335,921,213,1290,1821,758,1475
"2752316",296,467,238,235,433,329,52,496,373,240,452
"2822760",223,300,164,160,262,203,29,330,241,178,217
"1842727",1381,2064,1089,1090,1955,1524,293,1764,1418,1062,1457
"2509614",1214,2035,952,890,1789,1263,217,1652,1403,960,1478
"338969",383,557,341,362,554,499,72,589,496,289,452
"1484693",297,481,230,283,481,360,62,509,484,231,480
"81479",204,273,191,169,292,276,52,314,295,162,265
"2597701",735,1215,628,629,1190,819,138,961,901,660,867
"1232667",3,14,6,7,4,6,2,9,11,10,6
"1082851",753,1139,668,627,1109,879,140,1115,765,572,732
"1392005",24,58,35,32,59,40,8,54,128,36,39
"225991",653,909,494,439,764,655,129,850,658,430,678
"160825",390,595,327,293,543,451,70,611,408,331,394
"1562974",326,424,244,212,440,334,61,501,318,235,305
"363952",210,323,187,171,334,228,47,317,240,179,194
"225992",207,282,224,153,284,302,43,319,255,150,218
"296591",1203,1458,905,779,1220,1171,193,1431,1092,759,1069
"1840265",22,36,14,24,11,13,0,12,21,19,14
"1840293",6,7,5,8,8,16,1,9,5,8,2
"1840303",5,4,0,0,1,3,1,8,0,1,3
"1869339",1,8,0,1,2,1,1,5,3,2,2
"2268087",1,1,1,1,0,0,1,3,4,0,2
"1840283",0,1,0,0,0,0,0,0,0,1,2
"1840239",1,0,3,0,1,0,0,1,0,0,1
"1840267",0,0,0,0,0,1,0,0,1,0,0
"365044",742,1112,581,565,1059,800,164,1089,831,598,830
"37448",58,123,59,66,102,93,19,128,94,54,82
"215580",3202,4240,2274,2471,5372,2996,449,3254,2448,1683,4711
"2714924",434,725,371,383,640,542,89,699,566,353,508
