"","DYZgM2TOMPOOB100370.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report"
"2003316",3,7,22,8,8,1,7,2,2,10,5
"2587843",4,6,18,12,5,8,5,8,8,10,9
"1390185",2,11,25,2,2,8,1,2,0,7,10
"1514074",5,5,20,14,7,5,9,6,4,18,10
"649161",0,1,4,3,1,3,1,1,0,2,1
"2799564",0,0,6,3,1,0,0,1,1,2,2
"2583375",1,1,5,4,1,2,0,1,1,2,3
"283699",2,1,4,4,6,0,1,1,1,2,3
"87791",3,1,9,1,1,5,3,1,0,4,0
"1720343",4,2,13,1,3,1,1,2,2,7,5
"1761891",2,0,16,3,1,0,0,1,0,3,3
"234831",0,1,4,2,0,1,0,0,0,0,2
"2752475",0,0,0,0,0,0,0,0,0,0,0
"2759705",0,0,1,2,3,3,0,0,0,0,3
"2785910",0,2,19,13,0,0,0,0,3,0,0
"43658",53,56,175,137,71,80,45,58,61,96,73
"1365250",4,0,12,7,3,5,2,2,0,3,3
"339617",40,39,95,38,29,37,20,39,31,49,24
"1315306",22,12,33,14,8,16,11,5,11,18,16
"43662",22,25,55,28,18,19,25,17,14,34,23
"342610",17,16,46,29,26,16,14,20,9,22,14
"1117319",6,6,15,13,7,13,5,5,5,12,5
"161398",11,9,44,18,10,11,8,9,9,17,18
"227",8,10,19,13,7,13,8,4,7,9,9
"1315282",13,10,51,17,10,10,5,6,7,14,18
"314281",12,12,72,12,11,8,8,9,4,14,15
"874454",13,9,42,13,3,9,8,8,2,15,6
"882626",10,17,32,14,15,19,18,13,3,24,16
"1348114",9,6,28,22,11,11,4,18,3,16,9
"1314866",3,4,5,1,2,1,0,5,2,2,5
"1190813",8,8,34,8,7,10,9,11,15,10,5
"1312369",3,2,6,4,1,1,1,0,1,1,4
"151081",5,11,12,25,11,4,8,4,0,10,9
"1117313",3,3,20,6,5,4,4,7,6,3,6
"1315283",5,4,14,7,2,3,2,4,2,4,6
"1314869",9,10,31,8,4,4,4,6,4,5,10
"1315279",1,1,6,0,1,3,0,2,1,7,2
"267375",4,0,5,1,1,1,0,3,3,1,0
"43660",5,5,16,6,1,3,3,2,0,4,4
"621376",6,4,8,2,1,2,1,0,1,2,7
"28109",2,1,2,1,0,1,0,1,2,1,1
"152297",0,1,3,2,2,2,2,2,2,3,2
"1315275",1,1,19,3,1,2,0,1,0,2,0
"43659",0,2,6,0,0,0,0,1,0,0,0
"2820710",19,15,52,21,29,14,15,14,13,17,13
"1266052",7,10,33,13,2,6,8,6,3,9,9
"550540",168,161,410,229,200,210,187,165,131,317,227
"2724191",42,24,59,39,22,46,31,27,32,32,34
"1816218",16,14,67,15,18,12,17,10,8,13,10
"2161872",8,15,45,9,7,10,7,6,11,7,12
"2497879",8,4,36,15,11,14,9,5,11,13,16
"1816219",9,10,34,7,8,3,5,7,6,9,9
"2689569",16,7,32,14,11,5,5,11,8,13,10
"58049",9,7,37,14,8,15,3,4,10,15,10
"167879",11,9,53,9,9,8,4,8,8,14,9
"1967665",13,8,31,5,8,8,4,9,4,15,8
"2594005",18,25,69,26,26,28,15,26,16,22,35
"2769490",15,8,41,19,4,3,6,4,12,9,12
"2552945",16,8,59,23,10,15,10,13,5,18,29
"1763536",10,7,57,12,7,11,7,14,9,11,19
"718192",10,17,35,9,7,8,2,10,5,8,8
"2100422",37,38,121,37,37,37,39,31,29,45,39
"2055892",11,13,18,15,9,10,16,9,13,14,12
"135577",25,44,56,23,11,14,12,26,21,23,17
"1940690",10,220,106,21,19,17,9,14,14,20,15
"1096243",17,19,22,22,10,9,7,10,14,22,18
"357804",15,16,67,30,15,21,15,13,13,31,21
"314282",8,3,23,7,4,5,8,4,11,2,9
"69539",11,10,45,13,7,11,4,16,11,9,12
"1202962",12,8,56,9,10,14,5,10,2,6,15
"1347420",7,9,31,9,7,6,8,9,6,10,11
"998088",9,13,21,10,11,15,11,11,15,31,10
"1354302",48,25,91,62,68,49,29,52,37,64,61
"1448139",21,14,49,25,13,15,21,23,22,22,19
"196023",26,14,40,36,18,40,30,31,17,24,30
"1208104",4,3,11,6,8,0,0,2,1,4,0
"652",268,167,437,281,235,263,211,266,201,379,270
"2033032",99,64,183,129,94,89,68,65,62,128,113
"2033033",51,44,189,84,81,78,60,59,54,106,56
"2560029",21,16,9,17,14,15,17,7,7,14,14
"1636606",13,10,22,13,13,8,8,8,6,13,7
"1636609",13,16,28,20,19,19,7,20,18,25,9
"2560028",24,9,28,32,36,28,27,18,9,14,9
"1758179",5,4,20,11,11,18,17,15,11,25,15
"1636607",5,5,14,12,7,7,4,5,6,6,3
"1636608",0,13,112,7,5,3,2,3,3,6,5
"1920107",3,1,11,0,1,2,0,3,3,6,7
"647",0,0,0,1,0,0,0,0,0,0,0
"2675707",2,0,3,1,3,2,2,0,3,0,1
"73010",157,130,277,261,178,183,146,163,131,264,186
"96473",20,20,14,17,11,12,14,13,11,17,21
"29491",3,3,8,8,4,2,3,4,1,4,7
"197700",0,1,3,0,0,3,1,0,0,0,0
"218936",196,169,363,253,199,225,155,189,134,252,185
"648",157,132,491,232,158,195,132,128,100,203,167
"650",111,80,256,116,83,111,103,112,89,153,90
"196024",96,80,221,126,111,113,112,109,83,174,120
"948519",25,18,33,38,22,25,16,18,14,26,24
"656",23,19,33,31,20,29,23,14,10,28,14
"347534",404,388,905,572,435,529,419,413,343,613,442
"511062",199,192,395,251,209,229,176,167,171,279,208
"2047966",64,72,119,124,72,84,85,62,53,99,69
"1416627",28,32,94,52,29,26,27,45,23,53,39
"1903694",13,19,79,28,8,12,18,25,9,41,31
"595494",30,51,185,43,41,55,34,30,22,57,51
"83771",27,12,41,17,12,29,8,22,13,25,22
"2812648",539,474,1302,761,585,564,520,496,387,787,607
"2681310",546,418,1066,830,528,596,478,636,427,816,673
"243233",524,399,932,666,589,696,551,442,397,787,499
"2785785",185,144,478,211,200,177,155,138,106,212,175
"1727196",88,70,188,92,72,81,56,84,55,105,91
"107637",69,42,224,101,65,70,58,85,47,89,76
"2812647",76,60,184,103,65,95,66,51,37,94,76
"2608981",176,144,322,213,168,186,140,129,118,185,154
"1538553",146,127,360,219,140,147,133,131,94,219,172
"857087",102,123,469,195,91,115,98,70,73,181,124
"702114",79,79,260,147,91,102,82,74,70,108,89
"686340",519,469,1090,728,519,479,413,475,350,744,560
"2049332",106,67,246,114,92,111,71,87,65,128,101
"1432792",535,487,1013,965,537,615,523,573,625,898,664
"1808979",223,155,665,288,213,292,199,154,184,296,229
"1091494",56,48,94,58,55,42,37,52,14,80,62
"95641",41,59,224,90,43,54,43,37,34,81,70
"1704499",92,79,296,115,78,71,64,87,65,96,103
"1675686",2798,2343,3380,3615,2790,3197,2804,2761,2047,4266,2905
"1620215",1098,997,1785,1461,887,1064,854,1046,723,1718,1144
"1281578",464,363,957,668,445,523,401,470,337,686,503
"2303331",1813,2265,39116,2912,2382,2758,1909,1964,1604,4271,2388
"2698684",366,257,4113,496,335,451,345,360,340,673,376
"465721",1830,2045,3554,4808,1842,2276,1661,1376,1200,3660,2243
"2681547",193,212,636,267,196,248,179,183,166,243,270
"2745199",151,133,383,208,122,163,119,156,118,218,207
"1516059",122,130,311,234,127,154,119,106,98,189,180
"2587856",46,71,235,97,37,63,52,64,37,99,86
"359370",55,62,186,88,57,47,37,27,48,72,66
"2591606",61,69,207,68,55,72,40,46,46,96,87
"1769779",207,198,449,291,200,218,182,205,150,328,233
"252514",154,160,347,251,124,140,114,127,102,192,155
"48074",155,189,281,200,113,153,119,135,81,173,155
"260552",77,96,285,159,89,120,91,101,81,173,117
"454662",87,6035,27929,65,41,73,54,81,35,65,198
"1987723",171,2440,2723,446,128,236,884,131,174,121,9196
"1945512",57,409,2079,84,50,64,57,353,51,68,197
"2303332",87,2943,136148,113,43,70,75,207,100,61,545
"155077",80,454,2632,115,60,82,59,70,48,99,285
"377629",55,66,218,83,61,68,74,57,51,78,109
"2731755",41,46,197,67,31,58,44,32,29,54,53
"2731756",24,59,102,33,20,33,25,23,15,50,38
"1117647",142,146,400,221,127,126,121,95,83,206,177
"1737490",20,31,117,45,24,41,17,18,21,48,47
"203122",17,58,136,35,17,29,22,32,30,44,69
"930806",205,149,394,212,157,164,134,123,138,215,143
"930805",179,117,378,202,161,182,151,137,131,214,161
"2601894",166,113,295,206,114,156,112,122,119,173,179
"2708301",414,334,753,453,314,338,306,323,228,397,421
"314285",152,115,343,192,128,128,100,129,104,170,170
"2794344",121,87,321,171,78,123,82,86,65,129,126
"1620392",39,45,155,63,45,41,29,38,34,55,49
"1470434",68,60,189,80,48,51,47,60,29,60,87
"716816",33,45,113,43,22,33,21,29,18,28,38
"670",67,42,191,85,71,88,45,59,38,110,82
"680",33,28,293,25,30,45,22,35,21,39,29
"696485",26,22,65,31,23,30,24,33,11,38,40
"663",14,21,54,27,11,15,22,12,15,24,21
"2315253",31,20,44,43,16,20,21,24,12,32,27
"669",12,8,30,12,18,35,10,18,12,21,14
"691",4,12,19,24,9,12,14,10,11,10,6
"190895",12,13,32,21,7,10,10,21,11,8,21
"512649",13,7,28,14,11,10,3,9,10,11,13
"766224",11,1,19,13,5,6,3,7,2,9,3
"676",117,69,323,132,67,84,79,95,79,109,94
"903510",2,1,3,3,5,1,0,2,0,4,4
"196600",1,0,4,1,1,2,1,0,2,1,2
"914127",0,2,4,0,0,3,0,1,2,0,1
"1246305",3,0,0,0,0,0,1,1,0,0,1
"748003",3,0,3,1,0,0,1,1,0,2,0
"2662262",14,10,33,16,5,19,13,14,11,20,23
"2777577",7,8,16,14,5,6,3,13,1,2,13
"2587865",15,14,50,10,15,23,13,8,11,23,20
"2714948",17,13,60,18,14,11,8,10,13,20,15
"2711221",11,14,67,32,14,15,6,12,10,19,15
"2589990",12,10,38,13,9,14,6,8,5,18,16
"2014742",0,6,6,2,2,0,0,1,1,2,3
"1116375",1,0,3,2,1,2,4,1,4,2,0
"2163016",4,0,53,4,9,7,6,2,4,4,1
"2766781",2,1,0,1,0,1,0,0,1,0,1
"864336",0,1,2,0,0,0,1,0,1,0,0
"55601",57,7121,10402,800,1176,167,1780,452,1193,7857,1990
"666",0,0,0,0,0,78,0,51,0,96,62
"29498",9,12,65,23,16,16,19,10,6,19,13
"300876",20,10,18,14,12,10,6,4,8,8,9
"29495",50,41,87,42,35,35,41,50,28,57,37
"28173",37,37,104,44,37,31,27,27,18,38,33
"674",28,26,154,29,23,33,25,29,24,49,30
"1381081",19,18,52,23,17,16,13,18,15,16,18
"1384040",2,0,1,3,1,3,1,4,2,4,2
"689",31,20,49,34,17,38,15,12,33,25,15
"1481663",21,19,78,22,12,19,11,24,10,20,19
"1671868",16,12,53,23,14,10,4,9,9,11,11
"2572923",14,15,61,30,31,29,10,14,3,15,16
"1481923",20,8,41,25,16,13,17,14,11,15,17
"28172",20,20,64,20,18,22,9,10,13,28,20
"1918945",16,15,69,28,19,23,13,12,18,23,26
"1763883",10,5,65,21,11,17,10,20,5,13,12
"675",16,18,47,8,7,16,10,17,8,18,19
"45658",22,16,66,22,14,23,9,17,13,18,25
"1435069",13,12,40,12,13,16,7,14,11,25,30
"2479546",15,20,96,21,24,12,15,19,11,35,13
"553239",16,11,27,15,22,13,11,20,10,23,21
"673372",20,12,27,14,15,15,7,18,6,24,20
"687",9,15,40,23,22,11,13,19,3,24,12
"1074311",12,15,54,13,6,13,16,10,7,7,19
"76258",11,11,38,11,5,6,2,11,7,13,12
"1191300",12,10,40,14,12,10,9,3,10,21,11
"47951",6,8,27,5,5,8,11,4,6,9,4
"2587862",7,4,48,13,15,13,5,10,6,10,8
"265668",16,9,54,29,14,8,12,13,7,21,17
"170673",10,9,22,22,6,11,13,12,2,16,12
"693153",10,3,11,6,1,6,5,8,2,6,12
"29497",6,6,42,9,14,7,8,11,6,15,6
"1891186",11,9,23,10,7,10,6,17,4,11,13
"170679",18,8,40,14,10,19,10,11,14,22,14
"1534743",17,2,40,12,6,6,5,3,4,8,6
"2025808",4,9,19,5,1,3,3,4,9,7,4
"1208308",0,0,1,0,2,0,1,1,0,0,0
"658445",45,47,160,87,65,73,57,45,54,95,56
"320778",56,53,177,61,50,64,48,39,43,51,72
"85581",1,3,13,2,2,2,3,1,4,5,3
"38294",0,4,6,3,2,4,2,2,1,1,4
"298386",17,10,74,24,7,10,6,15,10,20,13
"1908198",43,27,94,45,25,33,28,19,26,47,47
"51367",8,3,11,9,2,10,6,1,0,8,5
"2003370",6,8,36,7,8,8,6,3,3,7,1
"673",48,38,132,58,28,45,33,36,26,54,45
"388396",6,5,11,7,4,3,4,2,5,2,4
"312309",2,4,15,6,6,14,7,4,2,4,8
"1088719",9,1,20,0,8,3,1,2,0,4,2
"40269",10,11,29,7,3,0,9,0,4,0,10
"1755811",5,5,37,7,3,4,4,6,3,6,9
"1927128",4,2,23,4,6,8,3,3,6,11,4
"1810504",1185,921,5337,2492,2135,1198,1002,1100,836,1642,1203
"2662448",41,28,280,72,33,42,24,44,40,55,39
"2746060",14,17,861,65,61,6,7,70,7,9,409
"2708020",27,31,405,30,14,18,11,28,12,18,29
"2755562",10,16,218,14,21,11,14,21,7,22,63
"91890",8,2,51,5,6,3,2,5,3,2,5
"91891",11,2,318,11,4,0,0,7,2,6,10
"66976",0,0,8,18,0,1,0,0,2,5,1
"91892",3,7,61,6,2,1,0,27,2,4,4
"45065",62,54,300,87,59,52,52,70,35,72,86
"452",30,39,179,50,36,39,39,47,25,51,64
"449",14,8,135,20,17,9,9,23,11,15,30
"1268635",12,21,270,17,8,13,14,17,11,27,20
"28087",27,72,1111,38,23,24,15,45,29,34,80
"450",26,37,0,69,18,15,14,0,0,16,0
"45067",22,28,103,27,9,29,5,16,16,15,24
"1212491",25,31,375,24,9,11,3,28,16,16,30
"454",17,28,190,23,27,21,17,22,19,21,35
"1867846",19,16,89,14,12,6,9,25,12,14,24
"28082",17,10,254,65,57,17,6,98,13,9,499
"28084",18,17,165,26,10,17,10,20,9,11,65
"45056",8,12,160,12,6,11,6,19,8,12,14
"66969",32,20,502,23,7,11,7,20,5,14,28
"456",24,21,92,23,17,31,18,44,14,25,25
"2005262",4,1,40,4,2,1,5,4,1,7,9
"1094715",1,1,20,3,3,1,1,3,1,1,9
"1094714",3,1,64,1,5,0,1,14,0,0,14
"451",14,17,123,18,8,8,7,13,16,15,30
"254247",95,63,387,339,93,96,60,166,78,107,590
"254246",50,38,231,46,37,43,26,71,29,50,91
"1321945",1,1,3,1,3,0,0,0,2,0,0
"434922",1,0,0,0,1,0,0,1,2,2,0
"1401251",0,1,0,1,0,0,0,1,1,2,2
"2054173",32,19,67,36,19,28,20,43,19,63,32
"2487929",11,6,26,11,4,5,4,8,6,7,16
"676208",9,16,54,23,15,18,18,19,12,13,13
"2739063",24,22,106,39,29,40,28,24,26,55,42
"2580412",28,19,45,38,9,17,21,25,13,37,31
"2211106",21,18,68,34,16,15,16,17,18,24,28
"2267253",6,11,39,8,11,14,5,15,10,15,10
"717772",43,32,70,25,17,15,12,18,13,21,20
"1803865",21,26,74,45,27,25,22,37,13,48,32
"717773",12,13,131,20,10,12,8,16,9,15,17
"265883",22,14,68,39,23,28,23,21,18,37,29
"317025",19,14,62,14,6,12,8,6,10,11,17
"28885",11,15,64,16,11,15,12,8,19,12,17
"754477",22,16,104,31,30,11,10,20,7,27,31
"754476",25,118,129,37,33,41,18,22,28,44,51
"1238",22,23,88,43,18,18,20,32,28,40,35
"728003",2,1,2,0,1,0,0,5,0,4,2
"385025",2,0,41,1,1,0,0,0,1,0,0
"1198232",1,3,11,5,2,1,1,1,3,0,1
"2675054",16,19,81,24,21,22,19,22,11,18,12
"2675053",12,19,54,20,12,15,14,21,16,16,23
"1032",142,98,548,181,130,147,115,135,98,183,153
"2735563",62,65,227,78,60,66,63,48,57,72,82
"111769",39,26,114,44,48,57,43,34,31,50,43
"288004",27,33,115,45,29,36,26,31,15,32,50
"1547445",6,6,21,9,2,1,1,6,1,8,4
"1395624",2,3,14,7,3,8,5,4,10,6,6
"2589986",5,6,14,2,1,0,0,3,0,2,6
"539329",3,0,1,0,0,1,0,1,0,2,0
"264",0,6,10,4,2,4,1,4,2,7,8
"299583",0,3,12,4,2,1,0,0,0,0,3
"573570",4,2,12,3,7,0,6,13,10,8,4
"1088883",2,1,3,1,0,0,0,0,3,4,2
"549298",6,3,21,5,0,3,2,2,0,3,6
"2007306",0,1,13,4,1,3,1,5,3,4,1
"1542390",4,3,22,4,3,7,2,3,1,12,6
"2249302",3,0,8,0,3,0,0,1,0,1,1
"1086726",0,1,9,5,2,8,4,1,5,6,2
"573569",0,0,1,0,0,1,0,0,0,2,2
"360196",0,1,4,4,0,0,0,0,1,1,3
"1085644",1,2,3,2,1,0,0,3,4,2,1
"1085647",1,3,12,0,1,0,1,4,0,1,1
"594679",4,3,8,3,5,0,0,5,2,4,6
"28907",0,0,0,0,0,0,0,0,0,0,0
"1543721",202,179,497,302,225,204,177,200,137,338,243
"2738883",185,117,301,232,119,145,121,145,111,256,140
"1076588",153,138,326,197,114,139,111,113,86,212,152
"1249552",94,90,373,155,100,84,68,74,50,103,96
"2291597",67,48,174,92,46,53,42,72,49,97,77
"2360",10,8,39,9,4,14,5,10,4,18,12
"413404",0,5,21,1,3,1,1,3,1,7,2
"2738852",9,1,12,6,3,2,1,3,3,10,5
"2732590",0,1,6,3,1,0,0,1,3,5,4
"412965",1,1,11,0,1,1,1,3,1,1,6
"1303921",13,10,93,8,8,14,6,5,14,15,6
"1705394",5,11,38,16,12,5,4,8,3,2,10
"1125411",0,2,5,0,2,2,1,0,2,1,3
"2508687",2,0,18,6,2,3,3,3,4,11,3
"1971485",2,1,8,2,0,0,0,0,2,2,3
"1971488",1,6,12,1,0,2,3,2,0,1,1
"2652803",1,3,12,5,2,1,0,1,1,1,4
"2183911",683,652,1600,1022,627,777,553,748,566,1028,763
"1248727",605,447,1040,787,526,585,502,561,471,865,622
"262728",0,0,0,0,0,4,0,0,0,0,0
"862964",0,0,0,0,0,0,0,0,0,0,0
"1334187",0,0,0,0,0,0,0,0,0,0,0
"862965",2,1,11,2,0,0,0,0,0,0,0
"730",6,13,22,21,7,3,2,15,4,10,8
"735",4,7,13,6,4,3,2,8,4,18,15
"249188",6,12,23,8,6,9,5,5,6,6,4
"726",4,6,27,10,9,7,7,5,5,16,12
"712310",2,4,14,2,2,3,0,0,0,3,0
"714",48,26,58,39,35,39,33,26,29,38,0
"634176",6,1,6,5,0,2,2,1,0,0,1
"985008",1,3,8,5,2,1,0,3,0,1,1
"2820817",7,6,59,5,7,7,5,5,4,7,3
"739",5,7,24,7,4,5,2,5,6,18,10
"2774188",26,13,79,31,20,25,14,25,17,32,48
"339671",16,16,74,18,13,11,6,7,14,19,17
"696748",0,0,0,0,0,0,1,0,0,0,0
"718",4,5,15,5,0,3,3,3,1,5,7
"189834",7,3,12,6,3,5,5,2,3,4,6
"44294",0,0,0,0,0,0,0,0,0,0,1
"754345",1,0,1,2,0,0,1,0,1,1,0
"720",3,3,10,3,4,0,0,1,1,3,9
"51049",3,5,26,5,7,1,1,3,2,10,10
"51161",2,4,19,5,10,3,5,0,3,5,5
"44283",15,2134,3409,303,382,45,525,148,611,2318,567
"115545",0,0,0,0,2,0,0,2,0,2,3
"97481",3,4,33,5,5,8,2,7,3,4,10
"754",3,2,6,1,0,0,0,2,0,0,1
"75985",7,16,0,19,5,0,0,14,0,13,17
"1434214",0,1,0,2,0,0,0,1,0,2,0
"1434215",3,1,1,1,1,2,1,3,0,0,2
"85402",10,16,67,21,9,16,11,14,23,12,23
"2770636",1,8,11,5,9,3,5,3,5,11,7
"1432056",0,2,14,6,4,4,2,1,4,7,9
"2679995",0,0,1,0,0,1,0,0,0,0,0
"111844",1,4,2,1,1,3,0,0,1,3,3
"2679994",2,0,0,0,1,2,1,1,0,0,0
"738",12,11,0,16,18,5,8,13,7,12,25
"2030797",11,12,24,17,18,7,9,2,8,11,12
"1005058",8,23,30,9,5,3,5,9,4,6,12
"728",6,5,24,8,4,12,6,4,9,17,3
"762",7,6,30,8,5,5,5,4,4,5,7
"653940",1,5,9,2,1,4,3,0,2,4,8
"221988",1,3,6,2,3,1,3,4,0,1,5
"1906744",6,10,26,14,8,9,5,5,7,4,14
"2778911",7,15,23,11,10,14,5,7,6,7,8
"1263832",7,0,3,15,1,2,2,2,1,5,2
"205914",4,1,1,1,2,0,0,2,1,0,0
"228400",1,0,1,0,0,0,0,0,0,1,1
"109472",11,4,30,5,6,2,3,1,4,10,4
"123824",8,10,56,14,9,15,10,3,6,17,5
"1032623",3,8,18,6,10,9,3,1,0,4,8
"1443036",2,4,8,6,2,6,0,1,1,1,6
"2718",206,200,418,264,220,297,219,180,177,336,243
"870",0,0,37,0,8,8,12,0,10,0,0
"1196095",8,5,49,13,10,13,6,7,6,19,15
"1635327",7,10,36,8,5,8,3,9,13,14,7
"1267021",3,5,27,8,4,8,4,7,5,7,5
"161492",11260,10090,11200,13914,14438,14903,11737,13499,9475,16095,12049
"47",11761,20444,38556,52110,11735,25909,28944,25551,21939,36526,29170
"42",2209,2364,4208,4334,6779,6179,3722,2984,2491,15634,3461
"40",2660,3475,6486,3567,2020,3088,2509,2930,2185,3695,4332
"44",1756,1988,3213,3048,1978,2595,2284,2220,1883,3779,2820
"32",6900,6966,12095,9951,7112,9897,8110,7832,7409,12390,9553
"83461",4873,4704,7440,7066,5151,6831,5497,5569,5238,8374,6611
"224458",3401,3816,4500,7283,4722,4930,4685,4936,7058,9522,4352
"1524214",1893,2054,3435,2699,2116,2363,1772,2308,1679,2588,2372
"39643",33400,31569,38312,39837,29723,29237,24663,34287,19179,40392,38766
"50",2996,3316,4340,4377,2908,3338,2825,3650,2242,3984,4114
"1882917",60,57,95,139,49,59,48,52,46,77,95
"1055688",5796,6028,15068,9044,5894,7835,5908,7014,6459,9668,10035
"1649470",6429,5893,7377,11429,5689,6147,4474,10042,4809,8904,10746
"1524217",3540,3873,6563,6753,3252,3951,2794,6153,3127,6831,6947
"162027",4555,4362,6325,6028,4259,4534,3564,5142,3329,6493,5714
"2627627",2570,2253,3321,3118,2931,3426,2606,2711,2102,3785,2806
"345632",574,489,586,717,672,815,677,528,473,840,609
"35554",612,486,868,846,683,722,583,658,503,888,657
"60035",463,433,573,517,528,613,525,458,405,628,472
"28232",376,308,482,456,428,418,412,372,349,557,373
"225194",364,337,472,530,483,533,424,442,355,569,441
"351604",295,252,444,344,378,352,326,264,227,426,313
"1203471",200,188,307,214,239,246,184,189,157,279,206
"313985",174,144,268,243,245,236,194,177,139,269,188
"1340425",0,0,0,0,1,0,0,0,0,2,0
"483547",286,267,367,346,287,340,288,262,225,410,293
"2614637",746,613,980,928,807,912,755,804,621,1120,819
"1603606",591,507,795,866,719,768,617,645,498,892,734
"29543",418,337,509,501,456,526,415,425,351,513,432
"29542",264,172,274,307,279,286,230,263,187,286,247
"19",195,159,261,245,236,201,165,169,144,251,189
"1842532",160,97,205,153,137,137,130,124,85,164,133
"881",777,636,1022,1021,832,961,773,768,625,1134,851
"370038",640,496,707,909,776,860,688,679,541,950,752
"345370",584,430,867,767,689,838,700,547,486,928,577
"2593640",403,279,603,515,480,542,435,437,371,581,465
"879",335,225,511,428,321,405,289,282,255,452,331
"63561",297,227,373,432,391,423,363,291,252,481,301
"184917",292,219,429,309,381,347,308,265,206,388,273
"901",241,179,403,335,253,308,244,245,196,373,250
"296842",270,214,393,270,345,247,235,238,175,360,257
"876",252,177,346,325,257,316,234,212,212,354,238
"44742",219,198,299,343,269,255,247,226,182,320,232
"241368",165,100,180,143,127,182,134,132,114,161,114
"58180",112,83,240,157,104,123,109,120,106,159,128
"1725232",62,34,80,71,48,54,39,80,42,102,81
"1716143",443,359,586,614,553,612,505,390,387,651,407
"641491",386,333,568,512,561,543,405,447,326,603,470
"182210",314,249,413,424,353,401,321,321,264,448,323
"2678688",265,199,398,325,273,335,267,212,212,383,263
"2661612",99,103,215,122,113,141,94,108,97,179,106
"57320",82,64,168,98,85,121,75,79,77,130,76
"879567",45,22,40,53,33,47,36,28,14,49,47
"873",557,438,702,625,588,641,523,508,453,743,526
"2773299",427,246,457,442,519,526,420,381,330,557,399
"880",47,35,102,41,46,38,28,45,34,60,46
"191026",41,18,43,48,40,30,21,24,22,59,47
"29546",10,5,35,10,13,7,17,10,9,19,5
"899",326,220,517,394,386,374,269,339,283,458,296
"132132",171,170,258,219,216,220,169,176,154,256,197
"45663",91,68,150,118,93,130,85,87,68,133,97
"571177",374,288,569,517,427,435,351,364,304,544,394
"83564",368,293,512,429,416,444,354,328,321,505,378
"947919",302,240,393,400,348,424,348,246,274,464,276
"897",257,236,416,335,394,382,264,262,235,435,299
"181663",245,205,364,306,234,273,217,249,210,364,269
"218208",216,163,275,254,261,254,267,187,148,335,203
"45655",74,51,125,71,78,75,66,82,55,84,92
"45656",23,19,59,23,27,29,26,18,16,33,28
"2291",48,39,148,53,60,59,49,56,35,66,48
"2293",45,23,91,62,41,44,30,29,23,61,23
"2296",61,69,126,84,67,69,50,67,52,87,59
"28223",34,24,120,36,24,25,17,29,21,48,20
"894",321,227,514,382,336,345,338,339,239,430,375
"1986146",205,197,331,252,223,241,213,166,156,265,237
"1909699",65,47,120,95,71,105,66,50,41,84,77
"427923",189,184,317,276,264,289,246,180,214,334,226
"2622240",93,67,219,111,108,95,100,78,84,129,84
"84980",43,24,52,50,38,37,37,36,30,68,36
"65555",19,27,52,40,22,37,13,18,20,40,40
"2292766",1469,1264,2518,2021,1624,1834,1483,1686,1249,2125,1795
"1548548",560,458,858,720,568,697,548,587,453,857,636
"119484",436,371,476,577,491,550,414,497,376,658,420
"361111",366,294,465,527,429,431,382,425,295,531,392
"2358",175,86,122,143,181,108,94,103,90,120,130
"60893",146,119,166,135,165,125,120,102,100,188,111
"316277",136,112,165,151,145,143,115,116,76,156,109
"453230",748,563,1061,950,894,881,722,692,539,918,713
"1621989",14,17,35,37,47,40,33,15,21,29,23
"84405",12,7,40,18,16,22,16,15,15,27,18
"824",46,42,62,75,62,83,59,54,43,72,77
"204",42,36,105,75,53,57,52,59,28,87,45
"199",52,24,131,46,39,45,36,47,45,52,53
"200",39,22,74,57,45,33,32,46,32,44,29
"2593542",19,23,67,43,30,26,23,31,11,27,31
"203",36,16,55,26,17,34,31,15,15,39,27
"195",5,3,27,3,7,5,5,5,8,8,9
"1780362",7,4,10,15,12,9,7,10,2,2,13
"198",11,8,25,6,4,8,2,5,4,13,7
"522485",8,8,65,1,3,2,4,2,2,7,3
"201",8,7,22,10,2,6,3,7,2,7,10
"197",5,5,41,4,4,2,3,9,10,14,9
"1244531",3,4,10,8,5,7,3,5,1,3,6
"1965231",8,1,30,11,3,7,6,4,4,3,5
"75658",3,2,12,9,9,6,2,1,3,4,3
"2561898",2,4,15,6,2,6,0,12,5,9,11
"196",7,9,41,13,7,6,9,6,6,16,4
"28080",3,1,17,8,5,3,2,3,0,4,4
"374106",2,3,4,9,2,4,4,3,5,6,4
"827",2,10,28,11,12,8,6,5,5,9,7
"1448857",0,0,9,1,2,2,1,2,1,3,0
"206",2,1,29,10,6,5,9,7,10,14,3
"202",6,3,22,12,7,5,5,3,8,6,5
"76517",7,7,9,9,4,1,2,2,1,4,8
"260714",2,2,5,2,1,3,2,2,2,4,2
