"","X0n7bM2TOMPOOA100365.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report"
"2675797",1,1,13,12,0,0,0,1,2,1,0
"2675795",1,0,2,0,1,1,1,0,0,0,0
"2675792",1,1,8,3,0,1,2,0,0,0,0
"2675788",1,0,2,0,0,0,0,1,0,1,1
"2675787",1,3,13,3,0,0,0,2,2,0,1
"2675786",1,0,0,0,1,1,0,0,0,0,2
"2675781",1,0,3,0,0,2,0,0,1,3,1
"2675780",1,0,1,1,0,0,0,0,0,0,0
"2675779",1,1,0,0,0,0,1,0,0,1,1
"2675778",1,1,3,0,4,1,0,0,1,0,0
"2675776",1,0,0,0,1,0,0,0,0,0,1
"1048758",29,11,37,33,23,33,9,22,26,13,33
"42897",1,1,1,0,0,0,0,0,2,0,0
"622",4,3,2,3,0,2,2,1,1,3,3
"621",1,1,0,1,3,0,3,1,1,0,2
"2487150",8,3,4,7,7,5,5,8,14,4,10
"401619",3,0,13,2,0,0,2,1,1,0,0
"428411",2,0,5,2,4,1,0,1,1,2,0
"476281",4,2,8,2,3,2,1,3,4,1,2
"911022",8,5,45,8,5,6,4,5,3,2,6
"1334564",7,3,57,6,4,3,5,5,3,6,4
"273526",6,8,11,6,5,5,4,9,16,6,10
"435998",3,1,1,1,1,1,1,0,2,1,0
"2420306",79,55,52,52,31,36,36,49,45,34,72
"104623",59,36,142,52,29,46,29,30,71,34,52
"671990",52,27,59,43,31,24,27,34,21,18,58
"2597702",50,34,66,62,41,24,34,32,44,22,56
"2033438",28,13,12,27,37,32,32,39,31,24,44
"2448483",14,11,24,8,5,3,6,11,11,7,10
"2447890",14,14,15,20,6,13,8,11,11,26,14
"2724469",7,3,5,1,3,2,3,1,8,2,8
"2773264",6,1,18,6,3,1,3,7,6,2,4
"2482769",6,4,14,4,4,5,3,5,4,3,9
"2785630",4,0,5,1,4,3,2,2,3,2,1
"1327989",4,7,12,3,3,6,5,9,13,7,8
"488142",4,7,15,5,1,4,7,4,5,1,7
"1758196",3,0,0,3,2,1,3,2,1,2,3
"2485839",2,1,6,2,1,0,1,2,0,4,0
"1154756",64,42,57,52,17,28,40,48,36,22,50
"682634",10,4,9,5,8,3,4,7,5,9,15
"1006598",1,0,6,2,1,0,1,0,8,0,2
"61652",167,113,254,143,131,106,96,123,198,111,168
"618",153,114,290,138,95,87,81,96,117,99,153
"47917",150,98,246,145,89,75,99,100,120,103,138
"2741499",123,81,138,87,41,58,56,67,58,52,76
"399741",6,8,11,13,3,4,3,7,9,4,10
"82995",80,53,108,65,28,34,26,36,44,30,68
"568817",10,5,21,1,2,1,10,5,4,2,6
"1346614",5,5,8,7,2,5,3,5,1,0,3
"137545",29,17,48,34,19,15,4,12,23,17,25
"61651",22,18,16,10,13,4,12,9,14,12,19
"300181",11,9,20,20,5,6,5,6,7,8,9
"458197",9,4,5,6,3,1,3,2,7,1,4
"1443113",16,6,3,1,4,4,4,2,13,10,10
"34053",3,1,10,0,6,0,2,2,1,3,6
"367190",15,5,26,25,9,8,15,10,9,8,9
"633",9,6,14,18,5,8,5,14,10,9,11
"632",7,11,13,4,6,6,5,5,2,6,4
"29486",39,27,79,32,15,22,28,33,31,14,33
"935293",35,27,73,45,26,32,13,24,28,21,23
"28152",33,12,33,16,14,11,13,11,10,4,19
"1453495",28,12,38,17,10,16,8,12,16,14,18
"29484",25,18,68,0,15,8,8,24,10,14,25
"349967",25,19,81,24,12,11,16,14,32,14,29
"29485",20,14,45,26,12,17,8,14,12,17,23
"263819",19,13,39,24,10,9,14,9,8,20,19
"2607663",16,11,25,20,16,7,15,9,11,15,17
"2339259",9,9,7,6,3,0,2,3,6,2,12
"349968",3,2,6,3,0,1,1,1,2,3,1
"419257",3,3,6,2,5,4,4,8,9,7,7
"1179669",2,4,1,3,3,3,9,3,1,2,2
"2126321",342,212,379,297,170,195,205,207,233,170,368
"745277",82,45,111,56,29,42,51,48,59,41,80
"1151116",1,0,3,0,1,1,1,3,3,2,5
"1805933",94,76,196,76,68,58,58,68,63,53,105
"741091",3,1,3,3,1,1,0,1,2,1,4
"2703885",16,3,26,11,6,2,7,8,10,6,10
"929813",195,111,177,207,104,126,121,133,148,124,172
"1646377",126,97,149,120,82,85,82,104,115,74,154
"41202",110,81,203,108,64,60,72,78,91,44,107
"1441930",41,56,99,47,34,16,33,33,44,16,48
"1878942",21,5,42,9,11,8,10,9,13,3,4
"2575375",138,87,153,107,49,80,84,77,103,50,134
"592316",105,57,160,111,41,80,58,64,93,63,93
"1484158",101,68,188,110,161,67,54,132,112,75,103
"2052056",86,53,177,64,40,46,42,58,48,33,78
"2490851",83,53,164,67,38,41,52,49,66,43,90
"2479547",49,26,58,38,16,25,13,30,36,22,21
"2768165",7,3,4,8,3,4,0,2,5,5,2
"2787629",6,3,8,13,9,1,2,6,14,0,8
"59814",314,160,466,497,180,194,183,209,222,174,311
"712898",10,8,13,5,5,3,6,3,4,1,7
"549",168,118,202,137,108,93,104,133,110,87,155
"932677",1,1,4,4,0,1,0,0,1,0,1
"1123863",1,0,5,1,1,1,0,1,2,0,1
"55209",115,69,173,120,55,59,55,63,84,50,75
"66271",19,5,27,9,9,2,13,13,5,9,11
"1891675",93,59,144,66,49,36,41,55,51,48,77
"1076550",65,51,97,89,23,36,42,35,51,39,69
"1235990",13,7,20,12,1,7,1,4,3,3,7
"470933",4,7,7,4,6,4,6,4,7,6,2
"1619313",185,91,242,120,92,89,71,82,97,52,124
"55211",112,82,188,95,60,65,60,79,72,51,114
"2681984",66,53,159,60,40,50,35,47,47,43,74
"2547962",19,19,21,13,8,12,10,14,15,13,14
"215689",15,16,29,10,12,17,6,18,23,2,16
"465817",90,51,94,49,39,35,53,60,67,47,66
"634500",36,22,23,25,15,20,12,15,21,24,30
"1407064",3,0,2,2,1,0,1,2,0,0,1
"716540",1,0,0,0,0,1,1,0,1,0,0
"1922217",56,35,98,34,23,29,24,40,29,21,55
"79967",20,12,71,9,7,13,5,9,10,8,9
"665914",195,122,250,183,102,133,131,116,136,102,183
"665913",156,145,218,182,89,101,158,104,114,89,149
"1458355",151,102,171,162,86,75,99,88,104,76,140
"1615494",108,59,162,69,44,46,61,54,86,48,107
"1241869",10,7,15,7,4,3,3,2,3,0,3
"118103",8,3,10,5,1,1,2,0,3,0,8
"135842",8,2,8,11,2,8,0,2,3,2,9
"1315998",7,4,7,1,9,7,5,5,9,1,12
"2315800",7,5,14,5,7,6,8,6,11,8,9
"2518979",6,0,2,0,0,0,0,1,1,0,0
"98785",5,2,4,0,0,1,0,1,1,0,2
"2518977",4,0,2,1,0,0,0,0,0,0,0
"1660043",4,2,2,0,1,0,1,0,0,0,0
"1258543",3,0,7,0,0,1,1,1,3,0,1
"1241860",3,3,2,1,2,0,1,0,1,2,0
"1241836",3,3,1,4,0,1,0,1,3,1,2
"1241834",3,0,2,0,0,1,0,0,0,2,1
"911343",3,1,5,1,1,3,0,2,0,0,4
"2518976",3,5,6,1,2,3,0,3,7,4,2
"2173854",3,0,9,0,1,1,0,1,2,2,0
"118101",3,4,4,0,0,2,0,0,1,1,2
"2495405",3,1,6,1,1,1,1,2,2,3,2
"557993",2,0,3,5,0,0,2,0,1,1,3
"1241865",2,3,8,2,2,0,1,2,1,1,1
"1241859",2,0,4,4,2,2,2,0,0,0,2
"118110",2,1,7,3,0,3,5,1,0,0,13
"1660040",2,0,6,2,0,3,1,0,0,1,1
"655384",2,0,7,0,0,1,0,1,0,1,0
"571428",2,0,6,2,0,1,1,2,0,1,1
"1878935",2,2,3,2,0,1,2,1,1,3,2
"1507522",1,0,5,1,1,5,1,0,0,3,2
"2315802",1,3,5,2,1,0,0,0,2,1,0
"1265350",1,1,3,3,0,0,0,1,1,0,1
"1921549",1,0,4,1,1,1,3,1,1,0,0
"2518980",1,0,3,3,0,0,0,0,1,1,1
"98793",1,0,3,1,0,3,0,0,0,3,6
"1241878",1,0,59,1,3,0,0,3,2,0,0
"98794",1,1,15,3,1,0,0,0,1,0,1
"98804",1,0,7,2,2,0,0,0,0,3,2
"118118",1,1,12,0,0,0,1,0,1,1,1
"261318",1,0,4,1,2,0,0,2,0,0,1
"571430",1,2,7,0,2,0,0,0,0,3,1
"1241832",1,4,3,1,1,2,1,2,2,4,10
"1241833",1,2,5,3,1,4,1,1,0,1,1
"1241884",1,8,2,2,0,4,1,1,1,3,0
"53336",48,20,61,28,21,12,20,26,23,28,40
"82987",41,33,55,33,16,24,15,19,46,23,43
"2487345",41,24,60,32,14,18,19,19,22,14,36
"36868",5,0,10,1,8,5,4,10,4,5,4
"590409",25,9,35,9,14,15,7,9,14,5,18
"1427366",14,6,56,9,7,4,6,7,4,9,11
"1224147",13,7,24,3,3,4,3,6,4,4,2
"1224153",9,7,7,8,3,5,6,8,9,2,7
"1223567",8,6,6,4,2,5,4,5,9,7,10
"1223573",4,1,4,4,2,3,5,4,3,0,6
"1224146",3,2,42,7,5,4,1,6,3,2,6
"1223569",58,27,69,36,23,24,33,39,40,40,47
"1223571",35,21,21,12,18,18,21,20,47,23,27
"561229",1,0,0,0,0,0,0,0,0,1,1
"204040",33,26,29,36,28,24,22,25,28,18,55
"1224149",15,20,14,18,22,3,17,23,22,14,32
"198628",11,3,14,12,6,3,3,6,9,1,14
"1223572",1,0,1,0,0,0,0,0,0,0,0
"579405",4,1,0,0,0,0,0,0,0,0,1
"1226343",3,2,19,3,1,0,1,0,0,0,3
"1223570",1,1,0,0,0,0,0,0,3,0,2
"1225780",1,1,3,1,0,1,0,1,0,1,7
"1089444",67,40,106,39,55,40,34,49,46,40,65
"568766",46,33,50,29,22,19,16,38,23,11,44
"2037915",9,3,7,7,3,1,0,3,2,4,13
"1224145",5,7,26,6,3,4,6,3,3,1,3
"1778540",63,34,68,58,35,41,25,38,40,29,59
"568768",60,32,201,63,26,44,19,39,39,25,34
"180957",96,53,1276,79,50,53,57,72,61,43,79
"555",61,75,168,81,39,41,31,41,58,27,73
"2042057",72,42,136,52,32,53,37,41,36,28,58
"218491",7,3,14,5,4,5,4,9,5,1,8
"1905730",35,0,0,43,15,26,21,34,39,0,0
"2108399",33,35,66,18,13,18,17,22,22,17,35
"1175631",32,16,64,21,12,13,14,18,23,9,31
"2488639",30,16,65,17,16,17,12,34,16,16,14
"78398",21,20,46,22,15,11,16,21,30,18,22
"1201031",6,4,19,11,3,3,5,9,6,5,14
"2722756",154,96,179,111,68,90,71,94,125,62,144
"1109412",105,82,265,120,50,63,56,51,82,54,132
"55213",91,68,121,70,37,55,51,63,51,35,78
"1172565",132,84,174,105,58,88,71,72,83,73,133
"1082704",112,85,146,114,49,67,62,57,89,69,116
"718251",1,0,0,1,0,0,5,1,0,1,1
"93378",103,84,133,114,50,78,68,92,85,59,116
"67780",92,0,124,93,48,0,61,0,75,0,0
"1288122",7,5,7,1,2,5,1,4,4,0,4
"1578828",6,6,6,6,6,2,5,3,7,1,10
"1650654",5,2,0,0,0,0,1,0,1,0,1
"667120",2,0,0,0,0,1,0,1,0,1,2
"1453496",3,6,5,5,1,3,10,3,6,8,10
"546367",27,23,54,32,19,30,22,29,48,21,44
"1848580",4,0,2,2,4,2,1,0,2,0,3
"82983",20,21,31,23,11,13,16,16,22,16,16
"1141663",4,1,0,1,0,0,0,0,24,0,0
"158850",19,12,29,19,10,10,13,24,26,16,9
"126385",18,12,26,7,4,7,12,9,12,9,22
"333962",16,12,37,14,4,6,8,11,14,7,15
"1141660",16,9,20,5,3,8,8,14,9,4,9
"333965",13,17,27,10,6,12,4,11,8,10,16
"588",4,1,0,6,2,7,2,7,0,1,7
"2791982",2,0,0,0,0,0,0,0,0,0,0
"406818",21,12,21,14,10,21,6,21,20,7,14
"351671",27,23,44,31,18,22,28,32,25,28,35
"351679",25,15,60,26,13,14,14,12,18,9,17
"628",23,14,0,22,14,15,12,10,22,15,20
"1354304",21,16,35,15,6,13,11,13,12,12,20
"290110",16,11,34,9,8,11,8,14,18,6,16
"180434",1,1,3,3,1,1,1,0,0,0,0
"584",54,0,0,61,0,110,43,47,0,0,168
"585",29,21,92,27,19,12,13,21,34,18,26
"183417",13,7,90,10,8,2,6,5,9,4,3
"102862",9,11,9,5,2,2,3,6,7,11,5
"2697019",5,1,2,7,3,1,1,2,3,1,0
"626774",1,0,29,2,2,2,2,2,3,0,5
"1987580",1,3,6,0,0,1,0,4,2,0,6
"230089",29,11,42,14,15,13,15,19,22,14,19
"141679",28,18,52,28,7,15,8,13,13,6,9
"291112",22,20,31,16,8,12,12,11,7,6,21
"235559",19,9,24,13,8,3,3,4,11,4,18
"1231049",6,6,29,5,4,5,3,3,6,5,7
"638",14,9,28,14,2,8,5,8,9,4,11
"634113",2,2,18,0,2,1,3,2,2,1,1
"1239307",124,96,142,132,71,61,90,93,91,63,126
"2342",65,39,74,61,35,54,60,51,49,43,55
"1929246",8,6,16,16,8,3,5,7,4,8,7
"158841",89,55,85,79,34,55,54,67,57,33,84
"82985",26,28,108,16,18,16,14,14,24,19,22
"2172103",15,14,24,15,9,13,9,10,14,8,17
"2498113",12,15,49,16,11,7,9,15,18,12,12
"703",122,77,227,92,53,62,47,70,75,51,108
"1255043",1202,837,1257,1057,544,648,554,690,768,531,1168
"396588",1198,682,1575,1012,586,609,509,579,801,506,1025
"713585",1057,720,1112,959,485,580,487,572,705,443,1003
"396595",695,474,1053,626,401,484,372,455,592,400,679
"106634",686,505,1012,635,459,411,365,448,545,346,598
"1765967",866,619,1104,712,434,478,377,443,549,419,781
"2792603",846,591,1189,835,455,541,451,557,601,482,858
"2819280",465,272,668,480,287,276,237,310,316,229,514
"1335757",577,393,659,469,258,330,287,336,402,251,464
"2666185",495,338,678,468,274,286,208,276,346,229,457
"1260251",335,222,564,394,173,207,165,193,259,155,352
"349124",955,594,1024,946,539,633,514,702,757,528,960
"1052",163,111,194,150,78,90,89,75,99,78,151
"2740807",1030,638,1190,946,509,571,495,555,690,502,1008
"187272",984,649,1196,828,553,587,506,679,733,526,920
"421628",358,241,478,306,179,180,170,214,297,204,310
"1442136",349,209,471,298,205,191,172,205,222,196,287
"1166950",1658,1025,1676,1318,935,942,858,1088,1229,682,1432
"765912",1530,1047,1504,1365,894,894,794,1010,1200,778,1493
"765910",1444,916,1544,1199,831,844,777,938,1106,726,1406
"572477",1047,681,1324,980,503,600,477,609,705,470,1033
"765911",953,621,1161,876,451,533,468,532,692,421,858
"316276",667,426,797,634,320,376,334,410,440,299,661
"472759",122,76,129,102,57,72,46,67,91,45,92
"1814290",104,57,140,71,56,79,53,85,90,66,96
"323261",72,42,407,67,31,46,44,58,46,42,37
"105559",69,42,132,54,33,50,38,66,52,48,58
"2699430",460,283,512,401,220,294,202,282,365,223,410
"1763998",59,46,698,67,46,38,34,69,57,50,71
"2498451",44,24,6678,25,17,20,8,15,30,13,25
"2545632",16,13,124,38,14,17,9,23,20,11,19
"553981",35,21,44,16,7,13,5,10,7,11,14
"1630141",23,11,126,11,8,19,7,9,21,10,13
"1579979",981,639,1409,903,555,656,516,616,814,568,1048
"2771012",676,421,904,548,349,396,361,407,435,311,586
"2795687",312,204,290,210,147,134,109,129,146,125,247
"585455",159,121,217,173,85,87,69,101,119,83,180
"1972068",1075,680,1776,868,485,552,418,560,623,478,965
"47960",1033,701,1152,869,581,611,607,664,896,544,1079
"1860122",405,266,710,466,191,278,223,235,306,198,410
"555778",191,115,334,173,79,109,80,98,122,84,172
"1548547",576,368,856,516,200,276,189,249,304,219,433
"1811807",269,167,373,212,128,163,110,138,133,101,225
"1192854",229,178,298,225,127,151,108,143,190,110,212
"2587844",784,475,867,624,449,414,477,553,565,380,737
"2773308",546,374,768,481,322,308,302,399,398,281,598
"2587849",546,346,589,409,243,286,286,328,420,303,497
"1883416",546,362,811,425,313,290,310,376,405,242,492
"2733488",541,314,579,409,279,256,245,292,362,272,549
"2733487",537,339,813,454,307,313,266,393,422,319,557
"2497861",528,355,803,440,290,288,272,341,406,253,531
"1609967",485,337,686,460,252,273,298,304,341,268,473
"2306583",411,295,658,370,267,248,192,300,388,255,425
"2730360",311,202,422,275,216,175,192,206,245,181,283
"2562282",231,134,326,198,97,138,116,139,141,107,169
"2749040",166,113,229,149,99,97,70,100,131,96,154
"2785909",145,122,229,132,89,92,97,106,148,111,139
"1504981",104,74,176,107,54,47,38,87,74,42,96
"2136172",95,67,127,99,55,49,47,53,68,47,76
"2733484",75,41,81,53,26,51,33,32,54,32,79
"1118153",71,43,85,54,35,29,24,57,41,35,40
"2014541",32,14,40,16,7,8,12,9,14,9,25
"1971364",31,27,75,25,12,13,15,20,15,23,27
"1666906",31,25,48,16,17,15,8,23,24,13,21
"1761789",24,21,99,20,12,17,9,10,15,7,18
"1346287",18,7,14,8,5,1,3,10,5,10,13
"1250400",3,0,0,0,0,0,0,0,0,0,0
"475662",786,521,1010,702,473,475,513,587,589,439,833
"1897729",637,406,757,567,352,384,348,467,492,385,614
"1081866",477,360,674,394,327,316,264,361,378,238,462
"768066",468,347,770,405,272,258,212,336,412,238,432
"507626",412,266,570,325,216,231,217,272,298,217,384
"115561",296,201,294,226,155,162,95,149,242,154,214
"29571",284,163,410,264,123,131,118,167,188,131,287
"1178482",272,179,381,242,137,160,142,156,229,145,224
"29570",270,179,464,258,181,169,153,224,266,159,289
"2609667",141,100,158,134,68,86,47,83,101,72,107
"664683",91,64,87,62,30,53,36,47,53,57,83
"74661",60,41,104,45,33,31,24,38,53,34,49
"44935",33,28,53,26,27,30,24,21,31,22,37
"213554",23,11,22,18,6,4,6,4,9,3,8
"272774",5,5,7,11,4,2,6,6,2,3,5
"2686360",204,130,287,174,98,101,92,114,118,96,211
"2609415",109,77,164,82,71,57,50,69,84,68,100
"2661553",87,51,123,82,54,50,38,52,70,29,78
"2053669",7,0,1,2,1,0,1,1,0,0,1
"1055101",94,73,128,69,35,43,51,60,53,60,47
"28258",7,7,2,4,2,4,4,5,6,4,22
"376489",860,520,1115,860,482,429,480,524,602,446,872
"1771309",824,581,1106,788,499,499,495,577,638,481,826
"657387",208,142,307,186,117,136,120,141,157,117,199
"698828",196,92,238,155,86,96,101,112,111,79,212
"157779",191,141,258,180,88,108,104,141,133,99,197
"290398",576,376,2141,443,322,291,288,327,439,236,508
"1883414",436,234,644,337,216,231,232,265,295,221,442
"33074",90,79,189,126,47,76,69,76,94,80,111
"91844",12,9,16,4,2,7,7,8,14,14,1
"114186",4,5,6,6,1,3,10,1,0,0,6
"2014542",656,415,1005,657,379,389,378,484,463,335,687
"1113728",3,3,5,7,3,6,2,2,3,10,2
"391936",501,364,1314,540,302,287,281,315,547,327,504
"930169",318,213,541,307,142,179,176,222,233,198,312
"1094342",290,196,450,228,141,184,147,193,220,161,293
"393595",6,3,5,2,1,5,2,7,8,7,5
"1917421",106,64,232,131,67,53,47,63,75,51,122
"1821621",395,249,487,349,224,203,181,259,251,166,358
"48076",153,102,223,116,70,84,73,77,106,59,131
"2668067",31,29,108,26,19,14,17,19,22,14,36
"400668",29,22,81,23,16,16,9,16,17,5,24
"2071621",20,10,52,23,4,12,7,10,8,9,18
"178399",40,30,73,34,16,26,29,19,20,18,59
"383750",37,20,50,32,14,18,13,18,20,14,33
"717774",27,15,71,18,10,8,11,10,25,7,21
"491952",24,15,61,19,15,12,22,17,20,20,19
"2773454",19,15,42,13,14,9,18,14,21,11,13
"491950",8,13,38,10,11,17,8,20,12,4,10
"1031538",33,22,56,26,20,16,16,21,27,20,29
"1572645",29,22,106,42,7,13,14,20,23,12,25
"1441457",18,17,42,20,28,17,10,35,21,11,32
"1249553",82,74,162,78,44,51,48,67,73,47,93
"2614693",69,28,143,44,34,37,25,36,56,37,69
"1298593",4,1,6,3,1,1,0,3,4,3,1
"1208320",3,1,13,5,0,0,2,2,6,1,6
"1278309",43,29,95,31,20,27,23,42,28,18,31
"207949",18,15,59,22,7,10,8,14,12,7,15
"1628392",224,175,332,202,117,156,147,174,195,123,258
"349521",219,131,342,193,98,116,119,152,176,133,234
"2683272",39,22,83,18,20,13,16,15,20,13,28
"2161747",300,223,457,292,126,166,114,177,191,133,276
"1336806",140,78,194,140,65,73,69,71,102,67,143
"1445510",82,60,160,68,43,56,45,48,59,46,77
"418701",131,97,320,138,82,68,72,106,119,62,152
"523791",26,18,42,24,19,11,7,12,23,14,23
"1561924",23,14,88,8,12,13,13,15,16,15,30
"914150",19,9,68,12,10,8,9,12,17,7,21
"1144748",13,11,50,20,7,7,12,11,7,19,17
"141451",62,46,176,56,44,39,37,44,47,26,52
"570277",49,38,132,72,28,32,33,36,26,23,31
"2304594",270,161,400,172,113,157,158,134,167,103,209
"2769486",221,167,317,215,108,129,120,148,154,109,216
"2488665",193,129,387,201,102,117,113,131,143,118,192
"1749259",137,69,209,88,53,55,58,57,65,44,99
"1761794",110,52,141,68,46,35,32,66,48,33,72
"1415568",100,72,195,87,51,74,51,57,74,46,102
"2547598",90,56,144,60,41,46,29,49,51,36,81
"1671721",74,52,167,64,37,32,48,38,46,35,68
"490759",69,35,86,65,17,40,24,38,47,41,69
"2603215",332,226,542,277,149,212,172,224,265,166,288
"1163748",69,51,109,48,34,43,34,47,68,40,34
"351348",66,48,131,46,30,45,41,46,44,37,67
"1420917",206,174,378,217,132,129,149,144,182,141,252
"418719",168,113,324,201,86,100,101,106,123,89,161
"1874317",159,120,299,149,66,83,65,77,111,64,108
"225937",75,52,86,48,60,22,27,57,51,33,61
"330734",46,28,76,47,28,30,26,21,39,16,43
"2267264",36,47,70,53,25,20,36,33,43,15,47
"1714845",15,8,84,7,6,7,7,12,7,8,12
"2358187",10,13,35,6,4,7,6,8,7,2,8
"1917158",5,1,7,4,3,3,1,1,1,3,0
"2058133",3,7,13,5,1,3,3,7,4,1,2
"1004787",9,6,11,1,1,3,4,0,5,3,6
"1004785",8,7,22,13,12,9,3,5,4,1,5
"529120",2,1,4,1,0,3,2,1,3,6,6
"1004788",1,0,1,1,0,3,2,0,0,2,0
"1774373",5,4,2,4,1,1,1,1,0,1,2
"1300254",2,1,0,2,1,0,1,1,6,1,2
"1858656",37,22,50,28,17,24,19,18,36,13,38
"589873",9,6,8,7,4,8,7,8,5,3,10
"715451",7,6,23,11,6,4,6,2,8,3,8
"233316",1,1,0,2,2,1,1,1,4,0,2
"287094",1,0,0,0,1,0,0,0,2,0,0
"2259620",265,192,337,192,173,128,120,163,206,129,224
"2785918",48,36,83,44,39,34,25,33,51,22,72
"2572577",39,24,96,31,25,24,20,27,29,16,30
"914153",51,30,131,49,21,38,31,38,45,34,52
"2303538",44,35,128,39,18,25,19,24,33,23,37
"2686358",20,9,41,9,4,8,13,14,7,10,14
"2686359",19,18,27,20,8,10,17,8,9,8,12
"1129794",25,15,105,22,7,15,11,18,23,9,17
"197222",23,20,39,27,9,18,7,10,14,15,21
"2489595",69,27,2061,38,16,27,15,19,34,32,32
"1085623",17,23,44,20,10,9,7,16,18,13,10
"1526571",82,51,150,86,37,41,27,50,59,37,57
"2183582",79,33,170,69,51,49,35,53,76,46,82
"2172099",24,16,91,29,11,10,13,27,24,18,25
"1740262",21,21,86,22,12,16,21,16,22,5,28
"680279",33,25,80,21,15,19,15,15,24,8,29
"2814293",46,33,77,43,24,24,17,31,54,31,51
"2814294",45,22,67,28,19,24,21,24,27,21,44
"2814292",40,23,66,40,28,15,34,16,27,23,51
"2593655",28,23,44,17,14,21,15,23,20,13,26
"2803864",27,12,48,30,4,9,6,14,11,14,9
"2589987",27,12,44,22,10,11,6,20,11,12,3
"2590015",26,10,77,18,9,12,8,10,18,13,24
"94122",25,13,10,13,6,11,7,13,17,6,11
"2814295",24,19,27,32,8,17,17,19,17,16,40
"2059264",20,13,32,22,7,21,11,16,35,21,22
"2029986",20,12,19,14,10,12,15,15,19,5,14
"2487742",16,15,28,13,3,10,5,14,17,10,12
"2698686",11,10,24,12,4,7,2,6,6,4,7
"60480",9,10,22,7,3,7,7,9,5,4,9
"1930557",8,4,10,3,1,1,2,3,2,2,2
"2589790",6,4,10,4,0,1,2,2,1,1,1
"2575361",5,4,4,4,0,2,4,4,1,5,8
"60481",4,5,33,5,2,9,9,8,11,4,8
"2806008",3,5,14,1,5,4,3,4,4,0,4
"2593656",1,0,7,1,0,0,1,2,0,0,0
"2601269",1,1,1,1,0,0,1,1,0,1,1
"2775245",1,0,6,4,2,1,0,1,4,1,1
"351745",1,1,16,1,0,0,1,0,3,0,2
"323850",164,94,196,149,88,86,91,104,141,95,153
"1965282",116,80,172,101,56,58,46,60,95,56,104
"38313",110,70,233,84,66,77,57,85,110,45,129
"407976",4,1,6,3,0,4,1,4,2,2,1
"693971",2,0,0,0,0,0,0,0,0,0,0
"399804",3,3,4,1,2,1,3,2,3,1,3
"260364",72,37,108,71,45,40,25,46,42,28,52
"1173586",69,54,208,73,47,49,42,60,65,27,61
"326297",68,54,143,82,25,26,23,29,37,27,62
"425104",42,33,91,35,15,30,26,25,27,20,39
"318161",37,18,119,30,10,12,19,14,20,8,20
"458817",37,12,47,22,7,21,17,25,14,14,24
"2520507",35,19,154,23,13,12,15,11,14,12,28
"637905",34,18,34,17,14,16,10,13,12,9,15
"256839",33,10,32,24,10,17,13,16,21,6,25
"392500",32,20,53,24,8,11,15,14,21,15,32
"43661",32,15,53,21,17,19,13,13,19,19,47
"225848",30,14,44,23,21,7,20,19,17,15,22
"150120",27,15,55,11,8,5,5,4,11,5,10
"398579",24,21,60,29,15,17,12,10,15,17,22
"558541",24,21,61,17,23,8,6,14,26,8,21
"211586",23,18,37,7,20,15,18,14,24,12,32
"225849",16,13,65,12,13,13,7,19,27,12,23
"238836",15,12,61,17,7,10,11,16,8,6,13
"1028752",14,13,37,31,13,12,10,14,14,5,21
"2018305",8,12,46,4,3,2,5,5,5,2,5
"93973",5,2,26,1,3,3,5,3,6,2,11
"318167",4,9,17,8,4,5,10,7,9,7,5
"2588449",3,3,16,5,0,2,2,3,2,2,5
"342950",19,16,33,10,13,10,13,7,16,10,13
"2547970",18,11,61,17,10,13,5,7,9,7,11
"1709477",27,27,109,23,14,18,13,22,25,22,36
"116092",23,30,67,16,8,11,10,22,10,13,22
"2744479",23,6,34,21,15,5,9,12,9,5,10
"2003316",17,3,22,8,10,6,3,8,1,2,10
"2587843",14,4,18,12,4,7,7,5,8,8,10
"1390185",8,2,25,2,1,1,3,2,8,0,7
"1514074",7,5,20,14,3,4,5,7,5,4,18
"649161",4,0,4,3,0,1,2,1,3,0,2
"2799564",3,0,6,3,0,0,1,1,0,1,2
"2583375",2,1,5,4,0,3,1,1,2,1,2
"283699",2,2,4,4,1,4,2,6,0,1,2
"87791",2,3,9,1,1,2,0,1,5,0,4
"1720343",1,4,13,1,1,0,0,3,1,2,7
"1761891",1,2,16,3,2,1,0,1,0,0,3
"234831",1,0,4,2,0,2,0,0,1,0,0
"2752475",1,0,0,0,2,1,1,0,0,0,0
"2759705",1,0,1,2,0,2,1,3,3,0,0
"2785910",1,0,19,13,1,1,1,0,0,3,0
"43658",93,53,175,137,52,51,59,71,80,61,96
"1365250",5,4,12,7,1,3,6,3,5,0,3
"339617",55,40,95,38,17,23,27,29,37,31,49
"1315306",48,22,33,14,9,5,7,8,16,11,18
"43662",39,22,55,28,13,21,18,18,19,14,34
"342610",33,17,46,29,15,8,15,26,16,9,22
"1117319",8,6,15,13,5,3,4,7,13,5,12
