"","AYtCM2TOMPOOA100360.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report"
"1850238",1930,1285,1897,4089,1680,1576,1553,1366,1100,1677,671
"1842535",366,210,342,1132,362,277,259,229,283,346,133
"1550728",284,206,296,1147,239,250,202,238,407,304,111
"1921510",1139,827,1218,2643,1040,969,946,856,722,1209,504
"1634516",984,582,839,2125,1026,605,765,609,535,898,374
"2762729",794,583,947,1677,767,787,688,587,530,859,364
"2806553",193,114,163,390,199,140,140,125,99,160,56
"120045",38,12,16,127,37,24,19,9,27,24,24
"120044",53,23,26,70,22,15,14,21,20,38,9
"2633097",4710,3041,4446,9116,5070,3484,3195,3386,2714,4247,1903
"39960",1727,1015,1401,3298,1812,1139,1085,1191,904,1497,657
"2739433",703,448,586,1636,809,510,479,527,432,579,328
"1112",721,452,575,1340,784,454,493,472,397,622,219
"2182384",638,406,558,1253,713,453,461,456,412,523,289
"2683265",3768,2367,3202,7255,3899,2448,2539,2492,2234,3143,1399
"2060312",1389,925,1175,2850,1657,871,922,939,977,1215,737
"2067415",1250,637,961,2781,1282,773,746,764,668,1186,453
"2604537",664,451,654,1417,809,502,527,483,393,647,247
"2185142",303,183,188,617,348,170,195,195,169,237,126
"1267766",677,389,526,1674,847,460,484,500,469,520,314
"361183",559,325,572,1095,593,431,402,410,342,494,236
"476157",215,120,166,521,245,164,157,191,117,187,78
"692370",1326,845,1191,3249,1600,996,869,904,864,1375,549
"2338327",1489,785,1260,3542,1558,1018,939,965,805,1258,570
"1982042",1033,649,857,2202,1216,787,723,810,603,1174,434
"2055955",410,286,380,1201,428,298,337,264,289,339,203
"450378",1570,976,1386,3443,1601,1077,1009,1093,916,1259,606
"2798724",831,563,808,1657,882,603,614,683,653,810,320
"1348774",663,453,601,1456,757,458,443,477,417,596,298
"192812",1227,720,1072,2363,1113,829,830,822,602,1011,442
"1532023",1272,770,1097,1999,1103,888,868,841,618,1046,396
"266951",534,395,480,1225,542,399,409,380,290,500,222
"502682",597,331,562,1151,632,421,388,466,362,530,263
"1648404",223,193,215,637,309,185,191,208,159,237,96
"543877",784,512,780,2081,931,590,531,562,466,807,625
"645517",761,542,678,1434,846,585,556,613,495,786,304
"1892855",4673,2987,5341,5877,2964,4080,3587,2947,3604,3699,1973
"2771430",2393,1588,3043,3865,1384,2292,2024,1579,1743,2175,1582
"335406",1459,1052,1491,40661,1902,1162,1121,1200,856,1379,644
"2759707",1459,912,1274,2145,1219,1029,914,956,695,1144,360
"192",4306,2267,3105,4537,3845,2444,2288,2325,2127,2643,1402
"652764",1236,664,891,1977,1154,717,657,773,618,934,286
"709810",1156,596,838,3740,1100,671,666,684,615,889,339
"664962",1116,618,845,986,973,707,565,611,501,583,293
"2202148",3723,2066,2712,3806,3084,2283,2023,2143,1883,2574,747
"137722",1550,800,1017,1817,1331,817,739,900,682,993,269
"862719",948,475,704,1506,862,581,508,583,624,636,155
"528244",1986,1035,1426,2359,1774,1173,982,1161,927,1232,351
"682998",1130,686,959,1714,1014,753,708,703,695,878,227
"286727",893,480,602,2703,842,523,561,562,439,627,235
"1226968",1045,523,693,1329,826,583,515,579,510,618,184
"1064539",671,322,542,721,623,407,312,360,313,480,198
"2775420",9559,2427,3023,3490,5236,2519,2345,1951,10011,2156,771
"2233999",6983,1639,2209,2516,3846,1740,1536,1445,3722,1696,507
"2602016",3988,3419,3545,5627,4456,3194,2941,3692,1954,4068,924
"2602015",3367,2647,2866,4699,3655,2470,2241,2890,1531,3426,702
"1663591",1028,664,793,1347,1170,686,590,735,487,787,205
"1639348",817,570,674,1211,856,595,513,611,354,680,189
"431944",273,205,212,415,302,192,181,209,137,257,58
"342108",1030,658,827,1506,1142,686,642,789,489,878,218
"414684",2665,1613,2059,3168,2481,1712,1636,1694,1258,1767,547
"269796",5,4,1,30,4,4,3,3,9,5,4
"2594003",2505,1759,2126,31783,2473,1734,1722,2301,1848,2580,629
"1110502",2504,1641,2004,3622,2368,1647,1426,1645,1130,1884,536
"1441467",2213,1345,1780,2961,2094,1451,1360,1512,1023,1915,465
"2220096",2003,1260,1629,3200,1835,1385,1200,1327,1133,1432,1121
"111831",1330,814,1039,1974,1452,929,788,887,676,1012,223
"2048283",197,127,154,520,251,119,126,173,132,162,43
"2785908",127,82,81,300,140,94,83,101,73,92,38
"2785911",79,40,48,194,83,71,49,61,37,58,30
"1891279",113,89,91,530,150,104,98,101,68,93,44
"1123366",70,48,46,182,89,52,54,41,50,51,19
"1612173",1082,681,751,3043,1022,631,595,774,439,691,216
"1150469",931,579,642,1223,848,591,520,584,397,620,169
"1288970",474,416,458,850,590,396,372,409,290,446,122
"1549855",118,81,100,184,127,120,86,94,74,84,19
"1401328",11,3,12,32,16,11,11,4,4,4,2
"1193729",10,4,3,35,9,6,6,7,5,9,3
"2768162",2934,1411,2079,2744,2035,1632,1398,1397,1303,1705,476
"2768161",2660,1359,1899,2807,1874,1581,1395,1177,1332,1685,493
"2018065",339,158,265,316,203,189,148,124,122,177,40
"257708",1911,908,1270,1946,1340,1001,911,915,757,1107,246
"207340",440,148,246,371,217,175,183,132,141,155,39
"94",4820,3258,3901,9255,5302,3385,2979,3514,2316,4032,1378
"1296990",214,142,170,270,200,130,120,137,94,191,39
"265959",285,209,234,449,282,207,169,227,124,230,77
"714995",23,18,25,57,46,20,22,27,9,20,7
"265960",269,126,175,337,203,155,136,121,98,163,44
"634177",195,92,126,238,191,113,87,99,59,156,46
"65958",171,110,138,269,177,91,155,94,73,147,28
"33995",184,88,131,253,143,77,103,105,71,116,30
"215221",10,6,9,22,13,5,4,14,3,6,2
"2771361",3670,1592,2509,3666,2301,2024,1677,1389,1690,1977,489
"926570",313,143,246,325,265,181,167,181,121,180,49
"349163",204,106,127,264,164,125,96,131,80,167,35
"1484109",1583,904,1164,1686,1481,1059,878,1042,633,1299,272
"1969806",1473,873,1045,1921,1461,878,884,948,634,1386,270
"435",563,331,447,958,607,372,330,424,235,445,150
"1076596",171,88,116,216,147,91,81,86,64,80,18
"2592655",157,96,119,233,118,94,87,88,75,110,30
"2259883",1,1,1,3,1,5,2,0,0,1,0
"431306",75,53,83,167,81,54,39,81,42,62,14
"481145",15,1,12,14,12,13,4,7,4,2,1
"1006554",2,3,3,3,7,4,2,3,10,2,1
"1266844",10,2,2,6,5,5,3,3,3,0,3
"481146",43,19,27,97,48,29,20,28,18,34,19
"146474",39,24,25,104,39,16,16,27,17,25,8
"104102",42,29,21,99,35,28,19,30,15,30,8
"446692",22,22,21,53,32,17,16,18,6,25,6
"2500548",12,4,5,22,9,6,9,8,6,5,0
"1633874",1,1,2,3,7,4,9,5,3,2,2
"65959",3,0,0,4,1,0,1,2,0,1,0
"272568",1081,633,812,1240,978,655,629,666,476,764,180
"1288313",102,72,94,211,128,84,66,63,59,80,34
"290633",106,75,80,174,87,70,71,81,38,92,22
"1224746",2,1,2,0,2,0,3,0,1,1,0
"318683",159,78,142,227,158,149,115,120,77,119,34
"574987",161,65,102,200,146,64,72,82,58,77,21
"257438",36,26,42,68,55,30,35,29,24,29,7
"1052095",5,9,6,11,11,8,4,8,4,10,4
"320497",360,241,278,566,385,250,243,292,166,341,88
"153496",250,158,196,408,293,182,179,184,125,226,48
"1231624",205,121,144,308,218,154,138,131,98,141,37
"2558360",204,143,129,308,211,133,131,148,88,151,48
"2558361",114,59,81,141,115,80,74,77,46,80,13
"1293412",12,5,8,49,11,8,6,11,8,9,2
"1510841",169,86,132,253,125,119,104,83,71,129,30
"661191",46,34,35,107,64,32,43,26,28,26,8
"2070537",3,0,0,0,7,1,0,0,2,0,0
"2478912",0,1,1,6,3,1,1,1,0,1,0
"2697033",16,9,6,43,27,10,11,10,7,6,2
"2762277",13,14,27,28,21,18,10,13,13,21,3
"2560057",79,49,55,147,96,46,31,35,22,51,27
"2500532",931,421,647,1931,899,545,422,473,431,569,302
"2760307",1111,462,699,1734,881,554,459,461,588,565,289
"2589076",1015,467,693,1940,795,459,397,411,433,561,914
"2812658",545,268,417,1185,542,314,291,338,251,385,167
"1529068",419,196,282,845,462,229,237,216,202,297,126
"1545044",1511,751,979,2304,1340,809,781,810,900,1059,333
"1077935",960,462,678,2298,1143,577,501,489,448,572,254
"147645",1279,546,717,2386,1096,562,479,567,562,693,316
"82367",1056,519,705,2961,1088,577,469,570,515,647,390
"2560053",1091,544,793,1694,992,615,572,576,484,655,255
"34004",1063,516,737,1931,948,607,491,490,399,619,254
"266",984,479,707,1714,890,0,461,481,440,540,213
"2259340",827,391,587,1509,815,473,366,462,383,540,217
"2065379",696,365,461,1513,725,398,362,420,346,494,226
"1945662",774,361,542,1620,717,458,417,423,393,561,199
"1367847",624,353,457,1326,678,382,314,364,286,414,148
"135740",458,234,259,1272,421,228,214,233,225,261,203
"1499308",92,62,78,207,98,56,50,49,51,77,43
"59779",2,2,1,5,5,1,3,2,2,0,0
"135742",3,2,1,2,3,2,2,6,2,2,0
"2033869",1550,733,951,2745,1365,846,663,756,814,923,344
"1850250",983,474,677,2503,1126,598,487,585,511,711,223
"272942",572,309,373,1268,580,310,283,331,237,320,118
"1075",709,359,453,4000,929,424,340,342,363,433,161
"557760",181,88,99,888,151,97,81,94,73,90,28
"349101",128,58,92,203,113,66,68,61,55,51,14
"992186",99,60,78,208,87,62,62,68,53,64,20
"1917485",764,406,501,1888,712,484,367,458,403,490,166
"2587855",591,256,397,930,543,298,307,315,254,438,112
"1968541",319,162,206,597,292,186,141,190,133,190,90
"2070369",256,133,153,411,273,116,124,133,88,140,33
"1389004",206,133,140,364,263,120,108,126,78,143,47
"1389005",126,76,94,272,166,80,75,80,54,86,36
"664426",170,77,91,284,151,90,67,103,56,74,30
"1389011",105,51,63,191,98,36,42,37,37,48,11
"2785912",53,23,35,110,48,30,28,41,16,43,15
"1402135",771,357,510,1613,785,492,406,406,361,448,170
"83219",341,182,251,788,430,199,190,234,150,227,89
"60137",65,43,62,101,75,55,44,42,27,38,17
"74349",2,2,1,10,4,4,1,0,0,2,1
"2587847",458,222,321,1041,470,290,243,269,232,347,119
"2587846",193,123,168,321,185,152,95,115,109,159,55
"2587850",183,99,148,362,185,110,111,120,91,110,51
"391613",73,52,61,231,82,45,45,41,44,43,19
"540747",1260,653,866,1914,1131,749,699,671,606,754,282
"2494550",412,261,364,863,514,312,285,290,200,286,91
"215743",85,39,62,148,107,39,35,55,47,59,16
"1229727",1486,684,927,2151,1253,826,665,747,751,946,309
"311180",1224,610,804,1769,1128,649,592,661,547,727,248
"1792508",942,450,694,1512,975,559,472,520,429,555,225
"1564506",704,332,463,1515,667,349,287,340,312,380,161
"308754",638,254,393,1048,575,327,260,311,273,409,140
"1188256",4,2,4,3,9,0,3,2,1,5,3
"991905",2320,1260,1552,3939,2615,1460,1199,1367,1061,1499,650
"1208324",1185,628,850,2129,1186,691,611,681,635,784,325
"1411902",582,322,389,1116,610,322,335,338,263,397,136
"1758178",408,252,314,887,448,244,234,259,234,260,107
"875171",198,94,136,413,210,125,95,96,104,109,40
"1397108",141,75,98,251,125,81,66,68,67,76,25
"2579971",2286,1175,1566,3293,2031,1370,1145,1202,1078,1382,516
"60890",523,291,367,1024,546,313,279,312,273,335,106
"221822",453,218,359,817,402,273,234,240,196,236,80
"1580596",172,110,144,397,227,110,87,111,110,128,37
"1844006",108,66,72,358,103,57,49,53,49,70,27
"681157",84,28,47,87,52,27,26,26,21,19,7
"1826607",1468,708,968,2306,1681,811,702,716,772,885,320
"1396826",581,295,446,1159,536,347,300,332,288,376,136
"2508306",118,67,89,203,134,65,75,56,62,90,32
"2508307",98,60,107,207,133,78,65,68,32,70,28
"999552",358,182,272,785,389,233,178,203,174,205,108
"2789856",1550,734,1021,2047,1419,939,739,764,723,883,344
"1549850",610,304,402,1158,591,333,300,310,301,434,126
"1915078",531,278,411,997,585,326,291,335,263,340,130
"2587852",724,389,519,1273,702,445,331,442,362,531,194
"2588299",35,8,25,152,22,9,6,6,8,16,2
"2587858",9,2,7,22,12,3,7,11,1,11,4
"246200",745,364,520,1341,685,401,330,378,280,414,160
"292414",264,118,173,458,252,167,125,147,108,134,51
"2587853",210,111,155,458,198,105,122,131,93,114,72
"2293862",157,99,116,353,176,103,72,79,88,104,28
"185588",4,5,8,16,6,4,10,2,1,7,2
"2009329",1312,674,840,2065,1227,666,637,746,667,736,260
"1335048",1064,467,705,3878,1086,591,450,567,507,613,352
"2588711",1208,617,806,1875,1065,691,624,636,672,729,284
"2494374",668,293,414,6649,1025,334,272,342,364,361,152
"1250539",993,486,732,1671,983,572,491,567,432,655,205
"988812",1002,485,667,1587,971,613,488,556,476,585,239
"1267768",939,492,666,1688,878,616,457,471,454,497,199
"1891787",326,157,223,524,350,204,146,188,124,224,87
"2434",217,116,167,420,250,142,116,136,135,163,61
"391595",214,96,149,373,211,122,83,107,90,95,53
"2169400",593,334,468,3014,818,379,309,346,336,392,158
"561184",887,451,521,1584,815,471,400,462,404,487,188
"398580",811,388,514,1484,801,488,408,430,454,510,214
"195105",662,383,484,2742,767,408,351,377,369,451,246
"880591",0,0,0,1,2,1,2,0,1,1,0
"92947",319,191,221,552,326,206,200,223,157,243,76
"1294273",693,344,491,1153,688,460,381,392,321,432,143
"2602067",251,120,173,550,223,135,135,132,105,175,57
"391616",178,76,132,246,201,85,89,101,79,82,31
"391626",158,112,113,369,159,103,89,103,76,99,30
"1458307",77,48,65,238,94,69,56,53,38,52,24
"1609966",602,346,399,2333,660,382,299,387,322,387,170
"2587163",685,327,414,1234,621,367,296,324,301,366,163
"2613965",696,300,440,1185,572,381,316,331,306,424,159
"1537215",572,275,377,968,534,339,320,320,228,360,115
"2715211",525,312,338,983,493,304,278,326,228,346,139
"564137",447,217,266,1090,482,255,250,261,197,293,88
"2017482",475,239,348,822,470,297,266,233,246,307,125
"290400",419,224,290,758,470,243,216,240,193,269,94
"2587842",455,270,316,849,459,259,259,254,253,289,113
"299262",476,251,331,730,413,281,255,279,200,307,107
"1265309",121,71,92,256,132,82,63,79,66,73,41
"74033",450,201,294,766,372,221,194,213,178,257,112
"2599296",295,174,197,614,363,199,187,195,170,213,92
"245188",326,171,238,946,343,226,199,198,172,203,91
"53501",237,117,175,570,291,132,140,164,109,152,74
"441209",229,100,179,497,288,137,101,144,109,169,49
"2552942",303,138,188,680,287,193,173,169,122,198,87
"1591409",280,160,230,541,281,196,152,164,130,173,57
"2500533",203,123,138,532,229,134,93,104,89,135,56
"2171755",177,102,159,501,227,132,126,142,96,153,63
"1715691",182,114,147,384,204,101,124,137,84,127,47
"2483033",162,86,113,335,189,119,86,120,90,104,35
"1920883",119,79,84,297,128,86,75,84,85,96,30
"666509",97,59,85,169,119,61,65,66,42,50,16
"1579316",109,56,83,250,109,66,55,88,50,48,29
"366602",1408,775,1275,3308,1423,912,1128,1028,910,1124,562
"69665",922,545,867,2007,999,580,770,723,596,889,387
"69666",2258,1270,2274,6017,2294,1445,2522,1907,2001,2103,3656
"155892",0,1097,0,4701,1890,1213,1544,1432,1354,0,863
"1679497",1861,997,1589,3918,1687,1134,1627,1363,1251,1543,808
"2708539",1308,742,1068,2620,1468,768,1021,981,868,1028,563
"2010972",1692,830,1365,2931,1446,990,1333,1139,950,1221,609
"509190",1,0,0,0,2,1,0,0,1,0,0
"69395",812,495,739,1838,772,560,723,618,568,672,399
"2774190",1039,556,947,2719,970,712,699,680,738,686,1408
"2591463",856,514,898,3772,856,636,668,577,896,599,2131
"2561924",834,534,862,2709,813,617,650,578,663,591,1510
"1938605",863,443,745,2235,755,531,616,568,618,609,1057
"2800818",590,407,567,1818,634,461,456,441,433,465,867
"2774189",624,360,576,1943,598,400,495,409,492,465,1228
"2752515",602,400,587,1574,578,391,473,375,436,517,763
"2579977",278,144,193,630,300,139,175,146,161,170,569
"2813778",273,142,225,605,266,165,181,150,154,162,565
"2562582",146,110,152,419,189,102,143,155,113,143,324
"1532555",192,123,163,673,177,128,124,149,136,175,404
"1827469",172,101,168,427,173,133,136,125,104,140,391
"2560058",175,97,140,497,133,109,132,113,116,115,383
"588932",1350,942,1307,3944,1361,981,1044,952,1087,1128,3509
"633149",826,459,676,1893,823,492,607,513,611,567,901
"74329",625,339,624,1562,647,408,464,450,440,457,1478
"293",438,212,371,1021,370,282,297,241,246,275,1028
"41276",236,134,154,480,202,158,116,141,103,160,301
"1325724",143,109,131,366,165,102,88,94,93,110,257
"2686094",3697,3317,2192,5746,6275,1906,1973,1973,724,864,1094
"450851",4633,3581,7702,63564,4512,4143,10140,5658,9184,7893,15422
"2201350",1617,959,1660,3846,1582,1176,1765,1430,1450,1788,876
"573065",253,190,198,909,306,214,198,213,175,244,85
"1940610",3073,1452,1941,4581,3539,1659,1436,1862,1223,1907,576
"1868589",2618,1434,1780,3769,3235,1467,1266,1556,1200,1647,620
"2570229",1934,989,1232,3003,2294,1042,896,1038,811,1162,386
"349215",121,110,1199,610,136,129,123,107,62,116,205
"856793",133,142,9550,2172,136,315,146,125,77,110,3363
"488538",77,39,60,119,75,40,46,62,29,65,19
"2029849",1618,1091,1381,2370,1794,1114,1028,1165,786,1243,500
"394221",579,318,434,907,593,374,357,386,271,449,168
"1434191",542,364,398,1038,551,351,340,388,264,377,189
"2749086",377,312,367,838,507,310,317,294,219,296,122
"1873716",593,388,507,1211,662,378,369,408,298,449,185
"1906738",430,249,316,568,426,322,253,262,203,254,75
"2016196",264,173,217,651,346,178,196,186,173,214,86
"582402",41,22,27,84,46,35,16,23,16,17,12
"949",6,15,7,9,18,4,10,12,3,8,4
"770",7,0,0,0,14,0,5,0,0,0,1
"948",4,2,11,16,14,1,2,5,5,4,0
"574556",9,4,2,4,7,3,4,3,2,2,0
"1248439",4,2,3,8,7,2,9,3,4,7,0
"2640676",72,56,59,153,58,47,42,51,27,46,13
"955",7,2,6,11,3,7,2,4,2,4,0
"1845000",4,2,3,7,2,4,1,0,1,0,1
"779",15,6,16,30,13,3,23,6,4,8,4
"945",8,1,2,9,7,2,2,2,0,12,1
"944",1,7,1,11,6,1,7,6,2,0,1
"35795",2,1,0,19,4,0,2,3,0,2,1
"391036",3,3,2,2,3,0,0,1,0,1,0
"1286528",4,8,4,10,8,2,4,12,2,4,2
"434131",11,5,1,54,6,4,0,1,3,0,1
"2686014",7,4,0,5,5,0,4,2,3,3,3
"222891",1,1,4,7,3,2,3,3,3,2,0
"114277",71,50,42,106,79,28,31,62,34,107,13
"114292",3,8,6,21,12,2,3,4,5,8,2
"114295",7,3,6,22,10,1,4,8,4,6,1
"1129742",9,4,9,26,8,6,3,11,2,5,4
"784",17,30,21,37,38,14,18,34,8,8,1
"2601646",9,1,1,6,5,4,0,3,1,2,1
"2115978",4,4,6,89,19,5,16,7,4,6,3
"696127",5,8,5,39,13,6,6,12,6,4,6
"1802984",7,11,8,16,9,9,9,5,7,5,2
"2486578",7,4,12,42,16,6,6,12,4,9,4
"2163644",6,11,7,21,10,12,11,7,3,6,1
"2043170",218,138,170,498,236,154,130,182,115,161,51
"2582913",234,161,183,433,232,156,172,192,117,214,60
"314260",265,191,187,427,300,160,180,235,137,241,61
"2066024",3,6,5,13,6,7,6,8,3,9,1
"2601575",2,5,3,1,6,4,3,7,3,2,1
"2601668",7,3,9,9,15,10,4,4,2,2,0
"86106",8,4,4,38,10,3,7,23,12,23,1
"91604",41,26,40,94,37,16,33,31,21,29,5
"1414854",26,29,23,222,35,21,16,24,12,29,7
"156889",95,55,99,148,89,70,50,64,48,77,14
"451514",0,0,1,0,2,2,1,0,0,0,0
"1002672",14,4,6,51,9,2,8,4,4,7,0
"2268451",4,1,1,28,6,2,1,3,1,4,1
"1388755",7,3,3,13,2,0,0,6,7,4,3
"1977865",10,4,5,15,2,4,5,4,2,6,2
"1977864",6,1,6,11,1,4,3,2,2,5,1
"335992",3,2,5,18,5,4,3,1,4,3,1
"2563896",3,0,2,15,5,2,4,4,0,2,2
"1925548",10,3,15,18,6,7,12,7,1,32,1
"2161677",47,29,50,76,38,36,21,30,32,38,7
"1034889",3245,1766,2323,4433,4323,1826,1590,2134,2089,2032,462
"662548",3101,894,1180,2193,2506,874,776,986,1061,1022,276
"434008",2503,949,1312,2415,2495,1014,918,1138,1190,1176,295
"207745",2946,959,1189,2170,2395,923,826,924,1001,971,257
"434009",2401,892,1242,2214,2226,991,819,1078,1107,1042,236
"1795631",1382,714,1039,2108,1792,824,744,932,947,985,200
"2681552",1135,658,840,1766,1453,598,556,753,749,757,168
"2762323",1028,541,699,1771,1305,566,492,633,722,613,162
"2762322",1109,591,790,1858,1290,567,488,679,707,601,174
"282217",881,450,589,997,1057,461,382,566,428,551,103
"434014",732,409,491,918,863,398,327,465,409,409,103
"2774875",660,367,550,1135,860,405,337,431,429,496,131
"2811425",31,23,19,60,26,20,16,16,15,14,3
"2126319",20,6,17,34,11,6,5,6,10,12,4
"1246301",1418,739,915,2103,1765,735,664,903,934,897,193
"543728",1652,816,1091,1884,1744,861,786,998,1014,855,223
"595537",1195,617,855,1663,1451,636,615,821,834,761,184
"436515",1037,516,715,1524,1123,488,489,611,634,649,153
"795665",1603,947,1187,36909,2738,971,851,1065,1517,931,1185
"2716225",1785,1114,1355,17607,2479,1072,1006,1345,1586,1320,1063
"2806262",1677,935,1260,136426,2140,963,975,1129,1447,1028,585
"2651974",1466,815,1208,5325,2019,840,854,1017,1335,982,284
"1842537",1056,589,773,4717,1395,575,578,685,1098,735,216
"434010",1015,527,787,3882,1299,562,587,598,913,592,165
"2184519",536,769,411,4777,951,664,420,489,3283,388,100
"2565558",511,302,420,1727,694,340,301,388,435,351,110
"47421",567,318,418,3218,1047,336,255,381,2517,367,100
"1763535",507,266,385,1480,578,264,245,342,422,303,88
"2518343",1273,387,2312,128236,1107,383,338,417,3305,530,353
"1842533",851,401,1081,4643,845,433,449,450,928,537,147
"2714923",676,371,498,1856,810,364,371,437,601,390,115
"358220",1032,397,1565,12939,774,463,366,448,1484,930,1098
"2478662",738,313,862,3553,611,308,316,312,764,325,117
"1858609",461,215,436,1986,495,214,199,241,453,236,89
"232721",104,54,81,448,137,44,55,62,97,83,30
"80870",2345,1158,1721,4493,2595,1270,1277,1504,1745,1481,441
"1926868",1322,675,1036,3605,1473,582,668,855,1342,899,260
"2743470",1211,607,825,2182,1395,580,586,753,958,755,199
"553814",969,457,879,3553,1003,437,466,528,946,525,182
"397945",0,0,0,0,3,0,0,0,3,0,0
"80868",547,290,441,1123,613,327,280,351,432,330,91
"535289",100,46,69,243,94,44,37,72,59,70,50
"365046",4952,3104,4796,8197,4851,3201,3967,3666,8057,3211,1305
"2741720",1290,727,921,39449,1708,704,758,896,1475,720,254
"2752316",496,235,329,1707,523,272,240,276,452,232,83
"2822760",330,160,203,696,363,147,178,194,217,194,46
"1842727",1764,1090,1524,3783,2285,1100,1062,1324,1457,1096,310
"2509614",1652,890,1263,3878,2190,992,960,1221,1478,1253,293
"338969",589,362,499,1660,711,344,289,403,452,355,114
"1484693",509,283,360,2050,541,222,231,320,480,284,93
"81479",314,169,276,902,430,191,162,214,265,198,52
"2597701",961,629,819,2249,1369,608,660,754,867,768,206
"1232667",9,7,6,112,24,3,10,6,6,7,3
"1082851",1115,627,879,1998,1291,631,572,732,732,729,162
"1392005",54,32,40,228,77,20,36,44,39,32,223
"225991",850,439,655,1993,835,486,430,488,678,551,249
"160825",611,293,451,1568,685,288,331,396,394,384,118
