"","AYtCM2TOMPOOA100360.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"178399",6.38606014300213e-06,1.16081793017234e-05,6.99017670467692e-06,9.23548643307043e-06,1.12820975675798e-05,1.11034176763745e-05,7.90399283371316e-06,1.43772343682396e-05,6.02871909527874e-06,1.1433540695166e-05,2.38566122179254e-06,"v_2283",97,2.78885573249296e-05,47440.5966498934
"1936021",1.32282674390758e-05,2.63416376462184e-05,1.817445943216e-05,1.05006215608883e-05,2.31283000135385e-05,2.17626986456939e-05,1.84426499453307e-05,2.87544687364792e-05,1.11961926055177e-05,1.7150311042749e-05,5.56654285084926e-06,"v_5209",239,2.78870018684291e-05,113601.812095166
"158841",1.9614327582078e-05,2.45557639074917e-05,1.99220036083292e-05,1.07536485864519e-05,2.5102667087865e-05,1.68771948680892e-05,1.44906535284741e-05,2.33630058483894e-05,1.59330433232367e-05,1.37875049559355e-05,6.36176325811343e-06,"v_2168",209,2.78838914758944e-05,101960.107137354
"881260",9.5790902145032e-06,1.42869899098134e-05,2.93587421596431e-05,1.74588647638866e-05,2.6230876844623e-05,2.75364758374087e-05,1.66862070933945e-05,1.8420831534307e-05,1.07655698129977e-05,1.07609794778033e-05,7.15698366537761e-06,"v_1771",111,2.78800044608007e-05,43313.3220061398
"10319",1.30001938625401e-05,1.071524243236e-05,9.08722971607999e-06,4.17494592179896e-06,1.21282548851482e-05,9.32687084815455e-06,7.4648821207291e-06,1.21307914982022e-05,3.44498234015928e-06,6.38933156494571e-06,1.59044081452836e-06,"v_6107",131,2.7876118529256e-05,90766.7684688244
"288004",9.12294306143162e-06,1.25011161710867e-05,1.25823180684185e-05,1.45490539699055e-05,1.29744122027167e-05,1.15475543834294e-05,6.58666069476097e-06,1.07829257761797e-05,4.3062279251991e-06,1.04246988691219e-05,6.36176325811343e-06,"v_2714",51,2.7866796711718e-05,59020.0445128389
"2676603",7.52642802568108e-06,7.58996338958836e-06,8.3882120456123e-06,6.7052161774347e-06,1.35385170810957e-05,1.06592809693195e-05,7.4648821207291e-06,1.88701201083145e-05,7.32058747283847e-06,8.74329582571518e-06,7.95220407264179e-07,"v_4651",172,2.78621381404809e-05,50541.9529848739
"1522",1.04913845206464e-05,1.4733458344495e-05,1.15337915627169e-05,8.85594589472507e-06,1.29744122027167e-05,1.55447847469242e-05,1.49297642414582e-05,1.52758115162546e-05,8.18183305787829e-06,8.74329582571518e-06,1.59044081452836e-06,"v_4565",143,2.78613618633679e-05,64126.9644588961
"1397703",1.18598259798611e-05,1.607286364854e-05,1.43298622445877e-05,5.06054051127147e-06,1.72051987905591e-05,1.19916910904844e-05,1.62470963804104e-05,2.11165629783519e-05,6.02871909527874e-06,1.24423825212101e-05,7.95220407264179e-06,"v_4640",173,2.78574811265565e-05,71594.7268856492
"1408191",1.48247824748264e-05,1.96446111259934e-05,1.67764240912246e-05,1.16392431759244e-05,1.63590414729907e-05,1.59889214539792e-05,1.58079856674263e-05,2.56094487184268e-05,1.37799293606371e-05,1.31149437385728e-05,1.19283061089627e-05,"v_3528",235,2.78536014706702e-05,98696.0795993829
"28070",1.23159731329327e-05,1.339405304045e-05,1.60774064207569e-05,1.50551080210326e-05,1.55128841554222e-05,1.55447847469242e-05,1.00995463986335e-05,1.7522254386292e-05,1.11961926055177e-05,1.24423825212101e-05,1.27235265162269e-05,"v_4613",51,2.78536014706702e-05,39784.6259021345
"2487345",8.66679590836004e-06,8.03643182427002e-06,7.68919437514461e-06,7.5908107669072e-06,1.15641500067693e-05,6.2179138987697e-06,6.14754998177691e-06,1.7522254386292e-05,6.02871909527874e-06,8.74329582571518e-06,3.9761020363209e-06,"v_2084",107,2.78520499108734e-05,72439.4650360005
"1306274",8.89486948489583e-06,1.29475846057684e-05,1.29318269036523e-05,3.16283781954467e-06,1.26923597635272e-05,9.32687084815455e-06,7.90399283371316e-06,1.66236772382771e-05,5.16747351023892e-06,5.04420913022029e-06,4.77132244358508e-06,"v_4626",187,2.78473962684489e-05,72835.6650691638
"89153",1.36844145921474e-05,1.91981426913117e-05,1.74754417616923e-05,7.21127022856184e-06,1.52308317162327e-05,1.59889214539792e-05,1.49297642414582e-05,2.0217985830337e-05,1.16268153980376e-05,1.07609794778033e-05,1.59044081452836e-06,"v_4427",221,2.78458453998663e-05,48449.1790069048
"86170",1.20878995563969e-05,1.02687739976784e-05,1.25823180684185e-05,8.85594589472507e-06,1.21282548851482e-05,1.42123746257593e-05,9.66043568564942e-06,1.70729658122845e-05,8.18183305787829e-06,8.74329582571518e-06,9.54264488717015e-06,"v_4481",142,2.78442947040151e-05,60173.21176789
"2649714",5.01761868378739e-06,4.46468434681668e-06,1.08347738922492e-05,5.18705402405326e-06,7.89746829730583e-06,7.55032401993463e-06,6.14754998177691e-06,1.21307914982022e-05,4.3062279251991e-06,5.716770347583e-06,3.9761020363209e-06,"v_4653",109,2.7838093647347e-05,88593.4424375548
"689",8.66679590836004e-06,9.37583712831503e-06,1.32813357388861e-05,6.19916212630755e-06,1.15641500067693e-05,6.66205060582468e-06,1.44906535284741e-05,9.43506005415724e-06,6.02871909527874e-06,4.03536730417623e-06,2.38566122179254e-06,"v_2613",94,2.78357689631176e-05,70828.6923915937
"641148",1.18598259798611e-05,1.96446111259934e-05,1.60774064207569e-05,7.46429725412542e-06,1.57949365946117e-05,1.24358277975394e-05,1.49297642414582e-05,1.70729658122845e-05,9.90432422795793e-06,1.37875049559355e-05,4.77132244358508e-06,"v_1244",179,2.78287972393833e-05,75811.0373365084
"863643",1.50528560513622e-05,2.23234217340834e-05,1.67764240912246e-05,7.21127022856184e-06,1.38205695202852e-05,1.73213315751442e-05,1.53688749544423e-05,2.06672744043444e-05,7.32058747283847e-06,1.00884182604406e-05,5.56654285084926e-06,"v_4419",175,2.78256998163504e-05,67917.6386662513
"1238",1.07194580971822e-05,8.92936869363336e-06,6.29115903420923e-06,1.11331891247972e-05,1.43846743986642e-05,8.88273414109957e-06,1.22950999635538e-05,1.25800800722097e-05,5.59809630275883e-06,1.07609794778033e-05,3.9761020363209e-06,"v_2705",46,2.78241513633834e-05,69738.6295825408
"2293",1.18598259798611e-05,1.83052058219484e-05,1.53783887502892e-05,1.15127296631426e-05,1.63590414729907e-05,1.33241012116494e-05,1.00995463986335e-05,1.66236772382771e-05,1.20574381905575e-05,9.75213765175924e-06,8.74742447990597e-06,"v_2882",137,2.78241513633834e-05,33809.1409087108
"51197",1.04913845206464e-05,1.25011161710867e-05,1.15337915627169e-05,7.21127022856184e-06,1.86154609865066e-05,1.11034176763745e-05,8.34310354669723e-06,1.79715429602995e-05,7.75121026535838e-06,8.74329582571518e-06,9.54264488717015e-06,"v_4416",138,2.78241513633834e-05,61571.0845013843
"82987",7.52642802568108e-06,1.071524243236e-05,1.60774064207569e-05,6.95824320299827e-06,1.15641500067693e-05,1.51006480398693e-05,1.00995463986335e-05,1.07829257761797e-05,9.47370143543802e-06,7.73445399967112e-06,6.36176325811343e-06,"v_2083",169,2.78233772015247e-05,113529.703289495
"891968",8.89486948489583e-06,1.51799267791767e-05,1.29318269036523e-05,5.44008104961683e-06,1.69231463513696e-05,1.73213315751442e-05,1.05386571116176e-05,1.57251000902621e-05,9.04307864291811e-06,1.1433540695166e-05,4.77132244358508e-06,"v_5160",175,2.78233772015247e-05,54552.1005885266
"573413",1.32282674390758e-05,1.607286364854e-05,1.29318269036523e-05,7.71732427968899e-06,1.55128841554222e-05,1.51006480398693e-05,1.31733213895219e-05,2.24644287003744e-05,8.18183305787829e-06,1.27786631298914e-05,5.56654285084926e-06,"v_5116",208,2.78218290070389e-05,51694.7099406116
"1884913",1.66493710871127e-05,1.16081793017234e-05,1.29318269036523e-05,4.30145943458075e-06,1.29744122027167e-05,7.99446072698961e-06,6.58666069476097e-06,1.43772343682396e-05,3.01435954763937e-06,6.05305095626435e-06,1.59044081452836e-06,"v_3790",133,2.78195070383353e-05,38086.7655528039
"717772",5.70183941339476e-06,7.14349495490669e-06,5.24263252850769e-06,8.85594589472507e-06,1.26923597635272e-05,5.32964048465974e-06,5.70843926879284e-06,1.21307914982022e-05,5.16747351023892e-06,6.05305095626435e-06,3.18088162905672e-06,"v_2697",70,2.78164116828929e-05,113439.383415617
"82995",1.68774446636485e-05,1.51799267791767e-05,1.53783887502892e-05,1.3663459380433e-05,2.25641951351595e-05,1.77654682821991e-05,1.31733213895219e-05,1.8420831534307e-05,1.16268153980376e-05,1.74865916514304e-05,1.11330857016985e-05,"v_1971",149,2.78156379516564e-05,60379.9530789074
"224012",8.89486948489583e-06,1.071524243236e-05,1.18833003979508e-05,7.5908107669072e-06,1.29744122027167e-05,9.32687084815455e-06,1.27342106765379e-05,3.72909516426215e-05,8.18183305787829e-06,9.75213765175924e-06,1.59044081452836e-06,"v_4625",162,2.78156379516564e-05,17446.8365607554
"1175444",1.82458861228632e-05,1.87516742566301e-05,1.43298622445877e-05,7.33778374134363e-06,2.1718037817591e-05,1.33241012116494e-05,1.53688749544423e-05,2.33630058483894e-05,1.03349470204778e-05,2.01768365208812e-05,6.36176325811343e-06,"v_5364",140,2.78156379516564e-05,48567.2902149676
"2107709",9.80716379103899e-06,8.48290025895169e-06,9.08722971607999e-06,4.68099997292611e-06,1.46667268378537e-05,1.90978784033641e-05,8.78221425968129e-06,1.16815029241947e-05,6.88996468031856e-06,6.72561217362706e-06,7.95220407264179e-07,"v_6129",141,2.78156379516564e-05,36943.8672861338
"1855380",1.25440467094685e-05,1.78587373872667e-05,1.67764240912246e-05,7.97035130525256e-06,1.66410939121802e-05,1.37682379187043e-05,1.62470963804104e-05,1.34786572202246e-05,7.32058747283847e-06,1.24423825212101e-05,1.03378652944343e-05,"v_1357",137,2.78140906183072e-05,79144.5281992168
"2042057",1.09475316737179e-05,2.36628270381284e-05,1.25823180684185e-05,1.7205837738323e-05,2.03077756216436e-05,1.68771948680892e-05,1.22950999635538e-05,1.66236772382771e-05,9.47370143543802e-06,1.27786631298914e-05,9.54264488717015e-06,"v_2112",49,2.78133170161874e-05,44483.1839449794
"5741",8.21064875528846e-06,1.25011161710867e-05,1.363084457412e-05,1.17657566887062e-05,1.12820975675798e-05,1.46565113328143e-05,1.00995463986335e-05,1.43772343682396e-05,5.16747351023892e-06,1.00884182604406e-05,3.9761020363209e-06,"v_5553",112,2.78125434570992e-05,35370.355399908
"264686",7.29835444914529e-06,1.11617108670417e-05,1.01357562217815e-05,3.92191889623539e-06,9.87183537163229e-06,6.2179138987697e-06,1.00995463986335e-05,1.16815029241947e-05,3.01435954763937e-06,7.39817339098976e-06,2.38566122179254e-06,"v_4628",132,2.78109964680034e-05,115183.427666977
"2814294",1.00352373675748e-05,1.071524243236e-05,9.43673855131384e-06,8.47640535637971e-06,1.26923597635272e-05,1.19916910904844e-05,9.22132497266536e-06,9.88434862816473e-06,8.18183305787829e-06,7.39817339098976e-06,7.95220407264179e-06,"v_2361",112,2.78102230379888e-05,53587.6121793383
"142864",1.48247824748264e-05,2.27698901687651e-05,1.50288799150554e-05,6.45218915187112e-06,2.2846247574349e-05,2.22068353527489e-05,1.53688749544423e-05,2.60587372924343e-05,7.32058747283847e-06,1.41237855646168e-05,7.95220407264179e-06,"v_4630",234,2.78102230379888e-05,114463.000575654
"1973486",1.4140561745219e-05,2.45557639074917e-05,1.78249505969261e-05,8.22337833081614e-06,2.08718805000226e-05,1.9542015110419e-05,1.49297642414582e-05,2.78558915884642e-05,8.18183305787829e-06,2.05131171295625e-05,7.95220407264179e-06,"v_4636",194,2.78102230379888e-05,85030.6655827459
"577309",1.02633109441106e-05,1.51799267791767e-05,1.53783887502892e-05,1.69528107127594e-05,1.66410939121802e-05,1.51006480398693e-05,1.3612432102506e-05,1.70729658122845e-05,1.29186837755973e-05,1.07609794778033e-05,1.27235265162269e-05,"v_5017",56,2.78102230379888e-05,13354.3024836066
"174633",2.02985483116853e-05,2.23234217340834e-05,1.99220036083292e-05,1.15127296631426e-05,2.14359853784016e-05,1.86537416963091e-05,1.80035392323467e-05,2.74066030144568e-05,1.11961926055177e-05,1.88317140861558e-05,3.18088162905672e-06,"v_4877",200,2.78071297480674e-05,58461.1772559546
"1354302",1.80178125463274e-05,1.91981426913117e-05,1.71259329264584e-05,1.15127296631426e-05,1.77693036689381e-05,1.28799645045944e-05,1.62470963804104e-05,2.0217985830337e-05,8.6124558503982e-06,1.74865916514304e-05,5.56654285084926e-06,"v_2489",146,2.78040371461936e-05,60671.3059143422
"1915309",5.70183941339476e-06,8.03643182427002e-06,7.33968553991076e-06,1.17657566887062e-05,1.12820975675798e-05,8.43859743404459e-06,4.83021784282471e-06,9.43506005415724e-06,3.44498234015928e-06,4.37164791285759e-06,7.15698366537761e-06,"v_3006",56,2.78017181461814e-05,128149.529904958
"109266",6.84220729607371e-06,7.58996338958836e-06,8.73772088084615e-06,3.16283781954467e-06,1.12820975675798e-05,8.43859743404459e-06,8.78221425968129e-06,2.65080258664418e-05,5.59809630275883e-06,5.716770347583e-06,3.18088162905672e-06,"v_4641",148,2.77916736145851e-05,27885.5440254226
"1930071",1.59651503575053e-05,1.96446111259934e-05,1.64269152559908e-05,1.01210810225429e-05,2.2846247574349e-05,1.73213315751442e-05,1.93208713712988e-05,2.69573144404493e-05,1.16268153980376e-05,1.1433540695166e-05,1.03378652944343e-05,"v_4534",209,2.77909012589278e-05,55427.6159454998
"28264",1.16317524033253e-05,1.29475846057684e-05,1.78249505969261e-05,6.07264861352576e-06,1.04359402500113e-05,1.46565113328143e-05,8.78221425968129e-06,1.52758115162546e-05,8.6124558503982e-06,8.74329582571518e-06,7.15698366537761e-06,"v_3743",188,2.77885844495081e-05,91033.9225961616
"1970191",4.33339795418002e-06,4.01821591213501e-06,6.64066786944307e-06,1.01210810225429e-05,7.89746829730583e-06,4.44136707054978e-06,3.51288570387252e-06,1.07829257761797e-05,3.44498234015928e-06,2.69024486945082e-06,2.38566122179254e-06,"v_5034",87,2.77862680263414e-05,58596.0848115657
"49338",1.89301068524706e-05,1.78587373872667e-05,1.74754417616923e-05,1.74588647638866e-05,2.48206146486755e-05,1.46565113328143e-05,1.84426499453307e-05,3.01023344585017e-05,9.47370143543802e-06,1.04246988691219e-05,1.19283061089627e-05,"v_4408",84,2.77847239587675e-05,85306.5357188864
"142877",5.47376583685897e-06,5.80408965086168e-06,4.54361485804e-06,5.18705402405326e-06,8.74362561487432e-06,7.99446072698961e-06,2.63466427790439e-06,8.53648290614227e-06,3.44498234015928e-06,5.04420913022029e-06,3.18088162905672e-06,"v_4409",83,2.7782408179141e-05,94166.4690408131
"204040",8.21064875528846e-06,1.071524243236e-05,9.78624738654768e-06,3.66889187067181e-06,9.30773049325331e-06,1.06592809693195e-05,7.90399283371316e-06,1.66236772382771e-05,5.59809630275883e-06,8.74329582571518e-06,3.9761020363209e-06,"v_2096",180,2.7779321073393e-05,86314.702316925
"309798",1.48247824748264e-05,2.09840164300384e-05,1.60774064207569e-05,3.92191889623539e-06,1.60769890338012e-05,1.9542015110419e-05,1.22950999635538e-05,1.57251000902621e-05,5.16747351023892e-06,5.04420913022029e-06,3.18088162905672e-06,"v_5257",175,2.77777777777778e-05,50815.897278803
"190192",9.80716379103899e-06,1.339405304045e-05,9.78624738654768e-06,4.17494592179896e-06,1.38205695202852e-05,1.46565113328143e-05,1.00995463986335e-05,1.21307914982022e-05,5.59809630275883e-06,7.73445399967112e-06,5.56654285084926e-06,"v_5440",154,2.77777777777778e-05,38584.4714998531
"2564040",8.43872233182425e-06,1.16081793017234e-05,1.01357562217815e-05,6.32567563908934e-06,1.15641500067693e-05,9.77100755520952e-06,1.22950999635538e-05,1.57251000902621e-05,7.32058747283847e-06,6.72561217362706e-06,4.77132244358508e-06,"v_5137",150,2.77754631558481e-05,39143.8910465582
"1573676",1.27721202860043e-05,1.2054647736405e-05,1.74754417616923e-05,1.20187837142697e-05,1.72051987905591e-05,1.28799645045944e-05,1.31733213895219e-05,1.97686972563295e-05,1.07655698129977e-05,1.51326273906609e-05,7.15698366537761e-06,"v_1802",143,2.77731489196245e-05,53624.4800161022
"55213",1.57370767809695e-05,2.45557639074917e-05,1.78249505969261e-05,1.53081350465962e-05,2.5666771966244e-05,1.51006480398693e-05,1.53688749544423e-05,2.06672744043444e-05,1.37799293606371e-05,1.61414692167049e-05,1.03378652944343e-05,"v_2122",145,2.77700638711469e-05,38466.2196131889
"169480",9.35101663796741e-06,8.92936869363336e-06,1.01357562217815e-05,1.11331891247972e-05,1.29744122027167e-05,8.88273414109957e-06,1.18559892505697e-05,1.07829257761797e-05,8.6124558503982e-06,8.40701521703382e-06,6.36176325811343e-06,"v_3266",49,2.77654375832963e-05,36323.7456883086
"292566",7.52642802568108e-06,4.46468434681668e-06,7.68919437514461e-06,5.06054051127147e-06,7.05131097973735e-06,4.44136707054978e-06,4.39110712984065e-06,8.98577148014976e-06,2.58373675511946e-06,4.03536730417623e-06,1.59044081452836e-06,"v_4589",84,2.77638958298628e-05,50792.9740324102
"29347",7.52642802568108e-06,1.2054647736405e-05,1.01357562217815e-05,9.488513458634e-06,8.46157317568482e-06,1.02151442622645e-05,7.4648821207291e-06,1.16815029241947e-05,6.02871909527874e-06,9.41585704307788e-06,5.56654285084926e-06,"v_4428",88,2.7763125017352e-05,27485.0438717808
"1580",1.8473959699399e-05,1.91981426913117e-05,2.30675831254338e-05,8.85594589472507e-06,2.05898280608331e-05,2.0430288524529e-05,1.97599820842829e-05,1.97686972563295e-05,7.32058747283847e-06,1.31149437385728e-05,1.11330857016985e-05,"v_4126",220,2.77585010409438e-05,90903.5135469731
"1573720",1.18598259798611e-05,6.25055808554335e-06,1.01357562217815e-05,7.33778374134363e-06,1.26923597635272e-05,1.19916910904844e-05,7.4648821207291e-06,1.03336372021722e-05,5.16747351023892e-06,5.04420913022029e-06,5.56654285084926e-06,"v_1368",74,2.7757730527952e-05,46642.7425869328
"58138",1.25440467094685e-05,1.071524243236e-05,1.11842827274831e-05,1.08801620992337e-05,1.63590414729907e-05,1.19916910904844e-05,9.22132497266536e-06,1.21307914982022e-05,9.90432422795793e-06,9.41585704307788e-06,3.18088162905672e-06,"v_4417",86,2.77554192456077e-05,20073.0959718924
"339862",9.80716379103899e-06,1.11617108670417e-05,1.04852650570154e-05,8.85594589472507e-06,1.07179926892008e-05,7.55032401993463e-06,1.27342106765379e-05,1.7522254386292e-05,5.59809630275883e-06,5.716770347583e-06,1.59044081452836e-06,"v_4406",108,2.77523381344878e-05,17757.1050094554
"465817",1.64212975105769e-05,1.56263952138584e-05,2.34170919606677e-05,1.1892270201488e-05,2.53847195270545e-05,2.66482024232987e-05,2.0638203510251e-05,2.29137172743819e-05,1.03349470204778e-05,1.64777498253863e-05,9.54264488717015e-06,"v_2031",177,2.77484877074199e-05,74169.2809874939
"1712410",1.66493710871127e-05,1.74122689525851e-05,1.53783887502892e-05,6.19916212630755e-06,2.00257231824541e-05,1.37682379187043e-05,1.66862070933945e-05,1.88701201083145e-05,7.75121026535838e-06,7.39817339098976e-06,3.9761020363209e-06,"v_4415",171,2.77484877074199e-05,33721.329718478
"28026",1.61932239340411e-05,1.42869899098134e-05,1.29318269036523e-05,9.99456750976115e-06,1.57949365946117e-05,1.51006480398693e-05,1.22950999635538e-05,1.8420831534307e-05,1.24880609830774e-05,1.27786631298914e-05,5.56654285084926e-06,"v_3774",164,2.77469478357381e-05,37064.334336438
"34062",1.4140561745219e-05,1.56263952138584e-05,1.60774064207569e-05,1.32839188420876e-05,2.67949817230019e-05,2.0874425231584e-05,1.71253178063785e-05,2.20151401263669e-05,1.29186837755973e-05,1.81591528687931e-05,8.74742447990597e-06,"v_1613",172,2.77438686050383e-05,58876.9423575171
"1173032",1.27721202860043e-05,2.90204482543084e-05,1.60774064207569e-05,6.95824320299827e-06,1.91795658648856e-05,1.68771948680892e-05,1.18559892505697e-05,2.69573144404493e-05,1.16268153980376e-05,1.61414692167049e-05,8.74742447990597e-06,"v_4598",192,2.77430989041476e-05,63494.4794425647
